competencia,tipo,url,bytes,data_modificacao_ftp
202509,EXC,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2025/202509/CAGEDEXC202509.7z,119675,2026-06-16T17:27:32Z
202510,MOV,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2025/202510/CAGEDMOV202510.7z,54992736,2025-11-27T17:27:50Z
202510,FOR,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2025/202510/CAGEDFOR202510.7z,490615,2025-11-27T17:27:34Z
202510,EXC,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2025/202510/CAGEDEXC202510.7z,125209,2025-11-27T17:27:33Z
202511,MOV,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2025/202511/CAGEDMOV202511.7z,47598690,2026-06-16T17:48:53Z
202511,FOR,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2025/202511/CAGEDFOR202511.7z,595004,2026-06-16T17:48:52Z
202511,EXC,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2025/202511/CAGEDEXC202511.7z,103360,2026-06-16T17:48:51Z
202512,MOV,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2025/202512/CAGEDMOV202512.7z,44879645,2026-06-16T17:50:21Z
202512,FOR,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2025/202512/CAGEDFOR202512.7z,543024,2026-06-16T17:50:20Z
202512,EXC,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2025/202512/CAGEDEXC202512.7z,92412,2026-06-16T17:50:20Z
202601,MOV,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2026/202601/CAGEDMOV202601.7z,52965302,2026-06-16T17:51:42Z
202601,FOR,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2026/202601/CAGEDFOR202601.7z,633384,2026-06-16T17:51:41Z
202601,EXC,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2026/202601/CAGEDEXC202601.7z,124303,2026-06-16T17:51:40Z
202602,MOV,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2026/202602/CAGEDMOV202602.7z,55543328,2026-06-16T17:52:36Z
202602,FOR,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2026/202602/CAGEDFOR202602.7z,945794,2026-06-16T17:52:34Z
202602,EXC,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2026/202602/CAGEDEXC202602.7z,137469,2026-06-16T17:52:34Z
202603,MOV,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2026/202603/CAGEDMOV202603.7z,59393453,2026-06-16T17:53:39Z
202603,FOR,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2026/202603/CAGEDFOR202603.7z,915687,2026-06-16T17:53:37Z
202603,EXC,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2026/202603/CAGEDEXC202603.7z,156026,2026-06-16T17:53:37Z
202604,MOV,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2026/202604/CAGEDMOV202604.7z,54955632,2026-06-16T17:54:32Z
202604,FOR,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2026/202604/CAGEDFOR202604.7z,783837,2026-06-16T17:54:30Z
202604,EXC,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2026/202604/CAGEDEXC202604.7z,140967,2026-06-16T17:54:32Z
202605,MOV,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2026/202605/CAGEDMOV202605.7z,53576799,2026-06-30T17:21:57Z
202605,FOR,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2026/202605/CAGEDFOR202605.7z,969575,2026-06-30T17:21:59Z
202605,EXC,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2026/202605/CAGEDEXC202605.7z,135734,2026-06-30T17:21:58Z
