cbo_4d,periodo,periodo_num,post,admissoes,desligamentos,n_movimentacoes,ln_salario_real_adm,asinh_saldo,treatment,post_treat
2312,2021-06,202106,0,1817,1986,3803,7.778572477406872,-5.8230546485630095,0,0
2312,2021-07,202107,0,1345,1668,3013,7.893414769117182,-6.470801900039648,0,0
2312,2021-08,202108,0,3890,2191,6081,7.794209615979263,8.130942388838918,0,0
2312,2021-09,202109,0,2518,1789,4307,7.761268336706036,7.284821382987377,0,0
2312,2021-10,202110,0,1736,1288,3024,7.800157264577668,6.797941658588037,0,0
2312,2021-11,202111,0,898,1296,2194,7.70564515874602,-6.67960076408362,0,0
2312,2021-12,202112,0,247,12752,12999,7.618049972721532,-10.127031025470385,0,0
2312,2022-01,202201,0,5144,4475,9619,8.137650709804582,7.198931799270781,0,0
2312,2022-02,202202,0,16595,4430,21025,7.98663893632968,10.099465437466904,0,0
2312,2022-03,202203,0,7288,3161,10449,7.891739183384688,9.018453224990669,0,0
2312,2022-04,202204,0,4162,2825,6987,7.874975880865429,7.8913308975166006,0,0
2312,2022-05,202205,0,3506,2372,5878,8.043541265959416,7.726653859255482,0,0
2312,2022-06,202206,0,2914,2622,5536,8.862804293185242,6.369903914885138,0,0
2312,2022-07,202207,0,1863,3063,4926,8.107457572725048,-7.783224189947103,0,0
2312,2022-08,202208,0,4669,2730,7399,8.102744166983612,8.263074902296886,0,0
2312,2022-09,202209,0,2435,1799,4234,8.220356627054523,7.148346361952578,0,0
2312,2022-10,202210,0,1503,1295,2798,8.054835098286185,6.030691038687509,0,0
2312,2022-11,202211,0,813,1598,2411,8.011083492760646,-7.358831304038079,0,0
2312,2022-12,202212,1,253,15354,15607,7.845790525403044,-10.315663427432032,0,0
2312,2023-01,202301,1,5535,5174,10709,7.942668603424015,6.582027057227405,0,0
2312,2023-02,202302,1,13347,4306,17653,7.820616966420206,9.802672250355801,0,0
2312,2023-03,202303,1,6787,3173,9960,7.787507183538287,8.885717670853078,0,0
2312,2023-04,202304,1,4027,2404,6431,7.987754975882687,8.085178842982556,0,0
2312,2023-05,202305,1,3436,2380,5816,7.753125935452994,7.655390869013979,0,0
2312,2023-06,202306,1,2412,2708,5120,7.675410176639417,-6.38350948823191,0,0
2312,2023-07,202307,1,1734,2300,4034,7.861843271332184,-7.0317420391440395,0,0
2312,2023-08,202308,1,4014,2521,6535,7.8612037343039685,8.00169009025457,0,0
2312,2023-09,202309,1,2020,1874,3894,7.7417725289933905,5.676765530341185,0,0
2312,2023-10,202310,1,1289,1414,2703,7.8771751236744905,-5.52147691747826,0,0
2312,2023-11,202311,1,734,1594,2328,7.872908471739933,-7.450079907827879,0,0
2312,2023-12,202312,1,201,13522,13723,7.840235131431703,-10.190244198320263,0,0
2312,2024-01,202401,1,5869,5056,10925,7.969157543232611,7.393878668340106,0,0
2312,2024-02,202402,1,13404,4537,17941,7.88196097041247,9.783238983119656,0,0
2312,2024-03,202403,1,5473,3385,8858,7.768045900625702,8.337109186905286,0,0
2312,2024-04,202404,1,3789,3169,6958,7.7839071817666685,7.122867308962652,0,0
2312,2024-05,202405,1,2944,2546,5490,7.776265111230646,6.67960076408362,0,0
2312,2024-06,202406,1,2141,2776,4917,7.738852074750563,-7.1467727994533,0,0
2312,2024-07,202407,1,2006,2771,4777,7.947244429143094,-7.333023441572332,0,0
2312,2024-08,202408,1,3967,2359,6326,7.758430407139934,8.075893726985806,0,0
2312,2024-09,202409,1,2856,1763,4619,7.333733584612985,7.689828878002905,0,0
2312,2024-10,202410,1,1566,1503,3069,7.628285769934909,4.836344889159275,0,0
2312,2024-11,202411,1,859,1701,2560,8.050432480942014,-7.428927547429299,0,0
2312,2024-12,202412,1,264,14187,14451,8.137606058621898,-10.234444609758889,0,0
2312,2025-01,202501,1,6871,5805,12676,7.914537647443375,7.664816005287141,0,0
2312,2025-02,202502,1,14794,5323,20117,7.759034109373839,9.84913696057312,0,0
2312,2025-03,202503,1,5261,3272,8533,7.702328345317023,8.288534522607126,0,0
2312,2025-04,202504,1,3816,3195,7011,7.69625896224022,7.124478910764114,0,0
2312,2025-05,202505,1,3301,2829,6130,7.720031880059498,6.850127288306783,0,0
2312,2025-06,202506,1,2209,2776,4985,7.7711173773977045,-7.033507261918373,0,0
2312,2025-07,202507,1,2134,3003,5137,7.845248147786264,-7.4604906368804045,0,0
2312,2025-08,202508,1,3865,2594,6459,7.750740963017355,7.840706606505867,0,0
2312,2025-09,202509,1,2235,1804,4039,7.784012639750397,6.759256616476298,0,0
2312,2025-10,202510,1,1461,1445,2906,7.6428733520299685,3.466711037884725,0,0
2312,2025-11,202511,1,655,1520,2175,7.709438464491188,-7.455877021615751,0,0
2312,2025-12,202512,1,183,12761,12944,7.797291173482852,-10.13285171724361,0,0
2312,2026-01,202601,1,6271,4949,11220,7.942363622975453,7.880048344018001,0,0
2312,2026-02,202602,1,12391,4486,16877,7.891357314496185,9.66839793420422,0,0
2312,2026-03,202603,1,5781,3263,9044,7.825147270338555,8.524367434594398,0,0
2312,2026-04,202604,1,3345,2676,6021,7.769313387762068,7.198931799270781,0,0
2312,2026-05,202605,1,2721,2268,4989,7.814955774141736,6.809040524310907,0,0
2313,2021-01,202101,0,1588,1745,3333,8.024381564416636,-5.74940312815324,0,0
2313,2021-02,202102,0,4179,1867,6046,7.737210077690431,8.439015457121885,0,0
2313,2021-03,202103,0,2177,1110,3287,7.600685566093021,7.665753651450924,0,0
2313,2021-04,202104,0,1114,755,1869,7.633956071560073,6.57647150881648,0,0
2313,2021-05,202105,0,1051,806,1857,7.641921133714704,6.194409556009931,0,0
2313,2021-06,202106,0,811,1024,1835,7.813771075016033,-6.054444856594342,0,0
2313,2021-07,202107,0,741,955,1696,7.6892640134756896,-6.0591286545291485,0,0
2313,2021-08,202108,0,1956,1067,3023,7.814170092688208,7.483244732400863,0,0
2313,2021-09,202109,0,1117,890,2007,7.701871818357803,6.118102049642983,0,0
2313,2021-10,202110,0,758,633,1391,7.668096620414275,5.52147691747826,0,0
2313,2021-11,202111,0,484,602,1086,7.577473566527741,-5.463849759152821,0,0
2313,2021-12,202112,0,252,5192,5444,7.881504512413715,-9.198267800986303,0,0
2313,2022-01,202201,0,2698,1822,4520,8.137866676572004,7.468513597281712,0,0
2313,2022-02,202202,0,7376,2021,9397,7.881960436452501,9.278933172159878,0,0
2313,2022-03,202203,0,3018,1404,4422,8.265979766608568,8.079618125359262,0,0
2313,2022-04,202204,0,2051,1124,3175,8.077423326131239,7.525101037050337,0,0
2313,2022-05,202205,0,1600,1154,2754,7.870547710094506,6.79346738938956,0,0
2313,2022-06,202206,0,1095,1412,2507,7.98673096243555,-6.452051442262431,0,0
2313,2022-07,202207,0,1025,1418,2443,8.40961480300954,-6.666958411082568,0,0
2313,2022-08,202208,0,2931,1353,4284,8.145882087199121,8.057060782363969,0,0
2313,2022-09,202209,0,1310,891,2201,7.954230385981734,6.731019524485512,0,0
