cbo_4d,vintage_2023_label,vintage_2023_mean_score,vintage_2023_pooled_sd,vintage_2023_destinations,model_consensus_label,model_consensus_mean_score,model_consensus_pooled_sd,model_consensus_destinations,all_2025_destinations
3188,Not affected,0.28,0.21,1,Not Exposed,0.17,0.04,1,1
3191,No score,,,0,No score,,,0,0
3192,No score,,,0,No score,,,0,0
3201,No score,,,0,No score,,,0,0
3211,Not affected,0.275,0.15041608956491323,2,Not Exposed,0.235,0.08440971508067066,2,2
3212,No score,,,0,No score,,,0,0
3213,Not affected,0.275,0.15041608956491323,2,Not Exposed,0.235,0.08440971508067066,2,2
3221,Not affected,0.22571428571428573,0.2076299691317047,7,Not Exposed,0.2357142857142857,0.13937176828869743,7,7
3222,Not affected,0.25,0.23,1,No score,,,0,1
3223,Not affected,0.21000000000000002,0.12786711852544425,2,Not Exposed,0.24,0.07,2,2
3224,Not affected,0.16,0.1,1,Not Exposed,0.16,0.1,1,1
3225,Not affected,0.165,0.088175960442742,4,Not Exposed,0.20750000000000002,0.10108783309577865,4,4
3226,No score,,,0,No score,,,0,0
3227,Not affected,0.22571428571428573,0.2076299691317047,7,Not Exposed,0.2357142857142857,0.13937176828869743,7,7
3231,Not affected,0.275,0.15041608956491323,2,Not Exposed,0.235,0.08440971508067066,2,2
3241,Not affected,0.2,0.11,1,Not Exposed,0.22,0.03,1,1
3242,Augmentation Potential,0.33499999999999996,0.22819947414488054,2,Exposed: Gradient 1,0.345,0.1738533865071371,2,2
3250,No score,,,0,No score,,,0,0
3251,No score,,,0,No score,,,0,0
3252,The Big Uknown,0.42,0.13,1,Not Exposed,0.26,0.05,1,1
3253,No score,,,0,No score,,,0,0
3281,Augmentation Potential,0.33499999999999996,0.22819947414488054,2,Exposed: Gradient 1,0.345,0.1738533865071371,2,2
3311,No score,,,0,No score,,,0,0
3312,No score,,,0,No score,,,0,0
3313,No score,,,0,No score,,,0,0
3321,No score,,,0,No score,,,0,0
3322,No score,,,0,No score,,,0,0
3331,No score,,,0,No score,,,0,0
3341,No score,,,0,No score,,,0,0
3411,Not affected,0.24,0.17,1,Not Exposed,0.27,0.05,1,1
3412,Augmentation Potential,0.35,0.2,1,No score,,,0,1
3413,No score,,,0,No score,,,0,0
3421,No score,,,0,No score,,,0,0
3422,The Big Uknown,0.46,0.16,1,No score,,,0,1
3423,The Big Uknown,0.48,0.20285462775100796,2,Exposed: Gradient 2,0.43,0.11,1,2
3424,Augmentation Potential,0.37,0.27,1,No score,,,0,1
3425,Not affected,0.3,0.2,1,No score,,,0,1
3426,No score,,,0,No score,,,0,0
3511,The Big Uknown,0.5439999999999999,0.21873271360269822,5,Exposed: Gradient 3,0.5125,0.13226394066411298,4,5
3513,The Big Uknown,0.48,0.1950640920313116,2,Exposed: Gradient 3,0.57,0.1,1,2
3514,Augmentation Potential,0.39,0.2,1,No score,,,0,1
3515,The Big Uknown,0.6140000000000001,0.20871990801071183,5,Exposed: Gradient 3,0.54,0.130384048104053,4,5
3516,The Big Uknown,0.42,0.13,1,Not Exposed,0.26,0.05,1,1
3517,The Big Uknown,0.46,0.22,1,Exposed: Gradient 3,0.53,0.12,1,1
3518,Not affected,0.29500000000000004,0.18728320800328044,2,Not Exposed,0.23,0.07,1,2
3519,No score,,,0,No score,,,0,0
3522,Not affected,0.4266666666666667,0.18033918659631973,3,Not Exposed,0.26,0.04949747468305833,2,3
3523,The Big Uknown,0.41,0.18,1,Minimal Exposure,0.36,0.1,1,1
3524,No score,,,0,No score,,,0,0
3532,Automation Potential,0.535,0.1915071800220556,2,Exposed: Gradient 2,0.43,0.11,1,2
3541,The Big Uknown,0.5766666666666667,0.18381754238616316,3,Exposed: Gradient 2,0.49,0.08,1,3
3542,The Big Uknown,0.48,0.14,1,Minimal Exposure,0.39,0.08,1,1
3543,The Big Uknown,0.47571428571428565,0.18313594816475567,7,Exposed: Gradient 2,0.488,0.11530828244319659,5,7
3544,Augmentation Potential,0.455,0.17168284713389395,2,Exposed: Gradient 2,0.445,0.15898113095584646,2,2
3545,The Big Uknown,0.46,0.22,1,Exposed: Gradient 3,0.53,0.12,1,1
3546,Augmentation Potential,0.38,0.19,1,Minimal Exposure,0.35,0.09,1,1
3547,The Big Uknown,0.57,0.14,1,Exposed: Gradient 2,0.44,0.1,1,1
3548,Automation Potential,0.63,0.18261982367749674,2,Exposed: Gradient 3,0.5,0.11510864433221339,2,2
3711,The Big Uknown,0.5599999999999999,0.22248595461286988,4,Exposed: Gradient 3,0.5125,0.13226394066411298,4,4
3712,No score,,,0,No score,,,0,0
3713,The Big Uknown,0.42,0.13,1,Not Exposed,0.26,0.05,1,1
3714,No score,,,0,No score,,,0,0
3721,Augmentation Potential,0.355,0.21650635094610965,2,Minimal Exposure,0.35,0.11,1,2
3722,Augmentation Potential,0.355,0.18034688796871434,2,Minimal Exposure,0.35,0.11,1,2
3731,No score,,,0,No score,,,0,0
3732,No score,,,0,No score,,,0,0
3741,Augmentation Potential,0.355,0.21650635094610965,2,Minimal Exposure,0.35,0.11,1,2
3742,Augmentation Potential,0.355,0.21650635094610965,2,Minimal Exposure,0.35,0.11,1,2
3743,Augmentation Potential,0.355,0.18034688796871434,2,Minimal Exposure,0.35,0.11,1,2
3744,Augmentation Potential,0.355,0.18034688796871434,2,Minimal Exposure,0.35,0.11,1,2
3751,Augmentation Potential,0.405,0.20420577856662137,4,Minimal Exposure,0.36,0.08573214099741124,2,4
3761,No score,,,0,No score,,,0,0
3762,Not affected,0.2,0.2,1,Not Exposed,0.13,0.06,1,1
3763,No score,,,0,No score,,,0,0
3764,Not affected,0.09,0.02,1,Not Exposed,0.25,0.06,1,1
3771,Augmentation Potential,0.3333333333333333,0.20789954839350233,3,Not Exposed,0.24,0.09273618495495704,2,3
3772,Augmentation Potential,0.3333333333333333,0.20789954839350233,3,Not Exposed,0.24,0.09273618495495704,2,3
3911,The Big Uknown,0.42,0.13,1,Not Exposed,0.26,0.05,1,1
3912,Not affected,0.3228571428571429,0.14786231874998595,7,Not Exposed,0.266,0.059531504264548875,5,7
3951,No score,,,0,No score,,,0,0
4101,No score,,,0,No score,,,0,0
4102,Augmentation Potential,0.47333333333333333,0.2070158340696565,3,Minimal Exposure,0.4,0.09354143466934853,2,3
4110,Automation Potential,0.595,0.18377975949489106,4,Exposed: Gradient 2,0.43,0.11,1,4
4121,Automation Potential,0.6266666666666666,0.21202725191719002,3,Exposed: Gradient 3,0.5933333333333334,0.1375580685464223,3,3
4122,Automation Potential,0.6459999999999999,0.1923642378406132,5,Exposed: Gradient 2,0.49,0.149833240637717,2,5
4131,The Big Uknown,0.5733333333333333,0.18882678717691395,3,Exposed: Gradient 2,0.43,0.11,1,3
4132,Automation Potential,0.535,0.1915071800220556,2,Exposed: Gradient 2,0.43,0.11,1,2
4141,Augmentation Potential,0.38,0.16401219466856726,2,Minimal Exposure,0.4,0.09354143466934853,2,2
4142,The Big Uknown,0.505,0.16132265804901677,2,Exposed: Gradient 2,0.43,0.11,1,2
4151,The Big Uknown,0.476,0.24621941434419828,5,Exposed: Gradient 2,0.47,0.16628289148315892,2,5
4152,The Big Uknown,0.44499999999999995,0.23669600757089249,2,Exposed: Gradient 2,0.43,0.11,1,2
4153,No score,,,0,No score,,,0,0
4201,No score,,,0,No score,,,0,0
4211,Not affected,0.5,0.2835489375751565,3,Exposed: Gradient 2,0.42000000000000004,0.1695582495781317,2,3
4212,The Big Uknown,0.52,0.24,1,Exposed: Gradient 2,0.45,0.19,1,1
4213,No score,,,0,No score,,,0,0
4221,Automation Potential,0.6183333333333334,0.1805008464122968,6,Exposed: Gradient 2,0.47333333333333333,0.13059692016106486,3,6
4222,The Big Uknown,0.495,0.22544400635190992,2,Exposed: Gradient 2,0.43,0.11,1,2
4223,Automation Potential,0.585,0.23135470602518549,2,No score,,,0,2
4231,No score,,,0,No score,,,0,0
4241,The Big Uknown,0.48,0.1950640920313116,2,Exposed: Gradient 3,0.57,0.1,1,2
4242,No score,,,0,No score,,,0,0
5101,Not affected,0.27375000000000005,0.2313513291511419,8,Not Exposed,0.25666666666666665,0.14138206706965664,6,8
5102,No score,,,0,No score,,,0,0
5103,No score,,,0,No score,,,0,0
5111,Augmentation Potential,0.525,0.2796873254189399,2,Exposed: Gradient 1,0.39,0.1906567596493762,2,2
5112,Augmentation Potential,0.37,0.27,1,No score,,,0,1
5114,No score,,,0,No score,,,0,0
5115,No score,,,0,No score,,,0,0
5121,Not affected,0.14,0.06,1,Not Exposed,0.14,0.08,1,1
5131,Not affected,0.22999999999999998,0.21529050141610986,2,Not Exposed,0.21000000000000002,0.1004987562112089,2,2
5132,Not affected,0.19000000000000003,0.15209646062066445,3,Not Exposed,0.20333333333333334,0.06574360974438673,3,3
5133,Not affected,0.27,0.21805962487356528,2,Not Exposed,0.26,0.12,1,2
5134,Not affected,0.27,0.21805962487356528,2,Not Exposed,0.26,0.12,1,2
5135,No score,,,0,No score,,,0,0
5136,No score,,,0,No score,,,0,0
5141,Augmentation Potential,0.36,0.29,1,No score,,,0,1
5142,Not affected,0.10285714285714286,0.04558016038155377,7,Not Exposed,0.1157142857142857,0.05653245410688394,7,7
5143,Not affected,0.1125,0.057391201416244986,4,Not Exposed,0.1175,0.0298956518577535,4,4
5151,Not affected,0.12,0.0541602560309064,3,Not Exposed,0.14500000000000002,0.047696960070847276,2,3
5152,Not affected,0.12,0.0541602560309064,3,Not Exposed,0.14500000000000002,0.047696960070847276,2,3
5153,No score,,,0,No score,,,0,0
5161,Not affected,0.22,0.2853944638566067,2,Not Exposed,0.175,0.18513508581573618,2,2
5162,Not affected,0.285,0.21383404780343096,2,Not Exposed,0.215,0.12031209415515966,2,2
5163,Not affected,0.22999999999999998,0.17767010628315238,3,Not Exposed,0.24,0.14106735979665885,3,3
5164,Not affected,0.11,0.02,1,Not Exposed,0.14,0.03,1,1
5165,Not affected,0.11,0.05,1,Not Exposed,0.17,0.17,1,1
5166,Not affected,0.1,0.04,1,Not Exposed,0.09,0.02,1,1
5167,The Big Uknown,0.53,0.19,1,Minimal Exposure,0.3,0.16,1,1
5168,No score,,,0,No score,,,0,0
5169,No score,,,0,No score,,,0,0
5171,Not affected,0.19666666666666666,0.1599652740093577,3,Not Exposed,0.19333333333333336,0.08339997335464537,3,3
5172,Not affected,0.14,0.07141428428542851,2,Not Exposed,0.14,0.035355339059327376,2,2
5173,Not affected,0.19,0.0972111104761179,2,Not Exposed,0.2,0.07280109889280519,2,2
5174,Augmentation Potential,0.27666666666666667,0.21982316125063397,3,Minimal Exposure,0.2866666666666667,0.16152055252780956,3,3
5191,Augmentation Potential,0.26,0.26,1,No score,,,0,1
5192,No score,,,0,No score,,,0,0
5193,No score,,,0,No score,,,0,0
5198,No score,,,0,No score,,,0,0
5199,Not affected,0.39357142857142857,0.2848836139011645,14,Minimal Exposure,0.2854545454545454,0.19354884919521836,11,14
5201,No score,,,0,No score,,,0,0
5211,The Big Uknown,0.374,0.25702918122267754,5,Not Exposed,0.24,0.14577379737113252,2,5
5231,Not affected,0.185,0.14585952145814823,2,Not Exposed,0.19,0.085146931829632,2,2
5241,Automation Potential,0.585,0.23135470602518549,2,No score,,,0,2
5242,Not affected,0.16999999999999998,0.08602325267042626,2,Not Exposed,0.21000000000000002,0.10559356040971438,2,2
5243,Not affected,0.16999999999999998,0.08602325267042626,2,Not Exposed,0.21000000000000002,0.10559356040971438,2,2
6110,Not affected,0.24,0.16,1,Not Exposed,0.19,0.11,1,1
6120,Not affected,0.17,0.08,1,Not Exposed,0.17,0.12,1,1
6121,No score,,,0,No score,,,0,0
6122,Not affected,0.17,0.11,1,Not Exposed,0.18,0.12,1,1
6123,No score,,,0,No score,,,0,0
6124,No score,,,0,No score,,,0,0
6125,Not affected,0.18,0.08,1,Not Exposed,0.17,0.11,1,1
6126,No score,,,0,No score,,,0,0
6127,No score,,,0,No score,,,0,0
6128,No score,,,0,No score,,,0,0
6130,Not affected,0.18,0.12,1,Not Exposed,0.17,0.1,1,1
6131,Not affected,0.18,0.12,1,Not Exposed,0.17,0.1,1,1
6132,No score,,,0,No score,,,0,0
6133,Not affected,0.2,0.19,1,Not Exposed,0.19,0.1,1,1
6134,No score,,,0,No score,,,0,0
6201,Not affected,0.24,0.16,1,Not Exposed,0.19,0.11,1,1
6210,Not affected,0.24,0.16,1,Not Exposed,0.19,0.11,1,1
6220,Not affected,0.14,0.10246950765959599,3,Not Exposed,0.15666666666666665,0.09826268648655784,3,3
6221,Not affected,0.17,0.11,1,Not Exposed,0.18,0.12,1,1
6222,Not affected,0.17,0.11,1,Not Exposed,0.18,0.12,1,1
6223,No score,,,0,No score,,,0,0
6224,No score,,,0,No score,,,0,0
6225,Not affected,0.17,0.08,1,Not Exposed,0.17,0.12,1,1
6226,Not affected,0.18,0.08,1,Not Exposed,0.17,0.11,1,1
6227,Not affected,0.18,0.08,1,Not Exposed,0.17,0.11,1,1
6228,Not affected,0.18,0.08,1,Not Exposed,0.17,0.11,1,1
6230,Not affected,0.22200000000000003,0.18648324321504062,5,Not Exposed,0.184,0.10864621484432856,5,5
6231,Not affected,0.19333333333333336,0.16649991658322902,3,Not Exposed,0.17,0.10801234497346433,3,3
6232,Not affected,0.18,0.12,1,Not Exposed,0.17,0.1,1,1
6233,Not affected,0.20000000000000004,0.18672618098881225,3,Not Exposed,0.17666666666666667,0.10842303978193729,3,3
6234,Augmentation Potential,0.33,0.2,1,Not Exposed,0.22,0.11,1,1
6301,No score,,,0,No score,,,0,0
6310,Not affected,0.24,0.24,1,Not Exposed,0.18,0.07,1,1
6311,Not affected,0.21,0.21587033144922904,2,Not Exposed,0.165,0.09526279441628827,2,2
6312,Not affected,0.24,0.24,1,Not Exposed,0.18,0.07,1,1
6313,Not affected,0.22,0.18,1,No score,,,0,1
6314,Not affected,0.24,0.24,1,Not Exposed,0.18,0.07,1,1
6320,Not affected,0.14,0.05,1,Not Exposed,0.12,0.05,1,1
6321,Not affected,0.14,0.05,1,Not Exposed,0.12,0.05,1,1
6322,Not affected,0.14,0.05,1,Not Exposed,0.12,0.05,1,1
6323,Not affected,0.14,0.05,1,Not Exposed,0.12,0.05,1,1
6324,Not affected,0.14,0.05,1,Not Exposed,0.12,0.05,1,1
6325,Not affected,0.14,0.05,1,Not Exposed,0.12,0.05,1,1
6326,Not affected,0.14,0.05,1,Not Exposed,0.12,0.05,1,1
6410,Not affected,0.12,0.05,1,Not Exposed,0.12,0.03,1,1
6420,Not affected,0.12,0.05,1,Not Exposed,0.12,0.03,1,1
6430,No score,,,0,No score,,,0,0
7101,Not affected,0.27,0.17930421077041106,2,Not Exposed,0.22999999999999998,0.11335784048754632,2,2
7102,Not affected,0.14333333333333334,0.09428090415820634,3,Not Exposed,0.17,0.09660917830792959,3,3
7111,Not affected,0.21250000000000002,0.16618889854620253,4,Not Exposed,0.1725,0.1023169096484056,4,4
7112,Not affected,0.27,0.17930421077041106,2,Not Exposed,0.22999999999999998,0.11335784048754632,2,2
7113,Not affected,0.22,0.2,1,Not Exposed,0.19,0.12,1,1
7114,Not affected,0.13,0.05,1,Not Exposed,0.11,0.02,1,1
7121,Not affected,0.21,0.17,1,Not Exposed,0.21,0.1,1,1
7122,Not affected,0.12,0.04,1,Not Exposed,0.11,0.02,1,1
7151,Not affected,0.12,0.04,1,Not Exposed,0.13,0.02,1,1
7152,Not affected,0.11,0.03,2,Not Exposed,0.1,0.01870828693386971,2,2
7153,Not affected,0.09,0.02,1,Not Exposed,0.1,0.03,1,1
7154,Not affected,0.22,0.2,1,Not Exposed,0.23,0.11,1,1
7155,Not affected,0.13999999999999999,0.08902246907382427,4,Not Exposed,0.16,0.08602325267042628,4,4
7156,Not affected,0.18,0.07,1,Not Exposed,0.19,0.06,1,1
7157,Not affected,0.12,0.04,1,Not Exposed,0.13,0.02,1,1
7161,Not affected,0.09,0.02,1,Not Exposed,0.1,0.03,1,1
7162,Not affected,0.11,0.05,1,Not Exposed,0.13,0.08,1,1
7163,Not affected,0.1,0.0,1,Not Exposed,0.14,0.0,1,1
7164,Not affected,0.12,0.05,1,Not Exposed,0.11,0.01,1,1
7165,Not affected,0.1,0.0,1,Not Exposed,0.1,0.02,1,1
7166,Not affected,0.11333333333333333,0.033993463423951896,3,Not Exposed,0.11,0.031091263510296053,3,3
7170,Not affected,0.1,0.0,1,Not Exposed,0.09,0.02,1,1
7201,No score,,,0,No score,,,0,0
7202,Augmentation Potential,0.32999999999999996,0.23505318547086315,2,Minimal Exposure,0.35,0.13,1,2
7211,Not affected,0.21,0.15,1,Not Exposed,0.2,0.1,1,1
7212,Not affected,0.17,0.08,1,Not Exposed,0.18,0.05,1,1
7213,Not affected,0.16,0.09,1,Not Exposed,0.17,0.05,1,1
7214,Not affected,0.21,0.14560219778561034,3,Not Exposed,0.21999999999999997,0.12396235987858034,3,3
7221,Not affected,0.16,0.11,1,Not Exposed,0.17,0.05,1,1
7222,Not affected,0.32499999999999996,0.17698870020427857,2,Not Exposed,0.26,0.1,1,2
7223,Not affected,0.11,0.02,1,Not Exposed,0.13,0.01,1,1
7224,Not affected,0.32499999999999996,0.17698870020427857,2,Not Exposed,0.26,0.1,1,2
7231,Not affected,0.32499999999999996,0.17698870020427857,2,Not Exposed,0.26,0.1,1,2
7232,Not affected,0.27,0.15247950681976907,2,Not Exposed,0.275,0.12196310917650467,2,2
7233,Not affected,0.13,0.03,1,Not Exposed,0.12,0.0,1,1
7241,Not affected,0.16,0.13,1,Not Exposed,0.18,0.1,1,1
7242,Not affected,0.12,0.04,1,Not Exposed,0.11,0.02,1,1
7243,Not affected,0.11,0.04,1,Not Exposed,0.13,0.05,1,1
7244,Not affected,0.21,0.15,1,Not Exposed,0.21,0.09,1,1
7245,Augmentation Potential,0.355,0.2530316185775999,2,Minimal Exposure,0.35,0.13,1,2
7246,No score,,,0,No score,,,0,0
7250,Not affected,0.17,0.08,1,Not Exposed,0.18,0.05,1,1
7251,Augmentation Potential,0.32999999999999996,0.23505318547086315,2,Minimal Exposure,0.35,0.13,1,2
7252,Augmentation Potential,0.32999999999999996,0.23505318547086315,2,Minimal Exposure,0.35,0.13,1,2
7253,Augmentation Potential,0.32999999999999996,0.23505318547086315,2,Minimal Exposure,0.35,0.13,1,2
7254,Augmentation Potential,0.32999999999999996,0.23505318547086315,2,Minimal Exposure,0.35,0.13,1,2
7255,No score,,,0,No score,,,0,0
7256,Augmentation Potential,0.32999999999999996,0.23505318547086315,2,Minimal Exposure,0.35,0.13,1,2
7257,Augmentation Potential,0.32999999999999996,0.23505318547086315,2,Minimal Exposure,0.35,0.13,1,2
7301,Not affected,0.14,0.06,1,Not Exposed,0.17,0.05,1,1
7311,Augmentation Potential,0.355,0.2530316185775999,2,Minimal Exposure,0.35,0.13,1,2
7312,Augmentation Potential,0.355,0.2530316185775999,2,Minimal Exposure,0.35,0.13,1,2
7313,Not affected,0.16,0.1,1,No score,,,0,1
7321,Not affected,0.15000000000000002,0.091104335791443,2,Not Exposed,0.15,0.08,1,2
7401,No score,,,0,No score,,,0,0
