case_id,variant_id,dimension,group_id,outcome,main_terminal_change_pct,main_support_status,main_baseline_value,main_baseline_support,terminal_months,alternative_normalization_change_pct,alternative_support_status,same_month_change_pct,same_month_support_status,matched_months,raw_wage_mean_change_pct,raw_wage_support_status,cell_mean_winsorized_change_pct,cell_mean_winsorized_support_status,primary_reference_change_pct,composition_delta_pp,normalization_delta_pp,same_month_delta_pp,raw_wage_delta_pp,cell_mean_winsorization_delta_pp
health_care_aides,primary,race_color,race_black_combined,admissions,139.1307296,adequate,2458,2458,6,129.0392134,adequate,133.1374397,adequate,6,139.1307296,adequate,139.1307296,adequate,139.1307296,0,-10.0915162,-5.993289867,,
health_care_aides,primary,race_color,race_black_combined,real_admission_wage,-28.10836745,adequate,2400.206052,2454,6,-35.37987419,adequate,-35.34927132,adequate,6,-23.57798694,adequate,-23.57798694,adequate,-28.10836745,0,-7.271506743,-7.240903872,4.530380506,4.530380506
health_care_aides,primary,race_color,race_white,admissions,91.62179487,adequate,2600,2600,6,78.26558847,adequate,80.24747787,adequate,6,91.62179487,adequate,91.62179487,adequate,91.62179487,0,-13.3562064,-11.374317,,
health_care_aides,primary,race_color,race_white,real_admission_wage,-41.2801188,adequate,3029.777308,2596,6,-46.81818371,adequate,-39.47562599,adequate,6,-42.76110074,adequate,-42.76110074,adequate,-41.2801188,0,-5.538064905,1.804492813,-1.480981937,-1.480981937
health_care_aides,primary,sex,men,admissions,25.91354724,adequate,1496,1496,6,16.97613281,adequate,19.201527,adequate,6,25.91354724,adequate,25.91354724,adequate,25.91354724,0,-8.937414425,-6.712020236,,
health_care_aides,primary,sex,men,real_admission_wage,2.711684936,adequate,1729.618111,1492,6,-7.781333347,adequate,-6.949268586,adequate,6,8.330454547,adequate,8.330454547,adequate,2.711684936,0,-10.49301828,-9.660953522,5.618769611,5.618769611
health_care_aides,primary,sex,women,admissions,50.56061861,adequate,6035,6035,6,52.94540109,adequate,60.64746595,adequate,6,50.56061861,adequate,50.56061861,adequate,50.56061861,0,2.384782476,10.08684734,,
health_care_aides,primary,sex,women,real_admission_wage,-30.65484749,adequate,2517.019122,6022,6,-37.65024856,adequate,-34.83381827,adequate,6,-28.98787102,adequate,-28.98787102,adequate,-30.65484749,0,-6.995401073,-4.178970782,1.666976472,1.666976472
marketing_sales_managers,primary,age,age_22_25,admissions,-0.5873715125,adequate,227,227,6,-17.09527308,adequate,-17.36757152,adequate,6,-0.5873715125,adequate,-0.5873715125,adequate,-0.5873715125,0,-16.50790157,-16.78020001,,
marketing_sales_managers,primary,age,age_22_25,real_admission_wage,-6.64174719,adequate,3466.580653,223,6,-10.33288664,adequate,-10.38356277,adequate,6,-32.64818141,adequate,-32.64818141,adequate,-6.64174719,0,-3.691139454,-3.741815577,-26.00643422,-26.00643422
marketing_sales_managers,primary,age,age_26_30,admissions,-1.663527935,adequate,531,531,6,-10.69494328,adequate,-11.58900979,adequate,6,-1.663527935,adequate,-1.663527935,adequate,-1.663527935,0,-9.031415341,-9.925481853,,
marketing_sales_managers,primary,age,age_26_30,real_admission_wage,-10.34582131,adequate,5797.91914,521,6,-17.09777811,adequate,-16.89973461,adequate,6,-7.048780042,adequate,-7.048780042,adequate,-10.34582131,0,-6.751956802,-6.553913302,3.297041269,3.297041269
marketing_sales_managers,primary,age,age_31_34,admissions,-1.711156742,adequate,487,487,6,-14.85829479,adequate,-16.71849294,adequate,6,-1.711156742,adequate,-1.711156742,adequate,-1.711156742,0,-13.14713805,-15.0073362,,
marketing_sales_managers,primary,age,age_31_34,real_admission_wage,-1.255688696,adequate,7495.539108,487,6,-9.589521199,adequate,-11.53985671,adequate,6,4.22936619,adequate,4.22936619,adequate,-1.255688696,0,-8.333832504,-10.28416801,5.485054886,5.485054886
marketing_sales_managers,primary,age,age_35_40,admissions,3.369516056,adequate,737,737,6,-4.328351961,adequate,-5.910913781,adequate,6,3.369516056,adequate,3.369516056,adequate,3.369516056,0,-7.697868017,-9.280429837,,
marketing_sales_managers,primary,age,age_35_40,real_admission_wage,-1.003593573,adequate,8609.045336,727,6,-4.873172961,adequate,-5.591610518,adequate,6,-0.9804422236,adequate,-0.9804422236,adequate,-1.003593573,0,-3.869579388,-4.588016945,0.02315134936,0.02315134936
marketing_sales_managers,primary,age,age_41_49,admissions,15.97222222,adequate,672,672,6,11.89279732,adequate,11.87594313,adequate,6,15.97222222,adequate,15.97222222,adequate,15.97222222,0,-4.079424902,-4.09627909,,
marketing_sales_managers,primary,age,age_41_49,real_admission_wage,-3.041733418,adequate,9064.82085,667,6,-3.448381765,adequate,-5.685847981,adequate,6,-4.829254792,adequate,-4.829254792,adequate,-3.041733418,0,-0.4066483467,-2.644114563,-1.787521374,-1.787521374
marketing_sales_managers,primary,age,age_50_plus,admissions,40.04065041,adequate,246,246,6,24.77363274,adequate,26.26040246,adequate,6,40.04065041,adequate,40.04065041,adequate,40.04065041,0,-15.26701766,-13.78024795,,
marketing_sales_managers,primary,age,age_50_plus,real_admission_wage,3.724281914,adequate,7929.68434,240,6,0.7006267563,adequate,-0.3780996932,adequate,6,6.827972893,adequate,6.827972893,adequate,3.724281914,0,-3.023655158,-4.102381608,3.103690979,3.103690979
marketing_sales_managers,primary,education,education_other,admissions,11.78138696,adequate,1293,1293,6,7.836554005,adequate,9.39917354,adequate,6,11.78138696,adequate,11.78138696,adequate,11.78138696,0,-3.94483295,-2.382213416,,
marketing_sales_managers,primary,education,education_other,real_admission_wage,10.67056381,adequate,2809.675081,1273,6,6.2155863,adequate,5.300913857,adequate,6,9.459483629,adequate,9.459483629,adequate,10.67056381,0,-4.454977511,-5.369649954,-1.211080182,-1.211080182
marketing_sales_managers,primary,education,higher_education,admissions,5.226824458,adequate,1690,1690,6,-8.831470659,adequate,-11.37294303,adequate,6,5.226824458,adequate,5.226824458,adequate,5.226824458,0,-14.05829512,-16.59976749,,
marketing_sales_managers,primary,education,higher_education,real_admission_wage,-2.792680018,adequate,10897.37485,1675,6,-2.484316891,adequate,-2.525132969,adequate,6,-2.800148489,adequate,-2.800148489,adequate,-2.792680018,0,0.3083631268,0.2675470493,-0.007468471027,-0.007468471027
marketing_sales_managers,primary,overall,all,admissions,8.067940552,adequate,2983,2983,6,-2.043007485,adequate,-3.200247547,adequate,6,8.067940552,adequate,8.067940552,adequate,8.067940552,0,-10.11094804,-11.2681881,,
marketing_sales_managers,primary,overall,all,real_admission_wage,-1.999262823,adequate,7404.959038,2948,6,-5.137062101,adequate,-6.429255123,adequate,6,-2.073284856,adequate,-2.073284856,adequate,-1.999262823,0,-3.137799278,-4.4299923,-0.07402203301,-0.07402203301
marketing_sales_managers,primary,race_color,race_black_combined,admissions,64.64237517,adequate,741,741,6,51.70355633,adequate,50.15243889,adequate,6,64.64237517,adequate,64.64237517,adequate,64.64237517,0,-12.93881884,-14.48993628,,
marketing_sales_managers,primary,race_color,race_black_combined,real_admission_wage,-9.933552356,adequate,5228.583869,729,6,-8.070991812,adequate,-8.720629955,adequate,6,-6.515077128,adequate,-6.515077128,adequate,-9.933552356,0,1.862560544,1.212922401,3.418475228,3.418475228
marketing_sales_managers,primary,race_color,race_white,admissions,36.70871292,adequate,1427,1427,6,18.685486,adequate,16.53072188,adequate,6,36.70871292,adequate,36.70871292,adequate,36.70871292,0,-18.02322692,-20.17799104,,
marketing_sales_managers,primary,race_color,race_white,real_admission_wage,-6.020938576,adequate,9327.364346,1413,6,-8.583881228,adequate,-10.2325319,adequate,6,-5.961717749,adequate,-5.961717749,adequate,-6.020938576,0,-2.562942652,-4.211593319,0.05922082785,0.05922082785
marketing_sales_managers,primary,sex,men,admissions,7.527920962,adequate,1552,1552,6,-2.367440863,adequate,-3.800436887,adequate,6,7.527920962,adequate,7.527920962,adequate,7.527920962,0,-9.895361825,-11.32835785,,
marketing_sales_managers,primary,sex,men,real_admission_wage,1.096982576,adequate,8069.938209,1534,6,-3.710200077,adequate,-4.853033174,adequate,6,2.795494885,adequate,2.795494885,adequate,1.096982576,0,-4.807182653,-5.95001575,1.698512309,1.698512309
marketing_sales_managers,primary,sex,women,admissions,8.653622176,adequate,1431,1431,6,-1.692379025,adequate,-2.540912586,adequate,6,8.653622176,adequate,8.653622176,adequate,8.653622176,0,-10.3460012,-11.19453476,,
marketing_sales_managers,primary,sex,women,real_admission_wage,-5.901597155,adequate,6683.545992,1414,6,-7.037157571,adequate,-8.427584587,adequate,6,-8.259607812,adequate,-8.259607812,adequate,-5.901597155,0,-1.135560417,-2.525987432,-2.358010658,-2.358010658
production_supervisors,primary,age,age_22_25,admissions,8.195211786,adequate,181,181,6,-2.1322672,adequate,-0.2967889056,adequate,6,8.195211786,adequate,8.195211786,adequate,8.195211786,0,-10.32747899,-8.492000692,,
production_supervisors,primary,age,age_22_25,real_admission_wage,-6.524498132,adequate,2768.550837,181,6,5.694176672,adequate,8.793306208,adequate,6,-87.81473259,adequate,-53.25703936,adequate,-6.524498132,0,12.2186748,15.31780434,-81.29023446,-46.73254123
production_supervisors,primary,age,age_26_30,admissions,25.28379773,adequate,323,323,6,9.606356085,adequate,10.12691641,adequate,6,25.28379773,adequate,25.28379773,adequate,25.28379773,0,-15.67744164,-15.15688132,,
production_supervisors,primary,age,age_26_30,real_admission_wage,1.420647761,adequate,3468.186899,322,6,8.211156546,adequate,10.322776,adequate,6,-73.90650954,adequate,-45.97007436,adequate,1.420647761,0,6.790508785,8.902128241,-75.32715731,-47.39072212
production_supervisors,primary,age,age_31_34,admissions,20.48192771,adequate,332,332,6,5.180120957,adequate,3.32308294,adequate,6,20.48192771,adequate,20.48192771,adequate,20.48192771,0,-15.30180675,-17.15884477,,
production_supervisors,primary,age,age_31_34,real_admission_wage,-2.822331015,adequate,4236.334856,332,6,8.554653168,adequate,12.60272327,adequate,6,-19.5667493,adequate,-20.33964485,adequate,-2.822331015,0,11.37698418,15.42505429,-16.74441828,-17.51731384
production_supervisors,primary,age,age_35_40,admissions,30.15046296,adequate,576,576,6,13.81002986,adequate,13.49350654,adequate,6,30.15046296,adequate,30.15046296,adequate,30.15046296,0,-16.34043311,-16.65695642,,
production_supervisors,primary,age,age_35_40,real_admission_wage,-1.039977005,adequate,4331.935198,574,6,5.062546521,adequate,7.289645216,adequate,6,-24.7734754,adequate,-10.94987061,adequate,-1.039977005,0,6.102523526,8.329622221,-23.7334984,-9.909893609
production_supervisors,primary,age,age_41_49,admissions,29.89667565,adequate,742,742,6,22.54714982,adequate,25.05734696,adequate,6,29.89667565,adequate,29.89667565,adequate,29.89667565,0,-7.349525832,-4.839328688,,
production_supervisors,primary,age,age_41_49,real_admission_wage,2.374317501,adequate,4506.100773,740,6,6.645996785,adequate,8.703739166,adequate,6,-5.994499024,adequate,0.6242691255,adequate,2.374317501,0,4.271679284,6.329421665,-8.368816525,-1.750048375
production_supervisors,primary,age,age_50_plus,admissions,28.14145974,adequate,443,443,6,20.75444941,adequate,21.561204,adequate,6,28.14145974,adequate,28.14145974,adequate,28.14145974,0,-7.387010336,-6.580255746,,
production_supervisors,primary,age,age_50_plus,real_admission_wage,-1.517557989,adequate,4739.340147,442,6,5.665068201,adequate,7.494710101,adequate,6,12.17164509,adequate,5.299548431,adequate,-1.517557989,0,7.18262619,9.012268089,13.68920308,6.81710642
production_supervisors,primary,education,education_other,admissions,28.23520026,adequate,2089,2089,6,13.22203438,adequate,12.78274479,adequate,6,28.23520026,adequate,28.23520026,adequate,28.23520026,0,-15.01316588,-15.45245546,,
production_supervisors,primary,education,education_other,real_admission_wage,1.21606921,adequate,3599.93687,2084,6,8.569934981,adequate,10.86576286,adequate,6,-19.82709852,adequate,-11.33973807,adequate,1.21606921,0,7.35386577,9.649693645,-21.04316773,-12.55580728
production_supervisors,primary,education,higher_education,admissions,21.66943062,adequate,603,603,6,18.6586878,adequate,21.49342057,adequate,6,21.66943062,adequate,21.66943062,adequate,21.66943062,0,-3.010742825,-0.1760100538,,
production_supervisors,primary,education,higher_education,real_admission_wage,-0.4327658993,adequate,5979.19068,602,6,3.050939763,adequate,4.561756458,adequate,6,-59.15217274,adequate,-33.47084074,adequate,-0.4327658993,0,3.483705662,4.994522357,-58.71940684,-33.03807484
production_supervisors,primary,overall,all,admissions,26.76448737,adequate,2692,2692,6,14.34842342,adequate,14.54223471,adequate,6,26.76448737,adequate,26.76448737,adequate,26.76448737,0,-12.41606395,-12.22225266,,
production_supervisors,primary,overall,all,real_admission_wage,0.1531408132,adequate,4133.187351,2686,6,7.273972158,adequate,9.581316737,adequate,6,-38.64639196,adequate,-34.54136335,adequate,0.1531408132,0,7.120831345,9.428175924,-38.79953277,-34.69450416
production_supervisors,primary,race_color,race_black_combined,admissions,93.84879725,adequate,970,970,6,72.88831678,adequate,73.77371583,adequate,6,93.84879725,adequate,93.84879725,adequate,93.84879725,0,-20.96048047,-20.07508142,,
production_supervisors,primary,race_color,race_black_combined,real_admission_wage,-2.377309589,adequate,4120.783824,969,6,3.473449971,adequate,6.001183696,adequate,6,-23.51637038,adequate,-22.41072971,adequate,-2.377309589,0,5.85075956,8.378493285,-21.13906079,-20.03342012
production_supervisors,primary,race_color,race_white,admissions,59.13580247,adequate,945,945,6,35.85990906,adequate,33.67697809,adequate,6,59.13580247,adequate,59.13580247,adequate,59.13580247,0,-23.27589341,-25.45882438,,
production_supervisors,primary,race_color,race_white,real_admission_wage,-6.599454931,adequate,4585.871278,943,6,4.422182725,adequate,6.670400268,adequate,6,-61.53215688,adequate,-39.51228107,adequate,-6.599454931,0,11.02163766,13.2698552,-54.93270195,-32.91282613
production_supervisors,primary,sex,men,admissions,24.6660595,adequate,2196,2196,6,15.30415982,adequate,15.89234673,adequate,6,24.6660595,adequate,24.6660595,adequate,24.6660595,0,-9.36189968,-8.773712768,,
production_supervisors,primary,sex,men,real_admission_wage,1.094608666,adequate,4334.852862,2190,6,7.125480168,adequate,9.307030513,adequate,6,-37.97306437,adequate,-29.36652695,adequate,1.094608666,0,6.030871503,8.212421848,-39.06767304,-30.46113561
production_supervisors,primary,sex,women,admissions,36.05510753,adequate,496,496,6,10.6284153,adequate,9.625673427,adequate,6,36.05510753,adequate,36.05510753,adequate,36.05510753,0,-25.42669223,-26.4294341,,
production_supervisors,primary,sex,women,real_admission_wage,-2.682392657,adequate,3242.769071,496,6,6.885237104,adequate,9.423034723,adequate,6,-40.78717033,adequate,-41.60442563,adequate,-2.682392657,0,9.567629761,12.10542738,-38.10477767,-38.92203298
production_supervisors,supervisor_industry,age,age_22_25,admissions,7.504873294,adequate,171,171,6,-2.682195165,adequate,-0.3878880079,adequate,6,7.504873294,adequate,7.504873294,adequate,8.195211786,-0.690338492,-10.18706846,-7.892761302,,
production_supervisors,supervisor_industry,age,age_22_25,real_admission_wage,-6.639322755,adequate,2748.324083,171,6,6.352494432,adequate,9.487270898,adequate,6,-88.49231339,adequate,-54.80943128,adequate,-6.524498132,-0.114824623,12.99181719,16.12659365,-81.85299064,-48.17010852
production_supervisors,supervisor_industry,age,age_26_30,admissions,22.5,adequate,300,300,6,7.581967213,adequate,8.550752715,adequate,6,22.5,adequate,22.5,adequate,25.28379773,-2.78379773,-14.91803279,-13.94924729,,
production_supervisors,supervisor_industry,age,age_26_30,real_admission_wage,0.8327460115,adequate,3443.351746,299,6,9.13186323,adequate,11.27407122,adequate,6,-75.6106731,adequate,-48.36804178,adequate,1.420647761,-0.5879017495,8.299117219,10.44132521,-76.44341911,-49.20078779
production_supervisors,supervisor_industry,age,age_31_34,admissions,16.07142857,adequate,308,308,6,1.938979184,adequate,0.06650015185,adequate,6,16.07142857,adequate,16.07142857,adequate,20.48192771,-4.410499139,-14.13244939,-16.00492842,,
production_supervisors,supervisor_industry,age,age_31_34,real_admission_wage,-2.129308948,adequate,4178.315741,308,6,10.03344623,adequate,14.22124327,adequate,6,-20.10289784,adequate,-21.22892063,adequate,-2.822331015,0.6930220663,12.16275518,16.35055222,-17.97358889,-19.09961169
production_supervisors,supervisor_industry,age,age_35_40,admissions,24.54212454,adequate,546,546,6,11.02040816,adequate,10.92161451,adequate,6,24.54212454,adequate,24.54212454,adequate,30.15046296,-5.608338421,-13.52171638,-13.62051003,,
production_supervisors,supervisor_industry,age,age_35_40,real_admission_wage,-0.9637805508,adequate,4292.764351,544,6,5.397935899,adequate,7.481926021,adequate,6,-25.70701445,adequate,-11.53262583,adequate,-1.039977005,0.07619645431,6.36171645,8.445706572,-24.7432339,-10.56884528
production_supervisors,supervisor_industry,age,age_41_49,admissions,27.74566474,adequate,692,692,6,19.97828447,adequate,22.71039203,adequate,6,27.74566474,adequate,27.74566474,adequate,29.89667565,-2.151010912,-7.767380266,-5.035272714,,
production_supervisors,supervisor_industry,age,age_41_49,real_admission_wage,1.915372534,adequate,4530.935012,690,6,7.241262181,adequate,9.435906009,adequate,6,-6.606950582,adequate,0.4032625284,adequate,2.374317501,-0.4589449672,5.325889648,7.520533476,-8.522323116,-1.512110005
production_supervisors,supervisor_industry,age,age_50_plus,admissions,26.12179487,adequate,416,416,6,18.56873823,adequate,19.11314554,adequate,6,26.12179487,adequate,26.12179487,adequate,28.14145974,-2.019664872,-7.553056642,-7.008649336,,
production_supervisors,supervisor_industry,age,age_50_plus,real_admission_wage,-1.349732196,adequate,4727.084652,415,6,6.532804441,adequate,8.228671977,adequate,6,13.37497997,adequate,5.931477515,adequate,-1.517557989,0.1678257921,7.882536637,9.578404174,14.72471217,7.281209712
production_supervisors,supervisor_industry,education,education_other,admissions,25.04225828,adequate,1972,1972,6,10.78911503,adequate,10.6211842,adequate,6,25.04225828,adequate,25.04225828,adequate,28.23520026,-3.192941973,-14.25314325,-14.42107408,,
production_supervisors,supervisor_industry,education,education_other,real_admission_wage,1.626869554,adequate,3570.397636,1967,6,9.257871637,adequate,11.59183387,adequate,6,-20.35133286,adequate,-11.49919065,adequate,1.21606921,0.4108003435,7.631002083,9.964964313,-21.97820241,-13.1260602
production_supervisors,supervisor_industry,education,higher_education,admissions,18.58513189,adequate,556,556,6,16.82022206,adequate,19.38151852,adequate,6,18.58513189,adequate,18.58513189,adequate,21.66943062,-3.08429873,-1.76490983,0.796386628,,
production_supervisors,supervisor_industry,education,higher_education,real_admission_wage,-1.521180846,adequate,6033.160784,555,6,3.401151609,adequate,4.850906477,adequate,6,-61.19488421,adequate,-35.91159029,adequate,-0.4327658993,-1.088414946,4.922332455,6.372087322,-59.67370336,-34.39040944
production_supervisors,supervisor_industry,overall,all,admissions,23.62209916,adequate,2528,2528,6,12.00912751,adequate,12.34433635,adequate,6,23.62209916,adequate,23.62209916,adequate,26.76448737,-3.142388214,-11.61297165,-11.27776281,,
production_supervisors,supervisor_industry,overall,all,real_admission_wage,0.08351234102,adequate,4112.36177,2522,6,7.939845703,adequate,10.20997418,adequate,6,-40.07441584,adequate,-35.95963462,adequate,0.1531408132,-0.06962847221,7.856333362,10.12646184,-40.15792818,-36.04314696
production_supervisors,supervisor_industry,race_color,race_black_combined,admissions,89.4295302,adequate,894,894,6,69.62139423,adequate,71.07407186,adequate,6,89.4295302,adequate,89.4295302,adequate,93.84879725,-4.41926705,-19.80813597,-18.35545835,,
production_supervisors,supervisor_industry,race_color,race_black_combined,real_admission_wage,-3.094637167,adequate,4130.513654,893,6,4.30689452,adequate,6.953273455,adequate,6,-25.08301971,adequate,-24.08809922,adequate,-2.377309589,-0.7173275786,7.401531687,10.04791062,-21.98838255,-20.99346205
production_supervisors,supervisor_industry,race_color,race_white,admissions,56.25231225,adequate,901,901,6,33.74817911,adequate,31.50003947,adequate,6,56.25231225,adequate,56.25231225,adequate,59.13580247,-2.883490223,-22.50413313,-24.75227277,,
production_supervisors,supervisor_industry,race_color,race_white,real_admission_wage,-6.541710112,adequate,4546.784586,899,6,4.843501186,adequate,6.935327091,adequate,6,-62.66541377,adequate,-40.5631338,adequate,-6.599454931,0.05774481849,11.3852113,13.4770372,-56.12370366,-34.02142369
production_supervisors,supervisor_industry,sex,men,admissions,21.19503024,adequate,2039,2039,6,12.72027855,adequate,13.57807144,adequate,6,21.19503024,adequate,21.19503024,adequate,24.6660595,-3.471029259,-8.474751693,-7.616958803,,
production_supervisors,supervisor_industry,sex,men,real_admission_wage,1.341183725,adequate,4323.744292,2033,6,8.020584337,adequate,10.13769059,adequate,6,-39.38915425,adequate,-30.65502557,adequate,1.094608666,0.2465750595,6.679400612,8.796506867,-40.73033798,-31.99620929
production_supervisors,supervisor_industry,sex,women,admissions,33.74233129,adequate,489,489,6,9.401137504,adequate,8.220263278,adequate,6,33.74233129,adequate,33.74233129,adequate,36.05510753,-2.312776239,-24.34119378,-25.52206801,,
production_supervisors,supervisor_industry,sex,women,real_admission_wage,-3.701432936,adequate,3233.546499,489,6,6.754454164,adequate,9.178751945,adequate,6,-41.80291156,adequate,-42.64201748,adequate,-2.682392657,-1.019040279,10.4558871,12.88018488,-38.10147862,-38.94058454
software_developers,primary,age,age_22_25,admissions,-6.939475253,adequate,2236,2236,6,-27.15954306,adequate,-30.49671404,adequate,6,-6.939475253,adequate,-6.939475253,adequate,-6.939475253,0,-20.22006781,-23.55723878,,
software_developers,primary,age,age_22_25,real_admission_wage,-4.760833989,adequate,5551.3513,2233,6,-5.027861774,adequate,-4.868922206,adequate,6,-2.049739143,adequate,-2.049739143,adequate,-4.760833989,0,-0.2670277857,-0.1080882175,2.711094846,2.711094846
software_developers,primary,age,age_26_30,admissions,-4.889943324,adequate,2529,2529,6,-24.08845126,adequate,-27.33364149,adequate,6,-4.889943324,adequate,-4.889943324,adequate,-4.889943324,0,-19.19850794,-22.44369816,,
software_developers,primary,age,age_26_30,real_admission_wage,-2.217245083,adequate,7658.83944,2521,6,1.327018602,adequate,1.475318722,adequate,6,2.19086006,adequate,2.19086006,adequate,-2.217245083,0,3.544263684,3.692563804,4.408105143,4.408105143
software_developers,primary,age,age_31_34,admissions,-11.64473684,adequate,1520,1520,6,-27.46030031,adequate,-30.38815999,adequate,6,-11.64473684,adequate,-11.64473684,adequate,-11.64473684,0,-15.81556347,-18.74342315,,
software_developers,primary,age,age_31_34,real_admission_wage,-3.344754825,adequate,9322.541153,1515,6,1.585345184,adequate,3.241766153,adequate,6,-3.575745287,adequate,-3.356514311,adequate,-3.344754825,0,4.93010001,6.586520978,-0.2309904618,-0.01175948591
software_developers,primary,age,age_35_40,admissions,-12.22004784,adequate,1533,1533,6,-27.44558868,adequate,-30.8262459,adequate,6,-12.22004784,adequate,-12.22004784,adequate,-12.22004784,0,-15.22554085,-18.60619806,,
software_developers,primary,age,age_35_40,real_admission_wage,-3.615443183,adequate,10117.67791,1531,6,-0.5039610286,adequate,0.1394433945,adequate,6,1.976254573,adequate,2.149987003,adequate,-3.615443183,0,3.111482154,3.754886577,5.591697755,5.765430185
software_developers,primary,age,age_41_49,admissions,-2.689243028,adequate,1004,1004,6,-13.88276774,adequate,-15.9333872,adequate,6,-2.689243028,adequate,-2.689243028,adequate,-2.689243028,0,-11.19352471,-13.24414417,,
software_developers,primary,age,age_41_49,real_admission_wage,-0.8074841556,adequate,10251.21303,1004,6,0.5584316378,adequate,1.088106361,adequate,6,-1.550111484,adequate,-2.40989438,adequate,-0.8074841556,0,1.365915793,1.895590517,-0.7426273288,-1.602410225
software_developers,primary,age,age_50_plus,admissions,-0.7981220657,adequate,355,355,6,-15.48676106,adequate,-18.96086898,adequate,6,-0.7981220657,adequate,-0.7981220657,adequate,-0.7981220657,0,-14.68863899,-18.16274692,,
software_developers,primary,age,age_50_plus,real_admission_wage,-0.9676870553,adequate,9960.031898,355,6,-0.2249365122,adequate,1.054601143,adequate,6,-1.322942918,adequate,-2.154804731,adequate,-0.9676870553,0,0.7427505431,2.022288198,-0.3552558623,-1.187117676
software_developers,primary,education,education_other,admissions,10.38039974,adequate,1551,1551,6,-15.05829819,adequate,-18.6569277,adequate,6,10.38039974,adequate,10.38039974,adequate,10.38039974,0,-25.43869793,-29.03732745,,
software_developers,primary,education,education_other,real_admission_wage,-13.96201718,adequate,4768.857104,1545,6,-13.63581324,adequate,-13.37108486,adequate,6,-12.97470082,adequate,-13.1204878,adequate,-13.96201718,0,0.326203945,0.5909323275,0.9873163644,0.8415293822
software_developers,primary,education,higher_education,admissions,-8.745613042,adequate,8833,8833,6,-24.82069075,adequate,-27.98636573,adequate,6,-8.745613042,adequate,-8.745613042,adequate,-8.745613042,0,-16.07507771,-19.24075268,,
software_developers,primary,education,higher_education,real_admission_wage,-2.417024621,adequate,8165.269681,8819,6,0.496567533,adequate,1.164073916,adequate,6,-0.4362980561,adequate,-0.2508353132,adequate,-2.417024621,0,2.913592153,3.581098537,1.980726564,2.166189307
software_developers,primary,overall,all,admissions,-5.888867488,adequate,10384,10384,6,-23.27591621,adequate,-26.51267146,adequate,6,-5.888867488,adequate,-5.888867488,adequate,-5.888867488,0,-17.38704873,-20.62380398,,
software_developers,primary,overall,all,real_admission_wage,-4.879782693,adequate,7658.953834,10364,6,-1.902310837,adequate,-1.291337293,adequate,6,-3.000626964,adequate,-3.000626964,adequate,-4.879782693,0,2.977471855,3.5884454,1.879155729,1.879155729
software_developers,primary,race_color,race_black_combined,admissions,23.57244825,adequate,2802,2802,6,-0.7026096931,adequate,-4.92971757,adequate,6,23.57244825,adequate,23.57244825,adequate,23.57244825,0,-24.27505794,-28.50216582,,
software_developers,primary,race_color,race_black_combined,real_admission_wage,-7.629279379,adequate,7319.901162,2798,6,-5.478464397,adequate,-4.824784961,adequate,6,-3.239172485,adequate,-3.239172485,adequate,-7.629279379,0,2.150814981,2.804494417,4.390106893,4.390106893
software_developers,primary,race_color,race_white,admissions,14.91294,adequate,5322,5322,6,-7.194957864,adequate,-11.81029736,adequate,6,14.91294,adequate,14.91294,adequate,14.91294,0,-22.10789786,-26.72323736,,
software_developers,primary,race_color,race_white,real_admission_wage,-7.739138401,adequate,8159.614455,5306,6,-4.605907937,adequate,-4.011794663,adequate,6,-6.943853573,adequate,-6.667684382,adequate,-7.739138401,0,3.133230464,3.727343737,0.7952848278,1.071454018
software_developers,primary,sex,men,admissions,-6.22513687,adequate,8463,8463,6,-23.45961203,adequate,-26.8749197,adequate,6,-6.22513687,adequate,-6.22513687,adequate,-6.22513687,0,-17.23447516,-20.64978283,,
software_developers,primary,sex,men,real_admission_wage,-4.866777343,adequate,7849.360049,8446,6,-2.079532427,adequate,-1.61023309,adequate,6,-2.519096528,adequate,-2.115104906,adequate,-4.866777343,0,2.787244916,3.256544253,2.347680815,2.751672437
software_developers,primary,sex,women,admissions,-4.407426687,adequate,1921,1921,6,-22.47178361,adequate,-24.84690786,adequate,6,-4.407426687,adequate,-4.407426687,adequate,-4.407426687,0,-18.06435693,-20.43948117,,
software_developers,primary,sex,women,real_admission_wage,-4.728577828,adequate,6820.491432,1918,6,-0.8279752799,adequate,0.7609058729,adequate,6,-5.2126951,adequate,-5.216078583,adequate,-4.728577828,0,3.900602548,5.489483701,-0.4841172716,-0.4875007548
stock_clerks,primary,age,age_22_25,admissions,14.30405158,adequate,17269,17269,6,24.50590808,adequate,29.94736266,adequate,6,14.30405158,adequate,14.30405158,adequate,14.30405158,0,10.2018565,15.64331108,,
stock_clerks,primary,age,age_22_25,real_admission_wage,5.691508867,adequate,1683.300867,17235,6,7.903717566,adequate,8.725421281,adequate,6,60.68813496,adequate,60.68813496,adequate,5.691508867,0,2.2122087,3.033912414,54.99662609,54.99662609
stock_clerks,primary,age,age_26_30,admissions,23.85837353,adequate,13891,13891,6,35.22566211,adequate,41.24406918,adequate,6,23.85837353,adequate,23.85837353,adequate,23.85837353,0,11.36728858,17.38569565,,
stock_clerks,primary,age,age_26_30,real_admission_wage,5.290473913,adequate,1719.904933,13864,6,7.318267335,adequate,8.114239996,adequate,6,3.390240394,adequate,3.390240394,adequate,5.290473913,0,2.027793422,2.823766083,-1.900233519,-1.900233519
