source_cbo_4d,status,cbo2002_6d,cbo2002_title,cbo94_code,ciuo88_code,query_note
1010,no_result,,,,,No MTE result table for this CBO 4d family.
1011,no_result,,,,,No MTE result table for this CBO 4d family.
1020,no_result,,,,,No MTE result table for this CBO 4d family.
1021,no_result,,,,,No MTE result table for this CBO 4d family.
1030,no_result,,,,,No MTE result table for this CBO 4d family.
1031,no_result,,,,,No MTE result table for this CBO 4d family.
1111,matched,111105,Senador,2-11.20,1110,
1111,matched,111110,Deputado federal,2-11.30,1110,
1111,matched,111115,Deputado estadual e distrital,2-11.35,1110,
1111,matched,111120,Vereador,2-11.40,1110,
1112,no_result,,,,,No MTE result table for this CBO 4d family.
1113,matched,111330,Juiz federal,2-13.20,1110,
1113,matched,111345,Juiz do trabalho,2-13.50,1110,
1114,no_result,,,,,No MTE result table for this CBO 4d family.
1115,no_result,,,,,No MTE result table for this CBO 4d family.
1130,no_result,,,,,No MTE result table for this CBO 4d family.
1141,no_result,,,,,No MTE result table for this CBO 4d family.
1142,no_result,,,,,No MTE result table for this CBO 4d family.
1143,no_result,,,,,No MTE result table for this CBO 4d family.
1144,no_result,,,,,No MTE result table for this CBO 4d family.
1210,no_result,,,,,No MTE result table for this CBO 4d family.
1221,no_result,,,,,No MTE result table for this CBO 4d family.
1222,no_result,,,,,No MTE result table for this CBO 4d family.
1223,no_result,,,,,No MTE result table for this CBO 4d family.
1224,no_result,,,,,No MTE result table for this CBO 4d family.
1225,no_result,,,,,No MTE result table for this CBO 4d family.
1226,no_result,,,,,No MTE result table for this CBO 4d family.
1227,no_result,,,,,No MTE result table for this CBO 4d family.
1231,no_result,,,,,No MTE result table for this CBO 4d family.
1232,no_result,,,,,No MTE result table for this CBO 4d family.
1233,no_result,,,,,No MTE result table for this CBO 4d family.
1234,no_result,,,,,No MTE result table for this CBO 4d family.
1236,no_result,,,,,No MTE result table for this CBO 4d family.
1237,no_result,,,,,No MTE result table for this CBO 4d family.
1238,no_result,,,,,No MTE result table for this CBO 4d family.
1311,no_result,,,,,No MTE result table for this CBO 4d family.
1312,no_result,,,,,No MTE result table for this CBO 4d family.
1313,matched,131305,Diretor de instituição educacional da área privada,1-39.15,2310,
1411,no_result,,,,,No MTE result table for this CBO 4d family.
1412,no_result,,,,,No MTE result table for this CBO 4d family.
1413,no_result,,,,,No MTE result table for this CBO 4d family.
1414,matched,141405,Comerciante atacadista,4-10.20,1314,
1414,matched,141410,Comerciante varejista,4-10.30,1314,
1414,matched,141415,Gerente de loja e supermercado,4-21.50,1314,
1415,matched,141505,Gerente de hotel,5-00.20,1315,
1415,matched,141510,Gerente de restaurante,5-00.30,1315,
1415,matched,141515,Gerente de bar,5-00.25,1315,
1415,matched,141520,Gerente de pensão,5-00.35,1315,
1416,matched,141605,Gerente de operações de transportes,2-49.20,1226,
1416,matched,141610,Gerente de operações de correios e telecomunicações,2-49.30,1226,
1417,matched,141705,Gerente de produtos bancários,2-43.55,1317,
1417,matched,141710,Gerente de agência bancária,2-43.25,1317,
1417,matched,141715,Gerente de câmbio e comércio exterior,2-43.47,1317,
1418,no_result,,,,,No MTE result table for this CBO 4d family.
1421,matched,142105,Gerente administrativo,2-41.20,2149,
1421,matched,142115,Gerente financeiro,2-43.20,2149,
1422,matched,142210,Gerente de departamento pessoal,2-41.30,1232,
1423,matched,142305,Gerente comercial,2-43.30,1233,
1423,matched,142310,Gerente de comunicação,2-41.40,1234,
1423,matched,142315,Gerente de marketing,2-43.70,1239,
1423,matched,142320,Gerente de vendas,2-43.50,1233,
1423,matched,142325,Relações públicas,1-59.55,2419,
1423,matched,142330,Analista de negócios,1-99.55,2419,
1423,matched,142335,Analista de pesquisa de mercado,1-99.45,2419,
1424,matched,142405,Gerente de compras,2-43.40,1233,
1425,no_result,,,,,No MTE result table for this CBO 4d family.
1426,matched,142605,"Gerente de pesquisa, desenvolvimento e inovação (pdi)",2-42.30,1236,
1427,no_result,,,,,No MTE result table for this CBO 4d family.
2010,no_result,,,,,No MTE result table for this CBO 4d family.
2011,no_result,,,,,No MTE result table for this CBO 4d family.
2012,no_result,,,,,No MTE result table for this CBO 4d family.
2020,no_result,,,,,No MTE result table for this CBO 4d family.
2021,no_result,,,,,No MTE result table for this CBO 4d family.
2030,matched,203005,Pesquisador em biologia ambiental,0-51.25,2211,
2030,matched,203010,Pesquisador em biologia animal,0-51.30,2211,
2030,matched,203015,Pesquisador em biologia de microorganismos e parasitas,0-51.40,2211,
2030,matched,203020,Pesquisador em biologia humana,0-51.50,2211,
2030,matched,203025,Pesquisador em biologia vegetal,0-51.20,2211,
2031,no_result,,,,,No MTE result table for this CBO 4d family.
2032,no_result,,,,,No MTE result table for this CBO 4d family.
2033,no_result,,,,,No MTE result table for this CBO 4d family.
2034,no_result,,,,,No MTE result table for this CBO 4d family.
2035,matched,203520,Pesquisador em história,1-92.60,2443,
2041,matched,204105,Perito criminal,3-13.40,3450,
2110,no_result,,,,,No MTE result table for this CBO 4d family.
2111,matched,211105,Atuário,0-82.50,2121,
2111,matched,211110,Especialista em pesquisa operacional,0-82.40,2121,
2111,matched,211115,Matemático,0-82.20,2121,
2112,matched,211205,Estatístico,0-81.10,2122,
2112,matched,211210,Estatístico (estatística aplicada),0-81.30,2122,
2120,no_result,,,,,No MTE result table for this CBO 4d family.
2121,no_result,,,,,No MTE result table for this CBO 4d family.
2122,no_result,,,,,No MTE result table for this CBO 4d family.
2123,matched,212305,Administrador de banco de dados,1-91.45,2131,
2124,matched,212405,Analista de desenvolvimento de sistemas,0-83.20,2131,
2124,matched,212410,Analista de redes e de comunicação de dados,0-83.45,2131,
2124,matched,212420,Analista de suporte computacional,0-83.30,2131,
2131,matched,213105,Físico,0-12.10,2111,
2131,matched,213110,Físico (acústica),0-12.50,2111,
2131,matched,213150,Físico (medicina),0-12.15,2111,
2131,matched,213155,Físico (nuclear e reatores),0-12.80,2111,
2131,matched,213160,Físico (óptica),0-12.40,2111,
2131,matched,213175,Físico (térmica),0-12.30,2111,
2132,matched,213205,Químico,0-11.10,2113,
2132,matched,213210,Químico industrial,0-11.05,2113,
2133,matched,213305,Astrônomo,0-19.40,2111,
2133,matched,213315,Meteorologista,0-19.30,2112,
2134,matched,213405,Geólogo,0-27.50,2114,
2134,matched,213415,Geofísico,0-19.20,2114,
2140,no_result,,,,,No MTE result table for this CBO 4d family.
2141,matched,214105,Arquiteto de edificações,0-21.75,2141,
2141,matched,214120,Arquiteto paisagista,0-21.85,2141,
2141,matched,214125,Arquiteto urbanista,0-21.80,2141,
2142,matched,214205,Engenheiro civil,0-21.10,2142,
2142,matched,214210,Engenheiro civil (aeroportos),0-21.35,2142,
2142,matched,214215,Engenheiro civil (edificações),0-21.15,2142,
2142,matched,214225,Engenheiro civil (ferrovias e metrovias),0-21.45,2142,
2142,matched,214240,Engenheiro civil (hidráulica),0-21.70,2142,
2142,matched,214245,Engenheiro civil (pontes e viadutos),0-21.50,2142,
2142,matched,214255,Engenheiro civil (rodovias),0-21.25,2142,
2142,matched,214265,Engenheiro civil (túneis),0-21.55,2142,
2143,matched,214305,Engenheiro eletricista,0-23.05,2143,
2143,matched,214310,Engenheiro eletrônico,0-23.10,2144,
2143,matched,214325,Engenheiro eletrônico de manutenção,0-23.35,2144,
2143,matched,214340,Engenheiro de telecomunicações,0-23.40,2144,
2144,matched,214405,Engenheiro mecânico,0-24.10,2145,
2144,matched,214410,Engenheiro mecânico automotivo,0-24.70,2145,
2144,matched,214415,Engenheiro mecânico (energia nuclear),0-24.85,2145,
2144,matched,214425,Engenheiro aeronáutico,0-24.60,2145,
2144,matched,214430,Engenheiro naval,0-24.50,2145,
2145,matched,214505,Engenheiro químico,0-25.10,2146,
2145,matched,214520,Engenheiro químico (papel e celulose),0-25.30,2146,
2146,matched,214610,Engenheiro metalurgista,0-26.20,2147,
2147,matched,214705,Engenheiro de minas,0-27.10,2147,
2148,matched,214805,Engenheiro agrimensor,0-29.35,2148,
2149,matched,214905,Engenheiro de produção,0-28.10,2149,
2149,matched,214910,Engenheiro de controle de qualidade,0-28.50,2149,
2149,matched,214915,Engenheiro de segurança do trabalho,0-28.40,2149,
2149,matched,214925,Engenheiro de tempos e movimentos,0-28.30,2149,
2151,no_result,,,,,No MTE result table for this CBO 4d family.
2152,matched,215210,Primeiro oficial de máquinas da marinha mercante,0-43.15,3141,
2152,matched,215220,Superintendente técnico no transporte aquaviário,0-43.30,3141,
2153,matched,215305,Piloto de aeronaves,0-41.20,3143,
2153,matched,215310,Piloto de ensaios em vôo,0-41.70,3143,
2153,matched,215315,Instrutor de vôo,0-41.60,3143,
2211,matched,221105,Biólogo,0-51.10,2211,
2212,no_result,,,,,No MTE result table for this CBO 4d family.
2221,matched,222110,Engenheiro agrônomo,0-20.20,2213,
2221,matched,222115,Engenheiro de pesca,0-20.60,2213,
2221,matched,222120,Engenheiro florestal,0-20.40,2213,
2222,no_result,,,,,No MTE result table for this CBO 4d family.
2232,matched,223208,Cirurgião dentista - clínico geral,0-63.10,2222,
2232,matched,223212,Cirurgião dentista - endodontista,0-63.40,2222,
2232,matched,223236,Cirurgião dentista - odontopediatra,0-63.55,2222,
2232,matched,223240,Cirurgião dentista - ortopedista e ortodontista,0-63.45,2222,
2232,matched,223244,Cirurgião dentista - patologista bucal,0-63.50,2222,
2232,matched,223248,Cirurgião dentista - periodontista,0-63.70,2222,
2232,matched,223256,Cirurgião dentista - protesista,0-63.60,2222,
2232,matched,223260,Cirurgião dentista - radiologista,0-63.65,2222,
2232,matched,223268,Cirurgião dentista - traumatologista bucomaxilofacial,0-63.35,2222,
2232,matched,223272,Cirurgião dentista de saúde coletiva,0-63.30,2222,
2233,matched,223305,Médico veterinário,0-65.10,2223,
2233,matched,223310,Zootecnista,0-65.40,2223,
2234,matched,223405,Farmacêutico,0-67.10,2224,
2235,matched,223505,Enfermeiro,0-71.10,2230,
2235,matched,223520,Enfermeiro de centro cirúrgico,0-71.50,2230,
2235,matched,223525,Enfermeiro de terapia intensiva,0-71.55,2230,
2235,matched,223530,Enfermeiro do trabalho,0-71.40,2230,
2235,matched,223545,Enfermeiro obstétrico,0-71.45,2230,
2235,matched,223550,Enfermeiro psiquiátrico,0-71.65,2230,
2235,matched,223555,Enfermeiro puericultor e pediátrico,0-71.60,2230,
2235,matched,223560,Enfermeiro sanitarista,0-71.30,2230,
2236,matched,223605,Fisioterapeuta geral,0-76.20,2229,
2237,matched,223705,Dietista,0-68.30,2229,
2237,matched,223710,Nutricionista,0-68.10,2229,
2238,matched,223810,Fonoaudiólogo geral,0-79.25,2229,
2239,matched,223905,Terapeuta ocupacional,0-76.30,2229,
2239,matched,223910,Ortoptista,0-75.25,2229,
2241,matched,224115,Preparador de atleta,1-81.45,3475,
2241,matched,224120,Preparador físico,1-81.25,3475,
2241,matched,224135,Treinador profissional de futebol,1-81.30,3475,
2251,matched,225106,Médico legista e perito médico,0-61.37,2221,
2251,matched,225109,Médico nefrologista,0-61.38,2221,
2251,matched,225112,Médico neurologista,0-61.42,2221,
2251,matched,225115,Médico angiologista,0-61.75,2221,
2251,matched,225120,Médico cardiologista,0-61.17,2221,
2251,matched,225124,Médico pediatra,0-61.55,2221,
2251,matched,225125,Médico clínico,0-61.05,2221,
2251,matched,225127,Médico pneumologista,0-61.57,2221,
2251,matched,225133,Médico psiquiatra,0-61.62,2221,
2251,matched,225135,Médico dermatologista,0-61.19,2221,
2252,matched,225225,Médico cirurgião geral,0-61.10,2221,
2252,matched,225235,Médico cirurgião plástico,0-61.80,2221,
2252,matched,225250,Médico ginecologista e obstetra,0-61.32,2221,
2252,matched,225265,Médico oftalmologista,0-61.47,2221,
2252,matched,225270,Médico ortopedista e traumatologista,0-61.50,2221,
2252,matched,225275,Médico otorrinolaringologista,0-61.52,2221,
2252,matched,225280,Médico coloproctologista,0-61.60,2221,
2252,matched,225285,Médico urologista,0-61.70,2221,
2253,matched,225310,Médico em endoscopia,0-61.27,2221,
2253,matched,225320,Médico em radiologia e diagnóstico por imagem,0-61.65,2221,
2253,matched,225330,Médico radioterapeuta,0-61.67,2221,
2261,no_result,,,,,No MTE result table for this CBO 4d family.
2263,no_result,,,,,No MTE result table for this CBO 4d family.
2311,no_result,,,,,No MTE result table for this CBO 4d family.
2312,matched,231210,Professor de nível superior do ensino fundamental (primeira a quarta série),1-42.20,2332,
2313,matched,231305,Professor de ciências exatas e naturais do ensino fundamental,1-42.50,2331,
2313,matched,231325,Professor de história do ensino fundamental,1-42.60,2331,
2313,matched,231335,Professor de língua portuguesa do ensino fundamental,1-42.30,2331,
2313,matched,231340,Professor de matemática do ensino fundamental,1-42.40,2331,
2321,matched,232110,Professor de biologia no ensino médio,1-41.60,2320,
2321,matched,232115,Professor de disciplinas pedagógicas no ensino médio,1-41.65,2320,
2321,matched,232130,Professor de física no ensino médio,1-41.50,2320,
2321,matched,232135,Professor de geografia no ensino médio,1-41.25,2320,
2321,matched,232140,Professor de história no ensino médio,1-41.30,2320,
2321,matched,232145,Professor de língua e literatura brasileira no ensino médio,1-41.15,2320,
2321,matched,232150,Professor de língua estrangeira moderna no ensino médio,1-41.20,2320,
2321,matched,232155,Professor de matemática no ensino médio,1-41.45,2320,
2321,matched,232160,Professor de psicologia no ensino médio,1-41.40,2320,
2321,matched,232165,Professor de química no ensino médio,1-41.55,2320,
2331,matched,233110,Professor de desenho técnico do ensino profissional,1-44.30,2320,
2331,matched,233115,Professor de técnicas agrícolas,1-41.80,2320,
2331,matched,233120,Professor de técnicas comerciais e secretariais,1-41.75,2320,
2331,matched,233125,Professor de técnicas de enfermagem,1-41.85,2320,
2331,matched,233130,Professor de técnicas industriais,1-41.70,2320,
2331,matched,233135,Professor de tecnologia e cálculo técnico,1-44.20,2320,
2332,matched,233205,Instrutor de aprendizagem e treinamento agropecuário,1-44.60,2320,
2332,matched,233210,Instrutor de aprendizagem e treinamento industrial,1-44.40,2320,
2332,matched,233215,Instrutor de aprendizagem e treinamento comercial,1-44.50,2320,
2341,matched,234115,Professor de estatística (no ensino superior),1-34.10,2310,
2341,matched,234125,Professor de pesquisa operacional (no ensino superior),1-39.60,2310,
2342,matched,234205,Professor de física (ensino superior),1-32.10,2310,
2342,matched,234210,Professor de química (ensino superior),1-32.05,2310,
2342,matched,234215,Professor de astronomia (ensino superior),1-39.40,2310,
2343,matched,234305,Professor de arquitetura,1-39.50,2310,
2343,matched,234320,Professor de geologia,1-39.30,2310,
2344,matched,234405,Professor de ciências biológicas do ensino superior,1-37.20,2310,
2344,matched,234415,Professor de enfermagem do ensino superior,1-37.80,2310,
2344,matched,234420,Professor de farmácia e bioquímica,1-37.65,2310,
2344,matched,234425,Professor de fisioterapia,1-37.85,2310,
2345,matched,234505,Professor de ensino superior na área de didática,1-31.20,2310,
2345,matched,234510,Professor de ensino superior na área de orientação educacional,1-31.40,2310,
2345,matched,234515,Professor de ensino superior na área de pesquisa educacional,1-31.50,2310,
2345,matched,234520,Professor de ensino superior na área de prática de ensino,1-31.30,2310,
2346,matched,234616,Professor de língua inglesa,1-38.30,2310,
2346,matched,234624,Professor de língua portuguesa,1-38.20,2310,
2346,matched,234648,Professor de literatura francesa,1-38.40,2310,
2346,matched,234672,Professor de linguística e linguística aplicada,1-38.50,2310,
2346,matched,234676,Professor de filologia e crítica textual,1-39.65,2310,
2347,matched,234705,Professor de antropologia do ensino superior,1-36.45,2310,
2347,matched,234720,Professor de ciência política do ensino superior,1-36.60,2310,
2347,matched,234735,Professor de filosofia do ensino superior,1-36.50,2310,
2347,matched,234740,Professor de geografia do ensino superior,1-36.70,2310,
2347,matched,234745,Professor de história do ensino superior,1-36.55,2310,
2347,matched,234760,Professor de psicologia do ensino superior,1-36.80,2310,
2347,matched,234770,Professor de sociologia do ensino superior,1-36.65,2310,
2348,matched,234805,Professor de economia,1-35.10,2310,
2348,matched,234810,Professor de administração,1-35.60,2310,
2348,matched,234815,Professor de contabilidade,1-35.70,2310,
2349,no_result,,,,,No MTE result table for this CBO 4d family.
2392,matched,239205,Professor de alunos com deficiência auditiva e surdos,1-45.40,2340,
2392,matched,239215,Professor de alunos com deficiência mental,1-45.20,2340,
2392,matched,239225,Professor de alunos com deficiência visual,1-45.30,2340,
2394,matched,239405,Coordenador pedagógico,1-49.50,2351,
2394,matched,239410,Orientador educacional,1-49.40,2351,
2394,matched,239415,Pedagogo,1-49.45,2351,
2394,matched,239420,Professor de técnicas e recursos audiovisuais,1-49.60,2351,
2394,matched,239430,Supervisor de ensino,1-49.30,2351,
2410,matched,241005,Advogado,1-21.10,2421,
2410,matched,241015,Advogado (direito civil),1-21.20,2421,
2410,matched,241025,Advogado (direito penal),1-21.50,2421,
2410,matched,241035,Advogado (direito do trabalho),1-21.40,2421,
2410,matched,241040,Consultor jurídico,1-29.50,2421,
2412,matched,241210,Procurador autárquico,1-29.30,2429,
2412,matched,241215,Procurador da fazenda nacional,1-29.20,2429,
2413,matched,241335,Tabelião de notas,3-14.20,2429,
2422,no_result,,,,,No MTE result table for this CBO 4d family.
2423,matched,242305,Delegado de polícia,3-13.20,2429,
2424,no_result,,,,,No MTE result table for this CBO 4d family.
2429,no_result,,,,,No MTE result table for this CBO 4d family.
2511,matched,251105,Antropólogo,1-92.40,2442,
2511,matched,251110,Arqueólogo,1-92.45,2442,
2511,matched,251115,Cientista político,1-92.70,2442,
2511,matched,251120,Sociólogo,1-92.20,2442,
2512,matched,251205,Economista,0-91.10,2441,
2512,matched,251215,Economista financeiro,0-91.30,2441,
2512,matched,251225,Economista do setor público,0-91.20,2441,
2513,matched,251305,Geógrafo,1-92.50,2442,
2514,no_result,,,,,No MTE result table for this CBO 4d family.
2515,matched,251505,Psicólogo educacional,0-74.25,2445,
2515,matched,251510,Psicólogo clínico,0-74.35,2445,
2515,matched,251515,Psicólogo do esporte,0-74.55,2445,
2515,matched,251525,Psicólogo jurídico,0-74.50,2445,
2515,matched,251530,Psicólogo social,0-74.60,2445,
2515,matched,251535,Psicólogo do trânsito,0-74.45,2445,
2515,matched,251540,Psicólogo do trabalho,0-74.15,2445,
2516,matched,251605,Assistente social,0-73.10,2446,
2516,matched,251610,Economista doméstico,1-92.25,2446,
2521,matched,252105,Administrador,0-92.20,2419,
2522,matched,252205,Auditor (contadores e afins),0-99.10,2411,
2522,matched,252210,Contador,0-93.10,2411,
2523,matched,252310,Secretário bilíngue,3-21.15,3439,
2524,matched,252405,Analista de recursos humanos,1-97.35,2412,
2525,matched,252510,Analista de câmbio,0-99.40,2149,
2526,no_result,,,,,No MTE result table for this CBO 4d family.
2527,no_result,,,,,No MTE result table for this CBO 4d family.
2531,matched,253110,Redator de publicidade,1-52.70,2419,
2531,matched,253115,Publicitário,1-59.47,2419,
2531,matched,253140,Agenciador de propaganda,4-42.30,3415,
2532,no_result,,,,,No MTE result table for this CBO 4d family.
2533,no_result,,,,,No MTE result table for this CBO 4d family.
2534,no_result,,,,,No MTE result table for this CBO 4d family.
2541,no_result,,,,,No MTE result table for this CBO 4d family.
2542,no_result,,,,,No MTE result table for this CBO 4d family.
2543,no_result,,,,,No MTE result table for this CBO 4d family.
2544,no_result,,,,,No MTE result table for this CBO 4d family.
2545,no_result,,,,,No MTE result table for this CBO 4d family.
2611,matched,261125,Jornalista,1-52.10,2451,
2611,matched,261135,Repórter (exclusive rádio e televisão),1-52.40,2451,
2612,matched,261205,Bibliotecário,1-91.20,2432,
2612,matched,261210,Documentalista,1-91.25,2432,
2613,matched,261305,Arquivista,1-91.30,2431,
2613,matched,261310,Museólogo,1-91.40,2431,
2614,matched,261405,Filólogo,1-95.20,2444,
2614,matched,261410,Intérprete,1-95.40,2444,
2614,matched,261420,Tradutor,1-95.30,2444,
2615,matched,261505,Autor-roteirista,1-52.50,2451,
2615,matched,261510,Crítico,1-51.30,2451,
2615,matched,261515,Escritor de ficção,1-51.20,2451,
2615,matched,261530,Redator de textos técnicos,1-52.80,2451,
2616,matched,261610,Editor de livro,1-59.45,2451,
2617,matched,261710,Comentarista de mídias audiovisuais,1-53.30,3472,
2617,matched,261715,Locutor de mídias audiovisuais,1-53.10,2451,
2618,matched,261805,Fotógrafo,1-63.10,3131,
2618,matched,261810,Fotógrafo publicitário,1-63.30,3131,
2618,matched,261815,Fotógrafo retratista,1-63.20,3131,
2618,matched,261820,Repórter fotográfico,1-63.40,3131,
2619,no_result,,,,,No MTE result table for this CBO 4d family.
2621,matched,262105,Produtor cultural,1-74.50,2455,
2621,matched,262110,Produtor cinematográfico,1-74.30,2455,
2621,matched,262115,Produtor de rádio,1-74.40,2455,
2621,matched,262120,Produtor de teatro,1-74.20,2455,
2622,matched,262205,Diretor de cinema,1-73.45,2455,
2622,matched,262220,Diretor teatral,1-73.30,2455,
2623,no_result,,,,,No MTE result table for this CBO 4d family.
2624,matched,262410,Desenhista industrial gráfico (designer gráfico),0-22.70,2452,
2625,matched,262505,Ator,1-73.20,2455,
2626,matched,262605,Compositor,1-71.20,2453,
2626,matched,262610,Músico arranjador,1-71.30,2453,
2626,matched,262615,Músico regente,1-71.35,2453,
2627,matched,262705,Músico intérprete cantor,1-71.45,2453,
2628,matched,262810,Bailarino (exceto danças populares),1-72.30,2454,
2628,matched,262815,Coreógrafo,1-72.20,2454,
2629,no_result,,,,,No MTE result table for this CBO 4d family.
2631,matched,263105,Ministro de culto religioso,1-96.20,2460,
2631,matched,263110,Missionário,1-96.30,2460,
2631,matched,263115,Teólogo,1-96.40,2460,
2711,no_result,,,,,No MTE result table for this CBO 4d family.
3001,no_result,,,,,No MTE result table for this CBO 4d family.
3003,matched,300305,Técnico em eletromecânica,0-39.88,3114,
3010,no_result,,,,,No MTE result table for this CBO 4d family.
3011,matched,301105,Técnico de laboratório industrial,0-36.40,3116,
3011,matched,301110,Técnico de laboratório de análises físico-químicas (materiais de construção),0-36.30,3116,
3011,matched,301115,Técnico químico de petróleo,0-36.15,3116,
3012,no_result,,,,,No MTE result table for this CBO 4d family.
3020,no_result,,,,,No MTE result table for this CBO 4d family.
3030,no_result,,,,,No MTE result table for this CBO 4d family.
3110,no_result,,,,,No MTE result table for this CBO 4d family.
3111,matched,311105,Técnico químico,0-36.05,3116,
3111,matched,311110,Técnico de celulose e papel,0-39.70,3116,
3112,matched,311205,Técnico em petroquímica,0-36.20,3116,
3113,matched,311305,"Técnico em materiais, produtos cerâmicos e vidros",0-39.60,3116,
3114,no_result,,,,,No MTE result table for this CBO 4d family.
3115,matched,311510,Técnico de meteorologia,0-39.50,3111,
3115,matched,311515,"Técnico de utilidade (produção e distribuição de vapor, gases, óleos, combustíveis, energia)",0-39.65,3116,
3116,matched,311605,Técnico têxtil,0-37.10,3116,
3116,matched,311610,Técnico têxtil (tratamentos químicos),0-37.40,3116,
3116,matched,311615,Técnico têxtil de fiação,0-37.20,3116,
3116,matched,311620,Técnico têxtil de malharia,0-37.50,3116,
3116,matched,311625,Técnico têxtil de tecelagem,0-37.30,3116,
3117,matched,311710,Colorista têxtil,7-56.25,8264,
3117,matched,311715,Preparador de tintas,9-22.15,8264,
3117,matched,311725,Tingidor de couros,7-61.55,8264,
3120,no_result,,,,,No MTE result table for this CBO 4d family.
3121,matched,312105,Técnico de obras civis,0-33.15,3112,
3122,matched,312205,Técnico de estradas,0-33.60,3112,
3122,matched,312210,Técnico de saneamento,0-33.70,3112,
3123,matched,312305,Técnico em agrimensura,0-33.30,3112,
3123,matched,312315,Técnico em hidrografia,0-33.50,2148,
3123,matched,312320,Topógrafo,0-33.80,2148,
3131,matched,313105,Eletrotécnico,0-34.05,3113,
3131,matched,313120,Técnico de manutenção elétrica,0-34.35,3113,
3131,matched,313125,Técnico de manutenção elétrica de máquina,0-34.36,3113,
3132,matched,313205,Técnico de manutenção eletrônica,0-34.40,3114,
3132,matched,313210,Técnico de manutenção eletrônica (circuitos de máquinas com comando numérico),0-34.42,3114,
3132,matched,313215,Técnico eletrônico,0-34.10,3114,
3133,matched,313315,Técnico de telecomunicações (telefonia),0-34.30,3114,
3133,matched,313320,Técnico de transmissão (telecomunicações),0-34.55,3114,
3134,matched,313415,"Encarregado de manutenção de instrumentos de controle, medição e similares",7-05.40,3114,
3135,no_result,,,,,No MTE result table for this CBO 4d family.
3141,matched,314110,Técnico mecânico,0-35.10,3115,
3141,matched,314115,"Técnico mecânico (calefação, ventilação, refrigeração e climatização)",0-35.50,3115,
3141,matched,314120,Técnico mecânico (máquinas),0-35.75,3115,
3141,matched,314125,Técnico mecânico (motores),0-35.70,3115,
3142,no_result,,,,,No MTE result table for this CBO 4d family.
3143,matched,314310,Técnico mecânico (aeronaves),0-35.30,3115,
3143,matched,314315,Técnico mecânico (embarcações),0-35.60,3115,
3144,no_result,,,,,No MTE result table for this CBO 4d family.
3146,no_result,,,,,No MTE result table for this CBO 4d family.
3147,matched,314705,Técnico de acabamento em siderurgia,0-32.18,3117,
3147,matched,314710,Técnico de aciaria em siderurgia,0-32.14,3117,
3147,matched,314715,Técnico de fundição em siderurgia,0-32.19,3117,
3147,matched,314720,Técnico de laminação em siderurgia,0-32.16,3117,
3147,matched,314725,Técnico de redução na siderurgia (primeira fusão),0-32.12,3117,
3147,matched,314730,Técnico de refratário em siderurgia,0-32.15,3117,
3148,no_result,,,,,No MTE result table for this CBO 4d family.
3161,matched,316110,Técnico em geologia,0-32.30,3111,
3163,matched,316305,Técnico de mineração,0-32.05,3117,
3163,matched,316310,Técnico de mineração (óleo e petróleo),0-32.20,3117,
3163,matched,316335,Desincrustador (poços de petróleo),7-14.60,3117,
3163,matched,316340,Cimentador (poços de petróleo),7-14.50,3117,
3171,matched,317115,Programador de máquinas - ferramenta com comando numérico,0-84.30,3121,
3172,matched,317205,Operador de computador,3-42.20,3122,
3180,matched,318005,Desenhista técnico,0-38.05,3118,
3180,matched,318010,Desenhista copista,0-38.87,3118,
3180,matched,318015,Desenhista detalhista,0-38.85,3118,
3181,matched,318105,Desenhista técnico (arquitetura),0-38.45,3118,
3181,matched,318110,Desenhista técnico (cartografia),0-38.55,3118,
3181,matched,318115,Desenhista técnico (construção civil),0-38.35,3118,
3181,matched,318120,Desenhista técnico (instalações hidrossanitárias),0-38.75,3118,
3182,matched,318205,Desenhista técnico mecânico,0-38.20,3118,
3182,matched,318210,Desenhista técnico aeronáutico,0-38.80,3118,
3182,matched,318215,Desenhista técnico naval,0-38.50,3118,
3183,matched,318305,Desenhista técnico (eletricidade e eletrônica),0-38.30,3118,
3183,matched,318310,"Desenhista técnico (calefação, ventilação e refrigeração)",0-38.25,3118,
3184,matched,318405,Desenhista técnico (artes gráficas),0-38.70,3118,
3184,matched,318410,Desenhista técnico (ilustrações artísticas),0-38.84,3118,
3184,matched,318415,Desenhista técnico (ilustrações técnicas),0-38.60,3118,
3184,matched,318420,Desenhista técnico (indústria têxtil),0-38.40,3118,
3184,matched,318425,Desenhista técnico (mobiliário),0-38.65,3118,
3184,matched,318430,"Desenhista técnico de embalagens, maquetes e leiautes",0-38.10,3118,
3185,no_result,,,,,No MTE result table for this CBO 4d family.
3186,no_result,,,,,No MTE result table for this CBO 4d family.
3187,no_result,,,,,No MTE result table for this CBO 4d family.
3188,matched,318810,Modelista de roupas,7-94.20,7435,
3188,matched,318815,Modelista de calçados,8-02.15,7435,
3191,no_result,,,,,No MTE result table for this CBO 4d family.
3192,no_result,,,,,No MTE result table for this CBO 4d family.
3201,no_result,,,,,No MTE result table for this CBO 4d family.
3211,matched,321105,Técnico agrícola,0-31.20,3212,
3211,matched,321110,Técnico agropecuário,0-31.10,3212,
3212,no_result,,,,,No MTE result table for this CBO 4d family.
3213,matched,321305,Técnico em piscicultura,0-31.60,3212,
3221,matched,322110,Podólogo,5-70.58,3229,
3221,matched,322130,Esteticista,5-70.40,5141,
3222,matched,322205,Técnico de enfermagem,0-72.10,3231,
