source_cbo_4d,status,cbo2002_6d,cbo2002_title,cbo94_code,ciuo88_code,query_note
7681,matched,768125,Chapeleiro (chapéus de palha),9-42.70,7432,
7681,matched,768130,"Crocheteiro, a mão",7-59.30,7432,
7682,matched,768205,"Bordador, à mão",7-97.20,7436,
7682,matched,768210,Cerzidor,7-97.40,7436,
7683,matched,768305,Artífice do couro,8-03.10,7442,
7683,matched,768310,"Cortador de calçados, à mão (exceto solas)",8-02.25,7442,
7683,matched,768315,"Costurador de artefatos de couro, à mão (exceto roupas e calçados)",8-03.40,7442,
7683,matched,768320,Sapateiro (calçados sob medida),8-01.10,7442,
7683,matched,768325,Seleiro,8-03.20,7442,
7686,matched,768605,Tipógrafo,9-21.10,7341,
7686,matched,768610,Linotipista,9-21.30,7341,
7686,matched,768615,Monotipista,9-21.35,7341,
7686,matched,768620,Paginador,9-21.45,7341,
7686,matched,768625,Pintor de letreiros,9-39.50,7346,
7686,matched,768630,Confeccionador de carimbos de borracha,9-49.50,7346,
7687,matched,768705,Encadernador e gravador de capas e lombadas,9-26.40,7345,
7701,matched,770105,Encarregado de produção (indústria de madeira e mobiliário),7-01.75,7422,
7711,matched,771105,Marceneiro,8-11.10,7422,
7711,matched,771110,Modelador de madeira,8-19.35,7422,
7711,matched,771115,Maquetista na marcenaria,8-19.40,7422,
7711,matched,771120,Tanoeiro,8-19.30,7422,
7721,matched,772105,Classificador de madeira,7-39.20,7421,
7721,matched,772110,Impregnador de madeira,7-31.30,7421,
7721,matched,772115,Operador de secagem de madeira,7-31.20,7421,
7731,matched,773105,Cortador de laminados de madeira,7-32.40,8141,
7731,matched,773110,Operador de serras no desdobramento de madeira,7-32.15,8141,
7731,matched,773115,Serrador de bordas no desdobramento de madeira,7-32.20,8141,
7731,matched,773120,Serrador de madeira,7-32.10,8141,
7731,matched,773125,Serrador de madeira (serra circular múltipla),7-32.25,8141,
7731,matched,773130,Serrador de madeira (serra de fita múltipla),7-32.30,8141,
7732,matched,773205,Operador de máquina intercaladora de placas (compensados),7-35.20,8141,
7732,matched,773210,Prensista de aglomerados,7-35.50,8141,
7732,matched,773215,Prensista de compensados,7-35.30,8141,
7732,matched,773220,Preparador de aglomerantes,7-35.40,8141,
7733,matched,773310,Operador de entalhadeira (usinagem de madeira),8-12.60,7423,
7733,matched,773315,Operador de fresadora (usinagem de madeira),8-12.80,7423,
7733,matched,773320,Operador de lixadeira (usinagem de madeira),8-12.65,7423,
7733,matched,773325,"Operador de máquina de usinagem madeira, em geral",8-12.10,7423,
7733,matched,773330,Operador de molduradora (usinagem de madeira),8-12.50,7423,
7733,matched,773335,Operador de plaina desengrossadeira,8-12.70,7423,
7733,matched,773340,Operador de serras (usinagem de madeira),8-12.20,7423,
7733,matched,773345,Operador de torno automático (usinagem de madeira),8-12.40,7423,
7733,matched,773350,Operador de tupia (usinagem de madeira),8-12.15,7423,
7733,matched,773355,Torneiro na usinagem convencional de madeira,8-12.30,7423,
7734,matched,773415,Operador de máquina de usinagem de madeira (produção em série),8-12.85,8240,
7735,no_result,,,,,No MTE result table for this CBO 4d family.
7741,no_result,,,,,No MTE result table for this CBO 4d family.
7751,matched,775105,Entalhador de madeira,8-19.45,7422,
7751,matched,775110,Folheador de móveis de madeira,8-11.30,7422,
7751,matched,775115,Lustrador de peças de madeira,8-11.40,7422,
7751,matched,775120,Marcheteiro,8-19.65,7422,
7764,matched,776405,Cesteiro,9-42.20,7424,
7764,matched,776410,"Confeccionador de escovas, pincéis e produtos similares (à mão)",9-42.40,7424,
7764,matched,776415,"Confeccionador de escovas, pincéis e produtos similares (à máquina)",9-42.45,7424,
7764,matched,776420,"Confeccionador de móveis de vime, junco e bambu",9-42.50,7424,
7764,matched,776425,Esteireiro,9-42.60,7424,
7764,matched,776430,Vassoureiro,9-42.30,7424,
7771,matched,777105,Carpinteiro naval (construção de pequenas embarcações),9-54.50,7124,
7771,matched,777110,Carpinteiro naval (embarcações),9-54.45,7124,
7771,matched,777115,Carpinteiro naval (estaleiros),9-54.40,7124,
7772,matched,777205,Carpinteiro de carretas,9-54.85,7124,
7772,matched,777210,Carpinteiro de carrocerias,9-54.80,7124,
7801,no_result,,,,,No MTE result table for this CBO 4d family.
7811,no_result,,,,,No MTE result table for this CBO 4d family.
7813,no_result,,,,,No MTE result table for this CBO 4d family.
7817,matched,781705,Mergulhador profissional (raso e profundo),9-59.60,7216,
7821,matched,782105,Operador de draga,9-74.35,8333,
7821,matched,782110,Operador de guindaste (fixo),9-73.25,8333,
7821,matched,782115,Operador de guindaste móvel,9-73.30,8333,
7821,matched,782120,Operador de máquina rodoferroviária,9-73.65,8333,
7821,matched,782125,Operador de monta-cargas (construção civil),9-73.35,8333,
7821,matched,782130,Operador de ponte rolante,9-73.20,8333,
7821,matched,782135,Operador de pórtico rolante,9-73.23,8333,
7821,matched,782140,Operador de talha elétrica,9-73.34,8333,
7821,matched,782145,Sinaleiro (ponte rolante),9-73.60,8333,
7822,matched,782205,Guincheiro (construção civil),9-73.50,8333,
7822,matched,782210,Operador de docagem,9-89.30,8333,
7822,matched,782220,Operador de empilhadeira,9-79.20,8334,
7823,matched,782305,Motorista de carro de passeio,9-85.35,8322,
7823,matched,782310,Motorista de furgão ou veículo similar,9-85.50,8322,
7823,matched,782315,Motorista de táxi,9-85.30,8322,
7824,no_result,,,,,No MTE result table for this CBO 4d family.
7825,matched,782510,Motorista de caminhão (rotas regionais e internacionais),9-85.60,8324,
7826,matched,782610,Maquinista de trem,9-83.20,8311,
7826,matched,782615,Maquinista de trem metropolitano,9-83.50,8311,
7826,matched,782620,Motorneiro,9-85.20,8311,
7826,matched,782625,Auxiliar de maquinista de trem,9-83.40,8311,
7827,matched,782715,Moço de convés,9-81.40,8340,
7828,matched,782805,Condutor de veículos de tração animal (ruas e estradas),9-86.20,9332,
7828,matched,782810,Tropeiro,9-86.40,9332,
7831,no_result,,,,,No MTE result table for this CBO 4d family.
7832,matched,783205,Carregador (aeronaves),9-71.35,9333,
7832,matched,783210,Carregador (armazém),9-71.45,9333,
7832,matched,783215,Carregador (veículos de transportes terrestres),9-71.30,9333,
7832,matched,783220,Estivador,9-71.20,9333,
7832,matched,783225,Ajudante de motorista,9-89.45,9333,
7841,matched,784105,"Embalador, a mão",9-71.50,8290,
7841,matched,784110,"Embalador, a máquina",9-71.55,8290,
7841,matched,784115,Operador de máquina de etiquetar,9-71.60,8290,
7841,matched,784120,Operador de máquina de envasar líquidos,9-71.80,8290,
7841,matched,784125,Operador de prensa de enfardamento,9-71.70,8290,
7842,matched,784205,Alimentador de linha de produção,9-91.50,9321,
7911,no_result,,,,,No MTE result table for this CBO 4d family.
8101,matched,810105,Mestre (indústria petroquímica e carboquímica),7-01.25,8159,
8101,matched,810110,Mestre de produção química,7-01.20,8159,
8102,matched,810205,Mestre (indústria de borracha e plástico),7-01.30,8232,
8103,no_result,,,,,No MTE result table for this CBO 4d family.
8110,matched,811010,"Operador de sala de controle de instalações químicas, petroquímicas e afins",7-05.50,8159,
8111,matched,811105,Moleiro (tratamentos químicos e afins),7-41.30,8151,
8111,matched,811110,Operador de máquina misturadeira (tratamentos químicos e afins),7-41.40,8151,
8111,matched,811115,Operador de britadeira (tratamentos químicos e afins),7-41.20,8151,
8111,matched,811120,Operador de concentração,7-49.85,8159,
8111,matched,811125,Trabalhador da fabricação de resinas e vernizes,7-49.60,8159,
8111,matched,811130,Trabalhador de fabricação de tintas,7-49.50,8159,
8112,matched,811205,Operador de calcinação (tratamento químico e afins),7-42.30,8152,
8112,matched,811215,Operador de tratamento químico de materiais radioativos,7-49.40,8159,
8113,matched,811305,Operador de centrifugadora (tratamentos químicos e afins),7-43.40,8153,
8113,matched,811315,Operador de filtro de secagem (mineração),7-43.35,8153,
8113,matched,811320,Operador de filtro de tambor rotativo (tratamentos químicos e afins),7-43.30,8153,
8113,matched,811330,Operador de filtro-prensa (tratamentos químicos e afins),7-43.20,8153,
8113,matched,811335,Operador de filtros de parafina (tratamentos químicos e afins),7-43.60,8155,
8114,matched,811405,Destilador de madeira,7-44.60,8154,
8114,matched,811410,Destilador de produtos químicos por batelada (exceto petróleo),7-44.20,8154,
8114,matched,811415,Operador de destilação de produtos químicos por processo contínuo (exceto petróleo),7-44.30,8154,
8114,matched,811420,"Operador de aparelho de reação e conversão (produtos químicos, exceto petróleo)",7-44.40,8154,
8114,matched,811425,Operador de equipamento de destilação de álcool,7-44.70,8154,
8114,matched,811430,Operador de evaporador na destilação,7-44.50,8154,
8115,matched,811505,Operador de painel de controle (refinação de petróleo),7-45.50,8155,
8115,matched,811510,Operador de transferência e estocagem - na refinação do petróleo,7-45.30,8155,
8116,matched,811605,Operador de britador de coque,7-46.40,8159,
8116,matched,811610,Operador de carro de apagamento e coque,7-46.80,8159,
8116,matched,811615,Operador de destilação e subprodutos de coque,7-46.60,8159,
8116,matched,811620,Operador de enfornamento e desenfornamento de coque,7-46.70,8159,
8116,matched,811625,Operador de exaustor (coqueria),7-46.30,8159,
8116,matched,811630,Operador de painel de controle (coqueificação),7-46.85,8159,
8116,matched,811635,Operador de preservação e controle térmico,7-46.75,8159,
8116,matched,811645,Operador de refrigeração (coqueria),7-46.50,8159,
8116,matched,811650,Operador de sistema de reversão (coqueria),7-46.20,8159,
8117,matched,811705,Bamburista,9-01.20,8231,
8117,matched,811710,Calandrista de borracha,9-01.25,8231,
8117,matched,811715,Confeccionador de pneumáticos,9-02.20,8231,
8117,matched,811725,Confeccionador de velas por imersão,9-49.55,8229,
8117,matched,811735,Confeccionador de velas por moldagem,9-49.65,8229,
8117,matched,811745,Laminador de plástico,9-03.40,8232,
8117,matched,811750,Moldador de borracha por compressão,9-01.35,8231,
8117,matched,811760,Moldador de plástico por compressão,9-03.30,8232,
8117,matched,811770,Moldador de plástico por injeção,9-03.20,8232,
8117,matched,811775,Trefilador de borracha,9-01.30,8231,
8118,matched,811810,Drageador (medicamentos),7-47.20,8221,
8121,matched,812105,Pirotécnico,7-49.75,8222,
8131,no_result,,,,,No MTE result table for this CBO 4d family.
8181,matched,818110,Auxiliar de laboratório de análises físico-químicas,5-72.80,5132,
8201,no_result,,,,,No MTE result table for this CBO 4d family.
8202,no_result,,,,,No MTE result table for this CBO 4d family.
8211,matched,821110,Operador de máquina de sinterizar,7-29.80,8223,
8212,matched,821205,Forneiro e operador (alto-forno),7-21.20,8121,
8212,matched,821210,Forneiro e operador (conversor a oxigênio),7-21.40,8121,
8212,matched,821215,Forneiro e operador (forno elétrico),7-21.60,8121,
8212,matched,821220,Forneiro e operador (refino de metais não-ferrosos),7-21.70,8121,
8212,matched,821225,Forneiro e operador de forno de redução direta,7-21.80,8121,
8212,matched,821230,Operador de aciaria (basculamento de convertedor),7-20.25,8121,
8212,matched,821235,Operador de aciaria (dessulfuração de gusa),7-20.23,8121,
8212,matched,821240,Operador de aciaria (recebimento de gusa),7-20.15,8121,
8212,matched,821245,Operador de área de corrida,7-21.13,8121,
8212,matched,821250,Operador de desgaseificação,7-49.45,8121,
8213,matched,821305,Operador de laminador,7-22.10,8122,
8213,matched,821310,Operador de laminador de barras a frio,7-22.40,8122,
8213,matched,821315,Operador de laminador de barras a quente,7-22.20,8122,
8213,matched,821320,Operador de laminador de metais não-ferrosos,7-22.50,8122,
8213,matched,821325,Operador de laminador de tubos,7-22.60,8122,
8213,matched,821330,Operador de montagem de cilindros e mancais,7-22.80,8122,
8213,matched,821335,Recuperador de guias e cilindros,7-22.85,8122,
8214,matched,821405,Encarregado de acabamento de chapas e metais (têmpera),7-29.15,8223,
8214,matched,821410,Escarfador,7-29.70,8223,
8214,matched,821415,Marcador de produtos (siderúrgico e metalúrgico),7-29.87,8223,
8214,matched,821420,"Operador de bobinadeira de tiras a quente, no acabamento de chapas e metais",7-29.60,8223,
8214,matched,821425,Operador de cabine de laminação (fio-máquina),7-29.50,8223,
8214,matched,821430,Operador de escória e sucata,7-29.85,8223,
8214,matched,821435,Operador de jato abrasivo,7-29.35,8223,
8214,matched,821440,"Operador de tesoura mecânica e máquina de corte, no acabamento de chapas e metais",8-39.80,8223,
8214,matched,821445,Preparador de sucata e aparas,7-29.77,8223,
8214,matched,821450,Rebarbador de metal,7-29.30,8223,
8221,matched,822105,Forneiro de cubilô,7-23.30,8122,
8221,matched,822110,Forneiro de forno-poço,7-23.25,8122,
8221,matched,822115,Forneiro de fundição (forno de redução),7-23.17,8122,
8221,matched,822120,Forneiro de reaquecimento e tratamento térmico na metalurgia,7-23.40,8122,
8221,matched,822125,Forneiro de revérbero,7-23.15,8122,
8231,matched,823105,Preparador de massa (fabricação de abrasivos),8-99.60,8139,
8231,matched,823110,Preparador de massa (fabricação de vidro),8-99.20,8139,
8231,matched,823115,Preparador de massa de argila,8-99.30,8139,
8231,matched,823120,Preparador de barbotina,8-99.40,8139,
8231,matched,823125,Preparador de esmaltes (cerâmica),8-99.50,8139,
8231,matched,823130,Preparador de aditivos,7-29.67,8139,
8232,matched,823210,Extrusor de fios ou fibras de vidro,8-99.70,8139,
8232,matched,823215,Forneiro na fundição de vidro,8-93.20,8131,
8232,matched,823220,Forneiro no recozimento de vidro,8-93.30,8131,
8232,matched,823230,"Moldador de abrasivos na fabricação de cerâmica, vidro e porcelana",9-43.60,8131,
8232,matched,823235,Operador de banho metálico de vidro por flutuação,8-91.52,8131,
8232,matched,823240,Operador de máquina de soprar vidro,8-90.30,8131,
8232,matched,823245,Operador de máquina extrusora de varetas e tubos de vidro,8-90.70,8131,
8232,matched,823250,Operador de prensa de moldar vidro,8-90.45,8131,
8232,matched,823255,Temperador de vidro,8-93.40,8131,
8232,matched,823265,Trabalhador na fabricação de produtos abrasivos,9-43.50,8131,
8233,matched,823305,Classificador e empilhador de tijolos refratários,7-29.65,8212,
8233,matched,823315,Forneiro (materiais de construção),8-93.60,8131,
8233,matched,823320,Trabalhador da elaboração de pré-fabricados (fibrocimento sem amianto),9-43.30,8212,
8233,matched,823325,Trabalhador da elaboração de pré-fabricados (concreto armado),9-43.20,8212,
8233,matched,823330,Trabalhador da fabricação de pedras artificiais,9-43.40,8212,
8281,matched,828105,Oleiro (fabricação de telhas),8-92.43,7321,
8281,matched,828110,Oleiro (fabricação de tijolos),8-92.40,7321,
8301,matched,830105,"Mestre (indústria de celulose, papel e papelão)",7-01.55,8253,
8311,matched,831105,Cilindreiro na preparação de pasta para fabricação de papel,7-33.60,8142,
8311,matched,831110,Operador de branqueador de pasta para fabricação de papel,7-33.50,8142,
8311,matched,831115,Operador de digestor de pasta para fabricação de papel,7-33.40,8142,
8311,matched,831120,Operador de lavagem e depuração de pasta para fabricação de papel,7-33.55,8142,
8311,matched,831125,Operador de máquina de secar celulose,7-33.70,8142,
8321,matched,832105,Calandrista de papel,7-34.40,8143,
8321,matched,832110,Operador de cortadeira de papel,7-34.70,8143,
8321,matched,832115,Operador de máquina de fabricar papel (fase úmida),7-34.20,8143,
8321,matched,832120,Operador de máquina de fabricar papel (fase seca),7-34.30,8143,
8321,matched,832125,Operador de máquina de fabricar papel e papelão,7-34.10,8143,
8321,matched,832135,Operador de rebobinadeira na fabricação de papel e papelão,7-39.30,8142,
8331,matched,833105,"Cartonageiro, a máquina",9-10.30,8253,
8331,matched,833110,"Confeccionador de bolsas, sacos e sacolas e papel, a máquina",9-10.70,8253,
8331,matched,833115,"Confeccionador de sacos de celofane, a máquina",9-10.80,8253,
8331,matched,833120,Operador de máquina de cortar e dobrar papelão,9-10.50,8253,
8331,matched,833125,Operador de prensa de embutir papelão,9-10.60,8253,
8332,matched,833205,"Cartonageiro, a mão (caixas de papelão)",9-10.20,8286,
8401,matched,840105,Supervisor de produção da indústria alimentícia,7-01.60,7415,
8401,matched,840120,Chefe de confeitaria,7-76.65,7412,
8411,matched,841105,Moleiro de cereais (exceto arroz),7-71.20,8273,
8411,matched,841110,Moleiro de especiarias,7-71.40,8273,
8411,matched,841115,Operador de processo de moagem,7-71.10,8273,
8412,matched,841210,Refinador de sal,7-79.50,8275,
8413,matched,841305,Operador de cristalização na refinação de açucar,7-72.50,8276,
8413,matched,841310,Operador de equipamentos de refinação de açúcar (processo contínuo),7-72.60,8276,
8413,matched,841315,Operador de moenda na fabricação de açúcar,7-72.20,8276,
8413,matched,841320,Operador de tratamento de calda na refinação de açúcar,7-72.40,8276,
8414,matched,841408,Cozinhador (conservação de alimentos),7-74.10,8271,
8414,matched,841416,Cozinhador de carnes,7-74.45,8271,
8414,matched,841420,Cozinhador de frutas e legumes,7-74.25,8275,
8414,matched,841428,Cozinhador de pescado,7-74.15,8271,
8414,matched,841432,Desidratador de alimentos,7-74.40,8275,
8414,matched,841440,Esterilizador de alimentos,7-74.20,8275,
8414,matched,841444,Hidrogenador de óleos e gorduras,7-79.30,8275,
8414,matched,841448,Lagareiro,7-79.20,8275,
8414,matched,841456,Operador de câmaras frias,7-74.30,8271,
8414,matched,841460,Operador de preparação de grãos vegetais (óleos e gorduras),7-79.70,8275,
8415,matched,841505,Trabalhador de tratamento do leite e fabricação de laticínios e afins,7-75.10,8272,
8416,matched,841605,Misturador de café,7-77.30,8277,
8416,matched,841610,Torrador de café,7-77.50,8277,
8416,matched,841615,Moedor de café,7-77.75,8277,
8416,matched,841620,Operador de extração de café solúvel,7-77.80,8277,
8416,matched,841625,Torrador de cacau,7-77.60,8277,
8416,matched,841630,Misturador de chá ou mate,7-77.40,8277,
8417,matched,841705,Alambiqueiro,7-44.80,8278,
8417,matched,841710,Filtrador de cerveja,7-78.45,8278,
8417,matched,841715,Fermentador,7-78.35,8278,
8417,matched,841720,Trabalhador de fabricação de vinhos,7-78.50,8278,
8417,matched,841725,Malteiro (germinação),7-78.20,8278,
8417,matched,841730,Cozinhador de malte,7-78.30,8278,
8417,matched,841735,Dessecador de malte,7-78.25,8278,
8417,matched,841740,Vinagreiro,7-78.70,8278,
8417,matched,841745,Xaropeiro,7-78.55,8278,
8418,matched,841805,"Operador de forno (fabricação de pães, biscoitos e similares)",7-76.45,8274,
8418,matched,841815,Operador de máquinas de fabricação de chocolates e achocolatados,7-77.85,8274,
8421,matched,842105,Preparador de melado e essência de fumo,7-81.80,7416,
8421,matched,842115,Classificador de fumo,7-81.20,7416,
8421,matched,842125,Operador de máquina (fabricação de cigarros),7-83.20,8279,
8422,matched,842210,Operador de máquina de fabricar charutos e cigarrilhas,7-82.30,8279,
8422,matched,842230,Charuteiro a mão,7-82.20,8279,
8481,matched,848105,Defumador de carnes e pescados,7-74.60,7411,
8481,matched,848110,Salgador de alimentos,7-74.50,7411,
8481,matched,848115,"Salsicheiro (fabricação de lingüiça, salsicha e produtos similares)",7-74.70,7411,
8482,matched,848205,Pasteurizador,7-75.20,7413,
8482,matched,848210,Queijeiro na fabricação de laticínio,7-75.40,7413,
8482,matched,848215,Manteigueiro na fabricação de laticínio,7-75.30,7413,
8483,matched,848305,Padeiro,7-76.20,7412,
8483,matched,848310,Confeiteiro,7-76.60,7412,
8483,matched,848315,Masseiro (massas alimentícias),7-76.40,7412,
8483,matched,848325,Trabalhador de fabricação de sorvete,7-76.70,7412,
8484,matched,848405,Degustador de café,7-77.20,7415,
8484,matched,848410,Degustador de chá,7-77.27,7415,
8484,matched,848415,Degustador de derivados de cacau,7-77.25,7415,
8484,matched,848420,Degustador de vinhos ou licores,7-78.60,7415,
8485,matched,848505,Abatedor,7-73.15,7411,
8485,matched,848510,Açougueiro,4-90.30,7411,
8485,matched,848515,Desossador,7-73.25,7411,
8485,matched,848520,Magarefe,7-73.10,7411,
8485,matched,848525,Retalhador de carne,7-73.35,7411,
8486,no_result,,,,,No MTE result table for this CBO 4d family.
8601,matched,860105,Supervisor de manutenção eletromecânica (utilidades),7-03.40,7242,
8601,matched,860110,"Supervisor de operação de fluidos (distribuição, captação, tratamento de água, gases, vapor)",7-03.30,8163,
8601,matched,860115,"Supervisor de operação elétrica (geração, transmissão e distribuição de energia elétrica)",7-03.20,8161,
8611,matched,861105,Operador de central hidrelétrica,9-61.30,8161,
8611,matched,861110,Operador de quadro de distribuição de energia elétrica,9-61.60,8161,
8611,matched,861115,Operador de central termoelétrica,9-61.20,8161,
8611,matched,861120,Operador de reator nuclear,9-61.40,8161,
8612,matched,861205,Operador de subestação,9-61.80,8161,
8621,matched,862105,Foguista (locomotivas a vapor),9-83.30,8162,
8621,matched,862110,Maquinista de embarcações,9-82.15,8162,
8621,matched,862115,Operador de bateria de gás de hulha,7-49.25,8162,
8621,matched,862120,Operador de caldeira,9-69.30,8162,
8621,matched,862130,Operador de compressor de ar,9-69.20,8162,
8621,matched,862140,Operador de estação de bombeamento,9-69.40,8163,
8621,matched,862150,"Operador de máquinas fixas, em geral",9-69.10,8163,
8621,matched,862155,"Operador de utilidade (produção e distribuição de vapor, gás, óleo, combustível, energia, oxigênio)",7-49.47,8162,
8622,matched,862205,"Operador de estação de captação, tratamento e distribuição de água",9-69.50,8163,
8623,matched,862305,Operador de estação de tratamento de água e efluentes,9-69.55,8163,
8623,matched,862310,"Operador de forno de incineração no tratamento de água, efluentes e resíduos industriais",9-69.60,8163,
8624,matched,862405,"Operador de instalação de extração, processamento, envasamento e distribuição de gases",9-69.25,8163,
8625,matched,862505,Operador de instalação de refrigeração,9-69.70,8163,
8625,matched,862515,Operador de instalação de ar-condicionado,9-69.80,8163,
9101,matched,910105,Encarregado de manutenção mecânica de sistemas operacionais,7-05.20,7242,
9102,no_result,,,,,No MTE result table for this CBO 4d family.
9109,no_result,,,,,No MTE result table for this CBO 4d family.
9111,matched,911120,Mecânico de manutenção de motores diesel (exceto de veículos automotores),8-45.20,7233,
9111,matched,911130,Mecânico de manutenção de turbinas (exceto de aeronaves),8-45.25,7233,
9112,matched,911205,Mecânico de manutenção e instalação de aparelhos de climatização e refrigeração,8-45.80,7233,
9113,matched,911305,"Mecânico de manutenção de máquinas, em geral",8-45.10,7233,
9113,matched,911310,Mecânico de manutenção de máquinas gráficas,8-45.40,7233,
9113,matched,911315,Mecânico de manutenção de máquinas operatrizes (lavra de madeira),8-45.50,7233,
9113,matched,911320,Mecânico de manutenção de máquinas têxteis,8-45.45,7233,
9113,matched,911325,Mecânico de manutenção de máquinas-ferramentas (usinagem de metais),8-45.30,7233,
9131,matched,913105,Mecânico de manutenção de aparelhos de levantamento,8-45.75,7233,
9131,matched,913110,Mecânico de manutenção de equipamento de mineração,8-45.35,7231,
9131,matched,913115,Mecânico de manutenção de máquinas agrícolas,8-45.55,7233,
9131,matched,913120,Mecânico de manutenção de máquinas de construção e terraplenagem,8-45.60,7233,
9141,matched,914105,"Mecânico de manutenção de aeronaves, em geral",8-44.10,7232,
9141,matched,914110,Mecânico de manutenção de sistema hidráulico de aeronaves (serviços de pista e hangar),8-44.30,7233,
9142,no_result,,,,,No MTE result table for this CBO 4d family.
9143,matched,914305,Mecânico de manutenção de veículos ferroviários,8-45.85,7233,
9144,matched,914405,Mecânico de manutenção de automóveis e veículos similares,8-43.20,7231,
9144,matched,914415,Mecânico de manutenção de motocicletas,8-43.40,7231,
9144,matched,914420,Mecânico de manutenção de tratores,8-43.60,7231,
9144,matched,914425,Mecânico de veículos automotores a diesel (exceto tratores),8-43.50,7231,
9151,no_result,,,,,No MTE result table for this CBO 4d family.
9152,no_result,,,,,No MTE result table for this CBO 4d family.
9153,no_result,,,,,No MTE result table for this CBO 4d family.
9154,no_result,,,,,No MTE result table for this CBO 4d family.
9191,matched,919105,Lubrificador industrial,8-49.87,7233,
9191,matched,919110,Lubrificador de veículos automotores (exceto embarcações),8-49.77,7233,
9191,matched,919115,Lubrificador de embarcações,9-82.30,7233,
9192,no_result,,,,,No MTE result table for this CBO 4d family.
9193,matched,919310,Mecânico de manutenção de bicicletas e veículos similares,8-49.75,7233,
9501,no_result,,,,,No MTE result table for this CBO 4d family.
9502,no_result,,,,,No MTE result table for this CBO 4d family.
9503,no_result,,,,,No MTE result table for this CBO 4d family.
9511,matched,951105,Eletricista de manutenção eletroeletrônica,8-54.05,7241,
9513,no_result,,,,,No MTE result table for this CBO 4d family.
9531,matched,953105,Eletricista de instalações (aeronaves),8-55.30,7137,
9531,matched,953110,Eletricista de instalações (embarcações),8-55.35,7137,
9531,matched,953115,"Eletricista de instalações (veículos automotores e máquinas operatrizes, exceto aeronaves e embarcações)",8-55.40,7137,
9541,matched,954120,Mecânico de manutenção de instalações mecânicas de edifícios,8-45.70,7241,
9541,matched,954125,Operador eletromecânico,8-54.40,7241,
9542,matched,954205,Reparador de aparelhos eletrodomésticos (exceto imagem e som),8-54.30,7241,
9543,matched,954305,Reparador de equipamentos de escritório,8-45.65,7433,
9911,no_result,,,,,No MTE result table for this CBO 4d family.
9912,no_result,,,,,No MTE result table for this CBO 4d family.
9913,no_result,,,,,No MTE result table for this CBO 4d family.
9914,no_result,,,,,No MTE result table for this CBO 4d family.
9921,matched,992115,Borracheiro,9-02.40,8231,
9922,no_result,,,,,No MTE result table for this CBO 4d family.
9999,no_result,,,,,No MTE result table for this CBO 4d family.
