outcome,estimator,coefficient,standard_error,p_value,n_obs,n_clusters,dropped_cbo,status
n_movimentacoes,ppml,-0.048203097454864605,0.035348837250159144,0.17358563626481605,21984,340,2112,estimated
ln_salario_real_adm,ols,-0.05048668355394041,0.010432863915680381,1.9832324427149217e-06,21947,340,2112,estimated
asinh_saldo,ols,-0.5729465402546422,0.38213573295380704,0.13471940152897277,21984,340,2112,estimated
admissoes,ppml,-0.0530991876238488,0.03856322609993511,0.16943987675301808,21984,340,2123,estimated
desligamentos,ppml,-0.041823507968227855,0.03475203536434152,0.22962893328224254,21984,340,2123,estimated
n_movimentacoes,ppml,-0.04764576625547001,0.03536719037498704,0.17882392713141737,21984,340,2123,estimated
ln_salario_real_adm,ols,-0.049723751660453445,0.010385417981914669,2.5226951665402453e-06,21947,340,2123,estimated
asinh_saldo,ols,-0.5107454443591777,0.38056944471573684,0.18047603812351154,21984,340,2123,estimated
admissoes,ppml,-0.04390862084655943,0.037336812121314206,0.24041440270226433,21984,340,2124,estimated
desligamentos,ppml,-0.03630092178033337,0.03481307350400818,0.2978125898148032,21984,340,2124,estimated
n_movimentacoes,ppml,-0.04015613378820652,0.034779471401207365,0.24907038345645072,21984,340,2124,estimated
ln_salario_real_adm,ols,-0.05033006934603724,0.010427783047758786,2.104836096306073e-06,21947,340,2124,estimated
asinh_saldo,ols,-0.5340722285423407,0.38236840238794834,0.16340313470336265,21984,340,2124,estimated
admissoes,ppml,-0.053772534845720296,0.038561117496590205,0.1640872084917464,21984,340,2131,estimated
desligamentos,ppml,-0.042005767454665124,0.034702234290253785,0.22694459974575,21984,340,2131,estimated
n_movimentacoes,ppml,-0.048089295306222246,0.03533740191228865,0.17446159108646597,21984,340,2131,estimated
ln_salario_real_adm,ols,-0.05153853538956573,0.01040493678529065,1.1536390591704304e-06,21947,340,2131,estimated
asinh_saldo,ols,-0.5941850158335064,0.38030107212441244,0.11912517249457877,21984,340,2131,estimated
admissoes,ppml,-0.053776171557191194,0.03856112746637566,0.16405888183906536,21984,340,2133,estimated
desligamentos,ppml,-0.04201304265905048,0.03470205379949895,0.22686190390306815,21984,340,2133,estimated
n_movimentacoes,ppml,-0.04809459713350262,0.035337376553566,0.17441390942853863,21984,340,2133,estimated
ln_salario_real_adm,ols,-0.051572688649427406,0.010399644814142685,1.1219679314500297e-06,21948,340,2133,estimated
asinh_saldo,ols,-0.5984922922388064,0.3797802399667554,0.1159836214994101,21984,340,2133,estimated
admissoes,ppml,-0.05359195689468038,0.03857645814429344,0.16567163702580245,21984,340,2143,estimated
desligamentos,ppml,-0.04193301483672924,0.03473207259938672,0.22814742710938063,21984,340,2143,estimated
n_movimentacoes,ppml,-0.0479611650729337,0.03536036046605856,0.17588921725623807,21984,340,2143,estimated
ln_salario_real_adm,ols,-0.05138511553125491,0.010415717781632495,1.2686472599110488e-06,21947,340,2143,estimated
asinh_saldo,ols,-0.5113129157159595,0.38063074612154263,0.1800635180524477,21984,340,2143,estimated
admissoes,ppml,-0.05377210412811528,0.0385612129038675,0.16409161684584928,21984,340,2148,estimated
desligamentos,ppml,-0.04201573406684713,0.03470262424034566,0.2268398284131794,21984,340,2148,estimated
n_movimentacoes,ppml,-0.04809383255046687,0.03533777311105863,0.17442556270218912,21984,340,2148,estimated
ln_salario_real_adm,ols,-0.050390626171393005,0.010429910529207661,2.057702368052361e-06,21947,340,2148,estimated
asinh_saldo,ols,-0.575206248844336,0.3819981573908901,0.1330541277872208,21984,340,2148,estimated
admissoes,ppml,-0.05485700278098277,0.03885715976045389,0.15893769804576774,21984,340,2394,estimated
desligamentos,ppml,-0.04433980493545933,0.034914430436661606,0.2049711586295282,21984,340,2394,estimated
n_movimentacoes,ppml,-0.04975949080934035,0.03561207309909246,0.16324784113416202,21984,340,2394,estimated
ln_salario_real_adm,ols,-0.050612727263262616,0.010435229114495478,1.8832712103122873e-06,21947,340,2394,estimated
asinh_saldo,ols,-0.5478496443633525,0.38274710292474845,0.1532477435661348,21984,340,2394,estimated
admissoes,ppml,-0.05377348832071099,0.038561899206594794,0.16408827661856895,21984,340,2511,estimated
desligamentos,ppml,-0.042005288777165736,0.034702919340187224,0.22695903486544555,21984,340,2511,estimated
n_movimentacoes,ppml,-0.04808953241918714,0.03533810499889934,0.17446802233485226,21984,340,2511,estimated
ln_salario_real_adm,ols,-0.051434578528744675,0.010412443559979851,1.2309983112857026e-06,21947,340,2511,estimated
asinh_saldo,ols,-0.5947099736905983,0.38024032572314653,0.11874184475926075,21984,340,2511,estimated
admissoes,ppml,-0.05355537916794522,0.03860213802661177,0.16624087385588737,21984,340,2512,estimated
desligamentos,ppml,-0.042013559212746354,0.03476480715764766,0.22769408867779273,21984,340,2512,estimated
n_movimentacoes,ppml,-0.04798118524582285,0.03539050208818901,0.17607658431463058,21984,340,2512,estimated
ln_salario_real_adm,ols,-0.04978184973583352,0.010391029304064119,2.48756057241728e-06,21947,340,2512,estimated
asinh_saldo,ols,-0.492156424654647,0.37808073496036404,0.19389492569517985,21984,340,2512,estimated
admissoes,ppml,-0.05377458455442717,0.03856148916044395,0.16407523391925194,21984,340,2513,estimated
desligamentos,ppml,-0.04201269766424503,0.034702544408132203,0.2268722644286305,21984,340,2513,estimated
n_movimentacoes,ppml,-0.04809360198967155,0.03533780504677886,0.17442801104253114,21984,340,2513,estimated
ln_salario_real_adm,ols,-0.052411080873705974,0.010298771753688185,5.974781178696986e-07,21947,340,2513,estimated
asinh_saldo,ols,-0.5835129389887983,0.3813748617080477,0.12694319875340598,21984,340,2513,estimated
admissoes,ppml,-0.05438768089294214,0.038686506546302686,0.16068257882413883,21984,340,2515,estimated
desligamentos,ppml,-0.04258864326301659,0.03478561977060525,0.22168262310122344,21984,340,2515,estimated
n_movimentacoes,ppml,-0.048678270263033604,0.03544111332111073,0.17050546726220972,21984,340,2515,estimated
ln_salario_real_adm,ols,-0.05103405675388218,0.010431798008313169,1.544077938619992e-06,21947,340,2515,estimated
asinh_saldo,ols,-0.5741365943209549,0.3820650556108945,0.13384234555462315,21984,340,2515,estimated
admissoes,ppml,-0.05267778923256863,0.03880574967613328,0.17553369010721287,21984,340,2521,estimated
desligamentos,ppml,-0.04325611583978707,0.03506063254431649,0.21815011552012487,21984,340,2521,estimated
n_movimentacoes,ppml,-0.04810640845265286,0.035676541845004156,0.178428507667856,21984,340,2521,estimated
ln_salario_real_adm,ols,-0.050005843488330745,0.01040960501319609,2.3412979190950978e-06,21947,340,2521,estimated
