group_id,treated_pre,treated_post,control_pre,control_post,treated_change_pp,control_change_pp,did_pp
fundamental_or_less,0.03474399792019324,0.03387142965929357,0.2705884556500681,0.2421220657967892,-0.08725682608996671,-2.8466389853278926,2.759382159237926
high_school,0.6662515877852653,0.6953876925037539,0.6755900678928549,0.7054658821202642,2.91361047184886,2.987581422740926,-0.07397095089206607
higher_education,0.2990044142945415,0.27074087783695255,0.05382147645707702,0.052412052082946615,-2.8263536457588945,-0.14094243741304066,-2.6854112083458537
