observed_coefficient,observed_percentile,empirical_two_sided_p_value,repetitions,placebo_mean,placebo_standard_deviation,placebo_p025,placebo_p975,outcome,estimator,seed,treated_cbo_count,control_cbo_count
-0.0537723981585714,16.6,0.2994011976047904,500,-0.0043274000594392395,0.049328905192108564,-0.09183460162021213,0.09076473690802228,admissoes,ppml,20260726,75,266
-0.042014072599854,13.8,0.2954091816367265,500,-0.0008168818703852549,0.039092203412864165,-0.0779461584985256,0.07390188460703931,desligamentos,ppml,20260726,75,266
-0.0480931611194387,14.000000000000002,0.2714570858283433,500,-0.0025456162015907407,0.042518244007874996,-0.08422995235305272,0.08062289528315879,n_movimentacoes,ppml,20260726,75,266
-0.0507404538197659,0.0,0.001996007984031936,500,-0.0007374825049802072,0.011377069247895203,-0.021593187605886292,0.02224575471154597,ln_salario_real_adm,ols,20260726,75,266
-0.5512668862460224,5.800000000000001,0.08982035928143713,500,-0.01654683280828651,0.3265709387062068,-0.7079732373610841,0.610999340671615,asinh_saldo,ols,20260726,75,266
