repetition,seed,outcome,estimator,coefficient,n_obs,n_clusters,treated_cbo_count,control_cbo_count
75,20260726,asinh_saldo,ols,-0.48929722108205564,22049,341,75,266
75,20260726,desligamentos,ppml,-0.023518607951700687,22049,341,75,266
75,20260726,ln_salario_real_adm,ols,-0.014546781218163864,22012,341,75,266
75,20260726,n_movimentacoes,ppml,-0.04337474377825856,22049,341,75,266
76,20260726,admissoes,ppml,-0.05920505803078413,22049,341,75,266
76,20260726,asinh_saldo,ols,-0.3803147012613563,22049,341,75,266
76,20260726,desligamentos,ppml,-0.030912622343748808,22049,341,75,266
76,20260726,ln_salario_real_adm,ols,-0.010307344580509508,22012,341,75,266
76,20260726,n_movimentacoes,ppml,-0.04603732144460082,22049,341,75,266
77,20260726,admissoes,ppml,-0.02839793125167489,22049,341,75,266
77,20260726,asinh_saldo,ols,-0.013925673565584456,22049,341,75,266
