cbo_4d,outcome,trend_scale,pre_observations,pre_slope,slope_status
6133,desligamentos,log1p,23,0.021720231158381988,estimated
6201,desligamentos,log1p,23,0.006587200349060327,estimated
6210,desligamentos,log1p,23,0.012948682936886651,estimated
6220,desligamentos,log1p,23,0.008878481691964146,estimated
6221,desligamentos,log1p,23,-0.016834152465617144,estimated
6222,desligamentos,log1p,23,0.03827065408781576,estimated
6225,desligamentos,log1p,23,-0.008388041824857837,estimated
6226,desligamentos,log1p,23,0.026312736654064767,estimated
6227,desligamentos,log1p,23,0.02092359733957773,estimated
6228,desligamentos,log1p,23,0.01559697751669843,estimated
6230,desligamentos,log1p,23,0.015060243724870812,estimated
6231,desligamentos,log1p,23,0.01042177653300099,estimated
6232,desligamentos,log1p,23,0.009788747745840027,estimated
6233,desligamentos,log1p,23,0.006316135822742482,estimated
6234,desligamentos,log1p,23,0.004667487978087019,estimated
6310,desligamentos,log1p,23,0.009977981351195332,estimated
6311,desligamentos,log1p,23,-0.014392884753301631,estimated
6312,desligamentos,log1p,23,0.013493656310707773,estimated
6313,desligamentos,log1p,23,0.01030810603967669,estimated
6314,desligamentos,log1p,23,0.010140137691608785,estimated
6320,desligamentos,log1p,23,0.011942316338126324,estimated
6321,desligamentos,log1p,23,0.012185521397789351,estimated
6322,desligamentos,log1p,23,0.012952505479716818,estimated
6323,desligamentos,log1p,23,0.07892060577684497,estimated
6324,desligamentos,log1p,23,0.017481577344664167,estimated
6325,desligamentos,log1p,23,0.002376081882330809,estimated
6326,desligamentos,log1p,23,0.010503481179466485,estimated
6410,desligamentos,log1p,23,0.015065074020829773,estimated
6420,desligamentos,log1p,23,0.00925114226069881,estimated
7101,desligamentos,log1p,23,0.011621851296498547,estimated
7102,desligamentos,log1p,23,0.008143635214261888,estimated
7111,desligamentos,log1p,23,0.019978263158105695,estimated
7112,desligamentos,log1p,23,0.00825606084099917,estimated
7113,desligamentos,log1p,23,0.0173717260678706,estimated
7114,desligamentos,log1p,23,0.021550808140146236,estimated
7121,desligamentos,log1p,23,0.016545099869598182,estimated
7122,desligamentos,log1p,23,0.01107566593897949,estimated
7151,desligamentos,log1p,23,0.01162942725218327,estimated
7152,desligamentos,log1p,23,0.0139349099773444,estimated
7153,desligamentos,log1p,23,0.01779648252566349,estimated
7154,desligamentos,log1p,23,0.01023099898937898,estimated
7155,desligamentos,log1p,23,0.013498966989265535,estimated
7156,desligamentos,log1p,23,0.01059190757289948,estimated
7157,desligamentos,log1p,23,0.007597847350694516,estimated
7161,desligamentos,log1p,23,0.010141123885511923,estimated
7162,desligamentos,log1p,23,0.011880719273210084,estimated
7163,desligamentos,log1p,23,0.007244843912422472,estimated
7164,desligamentos,log1p,23,0.015279231889449137,estimated
7165,desligamentos,log1p,23,0.01404299180159437,estimated
7166,desligamentos,log1p,23,0.01357120157224446,estimated
7170,desligamentos,log1p,23,0.015791361519748814,estimated
7211,desligamentos,log1p,23,-0.0014800268062264573,estimated
7212,desligamentos,log1p,23,-0.0012209174525244818,estimated
7213,desligamentos,log1p,23,0.004919801338604588,estimated
7214,desligamentos,log1p,23,0.00479626163457934,estimated
7221,desligamentos,log1p,23,-0.005804644637196686,estimated
7223,desligamentos,log1p,23,0.008716409984813723,estimated
7232,desligamentos,log1p,23,0.004232844842092944,estimated
7233,desligamentos,log1p,23,0.010144048996057056,estimated
7241,desligamentos,log1p,23,0.012580398345174125,estimated
7242,desligamentos,log1p,23,0.009532029064629983,estimated
7243,desligamentos,log1p,23,0.004561866482098345,estimated
7244,desligamentos,log1p,23,0.005757437383235387,estimated
7250,desligamentos,log1p,23,-0.002908189497378546,estimated
7301,desligamentos,log1p,23,0.006087966312772711,estimated
7313,desligamentos,log1p,23,0.002791364745913349,estimated
7321,desligamentos,log1p,23,0.01271709332905871,estimated
7411,desligamentos,log1p,23,-0.0013834079756712416,estimated
7421,desligamentos,log1p,23,0.04147025322557766,estimated
7502,desligamentos,log1p,23,0.01816143567526775,estimated
7510,desligamentos,log1p,23,0.012607574867845455,estimated
7511,desligamentos,log1p,23,0.006612218598881175,estimated
7521,desligamentos,log1p,23,-0.011332554658372396,estimated
7522,desligamentos,log1p,23,0.0022768611773501452,estimated
7523,desligamentos,log1p,23,0.00943917998990126,estimated
7524,desligamentos,log1p,23,0.007836382227752065,estimated
7601,desligamentos,log1p,23,0.0012062046236960822,estimated
7604,desligamentos,log1p,23,0.008935006844479025,estimated
7606,desligamentos,log1p,23,-0.008450055017576135,estimated
7611,desligamentos,log1p,23,0.03411558188499922,estimated
7612,desligamentos,log1p,23,0.005619773318506476,estimated
7613,desligamentos,log1p,23,0.0016786278883091806,estimated
7614,desligamentos,log1p,23,0.0021872894554402196,estimated
7618,desligamentos,log1p,23,0.005547306453103226,estimated
7621,desligamentos,log1p,23,0.0015661974810759374,estimated
7622,desligamentos,log1p,23,-4.916130262247629e-05,estimated
7623,desligamentos,log1p,23,-0.007303793696784941,estimated
7630,desligamentos,log1p,23,0.007496142784550493,estimated
7631,desligamentos,log1p,23,0.012043805500275303,estimated
7632,desligamentos,log1p,23,0.006526864242234345,estimated
7633,desligamentos,log1p,23,0.0093296595725605,estimated
7641,desligamentos,log1p,23,0.019336751760419383,estimated
7642,desligamentos,log1p,23,0.008050398520908244,estimated
7643,desligamentos,log1p,23,0.018163472645129453,estimated
7650,desligamentos,log1p,23,0.009429218123584302,estimated
7651,desligamentos,log1p,23,0.007095897834739711,estimated
7652,desligamentos,log1p,23,0.00229228260181582,estimated
7653,desligamentos,log1p,23,0.008595991434533616,estimated
7661,desligamentos,log1p,23,-0.006238927347739152,estimated
7663,desligamentos,log1p,23,0.008242238809534178,estimated
7664,desligamentos,log1p,23,0.0002466900288907738,estimated
7681,desligamentos,log1p,23,0.021230347215098606,estimated
7682,desligamentos,log1p,23,0.013704176043336416,estimated
7683,desligamentos,log1p,23,0.01911029204813765,estimated
7686,desligamentos,log1p,23,0.007496315819191748,estimated
7687,desligamentos,log1p,23,-0.003117620585518857,estimated
7701,desligamentos,log1p,23,0.0061963019439313155,estimated
7711,desligamentos,log1p,23,0.011280527652983511,estimated
7721,desligamentos,log1p,23,0.00341127255572983,estimated
7731,desligamentos,log1p,23,0.005122320719579563,estimated
7732,desligamentos,log1p,23,0.004618399242703747,estimated
7733,desligamentos,log1p,23,-0.002400677676231705,estimated
7751,desligamentos,log1p,23,0.009794370505493517,estimated
7764,desligamentos,log1p,23,0.003907846171635743,estimated
7771,desligamentos,log1p,23,-0.01393683339351355,estimated
7772,desligamentos,log1p,23,0.006551437353986008,estimated
7817,desligamentos,log1p,23,0.012758322542731352,estimated
7821,desligamentos,log1p,23,0.008337242549911951,estimated
7822,desligamentos,log1p,23,0.004611640346840486,estimated
7823,desligamentos,log1p,23,0.0050637032218858805,estimated
7826,desligamentos,log1p,23,0.0036218818438419646,estimated
7827,desligamentos,log1p,23,0.004867378960880735,estimated
7828,desligamentos,log1p,23,-0.00011333158552229204,estimated
7832,desligamentos,log1p,23,0.0064628271612950094,estimated
7842,desligamentos,log1p,23,0.006476957070721939,estimated
8101,desligamentos,log1p,23,0.00015603891505889885,estimated
8102,desligamentos,log1p,23,0.003105536432011091,estimated
8110,desligamentos,log1p,23,-0.013829459750747366,estimated
8111,desligamentos,log1p,23,-0.0010102009938388393,estimated
8112,desligamentos,log1p,23,-0.009860301067051398,estimated
8113,desligamentos,log1p,23,-0.026085899421455064,estimated
8114,desligamentos,log1p,23,0.012062805190037692,estimated
8115,desligamentos,log1p,23,-0.008212552396103818,estimated
8116,desligamentos,log1p,23,0.014200516322696036,estimated
8117,desligamentos,log1p,23,-0.0036716497358575853,estimated
8181,desligamentos,log1p,23,0.011158778838837423,estimated
8211,desligamentos,log1p,23,0.00428580448009439,estimated
8214,desligamentos,log1p,23,0.004363627580221246,estimated
8231,desligamentos,log1p,23,0.010698345025773973,estimated
8232,desligamentos,log1p,23,0.010630087710437056,estimated
8233,desligamentos,log1p,23,0.009492112145398102,estimated
8281,desligamentos,log1p,23,0.004684417217930824,estimated
8301,desligamentos,log1p,23,-0.0015927407193634694,estimated
8331,desligamentos,log1p,23,-0.006412709247824793,estimated
8401,desligamentos,log1p,23,0.001947864839418919,estimated
8411,desligamentos,log1p,23,0.014716029757573213,estimated
8412,desligamentos,log1p,23,0.027160757252035088,estimated
8413,desligamentos,log1p,23,0.011053892406705871,estimated
8414,desligamentos,log1p,23,0.007862445834685733,estimated
8415,desligamentos,log1p,23,-0.0003751404568823227,estimated
8416,desligamentos,log1p,23,0.0007200092716500853,estimated
8417,desligamentos,log1p,23,-0.005672203942512346,estimated
8418,desligamentos,log1p,23,0.0022311536148955104,estimated
8421,desligamentos,log1p,23,0.019939483024335083,estimated
8422,desligamentos,log1p,23,-0.00033595460071245847,estimated
8481,desligamentos,log1p,23,-0.001737411222656534,estimated
8482,desligamentos,log1p,23,0.0005004605907281409,estimated
8483,desligamentos,log1p,23,0.004255843843295323,estimated
8485,desligamentos,log1p,23,0.0038355205007046694,estimated
8601,desligamentos,log1p,23,-7.745695332116982e-05,estimated
8611,desligamentos,log1p,23,-0.003191917344219701,estimated
8612,desligamentos,log1p,23,0.004164539824157043,estimated
8621,desligamentos,log1p,23,0.004189355825978636,estimated
8622,desligamentos,log1p,23,0.0172971723547303,estimated
8623,desligamentos,log1p,23,-0.008823438024656625,estimated
8624,desligamentos,log1p,23,-0.009668625746511736,estimated
8625,desligamentos,log1p,23,0.009470913856996575,estimated
9101,desligamentos,log1p,23,0.007377288102491537,estimated
9111,desligamentos,log1p,23,0.006836947816222469,estimated
9112,desligamentos,log1p,23,0.006883273269704918,estimated
9113,desligamentos,log1p,23,0.008156985574139549,estimated
9131,desligamentos,log1p,23,0.012409918867171991,estimated
9141,desligamentos,log1p,23,0.011066321983064915,estimated
9143,desligamentos,log1p,23,0.007865807654081278,estimated
9144,desligamentos,log1p,23,0.009176807785836991,estimated
9191,desligamentos,log1p,23,0.005815960685409877,estimated
9193,desligamentos,log1p,23,-0.0019175649357811902,estimated
9511,desligamentos,log1p,23,0.00633521429232221,estimated
9531,desligamentos,log1p,23,0.0048990016453759775,estimated
9541,desligamentos,log1p,23,0.013531087100524067,estimated
9542,desligamentos,log1p,23,-0.001415791470718326,estimated
9543,desligamentos,log1p,23,0.009403695689906916,estimated
9921,desligamentos,log1p,23,0.008342535431547378,estimated
1111,n_movimentacoes,log1p,23,-0.01527458907647896,estimated
1113,n_movimentacoes,log1p,23,-0.03370870226920907,estimated
1414,n_movimentacoes,log1p,23,0.0016729251178343228,estimated
1423,n_movimentacoes,log1p,23,0.007141655323050088,estimated
1424,n_movimentacoes,log1p,23,-0.003185671287891913,estimated
1426,n_movimentacoes,log1p,23,-0.0013579843447073464,estimated
2035,n_movimentacoes,log1p,23,0.026970478720575963,estimated
2111,n_movimentacoes,log1p,23,0.008481018131855615,estimated
2112,n_movimentacoes,log1p,23,0.017735376691316612,estimated
2123,n_movimentacoes,log1p,23,0.006314433047939319,estimated
2124,n_movimentacoes,log1p,23,-0.0022358238707464286,estimated
2131,n_movimentacoes,log1p,23,-0.011368236907479628,estimated
2133,n_movimentacoes,log1p,23,-0.0037373773783244417,estimated
2142,n_movimentacoes,log1p,23,0.0025562137879309456,estimated
2143,n_movimentacoes,log1p,23,0.00380043883997695,estimated
2144,n_movimentacoes,log1p,23,0.012875330617136263,estimated
2146,n_movimentacoes,log1p,23,0.005507586457258061,estimated
2147,n_movimentacoes,log1p,23,-0.0009177707526061974,estimated
2148,n_movimentacoes,log1p,23,0.01435882768512277,estimated
2152,n_movimentacoes,log1p,23,-0.004680631385879138,estimated
2153,n_movimentacoes,log1p,23,0.014775845239888705,estimated
2221,n_movimentacoes,log1p,23,0.0021036660590740726,estimated
2232,n_movimentacoes,log1p,23,0.014199350447345353,estimated
2233,n_movimentacoes,log1p,23,0.004199794487742144,estimated
2236,n_movimentacoes,log1p,23,-0.021732893696642983,estimated
2237,n_movimentacoes,log1p,23,0.010662617836790874,estimated
2238,n_movimentacoes,log1p,23,0.01196685593194376,estimated
2239,n_movimentacoes,log1p,23,0.013723347395396789,estimated
2251,n_movimentacoes,log1p,23,-0.0032694784192743853,estimated
2252,n_movimentacoes,log1p,23,0.012606225651589921,estimated
2253,n_movimentacoes,log1p,23,0.02729567521340502,estimated
2312,n_movimentacoes,log1p,23,-0.011743696419508022,estimated
2313,n_movimentacoes,log1p,23,-0.008798059455132836,estimated
2392,n_movimentacoes,log1p,23,0.016534061399563385,estimated
2394,n_movimentacoes,log1p,23,0.009896594386961517,estimated
2511,n_movimentacoes,log1p,23,0.003469825985774781,estimated
2512,n_movimentacoes,log1p,23,0.004294756052070323,estimated
2513,n_movimentacoes,log1p,23,0.007906268517578583,estimated
2515,n_movimentacoes,log1p,23,0.018472384944990504,estimated
2516,n_movimentacoes,log1p,23,0.010311328051526318,estimated
2521,n_movimentacoes,log1p,23,0.006265994784381052,estimated
2522,n_movimentacoes,log1p,23,0.001976595034564703,estimated
2523,n_movimentacoes,log1p,23,0.00969069632801883,estimated
2531,n_movimentacoes,log1p,23,-0.0024775944171603077,estimated
2611,n_movimentacoes,log1p,23,-0.0031194698355872983,estimated
2612,n_movimentacoes,log1p,23,-0.0015887470646476607,estimated
2613,n_movimentacoes,log1p,23,0.01791561809301941,estimated
2614,n_movimentacoes,log1p,23,0.03520130697578465,estimated
2615,n_movimentacoes,log1p,23,0.0010158572206124088,estimated
2616,n_movimentacoes,log1p,23,-0.011693546310653984,estimated
2617,n_movimentacoes,log1p,23,0.00024806329063940444,estimated
2624,n_movimentacoes,log1p,23,0.006346734848052817,estimated
2626,n_movimentacoes,log1p,23,0.014869866950725957,estimated
2627,n_movimentacoes,log1p,23,0.022090318492176166,estimated
2628,n_movimentacoes,log1p,23,0.01965096057298232,estimated
2631,n_movimentacoes,log1p,23,-0.014485763102848433,estimated
3003,n_movimentacoes,log1p,23,0.009794886109698094,estimated
3011,n_movimentacoes,log1p,23,0.004629085781690143,estimated
3111,n_movimentacoes,log1p,23,0.004603456174333289,estimated
3112,n_movimentacoes,log1p,23,0.019696842575002833,estimated
3113,n_movimentacoes,log1p,23,-0.007642349784716372,estimated
3115,n_movimentacoes,log1p,23,0.016253458750985543,estimated
3116,n_movimentacoes,log1p,23,-0.012704938022298246,estimated
3117,n_movimentacoes,log1p,23,-0.007890336144778859,estimated
3121,n_movimentacoes,log1p,23,0.008014400045352348,estimated
3122,n_movimentacoes,log1p,23,0.005737313064263456,estimated
3131,n_movimentacoes,log1p,23,0.0014936752135111795,estimated
3132,n_movimentacoes,log1p,23,0.003938331105317633,estimated
3133,n_movimentacoes,log1p,23,0.0049524488196356015,estimated
3134,n_movimentacoes,log1p,23,-8.553008818279736e-05,estimated
3141,n_movimentacoes,log1p,23,0.004096839029184774,estimated
3143,n_movimentacoes,log1p,23,0.005614575191165683,estimated
3147,n_movimentacoes,log1p,23,-0.01773560820788856,estimated
3161,n_movimentacoes,log1p,23,0.03338694416017928,estimated
3163,n_movimentacoes,log1p,23,0.012967330060495228,estimated
3171,n_movimentacoes,log1p,23,-0.007552842039686248,estimated
3172,n_movimentacoes,log1p,23,0.012707516625061473,estimated
3188,n_movimentacoes,log1p,23,0.005289341285366871,estimated
3211,n_movimentacoes,log1p,23,-0.005826593789287586,estimated
3213,n_movimentacoes,log1p,23,0.0197190074561288,estimated
3221,n_movimentacoes,log1p,23,0.01784925149558977,estimated
3223,n_movimentacoes,log1p,23,0.010827850074700461,estimated
3224,n_movimentacoes,log1p,23,0.007265477922043866,estimated
3225,n_movimentacoes,log1p,23,-0.024621311671998533,estimated
3231,n_movimentacoes,log1p,23,0.023617933733118594,estimated
3241,n_movimentacoes,log1p,23,0.005388285504940366,estimated
3242,n_movimentacoes,log1p,23,-0.0005226400513617591,estimated
3252,n_movimentacoes,log1p,23,0.01414289769887216,estimated
3281,n_movimentacoes,log1p,23,-0.008397727315579627,estimated
3411,n_movimentacoes,log1p,23,0.016870950109530092,estimated
3412,n_movimentacoes,log1p,23,0.0011338922465281315,estimated
3422,n_movimentacoes,log1p,23,0.0007590279411508289,estimated
3423,n_movimentacoes,log1p,23,0.004986921804927937,estimated
3425,n_movimentacoes,log1p,23,0.03192594639113993,estimated
3511,n_movimentacoes,log1p,23,-0.0066792392209512165,estimated
3513,n_movimentacoes,log1p,23,0.004694636454183882,estimated
3514,n_movimentacoes,log1p,23,0.006168431596277243,estimated
3515,n_movimentacoes,log1p,23,0.007970204457036624,estimated
3516,n_movimentacoes,log1p,23,0.010589397098839479,estimated
3517,n_movimentacoes,log1p,23,0.007034940942758695,estimated
3532,n_movimentacoes,log1p,23,0.005576460034093455,estimated
3541,n_movimentacoes,log1p,23,0.008472963149290458,estimated
3543,n_movimentacoes,log1p,23,0.006420371829332693,estimated
3544,n_movimentacoes,log1p,23,0.00807021273765319,estimated
3545,n_movimentacoes,log1p,23,0.012333769528165438,estimated
3547,n_movimentacoes,log1p,23,0.0016267556592373137,estimated
3548,n_movimentacoes,log1p,23,0.04596099169770275,estimated
3711,n_movimentacoes,log1p,23,0.012560226388248026,estimated
3713,n_movimentacoes,log1p,23,-0.007778813988268292,estimated
3751,n_movimentacoes,log1p,23,-0.01990091447102145,estimated
3762,n_movimentacoes,log1p,23,0.023117220200027114,estimated
3764,n_movimentacoes,log1p,23,0.015090627112674348,estimated
3911,n_movimentacoes,log1p,23,0.003914534568562211,estimated
3912,n_movimentacoes,log1p,23,0.006036077525039199,estimated
4102,n_movimentacoes,log1p,23,0.008363819860237482,estimated
4110,n_movimentacoes,log1p,23,0.007925411282931517,estimated
4121,n_movimentacoes,log1p,23,-0.0009049350713688858,estimated
4122,n_movimentacoes,log1p,23,0.0004001535768013611,estimated
4131,n_movimentacoes,log1p,23,0.0035996307878352275,estimated
4132,n_movimentacoes,log1p,23,0.0018628335696848175,estimated
4142,n_movimentacoes,log1p,23,0.0057707767483743885,estimated
4151,n_movimentacoes,log1p,23,0.013914709639893443,estimated
4152,n_movimentacoes,log1p,23,-0.02408087339073039,estimated
4211,n_movimentacoes,log1p,23,0.014226206431994891,estimated
4212,n_movimentacoes,log1p,23,-0.0003318199931037977,estimated
4221,n_movimentacoes,log1p,23,0.012702657029355883,estimated
4222,n_movimentacoes,log1p,23,0.0029041998625690744,estimated
4223,n_movimentacoes,log1p,23,-0.000582615923953584,estimated
4241,n_movimentacoes,log1p,23,0.018935236956323223,estimated
5111,n_movimentacoes,log1p,23,-0.0004990341091640974,estimated
5121,n_movimentacoes,log1p,23,0.007911995014796626,estimated
5131,n_movimentacoes,log1p,23,0.006867361580906443,estimated
5132,n_movimentacoes,log1p,23,0.012543488663360533,estimated
5142,n_movimentacoes,log1p,23,0.006535058475515635,estimated
5143,n_movimentacoes,log1p,23,0.01386441784534167,estimated
5151,n_movimentacoes,log1p,23,0.022395788015118073,estimated
5152,n_movimentacoes,log1p,23,0.00026549091425879075,estimated
5161,n_movimentacoes,log1p,23,0.004511088131305446,estimated
5162,n_movimentacoes,log1p,23,0.030280797062338088,estimated
5163,n_movimentacoes,log1p,23,0.009162937871565031,estimated
5164,n_movimentacoes,log1p,23,0.007682486520182577,estimated
5165,n_movimentacoes,log1p,23,-0.0019264587179129724,estimated
5166,n_movimentacoes,log1p,23,0.006322045864430417,estimated
5171,n_movimentacoes,log1p,23,0.015294403139724305,estimated
5172,n_movimentacoes,log1p,23,0.04017483762148594,estimated
5173,n_movimentacoes,log1p,23,0.0005938531703818805,estimated
5199,n_movimentacoes,log1p,23,0.010665591895108843,estimated
5231,n_movimentacoes,log1p,23,0.00766334619139571,estimated
5241,n_movimentacoes,log1p,23,0.005715484264294371,estimated
5242,n_movimentacoes,log1p,23,0.0034679592903916353,estimated
5243,n_movimentacoes,log1p,23,-0.004791272894792598,estimated
6110,n_movimentacoes,log1p,23,-0.00277021771370621,estimated
6120,n_movimentacoes,log1p,23,0.0012590794594256496,estimated
6122,n_movimentacoes,log1p,7,0.030857190746201496,estimated
6125,n_movimentacoes,log1p,23,-0.023511019090514146,estimated
6130,n_movimentacoes,log1p,23,0.011608131701726062,estimated
6131,n_movimentacoes,log1p,23,0.0029449317346316667,estimated
6133,n_movimentacoes,log1p,23,0.018061670480081927,estimated
6201,n_movimentacoes,log1p,23,0.002898549072067641,estimated
6210,n_movimentacoes,log1p,23,0.005167539555786846,estimated
6220,n_movimentacoes,log1p,23,0.0017006567169840412,estimated
6221,n_movimentacoes,log1p,23,-0.0030130656733687194,estimated
6222,n_movimentacoes,log1p,23,0.023163962940767068,estimated
6225,n_movimentacoes,log1p,23,-0.007163111649869313,estimated
6226,n_movimentacoes,log1p,23,0.012150383401453706,estimated
6227,n_movimentacoes,log1p,23,0.00503521809029714,estimated
6228,n_movimentacoes,log1p,23,0.01944354071554244,estimated
6230,n_movimentacoes,log1p,23,0.009883867031304191,estimated
6231,n_movimentacoes,log1p,23,0.004333025119453438,estimated
6232,n_movimentacoes,log1p,23,0.004285234571387026,estimated
6233,n_movimentacoes,log1p,23,0.005503603146398381,estimated
6234,n_movimentacoes,log1p,23,0.009748520107438244,estimated
6310,n_movimentacoes,log1p,23,0.007146244994557732,estimated
6311,n_movimentacoes,log1p,23,-0.006703197814372021,estimated
6312,n_movimentacoes,log1p,23,0.0018615468666068255,estimated
6313,n_movimentacoes,log1p,23,0.0037499888924522095,estimated
6314,n_movimentacoes,log1p,23,0.01433212750204222,estimated
6320,n_movimentacoes,log1p,23,0.02022062502781662,estimated
6321,n_movimentacoes,log1p,23,0.008050910898254849,estimated
6322,n_movimentacoes,log1p,23,0.007450806462420124,estimated
6323,n_movimentacoes,log1p,23,0.09564105490358216,estimated
6324,n_movimentacoes,log1p,23,0.01957763410614824,estimated
6325,n_movimentacoes,log1p,23,-0.02230263543634606,estimated
6326,n_movimentacoes,log1p,23,0.0017052935679454804,estimated
6410,n_movimentacoes,log1p,23,0.001937835303385116,estimated
6420,n_movimentacoes,log1p,23,0.010934473754121933,estimated
7101,n_movimentacoes,log1p,23,0.0003430429435239347,estimated
7102,n_movimentacoes,log1p,23,0.0073468119172665144,estimated
7111,n_movimentacoes,log1p,23,0.004616168980763009,estimated
7112,n_movimentacoes,log1p,23,0.005038684908437395,estimated
7113,n_movimentacoes,log1p,23,0.012181476471717701,estimated
7114,n_movimentacoes,log1p,23,0.017546983088148217,estimated
7121,n_movimentacoes,log1p,23,0.005842728174784516,estimated
7122,n_movimentacoes,log1p,23,-0.0019040818380619132,estimated
7151,n_movimentacoes,log1p,23,0.01024989390049561,estimated
7152,n_movimentacoes,log1p,23,0.010786733740291463,estimated
7153,n_movimentacoes,log1p,23,0.012975232605528977,estimated
7154,n_movimentacoes,log1p,23,0.007654770658191695,estimated
7155,n_movimentacoes,log1p,23,0.009235129248540232,estimated
7156,n_movimentacoes,log1p,23,0.007989248599450481,estimated
7157,n_movimentacoes,log1p,23,0.0025978319502030726,estimated
7161,n_movimentacoes,log1p,23,0.0005480866809260952,estimated
7162,n_movimentacoes,log1p,23,0.012993076520465793,estimated
7163,n_movimentacoes,log1p,23,0.002706040323041572,estimated
7164,n_movimentacoes,log1p,23,0.005839591161978218,estimated
7165,n_movimentacoes,log1p,23,0.006040716975449233,estimated
7166,n_movimentacoes,log1p,23,0.010283491488909438,estimated
7170,n_movimentacoes,log1p,23,0.012529166518080965,estimated
7211,n_movimentacoes,log1p,23,-0.01223353832720163,estimated
7212,n_movimentacoes,log1p,23,-0.010047193248710022,estimated
7213,n_movimentacoes,log1p,23,-0.002521777310413626,estimated
7214,n_movimentacoes,log1p,23,-0.005194712933520589,estimated
7221,n_movimentacoes,log1p,23,-0.009109098127038156,estimated
7223,n_movimentacoes,log1p,23,-0.005115951196228752,estimated
7232,n_movimentacoes,log1p,23,-0.0012201821354161165,estimated
7233,n_movimentacoes,log1p,23,0.004945052530635377,estimated
7241,n_movimentacoes,log1p,23,0.008447826599697998,estimated
7242,n_movimentacoes,log1p,23,0.005574579250501034,estimated
7243,n_movimentacoes,log1p,23,0.0010079045228868564,estimated
7244,n_movimentacoes,log1p,23,0.004404280859474968,estimated
7250,n_movimentacoes,log1p,23,-0.005651299869606259,estimated
7301,n_movimentacoes,log1p,23,0.0036793614650927307,estimated
7313,n_movimentacoes,log1p,23,-0.005745787298092905,estimated
7321,n_movimentacoes,log1p,23,0.007992892617481541,estimated
7411,n_movimentacoes,log1p,23,-0.005223033561809504,estimated
7421,n_movimentacoes,log1p,23,0.023839951884258546,estimated
7502,n_movimentacoes,log1p,23,0.011784529657287282,estimated
7510,n_movimentacoes,log1p,23,-0.00187486057154456,estimated
7511,n_movimentacoes,log1p,23,-0.0012550064001214394,estimated
7521,n_movimentacoes,log1p,23,-0.018844610577283635,estimated
7522,n_movimentacoes,log1p,23,-0.002822205925019416,estimated
7523,n_movimentacoes,log1p,23,-0.008986455748683222,estimated
7524,n_movimentacoes,log1p,23,-0.010011583561266472,estimated
7601,n_movimentacoes,log1p,23,-0.006136992541158093,estimated
7604,n_movimentacoes,log1p,23,-0.00133526933888879,estimated
7606,n_movimentacoes,log1p,23,-0.008997828757781327,estimated
7611,n_movimentacoes,log1p,23,0.026745835134647983,estimated
7612,n_movimentacoes,log1p,23,-0.004242236251431077,estimated
7613,n_movimentacoes,log1p,23,-0.006567876297257721,estimated
7614,n_movimentacoes,log1p,23,-0.005234365603441511,estimated
7618,n_movimentacoes,log1p,23,-0.00302686518374113,estimated
7621,n_movimentacoes,log1p,23,-0.005622610388383715,estimated
7622,n_movimentacoes,log1p,23,-0.009350992361142592,estimated
7623,n_movimentacoes,log1p,23,-0.017387340396449395,estimated
7630,n_movimentacoes,log1p,23,-0.0011333294174561525,estimated
7631,n_movimentacoes,log1p,23,0.0031523156817788375,estimated
7632,n_movimentacoes,log1p,23,-0.003678422521397029,estimated
7633,n_movimentacoes,log1p,23,0.0025926370328631394,estimated
7641,n_movimentacoes,log1p,23,0.00931306498182151,estimated
7642,n_movimentacoes,log1p,23,0.004243667455602675,estimated
7643,n_movimentacoes,log1p,23,0.008594838453390851,estimated
7650,n_movimentacoes,log1p,23,-0.010894604777514864,estimated
7651,n_movimentacoes,log1p,23,-0.00224741445868382,estimated
7652,n_movimentacoes,log1p,23,-0.001912922287044006,estimated
7653,n_movimentacoes,log1p,23,-0.004276103657255292,estimated
7661,n_movimentacoes,log1p,23,-0.0051832477334714695,estimated
7663,n_movimentacoes,log1p,23,0.006063749319115695,estimated
7664,n_movimentacoes,log1p,23,-0.0017739168813663984,estimated
7681,n_movimentacoes,log1p,23,0.012098099764416222,estimated
7682,n_movimentacoes,log1p,23,0.01787907672513255,estimated
7683,n_movimentacoes,log1p,23,0.0059775292972490245,estimated
7686,n_movimentacoes,log1p,23,0.0027237186798949238,estimated
7687,n_movimentacoes,log1p,23,0.004482417908633371,estimated
7701,n_movimentacoes,log1p,23,0.0003565769033981852,estimated
7711,n_movimentacoes,log1p,23,0.0018343679626899173,estimated
7721,n_movimentacoes,log1p,23,-0.007356907419453645,estimated
7731,n_movimentacoes,log1p,23,-0.003040817678430722,estimated
7732,n_movimentacoes,log1p,23,-0.009231616628253855,estimated
7733,n_movimentacoes,log1p,23,-0.0095215863014709,estimated
7751,n_movimentacoes,log1p,23,-0.006349874324780537,estimated
7764,n_movimentacoes,log1p,23,-0.003004018563511427,estimated
7771,n_movimentacoes,log1p,23,-0.03326556475723005,estimated
7772,n_movimentacoes,log1p,23,-0.006765346272790093,estimated
7817,n_movimentacoes,log1p,23,0.00836799030024151,estimated
7821,n_movimentacoes,log1p,23,0.005260302926394648,estimated
7822,n_movimentacoes,log1p,23,0.004182476310422429,estimated
7823,n_movimentacoes,log1p,23,0.004083851812827331,estimated
7826,n_movimentacoes,log1p,23,-0.0004990069152732701,estimated
