model_id,outcome,estimator,term,event_time,coefficient,standard_error,is_reference,n_obs,minimum_clusters,sample_id,status,reference_event_time
group_pretrend::B::age_pnad::age_45_54::n_movimentacoes,n_movimentacoes,ppml,"C(event_time, contr.treatment(base=-1))[18]:treatment",18,-0.05242855748277906,0.029458047053923034,False,15935,341,family_B_target:age_pnad:age_45_54,estimated,-1
group_pretrend::B::age_pnad::age_45_54::n_movimentacoes,n_movimentacoes,ppml,"C(event_time, contr.treatment(base=-1))[19]:treatment",19,-0.02425981798478818,0.02653838982633086,False,15935,341,family_B_target:age_pnad:age_45_54,estimated,-1
group_pretrend::B::age_pnad::age_45_54::n_movimentacoes,n_movimentacoes,ppml,"C(event_time, contr.treatment(base=-1))[20]:treatment",20,-0.03358300161387958,0.028655412964870716,False,15935,341,family_B_target:age_pnad:age_45_54,estimated,-1
group_pretrend::B::age_pnad::age_45_54::n_movimentacoes,n_movimentacoes,ppml,"C(event_time, contr.treatment(base=-1))[21]:treatment",21,-0.01804556921416152,0.0324339359007133,False,15935,341,family_B_target:age_pnad:age_45_54,estimated,-1
group_pretrend::B::age_pnad::age_45_54::n_movimentacoes,n_movimentacoes,ppml,"C(event_time, contr.treatment(base=-1))[22]:treatment",22,-0.010427484344576549,0.03624997656150166,False,15935,341,family_B_target:age_pnad:age_45_54,estimated,-1
group_pretrend::B::age_pnad::age_45_54::n_movimentacoes,n_movimentacoes,ppml,"C(event_time, contr.treatment(base=-1))[23]:treatment",23,0.011912346990117154,0.0476688953150255,False,15935,341,family_B_target:age_pnad:age_45_54,estimated,-1
group_pretrend::B::age_pnad::age_55_65::admissoes,admissoes,ppml,"C(event_time, contr.treatment(base=-1))[-23]:treatment",-23,0.04372744475908394,0.12358957013395894,False,15926,340,family_B_target:age_pnad:age_55_65,estimated,-1
group_pretrend::B::age_pnad::age_55_65::admissoes,admissoes,ppml,"C(event_time, contr.treatment(base=-1))[-22]:treatment",-22,-0.06782422385872462,0.10406366602721513,False,15926,340,family_B_target:age_pnad:age_55_65,estimated,-1
group_pretrend::B::age_pnad::age_55_65::admissoes,admissoes,ppml,"C(event_time, contr.treatment(base=-1))[-21]:treatment",-21,-0.02650032329903423,0.10399636385155502,False,15926,340,family_B_target:age_pnad:age_55_65,estimated,-1
group_pretrend::B::age_pnad::age_55_65::admissoes,admissoes,ppml,"C(event_time, contr.treatment(base=-1))[-20]:treatment",-20,-0.024119105561134814,0.12116437328346237,False,15926,340,family_B_target:age_pnad:age_55_65,estimated,-1
group_pretrend::B::age_pnad::age_55_65::admissoes,admissoes,ppml,"C(event_time, contr.treatment(base=-1))[-19]:treatment",-19,-0.09196507359970754,0.12386889579736504,False,15926,340,family_B_target:age_pnad:age_55_65,estimated,-1
group_pretrend::B::age_pnad::age_55_65::admissoes,admissoes,ppml,"C(event_time, contr.treatment(base=-1))[-18]:treatment",-18,-0.050722768608191436,0.1095251706322081,False,15926,340,family_B_target:age_pnad:age_55_65,estimated,-1
group_pretrend::B::age_pnad::age_55_65::admissoes,admissoes,ppml,"C(event_time, contr.treatment(base=-1))[-17]:treatment",-17,-0.06494049870559888,0.09391395919434707,False,15926,340,family_B_target:age_pnad:age_55_65,estimated,-1
group_pretrend::B::age_pnad::age_55_65::admissoes,admissoes,ppml,"C(event_time, contr.treatment(base=-1))[-16]:treatment",-16,-0.0643055026321587,0.08948436474355166,False,15926,340,family_B_target:age_pnad:age_55_65,estimated,-1
group_pretrend::B::age_pnad::age_55_65::admissoes,admissoes,ppml,"C(event_time, contr.treatment(base=-1))[-15]:treatment",-15,-0.03225646766234657,0.09873529251545886,False,15926,340,family_B_target:age_pnad:age_55_65,estimated,-1
group_pretrend::B::age_pnad::age_55_65::admissoes,admissoes,ppml,"C(event_time, contr.treatment(base=-1))[-14]:treatment",-14,-0.030448651849545413,0.07518607350804693,False,15926,340,family_B_target:age_pnad:age_55_65,estimated,-1
group_pretrend::B::age_pnad::age_55_65::admissoes,admissoes,ppml,"C(event_time, contr.treatment(base=-1))[-13]:treatment",-13,-0.0024403901275482118,0.0681750174221452,False,15926,340,family_B_target:age_pnad:age_55_65,estimated,-1
group_pretrend::B::age_pnad::age_55_65::admissoes,admissoes,ppml,"C(event_time, contr.treatment(base=-1))[-12]:treatment",-12,0.047623451248674495,0.04015913237589251,False,15926,340,family_B_target:age_pnad:age_55_65,estimated,-1
group_pretrend::B::age_pnad::age_55_65::admissoes,admissoes,ppml,"C(event_time, contr.treatment(base=-1))[-11]:treatment",-11,-0.028436264102967745,0.09075463934722018,False,15926,340,family_B_target:age_pnad:age_55_65,estimated,-1
group_pretrend::B::age_pnad::age_55_65::admissoes,admissoes,ppml,"C(event_time, contr.treatment(base=-1))[-10]:treatment",-10,-0.07974761949074481,0.09084944443298566,False,15926,340,family_B_target:age_pnad:age_55_65,estimated,-1
group_pretrend::B::age_pnad::age_55_65::admissoes,admissoes,ppml,"C(event_time, contr.treatment(base=-1))[-9]:treatment",-9,-0.04443202014892498,0.08708690822505097,False,15926,340,family_B_target:age_pnad:age_55_65,estimated,-1
group_pretrend::B::age_pnad::age_55_65::admissoes,admissoes,ppml,"C(event_time, contr.treatment(base=-1))[-8]:treatment",-8,-0.01893731084671978,0.07481369207266098,False,15926,340,family_B_target:age_pnad:age_55_65,estimated,-1
