case_id,variant_id,dimension,group_id,period,value,support_value,baseline_value,baseline_support,support_status,path_index,outcome,baseline_rule
customer_service,customer_extended,age,age_22_25,2021-01,8056,8056,6883,6883,adequate,1.170419875,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2021-02,7840,7840,6883,6883,adequate,1.13903821,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2021-03,6456,6456,6883,6883,adequate,0.9379630975,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2021-04,6867,6867,6883,6883,adequate,0.9976754322,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2021-05,7451,7451,6883,6883,adequate,1.082522156,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2021-06,7370,7370,6883,6883,adequate,1.070754032,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2021-07,7437,7437,6883,6883,adequate,1.080488159,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2021-08,8276,8276,6883,6883,adequate,1.202382682,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2021-09,7131,7131,6883,6883,adequate,1.036030801,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2021-10,8566,8566,6883,6883,adequate,1.244515473,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2021-11,7677,7677,6883,6883,adequate,1.115356676,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2021-12,7310,7310,6883,6883,adequate,1.062036903,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2022-01,7492,7492,6883,6883,adequate,1.088478861,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2022-02,7488,7488,6883,6883,adequate,1.087897719,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2022-03,6893,6893,6883,6883,adequate,1.001452855,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2022-04,6665,6665,6883,6883,adequate,0.9683277641,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2022-05,7553,7553,6883,6883,adequate,1.097341276,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2022-06,7387,7387,6883,6883,adequate,1.073223885,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2022-07,6051,6051,6883,6883,adequate,0.8791224757,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2022-08,6492,6492,6883,6883,adequate,0.943193375,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2022-09,6230,6230,6883,6883,adequate,0.9051285777,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2022-10,6883,6883,6883,6883,adequate,1,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2022-11,6208,6208,6883,6883,adequate,0.901932297,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2022-12,5380,5380,6883,6883,adequate,0.7816359146,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2023-01,6301,6301,6883,6883,adequate,0.9154438472,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2023-02,5512,5512,6883,6883,adequate,0.8008135987,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2023-03,6659,6659,6883,6883,adequate,0.9674560511,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2023-04,5904,5904,6883,6883,adequate,0.8577655092,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2023-05,5852,5852,6883,6883,adequate,0.850210664,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2023-06,6262,6262,6883,6883,adequate,0.9097777132,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2023-07,5927,5927,6883,6883,adequate,0.8611070754,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2023-08,6223,6223,6883,6883,adequate,0.9041115793,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2023-09,5786,5786,6883,6883,adequate,0.8406218219,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2023-10,7018,7018,6883,6883,adequate,1.019613541,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2023-11,6625,6625,6883,6883,adequate,0.9625163446,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2023-12,5639,5639,6883,6883,adequate,0.8192648554,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2024-01,6305,6305,6883,6883,adequate,0.9160249891,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2024-02,6227,6227,6883,6883,adequate,0.9046927212,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2024-03,5819,5819,6883,6883,adequate,0.8454162429,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2024-04,5953,5953,6883,6883,adequate,0.864884498,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2024-05,5929,5929,6883,6883,adequate,0.8613976464,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2024-06,5535,5535,6883,6883,adequate,0.8041551649,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2024-07,6062,6062,6883,6883,adequate,0.880720616,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2024-08,6260,6260,6883,6883,adequate,0.9094871422,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2024-09,5720,5720,6883,6883,adequate,0.8310329798,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2024-10,6753,6753,6883,6883,adequate,0.9811128868,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2024-11,6036,6036,6883,6883,adequate,0.8769431934,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2024-12,5250,5250,6883,6883,adequate,0.7627488014,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2025-01,6199,6199,6883,6883,adequate,0.9006247276,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2025-02,6475,6475,6883,6883,adequate,0.9407235217,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2025-03,6147,6147,6883,6883,adequate,0.8930698823,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2025-04,5397,5397,6883,6883,adequate,0.7841057678,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2025-05,5324,5324,6883,6883,adequate,0.7734999274,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2025-06,5740,5740,6883,6883,adequate,0.8339386895,admissions,2022-10
customer_service,customer_extended,age,age_22_25,2021-01,1417.901877,8049,1394.709544,6873,adequate,1.016628791,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2021-02,1395.445445,7835,1394.709544,6873,adequate,1.000527638,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2021-03,1422.637459,6442,1394.709544,6873,adequate,1.02002418,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2021-04,1416.036607,6860,1394.709544,6873,adequate,1.015291402,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2021-05,1426.901501,7441,1394.709544,6873,adequate,1.023081478,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2021-06,1421.377443,7360,1394.709544,6873,adequate,1.019120755,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2021-07,1426.609633,7435,1394.709544,6873,adequate,1.02287221,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2021-08,1440.235564,8267,1394.709544,6873,adequate,1.032641937,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2021-09,1407.003435,7120,1394.709544,6873,adequate,1.008814661,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2021-10,1364.875352,8558,1394.709544,6873,adequate,0.9786090287,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2021-11,1345.65006,7668,1394.709544,6873,adequate,0.9648245876,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2021-12,1313.755551,7303,1394.709544,6873,adequate,0.9419563787,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2022-01,1357.619291,7477,1394.709544,6873,adequate,0.9734064682,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2022-02,1363.471058,7466,1394.709544,6873,adequate,0.9776021571,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2022-03,1374.236588,6874,1394.709544,6873,adequate,0.9853209897,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2022-04,1381.58139,6639,1394.709544,6873,adequate,0.9905871774,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2022-05,1380.474843,7504,1394.709544,6873,adequate,0.9897937882,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2022-06,1396.060796,7369,1394.709544,6873,adequate,1.000968841,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2022-07,1408.947376,6022,1394.709544,6873,adequate,1.010208457,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2022-08,1407.427538,6471,1394.709544,6873,adequate,1.00911874,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2022-09,1417.159818,6222,1394.709544,6873,adequate,1.016096738,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2022-10,1394.709544,6873,1394.709544,6873,adequate,1,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2022-11,1409.948436,6201,1394.709544,6873,adequate,1.010926212,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2022-12,1410.063897,5373,1394.709544,6873,adequate,1.011008997,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2023-01,1433.75996,6296,1394.709544,6873,adequate,1.02799896,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2023-02,1425.516017,5496,1394.709544,6873,adequate,1.022088092,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2023-03,1433.606255,6653,1394.709544,6873,adequate,1.027888754,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2023-04,1424.652565,5895,1394.709544,6873,adequate,1.021469002,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2023-05,1443.496377,5834,1394.709544,6873,adequate,1.034979924,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2023-06,1449.414591,6253,1394.709544,6873,adequate,1.039223255,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2023-07,1448.661748,5920,1394.709544,6873,adequate,1.03868347,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2023-08,1462.902435,6217,1394.709544,6873,adequate,1.048893974,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2023-09,1457.206924,5780,1394.709544,6873,adequate,1.044810319,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2023-10,1438.447575,7006,1394.709544,6873,adequate,1.031359957,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2023-11,1433.852165,6620,1394.709544,6873,adequate,1.02806507,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2023-12,1425.852949,5633,1394.709544,6873,adequate,1.022329671,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2024-01,1461.084785,6296,1394.709544,6873,adequate,1.047590727,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2024-02,1450.538948,6218,1394.709544,6873,adequate,1.040029413,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2024-03,1477.324448,5812,1394.709544,6873,adequate,1.059234487,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2024-04,1477.000511,5932,1394.709544,6873,adequate,1.059002226,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2024-05,1492.48749,5919,1394.709544,6873,adequate,1.070106315,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2024-06,1496.637531,5530,1394.709544,6873,adequate,1.073081874,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2024-07,1502.532256,6047,1394.709544,6873,adequate,1.077308363,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2024-08,1512.972218,6254,1394.709544,6873,adequate,1.084793766,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2024-09,1515.087948,5711,1394.709544,6873,adequate,1.086310734,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2024-10,1492.275224,6740,1394.709544,6873,adequate,1.069954121,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2024-11,1498.707693,6033,1394.709544,6873,adequate,1.07456617,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2024-12,1476.821599,5242,1394.709544,6873,adequate,1.058873946,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2025-01,1521.092644,6187,1394.709544,6873,adequate,1.090616072,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2025-02,1535.107054,6465,1394.709544,6873,adequate,1.100664336,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2025-03,1512.881696,6138,1394.709544,6873,adequate,1.084728862,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2025-04,1530.627593,5389,1394.709544,6873,adequate,1.097452584,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2025-05,1539.140688,5316,1394.709544,6873,adequate,1.103556432,real_admission_wage,2022-10
customer_service,customer_extended,age,age_22_25,2025-06,1530.958258,5729,1394.709544,6873,adequate,1.09768967,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2021-01,5653,5653,5420,5420,adequate,1.04298893,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2021-02,5236,5236,5420,5420,adequate,0.9660516605,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2021-03,4625,4625,5420,5420,adequate,0.8533210332,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2021-04,4745,4745,5420,5420,adequate,0.8754612546,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2021-05,5077,5077,5420,5420,adequate,0.9367158672,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2021-06,5230,5230,5420,5420,adequate,0.9649446494,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2021-07,5253,5253,5420,5420,adequate,0.9691881919,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2021-08,5847,5847,5420,5420,adequate,1.078782288,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2021-09,5483,5483,5420,5420,adequate,1.011623616,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2021-10,6440,6440,5420,5420,adequate,1.188191882,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2021-11,5848,5848,5420,5420,adequate,1.07896679,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2021-12,5096,5096,5420,5420,adequate,0.9402214022,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2022-01,5554,5554,5420,5420,adequate,1.024723247,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2022-02,5232,5232,5420,5420,adequate,0.9653136531,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2022-03,5035,5035,5420,5420,adequate,0.9289667897,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2022-04,4910,4910,5420,5420,adequate,0.905904059,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2022-05,5514,5514,5420,5420,adequate,1.017343173,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2022-06,5564,5564,5420,5420,adequate,1.026568266,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2022-07,4666,4666,5420,5420,adequate,0.8608856089,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2022-08,4895,4895,5420,5420,adequate,0.9031365314,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2022-09,5026,5026,5420,5420,adequate,0.9273062731,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2022-10,5420,5420,5420,5420,adequate,1,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2022-11,4853,4853,5420,5420,adequate,0.8953874539,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2022-12,4235,4235,5420,5420,adequate,0.7813653137,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2023-01,4901,4901,5420,5420,adequate,0.9042435424,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2023-02,4180,4180,5420,5420,adequate,0.7712177122,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2023-03,5144,5144,5420,5420,adequate,0.9490774908,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2023-04,4604,4604,5420,5420,adequate,0.8494464945,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2023-05,4725,4725,5420,5420,adequate,0.8717712177,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2023-06,4897,4897,5420,5420,adequate,0.9035055351,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2023-07,4653,4653,5420,5420,adequate,0.8584870849,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2023-08,4802,4802,5420,5420,adequate,0.8859778598,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2023-09,4877,4877,5420,5420,adequate,0.8998154982,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2023-10,5675,5675,5420,5420,adequate,1.04704797,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2023-11,5348,5348,5420,5420,adequate,0.9867158672,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2023-12,4589,4589,5420,5420,adequate,0.8466789668,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2024-01,5063,5063,5420,5420,adequate,0.9341328413,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2024-02,5048,5048,5420,5420,adequate,0.9313653137,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2024-03,4838,4838,5420,5420,adequate,0.8926199262,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2024-04,4901,4901,5420,5420,adequate,0.9042435424,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2024-05,4939,4939,5420,5420,adequate,0.9112546125,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2024-06,4544,4544,5420,5420,adequate,0.8383763838,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2024-07,5075,5075,5420,5420,adequate,0.9363468635,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2024-08,5323,5323,5420,5420,adequate,0.982103321,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2024-09,4699,4699,5420,5420,adequate,0.8669741697,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2024-10,5741,5741,5420,5420,adequate,1.059225092,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2024-11,5270,5270,5420,5420,adequate,0.9723247232,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2024-12,4498,4498,5420,5420,adequate,0.8298892989,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2025-01,5220,5220,5420,5420,adequate,0.963099631,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2025-02,5266,5266,5420,5420,adequate,0.9715867159,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2025-03,5171,5171,5420,5420,adequate,0.9540590406,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2025-04,4654,4654,5420,5420,adequate,0.8586715867,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2025-05,4705,4705,5420,5420,adequate,0.8680811808,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2025-06,5038,5038,5420,5420,adequate,0.9295202952,admissions,2022-10
customer_service,customer_extended,age,age_26_30,2021-01,1452.853827,5647,1420.193589,5410,adequate,1.022997032,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2021-02,1439.39025,5233,1420.193589,5410,adequate,1.013516932,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2021-03,1455.944097,4612,1420.193589,5410,adequate,1.025172982,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2021-04,1455.540423,4737,1420.193589,5410,adequate,1.024888743,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2021-05,1468.355188,5073,1420.193589,5410,adequate,1.033911996,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2021-06,1452.717677,5221,1420.193589,5410,adequate,1.022901165,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2021-07,1470.279705,5249,1420.193589,5410,adequate,1.035267105,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2021-08,1475.196379,5842,1420.193589,5410,adequate,1.038729079,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2021-09,1435.691206,5476,1420.193589,5410,adequate,1.010912327,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2021-10,1395.949761,6434,1420.193589,5410,adequate,0.9829292087,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2021-11,1376.639376,5842,1420.193589,5410,adequate,0.9693321997,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2021-12,1351.214365,5091,1420.193589,5410,adequate,0.951429703,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2022-01,1377.210228,5534,1420.193589,5410,adequate,0.9697341533,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2022-02,1390.018296,5225,1420.193589,5410,adequate,0.9787526905,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2022-03,1409.229586,5017,1420.193589,5410,adequate,0.9922799235,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2022-04,1422.244107,4892,1420.193589,5410,adequate,1.00144383,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2022-05,1420.439733,5473,1420.193589,5410,adequate,1.000173317,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2022-06,1418.554101,5555,1420.193589,5410,adequate,0.9988455882,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2022-07,1434.542636,4654,1420.193589,5410,adequate,1.010103585,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2022-08,1430.095234,4875,1420.193589,5410,adequate,1.006972039,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2022-09,1437.783929,5021,1420.193589,5410,adequate,1.012385875,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2022-10,1420.193589,5410,1420.193589,5410,adequate,1,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2022-11,1435.016525,4847,1420.193589,5410,adequate,1.010437264,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2022-12,1432.550431,4223,1420.193589,5410,adequate,1.008700815,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2023-01,1464.948047,4895,1420.193589,5410,adequate,1.031512928,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2023-02,1447.86863,4171,1420.193589,5410,adequate,1.019486809,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2023-03,1446.368733,5135,1420.193589,5410,adequate,1.018430687,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2023-04,1450.515918,4595,1420.193589,5410,adequate,1.021350842,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2023-05,1451.718726,4716,1420.193589,5410,adequate,1.022197774,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2023-06,1471.669411,4892,1420.193589,5410,adequate,1.036245638,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2023-07,1466.980097,4646,1420.193589,5410,adequate,1.032943754,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2023-08,1490.636552,4797,1420.193589,5410,adequate,1.049600958,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2023-09,1477.70892,4867,1420.193589,5410,adequate,1.040498233,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2023-10,1459.089432,5669,1420.193589,5410,adequate,1.027387705,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2023-11,1459.50712,5346,1420.193589,5410,adequate,1.027681811,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2023-12,1440.25574,4580,1420.193589,5410,adequate,1.014126349,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2024-01,1480.441397,5057,1420.193589,5410,adequate,1.04242225,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2024-02,1471.288204,5040,1420.193589,5410,adequate,1.035977218,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2024-03,1504.134557,4827,1420.193589,5410,adequate,1.059105299,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2024-04,1508.346492,4878,1420.193589,5410,adequate,1.062071047,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2024-05,1525.13058,4924,1420.193589,5410,adequate,1.073889216,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2024-06,1520.166997,4538,1420.193589,5410,adequate,1.070394211,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2024-07,1533.360308,5065,1420.193589,5410,adequate,1.079684009,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2024-08,1524.872601,5316,1420.193589,5410,adequate,1.073707565,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2024-09,1543.208054,4685,1420.193589,5410,adequate,1.086618096,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2024-10,1522.31193,5733,1420.193589,5410,adequate,1.071904522,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2024-11,1518.009995,5255,1420.193589,5410,adequate,1.068875403,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2024-12,1499.01488,4494,1420.193589,5410,adequate,1.055500385,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2025-01,1553.374873,5211,1420.193589,5410,adequate,1.093776852,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2025-02,1552.256887,5256,1420.193589,5410,adequate,1.092989645,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2025-03,1529.808365,5165,1420.193589,5410,adequate,1.077182982,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2025-04,1546.928637,4646,1420.193589,5410,adequate,1.089237868,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2025-05,1585.936455,4697,1420.193589,5410,adequate,1.116704417,real_admission_wage,2022-10
customer_service,customer_extended,age,age_26_30,2025-06,1556.31449,5032,1420.193589,5410,adequate,1.095846723,real_admission_wage,2022-10
customer_service,customer_extended,age,age_31_34,2021-01,2662,2662,2624,2624,adequate,1.014481707,admissions,2022-10
customer_service,customer_extended,age,age_31_34,2021-02,2644,2644,2624,2624,adequate,1.007621951,admissions,2022-10
customer_service,customer_extended,age,age_31_34,2021-03,2276,2276,2624,2624,adequate,0.8673780488,admissions,2022-10
customer_service,customer_extended,age,age_31_34,2021-04,2395,2395,2624,2624,adequate,0.9127286585,admissions,2022-10
customer_service,customer_extended,age,age_31_34,2021-05,2432,2432,2624,2624,adequate,0.9268292683,admissions,2022-10
customer_service,customer_extended,age,age_31_34,2021-06,2537,2537,2624,2624,adequate,0.9668445122,admissions,2022-10
customer_service,customer_extended,age,age_31_34,2021-07,2680,2680,2624,2624,adequate,1.021341463,admissions,2022-10
customer_service,customer_extended,age,age_31_34,2021-08,2853,2853,2624,2624,adequate,1.087271341,admissions,2022-10
customer_service,customer_extended,age,age_31_34,2021-09,2568,2568,2624,2624,adequate,0.9786585366,admissions,2022-10
customer_service,customer_extended,age,age_31_34,2021-10,3092,3092,2624,2624,adequate,1.178353659,admissions,2022-10
customer_service,customer_extended,age,age_31_34,2021-11,2918,2918,2624,2624,adequate,1.112042683,admissions,2022-10
customer_service,customer_extended,age,age_31_34,2021-12,2500,2500,2624,2624,adequate,0.9527439024,admissions,2022-10
customer_service,customer_extended,age,age_31_34,2022-01,2758,2758,2624,2624,adequate,1.051067073,admissions,2022-10
customer_service,customer_extended,age,age_31_34,2022-02,2539,2539,2624,2624,adequate,0.9676067073,admissions,2022-10
customer_service,customer_extended,age,age_31_34,2022-03,2352,2352,2624,2624,adequate,0.8963414634,admissions,2022-10
customer_service,customer_extended,age,age_31_34,2022-04,2312,2312,2624,2624,adequate,0.881097561,admissions,2022-10
