outcome,estimator,event_time,periodo,is_reference,coefficient,standard_error,ci_low,ci_high,p_value,cluster_df,n_obs,n_clusters,effect_percent
ln_salario_real_adm,ols,11,2023-11,False,-0.028756319414687783,0.016097214320910706,-0.06041898839821,0.002906349568834437,0.07492287122830721,340,15907,341,
ln_salario_real_adm,ols,12,2023-12,False,-0.02750387391373867,0.01681045224460982,-0.06056945745343001,0.005561709625952673,0.10274032082236095,340,15907,341,
ln_salario_real_adm,ols,13,2024-01,False,-0.016229520647185677,0.01594819020336172,-0.04759906429793615,0.015140023003564797,0.3095725212232874,340,15907,341,
ln_salario_real_adm,ols,14,2024-02,False,-0.03750371529653688,0.017174300409197544,-0.07128497570838355,-0.00372245488469021,0.02966651138428711,340,15907,341,
ln_salario_real_adm,ols,15,2024-03,False,-0.04027782696140929,0.017699562255159264,-0.07509225942568712,-0.0054633944971314505,0.02348929715248982,340,15907,341,
ln_salario_real_adm,ols,16,2024-04,False,-0.03168012233759929,0.015748137266364298,-0.06265616871627191,-0.0007040759589266588,0.0450428822344362,340,15907,341,
ln_salario_real_adm,ols,17,2024-05,False,-0.010076920821095769,0.01648538813763889,-0.04250311440099297,0.022349272758801428,0.5414334171570088,340,15907,341,
ln_salario_real_adm,ols,18,2024-06,False,-0.000496175303378994,0.017741682670028507,-0.03539345718041026,0.034401106573652265,0.9777051636753162,340,15907,341,
ln_salario_real_adm,ols,19,2024-07,False,-0.0032495935457557265,0.016324000761439823,-0.03535834368675479,0.028859156595243338,0.8423281900636841,340,15907,341,
ln_salario_real_adm,ols,20,2024-08,False,0.001288054404617331,0.01762604922596763,-0.03338178045023146,0.03595788925946612,0.941788013212316,340,15907,341,
ln_salario_real_adm,ols,21,2024-09,False,0.011504156726841797,0.017107624512578502,-0.022145954481065537,0.04515426793474913,0.5017489865108036,340,15907,341,
ln_salario_real_adm,ols,22,2024-10,False,-0.0034688109010384658,0.015489989474406432,-0.03393708941859917,0.02699946761652224,0.822939362693573,340,15907,341,
ln_salario_real_adm,ols,23,2024-11,False,-0.02168372869561778,0.013820609288835953,-0.04886839359099379,0.005500936199758225,0.1175917078401767,340,15907,341,
n_movimentacoes,ppml,-23,2021-01,False,0.0071081967261117105,0.048821137703495505,-0.08892130823591701,0.10313770168814043,0.8843260476217143,340,15935,341,0.7133519921653884
n_movimentacoes,ppml,-22,2021-02,False,-0.03962085384089972,0.052559434380347235,-0.14300346027015554,0.06376175258835609,0.451473310791487,340,15935,341,-3.8846212155779174
n_movimentacoes,ppml,-21,2021-03,False,-0.06633518454893314,0.051835976964261864,-0.16829477503067627,0.035624405932809994,0.20151854572192285,340,15935,341,-6.418285972921173
n_movimentacoes,ppml,-20,2021-04,False,-0.04612433257763578,0.05872978349510275,-0.16164380428298367,0.06939513912771211,0.4327863588583578,340,15935,341,-4.507677325669979
n_movimentacoes,ppml,-19,2021-05,False,-0.0457749706284536,0.05290372782720951,-0.149834790470159,0.058284849213251784,0.3875114662756327,340,15935,341,-4.474310113410768
n_movimentacoes,ppml,-18,2021-06,False,-0.0021304150996552607,0.047702868569705285,-0.09596032299402894,0.09169949279471841,0.9644044514545875,340,15935,341,-0.212814737609021
n_movimentacoes,ppml,-17,2021-07,False,-0.005863794341970259,0.04601464635000019,-0.0963730269786559,0.08464543829471538,0.8986728624690319,340,15935,341,-0.5846635854257413
n_movimentacoes,ppml,-16,2021-08,False,-0.013280750841330827,0.044586105912592995,-0.10098009338787566,0.07441859170521399,0.765986242112147,340,15935,341,-1.3192950783227428
n_movimentacoes,ppml,-15,2021-09,False,-0.014602789829086143,0.038627615549504855,-0.09058198600453554,0.06137640634636326,0.7056366693833183,340,15935,341,-1.449668619127655
n_movimentacoes,ppml,-14,2021-10,False,0.006342630329892217,0.03520100218979658,-0.06289653478303855,0.07558179544282298,0.8571160661375186,340,15935,341,0.6362787403397177
n_movimentacoes,ppml,-13,2021-11,False,0.035289209358427116,0.022439973343328944,-0.00884944928177725,0.07942786799863148,0.11674042918114091,340,15935,341,3.591926302603455
n_movimentacoes,ppml,-12,2021-12,False,0.06403599346773858,0.02787404994798456,0.00920869234976053,0.11886329458571664,0.022206759162644918,340,15935,341,6.61307718144519
n_movimentacoes,ppml,-11,2022-01,False,0.021812047332041153,0.03551945099513573,-0.04805349566905338,0.09167759033313569,0.5395682401887192,340,15935,341,2.205166907870844
n_movimentacoes,ppml,-10,2022-02,False,0.0010947366515344594,0.0458034865573293,-0.08899915190855015,0.09118862521161908,0.9809458148760712,340,15935,341,0.10953360944266437
n_movimentacoes,ppml,-9,2022-03,False,-0.016473823917674647,0.04220103587123134,-0.09948181541945825,0.06653416758410896,0.6965108299060514,340,15935,341,-1.6338872551668382
n_movimentacoes,ppml,-8,2022-04,False,0.013671620141052547,0.04167071467872608,-0.06829324774701184,0.09563648802911695,0.7430478248452805,340,15935,341,1.3765504100410644
n_movimentacoes,ppml,-7,2022-05,False,-0.020493807487296865,0.034297509986022545,-0.08795583439438731,0.04696821941979357,0.5505510119102865,340,15935,341,-2.0285236648149287
n_movimentacoes,ppml,-6,2022-06,False,-0.01977732243738422,0.0353438573795734,-0.0892974788135428,0.04974283393877436,0.5761419722552139,340,15935,341,-1.9583034138268496
n_movimentacoes,ppml,-5,2022-07,False,-0.022022902060270872,0.03327883488740843,-0.08748122995421735,0.043435425833675614,0.5085675087631512,340,15935,341,-2.178216840906881
n_movimentacoes,ppml,-4,2022-08,False,-0.028779200812230423,0.03528475691201273,-0.09818310859382852,0.040624706969367666,0.41528450305925624,340,15935,341,-2.8369023885927684
n_movimentacoes,ppml,-3,2022-09,False,-0.013161109760874326,0.02938195249437983,-0.07095440351795781,0.04463218399620916,0.654487722697223,340,15935,341,-1.307488105880318
n_movimentacoes,ppml,-2,2022-10,False,-0.012026142691434476,0.01937398603041827,-0.050134109345991155,0.026081823963122204,0.5351888037103263,340,15935,341,-1.1954117654332863
n_movimentacoes,ppml,-1,2022-11,True,0.0,,,,,340,15935,341,0.0
n_movimentacoes,ppml,0,2022-12,False,-0.02316250709661319,0.02377914056327092,-0.069935261770659,0.023610247577432616,0.33071511832980294,340,15935,341,-2.289631541224315
n_movimentacoes,ppml,1,2023-01,False,-0.02548488569449453,0.028272025701529174,-0.0810949914826932,0.03012522009370413,0.3680047092065153,340,15935,341,-2.5162887159663794
n_movimentacoes,ppml,2,2023-02,False,-0.0552930363776448,0.03779833571991502,-0.12964106754431962,0.019054994789030007,0.14443407117892848,340,15935,341,-5.379216599224554
n_movimentacoes,ppml,3,2023-03,False,-0.06673957590213252,0.029780299860308626,-0.12531640527826265,-0.008162746526002372,0.025666896820669693,340,15935,341,-6.456121958103059
n_movimentacoes,ppml,4,2023-04,False,-0.058448743263097916,0.0261462713920875,-0.10987756316553224,-0.0070199233606636005,0.02603643390496302,340,15935,341,-5.67734141224083
n_movimentacoes,ppml,5,2023-05,False,-0.09571483583923325,0.025197041785355204,-0.14527655363144212,-0.04615311804702438,0.00017230845261306804,340,15935,341,-9.127688561154317
n_movimentacoes,ppml,6,2023-06,False,-0.06195272384634207,0.02517215140704178,-0.11146548311729991,-0.012439964575384224,0.01434501888396067,340,15935,341,-6.007267811078268
n_movimentacoes,ppml,7,2023-07,False,-0.05108862860552905,0.02361725922736856,-0.09754296823886632,-0.004634288972191779,0.031222948692635644,340,15935,341,-4.980554760888301
n_movimentacoes,ppml,8,2023-08,False,-0.06135658842769992,0.024912605622637564,-0.11035883003430735,-0.012354346821092481,0.014277934617874521,340,15935,341,-5.9512187095580895
n_movimentacoes,ppml,9,2023-09,False,-0.06467534648683666,0.018929225592945124,-0.10190848460100511,-0.02744220837266821,0.0007107074313199568,340,15935,341,-6.262826498978528
n_movimentacoes,ppml,10,2023-10,False,-0.04860251011880833,0.013674185026626005,-0.07549916350777808,-0.02170585672983859,0.00043256193515506247,340,15935,341,-4.7440312705955785
n_movimentacoes,ppml,11,2023-11,False,-0.038570354787769524,0.016601809996752953,-0.07122554617524306,-0.005915163400295992,0.020754479975528595,340,15935,341,-3.7835990486184996
n_movimentacoes,ppml,12,2023-12,False,-0.030962784574296322,0.030837576187250963,-0.09161924025698578,0.029693671108393143,0.3160636069930898,340,15935,341,-3.0488346806448408
n_movimentacoes,ppml,13,2024-01,False,-0.035604173334325195,0.0260293148968579,-0.08680294381826371,0.015594597149613323,0.17226271323770326,340,15935,341,-3.4977800586642878
n_movimentacoes,ppml,14,2024-02,False,-0.07500551199533395,0.03306026289379294,-0.1400339162674072,-0.0099771077232607,0.02390982948756104,340,15935,341,-7.226162737512149
n_movimentacoes,ppml,15,2024-03,False,-0.06487398604844109,0.027859284274313,-0.11967224359226644,-0.010075728504615737,0.020464383892447202,340,15935,341,-6.281444560825769
n_movimentacoes,ppml,16,2024-04,False,-0.07468877050776013,0.025109094045132525,-0.1240774981085604,-0.02530004290695985,0.0031437735787362975,340,15935,341,-7.196772760022814
n_movimentacoes,ppml,17,2024-05,False,-0.0863617752929828,0.02187189691529684,-0.1293830470649042,-0.04334050352106141,9.560111045270325e-05,340,15935,341,-8.273767166093702
n_movimentacoes,ppml,18,2024-06,False,-0.07572645602159438,0.024375772724552547,-0.12367276571273675,-0.027780146330451998,0.0020516464354976005,340,15935,341,-7.293023376994524
n_movimentacoes,ppml,19,2024-07,False,-0.05676996433857114,0.027792093215113653,-0.1114360593713142,-0.0021038693058280725,0.04185639524079354,340,15935,341,-5.518861531777025
n_movimentacoes,ppml,20,2024-08,False,-0.06424749621754644,0.026118880567525208,-0.11562243930663828,-0.012872553128454603,0.01439814782702964,340,15935,341,-6.222712443260767
n_movimentacoes,ppml,21,2024-09,False,-0.05152680658191493,0.02790503448746616,-0.10641505322733982,0.0033614400635099684,0.06568771592821765,340,15935,341,-5.022181068588827
n_movimentacoes,ppml,22,2024-10,False,-0.055842595913556815,0.02647623095906164,-0.10792043497786419,-0.0037647568492494357,0.03566156359034012,340,15935,341,-5.431202067174726
n_movimentacoes,ppml,23,2024-11,False,-0.04061704554713858,0.02844208344219167,-0.096561649084037,0.015327557989759842,0.15419204054394475,340,15935,341,-3.9803228822471497
