case_id,case_label_pt,age_group,periodo_num,period,dictionary_sha256,outcome,observed_value,baseline_period,baseline_value,normalized_value,is_descriptive,has_counterfactual,analysis_type
customer_service,Atendimento ao cliente,age_22_25,202101,2021-01,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1503.2580883288563,202211,1554.7345209883342,0.9668905321361523,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202102,2021-02,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1507.856705981601,202211,1554.7345209883342,0.9698483474999106,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202103,2021-03,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1537.993419608994,202211,1554.7345209883342,0.989232180058176,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202104,2021-04,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1500.411315656768,202211,1554.7345209883342,0.9650594975552268,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202105,2021-05,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1550.0620054119381,202211,1554.7345209883342,0.9969946537409964,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202106,2021-06,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1491.3160434721037,202211,1554.7345209883342,0.9592094491631177,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202107,2021-07,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1536.6587819229176,202211,1554.7345209883342,0.9883737456000359,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202108,2021-08,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1576.3292110889724,202211,1554.7345209883342,1.0138896318368944,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202109,2021-09,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1524.2856294782268,202211,1554.7345209883342,0.9804153756805044,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202110,2021-10,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1473.2614082497082,202211,1554.7345209883342,0.9475967686838045,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202111,2021-11,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1490.7751842233688,202211,1554.7345209883342,0.9588615703185731,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202112,2021-12,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1451.0438445426635,202211,1554.7345209883342,0.9333065066441342,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202201,2022-01,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1502.7662858534459,202211,1554.7345209883342,0.9665742064427485,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202202,2022-02,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1486.2584941243006,202211,1554.7345209883342,0.9559564504810095,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202203,2022-03,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1490.770211810138,202211,1554.7345209883342,0.9588583720791545,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202204,2022-04,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1504.711546629951,202211,1554.7345209883342,0.9678253916131071,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202205,2022-05,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1520.709922089041,202211,1554.7345209883342,0.9781154927481355,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202206,2022-06,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1530.5131943829597,202211,1554.7345209883342,0.9844209244225328,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202207,2022-07,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1500.0548979620282,202211,1554.7345209883342,0.9648302508961166,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202208,2022-08,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1519.342561616782,202211,1554.7345209883342,0.977236011104292,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202209,2022-09,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1564.3748579318897,202211,1554.7345209883342,1.0062006322066015,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202210,2022-10,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1574.926293758534,202211,1554.7345209883342,1.012987280141798,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202211,2022-11,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1554.7345209883342,202211,1554.7345209883342,1.0,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202212,2022-12,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1539.6134128876276,202211,1554.7345209883342,0.990274154270985,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202301,2023-01,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1564.088478794342,202211,1554.7345209883342,1.0060164341112472,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202302,2023-02,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1562.2090143352416,202211,1554.7345209883342,1.0048075689103217,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202303,2023-03,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1545.9501176650715,202211,1554.7345209883342,0.9943499014110277,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202304,2023-04,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1526.283805672987,202211,1554.7345209883342,0.9817005958694084,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202305,2023-05,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1553.862538009088,202211,1554.7345209883342,0.9994391434888241,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202306,2023-06,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1570.4289325344173,202211,1554.7345209883342,1.0100945925714098,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202307,2023-07,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1553.6294079132501,202211,1554.7345209883342,0.999289194997496,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202308,2023-08,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1552.4347093466283,202211,1554.7345209883342,0.9985207689089942,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202309,2023-09,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1564.874979068371,202211,1554.7345209883342,1.0065223084347483,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202310,2023-10,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1564.7785566894097,202211,1554.7345209883342,1.0064602898858195,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202311,2023-11,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1549.5138269509384,202211,1554.7345209883342,0.9966420672038098,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202312,2023-12,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1546.7379733109174,202211,1554.7345209883342,0.99485664750511,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202401,2024-01,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1568.9108345012808,202211,1554.7345209883342,1.0091181570368264,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202402,2024-02,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1567.723850405393,202211,1554.7345209883342,1.0083546928698808,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202403,2024-03,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1614.4268626242626,202211,1554.7345209883342,1.0383939128064015,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202404,2024-04,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1626.548153590651,202211,1554.7345209883342,1.046190286272582,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202405,2024-05,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1603.517867638236,202211,1554.7345209883342,1.0313772840258868,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202406,2024-06,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1608.9064055263602,202211,1554.7345209883342,1.0348431734207517,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202407,2024-07,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1630.755795091892,202211,1554.7345209883342,1.0488966270944005,True,False,normalized_monthly_trajectory
customer_service,Atendimento ao cliente,age_22_25,202408,2024-08,b8d0310606c37ed32decf4cb46a9088632f9c1409c837d869a2c33d4ac8aa4b2,real_admission_wage,1637.5709642846089,202211,1554.7345209883342,1.053280120932554,True,False,normalized_monthly_trajectory
