case_id,case_label_pt,age_group,outcome,pre_start,pre_end,pre_months_expected,pre_months_observed,pre_admissions,pre_wage_records,wage_record_coverage_pct,pre_mean,pre_standard_deviation,monthly_linear_slope,annualized_log_slope_pct,coefficient_of_variation,diagnostic_type,is_causal_test,has_counterfactual
software_developers,Desenvolvedores de software,age_35_40,admissions,202101,202211,23,23,45150,45080,99.84496124031008,1963.0434782608695,287.58023126423114,-17.135375494071127,-10.00370008050498,0.14649712777579882,descriptive_preperiod,False,False
software_developers,Desenvolvedores de software,age_35_40,real_admission_wage,202101,202211,23,23,45150,45080,99.84496124031008,9627.936377808597,288.01362027370993,30.752695424319786,3.93520097572864,0.029914366793859552,descriptive_preperiod,False,False
software_developers,Desenvolvedores de software,age_41_49,admissions,202101,202211,23,23,26466,26421,99.82997052822489,1150.695652173913,135.8917199328708,-2.217391304347826,-1.822482581067792,0.11809527538940637,descriptive_preperiod,False,False
software_developers,Desenvolvedores de software,age_41_49,real_admission_wage,202101,202211,23,23,26466,26421,99.82997052822489,9904.008406676017,347.2237191855187,36.194712824001364,4.567313528304116,0.035058907962099956,descriptive_preperiod,False,False
software_developers,Desenvolvedores de software,age_50_plus,admissions,202101,202211,23,23,9871,9851,99.79738628305137,429.17391304347825,46.340565545997315,-1.884387351778661,-5.2508014287631894,0.10797619365392952,descriptive_preperiod,False,False
software_developers,Desenvolvedores de software,age_50_plus,real_admission_wage,202101,202211,23,23,9871,9851,99.79738628305137,9649.127110896356,400.84448685787356,46.15141430991135,5.890718736665928,0.041542046472288326,descriptive_preperiod,False,False
stock_clerks,Estoquistas e repositores,age_22_25,admissions,202101,202211,23,23,359467,358626,99.76604250181519,15629.0,1845.0495456997778,184.94169960474298,15.639177114650973,0.11805294936974713,descriptive_preperiod,False,False
stock_clerks,Estoquistas e repositores,age_22_25,real_admission_wage,202101,202211,23,23,359467,358626,99.76604250181519,1653.048804402648,21.927161339475404,-0.3144957454103277,-0.2310937194147302,0.013264678744557144,descriptive_preperiod,False,False
stock_clerks,Estoquistas e repositores,age_26_30,admissions,202101,202211,23,23,287204,286504,99.75627080402779,12487.130434782608,1438.4354515250793,151.09881422924892,15.821192253267412,0.11519343527623858,descriptive_preperiod,False,False
stock_clerks,Estoquistas e repositores,age_26_30,real_admission_wage,202101,202211,23,23,287204,286504,99.75627080402779,1692.3176069487633,25.552043312921576,-0.7713516229219972,-0.5427045683414112,0.01509884622602948,descriptive_preperiod,False,False
stock_clerks,Estoquistas e repositores,age_31_34,admissions,202101,202211,23,23,155683,155365,99.79573877687352,6768.826086956522,667.9473197252657,60.40118577075105,11.512578881893173,0.09867993521245808,descriptive_preperiod,False,False
stock_clerks,Estoquistas e repositores,age_31_34,real_admission_wage,202101,202211,23,23,155683,155365,99.79573877687352,1727.6127112324289,26.53130507513531,-1.5647769061717718,-1.0713491006657634,0.015357206451791297,descriptive_preperiod,False,False
stock_clerks,Estoquistas e repositores,age_35_40,admissions,202101,202211,23,23,165375,165042,99.79863945578231,7190.217391304348,748.0843335696352,71.59881422924897,12.890202560789401,0.10404196324777995,descriptive_preperiod,False,False
stock_clerks,Estoquistas e repositores,age_35_40,real_admission_wage,202101,202211,23,23,165375,165042,99.79863945578231,1755.1334676703657,27.089973896221384,-1.4196076029269917,-0.9573982572241041,0.015434708753049198,descriptive_preperiod,False,False
stock_clerks,Estoquistas e repositores,age_41_49,admissions,202101,202211,23,23,122588,122280,99.74875191699024,5329.913043478261,698.11571938752,77.19565217391293,19.167292531780134,0.13098069587490585,descriptive_preperiod,False,False
stock_clerks,Estoquistas e repositores,age_41_49,real_admission_wage,202101,202211,23,23,122588,122280,99.74875191699024,1778.411781413641,30.717112671697233,-2.2064672011891404,-1.4613471261436703,0.017272216138424657,descriptive_preperiod,False,False
stock_clerks,Estoquistas e repositores,age_50_plus,admissions,202101,202211,23,23,50202,50061,99.71913469582886,2182.695652173913,338.46333495894527,38.33695652173912,24.233052068477555,0.1550666647555026,descriptive_preperiod,False,False
stock_clerks,Estoquistas e repositores,age_50_plus,real_admission_wage,202101,202211,23,23,50202,50061,99.71913469582886,1812.1106038171245,30.895755451936296,-2.1499992983399396,-1.398255190068446,0.017049596965469913,descriptive_preperiod,False,False
