cbo_4d,source_cbo_title,source_cbo_2d_title,source_cbo_3d_title,mte_match_status,target_isco08_codes,target_isco08_titles,target_isco08_2d_codes,target_isco08_2d_titles,candidate_scores_mte_4d,candidate_scores_mte_2d,exposure_score_mte_4d,exposure_score_mte_2d,exposure_score_2d,exposure_score_4d,current_alta_exp,current_alta_exp_4d,stage2_panel_rows,stage2_admissoes,stage3_exposure_score_2d,stage3_exposure_score_4d,stage3_current_alta_exp,stage3_current_alta_exp_4d,stage3_panel_rows,stage3_admissoes,target_isco08_code_list,scored_target_isco08_code_list,missing_score_target_isco08_code_list,target_isco08_2d_code_list,n_target_isco08_4d,n_scored_target_isco08_4d,n_missing_score_target_isco08_4d,n_target_isco08_2d,target_scores_list,target_sds_list,target_score_sd_pairs_list,target_gradient_labels_list,target_gradient_numbers_list,target_isco08_titles_from_ilo,target_scores,target_sds,target_gradients,min_target_score,max_target_score,mean_target_score,isco08_mean_score,isco08_pooled_sd,cbo_ilo_gradient,cbo_ilo_gradient_number,trat_alta_expo,trat_media_expo,trat_expostos,treatment_rule_source,has_missing_target_score,mte2d_valid,mte2d_top20_treatment,baseline_mte2d_top20_treatment,role__baseline_mte2d_top20_vs_rest,treated__baseline_mte2d_top20_vs_rest,included__baseline_mte2d_top20_vs_rest,role__trat_alta_expo,treated__trat_alta_expo,included__trat_alta_expo,role__trat_media_expo,treated__trat_media_expo,included__trat_media_expo,role__trat_expostos,treated__trat_expostos,included__trat_expostos
5211,Operadores do comércio em lojas e mercados,VENDEDORES E PRESTADORES DE SERVIÇOS DO COMÉRCIO,VENDEDORES E DEMONSTRADORES,matched_official_mte,"5222, 5223, 5242, 5245, 5246, 5249",Shop Supervisors; Shop Sales Assistants; Sales Demonstrators; Service Station Attendants; Food Service Counter Attendants; Sales Workers Not Elsewhere Classified,52,Sales Workers,"0.360000, 0.380000, 0.420000, 0.240000, 0.240000",0.362500,0.328,0.3625,0.3625,0.32799999999999996,0.0,0.0,54,12166180,0.3625,0.32799999999999996,0.0,0.0,35467,10274105,5222; 5223; 5242; 5245; 5246; 5249,5222; 5223; 5242; 5245; 5246,5249,52,6,5,1,1,0.36; 0.38; 0.42; 0.24; 0.24,"[0.12, 0.16, 0.11, 0.16, 0.13]","[(0.36, 0.12), (0.38, 0.16), (0.42, 0.11), (0.24, 0.16), (0.24, 0.13)]",Minimal Exposure; Exposed: Gradient 1; Exposed: Gradient 2; Minimal Exposure; Not Exposed,0; 1; 2; 0; 0,Food Service Counter Attendants; Sales Demonstrators; Service Station Attendants; Shop Sales Assistants; Shop Supervisors,"0,240000; 0,360000; 0,380000; 0,420000","0,110000; 0,120000; 0,130000; 0,160000",Exposed: Gradient 1; Exposed: Gradient 2; Minimal Exposure; Not Exposed,0.24,0.42,0.32799999999999996,0.32799999999999996,0.1563841424185969,Minimal Exposure,0,False,False,False,ilo_mean_sd_crosswalk,True,True,False,False,control,0,1,excluded,0,0,excluded,0,0,excluded,0,0
4110,"Agentes, assistentes e auxiliares administrativos",ESCRITURÁRIOS,"ESCRITURÁRIOS EM GERAL, AGENTES, ASSISTENTES E AUXILIARES ADMINISTRATIVOS",matched_official_mte,"3341, 4311, 4313, 4312","Office Supervisors; Accounting and Bookkeeping Clerks; Payroll Clerks; Statistical, Finance and Insurance Clerks","33, 43",Business and Administration Associate Professionals; Numerical and Material Recording Clerks,"0.430000, 0.640000, 0.610000, 0.640000","0.464583, 0.533333",0.58,0.498958,0.4989583333333333,0.5800000000000001,1.0,1.0,54,7169112,0.4989583333333333,0.5800000000000001,1.0,1.0,35363,6195426,3341; 4311; 4312; 4313,3341; 4311; 4312; 4313,,33; 43,4,4,0,2,0.43; 0.64; 0.64; 0.61,"[0.11, 0.07, 0.02, 0.08]","[(0.43, 0.11), (0.64, 0.07), (0.64, 0.02), (0.61, 0.08)]",Exposed: Gradient 2; Exposed: Gradient 4; Exposed: Gradient 4; Exposed: Gradient 4,2; 4; 4; 4,"Accounting and Bookkeeping Clerks; Office Supervisors; Payroll Clerks; Statistical, Finance and Insurance Clerks","0,430000; 0,610000; 0,640000","0,020000; 0,070000; 0,080000; 0,110000",Exposed: Gradient 2; Exposed: Gradient 4,0.43,0.64,0.58,0.58,0.11661903789690602,Exposed: Gradient 3,3,True,False,True,ilo_mean_sd_crosswalk,False,True,True,True,treated,1,1,treated,1,1,excluded,0,0,treated,1,1
5143,Trabalhadores nos  serviços de manutenção de edificações,TRABALHADORES DOS SERVIÇOS,"TRABALHADORES NOS SERVIÇOS DE ADMINISTRAÇÃO, CONSERVAÇÃO E MANUTENÇÃO DE EDIFÍCIOS E LOGRADOUROS",matched_official_mte,"9112, 9412, 7133, 7544","Cleaners and Helpers in Offices, Hotels and Other Establishments; Kitchen Helpers; Building Structure Cleaners; Fumigators and Other Pest and Weed Controllers","91, 94, 71, 75","Cleaners and Helpers; Food Preparation Assistants; Building and Related Trades Workers (excluding Electricians); Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers","0.120000, 0.130000, 0.090000, 0.130000","0.116667, 0.155000, 0.125000, 0.174000",0.1175,0.142667,0.14266666666666666,0.1175,0.0,0.0,54,5844301,0.14266666666666666,0.1175,0.0,0.0,35087,5173143,7133; 7544; 9112; 9412,7133; 7544; 9112; 9412,,71; 75; 91; 94,4,4,0,4,0.09; 0.13; 0.12; 0.13,"[0.01, 0.04, 0.02, 0.02]","[(0.09, 0.01), (0.13, 0.04), (0.12, 0.02), (0.13, 0.02)]",Not Exposed; Not Exposed; Not Exposed; Not Exposed,0; 0; 0; 0,"Building Structure Cleaners; Cleaners and Helpers in Offices, Hotels and Other Establishments; Fumigators and Other Pest and Weed Controllers; Kitchen Helpers","0,090000; 0,120000; 0,130000","0,010000; 0,020000; 0,040000",Not Exposed,0.09,0.13,0.1175,0.1175,0.029895651857753495,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
7842,Alimentadores de linhas de produção,TRABALHADORES DE FUNÇÕES TRANSVERSAIS,EMBALADORES E ALIMENTADORES DE PRODUÇÃO,matched_official_mte,9329,Manufacturing Labourers Not Elsewhere Classified,93,"Labourers in Mining, Construction, Manufacturing and Transport",0.120000,0.143333,0.12,0.143333,0.14333333333333334,0.12,0.0,0.0,54,4983905,0.14333333333333334,0.12,0.0,0.0,33297,3666406,9329,9329,,93,1,1,0,1,0.12,[0.02],"[(0.12, 0.02)]",Not Exposed,0,Manufacturing Labourers Not Elsewhere Classified,"0,120000","0,020000",Not Exposed,0.12,0.12,0.12,0.12,0.02,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
4141,Almoxarifes e armazenistas,ESCRITURÁRIOS,ESCRITURÁRIOS DE CONTROLE DE MATERIAIS E DE APOIO À PRODUÇÃO,matched_official_mte,"3341, 4321",Office Supervisors; Stock Clerks,"33, 43",Business and Administration Associate Professionals; Numerical and Material Recording Clerks,"0.430000, 0.370000","0.464583, 0.533333",0.4,0.498958,0.4989583333333333,0.4,1.0,1.0,54,4019302,0.4989583333333333,0.4,1.0,1.0,34575,3613651,3341; 4321,3341; 4321,,33; 43,2,2,0,2,0.43; 0.37,"[0.11, 0.06]","[(0.43, 0.11), (0.37, 0.06)]",Exposed: Gradient 2; Minimal Exposure,2; 0,Office Supervisors; Stock Clerks,"0,370000; 0,430000","0,060000; 0,110000",Exposed: Gradient 2; Minimal Exposure,0.37,0.43,0.4,0.4,0.09354143466934853,Minimal Exposure,0,False,False,False,ilo_mean_sd_crosswalk,False,True,True,True,treated,1,1,excluded,0,0,excluded,0,0,excluded,0,0
7170,Ajudantes de obras civis,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,AJUDANTES DE OBRAS,matched_official_mte,9313,Building Construction Labourers,93,"Labourers in Mining, Construction, Manufacturing and Transport",0.090000,0.143333,0.09,0.143333,0.14333333333333334,0.09,0.0,0.0,54,3507665,0.14333333333333334,0.09,0.0,0.0,34594,2940978,9313,9313,,93,1,1,0,1,0.09,[0.02],"[(0.09, 0.02)]",Not Exposed,0,Building Construction Labourers,"0,090000","0,020000",Not Exposed,0.09,0.09,0.09,0.09,0.02,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
4211,Caixas e bilheteiros (exceto caixa de banco),TRABALHADORES DE ATENDIMENTO AO PÚBLICO,"CAIXAS, BILHETEIROS E AFINS",matched_official_mte,"4211, 4212, 5230","Bank Tellers and Related Clerks; Bookmakers, Croupiers and Related Gaming Workers; Cashiers and Ticket Clerks","42, 52",Customer Services Clerks; Sales Workers,"0.580000, 0.450000, 0.390000","0.520000, 0.362500",0.473333,0.44125,0.44125000000000003,0.47333333333333333,1.0,1.0,54,2970155,0.44125000000000003,0.47333333333333333,1.0,1.0,35274,2461172,4211; 4212; 5230,4211; 4212; 5230,,42; 52,3,3,0,2,0.58; 0.45; 0.39,"[0.09, 0.19, 0.14]","[(0.58, 0.09), (0.45, 0.19), (0.39, 0.14)]",Exposed: Gradient 3; Exposed: Gradient 2; Exposed: Gradient 1,3; 2; 1,"Bank Tellers and Related Clerks; Bookmakers, Croupiers and Related Gaming Workers; Cashiers and Ticket Clerks","0,390000; 0,450000; 0,580000","0,090000; 0,140000; 0,190000",Exposed: Gradient 1; Exposed: Gradient 2; Exposed: Gradient 3,0.39,0.58,0.47333333333333333,0.47333333333333333,0.16599866130651642,Exposed: Gradient 2,2,False,True,True,ilo_mean_sd_crosswalk,False,True,True,True,treated,1,1,excluded,0,0,treated,1,1,treated,1,1
5134,"Trabalhadores no atendimento em estabelecimentos de serviços de alimentação, bebidas e hotelaria",TRABALHADORES DOS SERVIÇOS,TRABALHADORES DOS SERVIÇOS DE HOTELARIA E ALIMENTAÇÃO,matched_official_mte,"5131, 5132",Waiters; Bartenders,51,Personal Service Workers,"0.280000, 0.260000",0.222941,0.27,0.222941,0.22294117647058823,0.27,0.0,0.0,54,2865186,0.22294117647058823,0.27,0.0,0.0,33862,2572608,5131; 5132,5131; 5132,,51,2,2,0,1,0.28; 0.26,"[0.16, 0.12]","[(0.28, 0.16), (0.26, 0.12)]",Minimal Exposure; Not Exposed,0; 0,Bartenders; Waiters,"0,260000; 0,280000","0,120000; 0,160000",Minimal Exposure; Not Exposed,0.26,0.28,0.27,0.27,0.14177446878757824,Minimal Exposure,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,excluded,0,0,excluded,0,0,excluded,0,0
7825,Motoristas de veículos de cargas em geral,TRABALHADORES DE FUNÇÕES TRANSVERSAIS,CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS,matched_official_mte,8332,Heavy Truck and Lorry Drivers,83,Drivers and Mobile Plant Operators,0.240000,0.190000,0.24,0.19,0.18999999999999997,0.24,0.0,0.0,54,2620156,0.18999999999999997,0.24,0.0,0.0,34662,1801889,8332,8332,,83,1,1,0,1,0.24,[0.22],"[(0.24, 0.22)]",Minimal Exposure,0,Heavy Truck and Lorry Drivers,"0,240000","0,220000",Minimal Exposure,0.24,0.24,0.24,0.24,0.22,Minimal Exposure,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,excluded,0,0,excluded,0,0,excluded,0,0
4221,Recepcionistas,TRABALHADORES DE ATENDIMENTO AO PÚBLICO,TRABALHADORES DE INFORMAÇÕES AO PÚBLICO,matched_official_mte,"3341, 4222, 4224, 4225, 4226, 4229",Office Supervisors; Contact Centre Information Clerks; Hotel Receptionists; Inquiry Clerks; Receptionists (general); Client Information Workers Not Elsewhere Classified,"33, 42",Business and Administration Associate Professionals; Customer Services Clerks,"0.430000, 0.580000, 0.510000, 0.570000, 0.570000, 0.420000","0.464583, 0.520000",0.513333,0.492292,0.4922916666666667,0.5133333333333333,1.0,1.0,54,1954988,0.4922916666666667,0.5133333333333333,1.0,1.0,34572,1723410,3341; 4222; 4224; 4225; 4226; 4229,3341; 4222; 4224; 4225; 4226; 4229,,33; 42,6,6,0,2,0.43; 0.58; 0.51; 0.57; 0.57; 0.42,"[0.11, 0.06, 0.07, 0.09, 0.17, 0.13]","[(0.43, 0.11), (0.58, 0.06), (0.51, 0.07), (0.57, 0.09), (0.57, 0.17), (0.42, 0.13)]",Exposed: Gradient 2; Exposed: Gradient 3; Exposed: Gradient 3; Exposed: Gradient 3; Exposed: Gradient 3; Exposed: Gradient 2,2; 3; 3; 3; 3; 2,Client Information Workers Not Elsewhere Classified; Contact Centre Information Clerks; Hotel Receptionists; Inquiry Clerks; Office Supervisors; Receptionists (general),"0,420000; 0,430000; 0,510000; 0,570000; 0,580000","0,060000; 0,070000; 0,090000; 0,110000; 0,130000; 0,170000",Exposed: Gradient 2; Exposed: Gradient 3,0.42,0.58,0.5133333333333333,0.5133333333333333,0.12976474439881153,Exposed: Gradient 3,3,True,False,True,ilo_mean_sd_crosswalk,False,True,True,True,treated,1,1,treated,1,1,excluded,0,0,treated,1,1
5174,"Porteiros, vigias e afins",TRABALHADORES DOS SERVIÇOS,TRABALHADORES NOS SERVIÇOS DE PROTEÇÃO E SEGURANÇA,matched_official_mte,"5414, 9621, 9629","Security Guards; Messengers, Package Deliverers and Luggage Porters; Elementary Workers Not Elsewhere Classified","54, 96",Protective Services Workers; Refuse Workers and Other Elementary Workers,"0.200000, 0.370000, 0.290000","0.172000, 0.200000",0.286667,0.186,0.186,0.2866666666666666,0.0,0.0,54,1830242,0.186,0.2866666666666666,0.0,0.0,34075,1680638,5414; 9621; 9629,5414; 9621; 9629,,54; 96,3,3,0,2,0.2; 0.3699999999999999; 0.29,"[0.09, 0.19, 0.14]","[(0.2, 0.09), (0.3699999999999999, 0.19), (0.29, 0.14)]",Not Exposed; Exposed: Gradient 1; Minimal Exposure,0; 1; 0,"Elementary Workers Not Elsewhere Classified; Messengers, Package Deliverers and Luggage Porters; Security Guards","0,200000; 0,290000; 0,370000","0,090000; 0,140000; 0,190000",Exposed: Gradient 1; Minimal Exposure; Not Exposed,0.2,0.3699999999999999,0.2866666666666666,0.2866666666666666,0.16152055252780956,Minimal Exposure,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,excluded,0,0,excluded,0,0,excluded,0,0
7832,Trabalhadores de cargas e descargas de mercadorias,TRABALHADORES DE FUNÇÕES TRANSVERSAIS,TRABALHADORES DE MANOBRAS SOBRE TRILHOS E MOVIMENTAÇÃO E CARGAS,matched_official_mte,"9333, 9334",Freight Handlers; Shelf Fillers,93,"Labourers in Mining, Construction, Manufacturing and Transport","0.140000, 0.200000",0.143333,0.17,0.143333,0.14333333333333334,0.17,0.0,0.0,54,1731076,0.14333333333333334,0.17,0.0,0.0,34558,1425024,9333; 9334,9333; 9334,,93,2,2,0,1,0.14; 0.2,"[0.03, 0.1]","[(0.14, 0.03), (0.2, 0.1)]",Not Exposed; Not Exposed,0; 0,Freight Handlers; Shelf Fillers,"0,140000; 0,200000","0,030000; 0,100000",Not Exposed,0.14,0.2,0.17,0.17,0.07968688725254613,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
4223,Operadores de telemarketing e afins,TRABALHADORES DE ATENDIMENTO AO PÚBLICO,TRABALHADORES DE INFORMAÇÕES AO PÚBLICO,matched_official_mte,"5243, 5244",Door-to-door Salespersons; Contact Centre Salespersons,52,Sales Workers,"0.460000, 0.610000",0.362500,0.535,0.3625,0.3625,0.535,0.0,1.0,54,1687411,0.3625,0.535,0.0,1.0,22896,1654564,5243; 5244,5243; 5244,,52,2,2,0,1,0.46; 0.61,"[0.18, 0.1]","[(0.46, 0.18), (0.61, 0.1)]",Exposed: Gradient 2; Exposed: Gradient 4,2; 4,Contact Centre Salespersons; Door-to-door Salespersons,"0,460000; 0,610000","0,100000; 0,180000",Exposed: Gradient 2; Exposed: Gradient 4,0.46,0.61,0.535,0.535,0.163783393541592,Exposed: Gradient 3,3,True,False,True,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,treated,1,1,excluded,0,0,treated,1,1
7152,Trabalhadores de estruturas de alvenaria,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,TRABALHADORES DA CONSTRUÇÃO CIVIL E OBRAS PÚBLICAS,matched_official_mte,"7112, 7113","Bricklayers and Related Workers; Stonemasons, Stone Cutters, Splitters and Carvers",71,Building and Related Trades Workers (excluding Electricians),"0.090000, 0.110000",0.125000,0.1,0.125,0.125,0.1,0.0,0.0,54,1506463,0.125,0.1,0.0,0.0,34024,1241947,7112; 7113,7112; 7113,,71,2,2,0,1,0.09; 0.11,"[0.01, 0.02]","[(0.09, 0.01), (0.11, 0.02)]",Not Exposed; Not Exposed,0; 0,"Bricklayers and Related Workers; Stonemasons, Stone Cutters, Splitters and Carvers","0,090000; 0,110000","0,010000; 0,020000",Not Exposed,0.09,0.11,0.1,0.1,0.01870828693386971,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
3541,Especialistas em promoção de produtos e vendas,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES COMERCIAIS,matched_official_mte,"2433, 2434, 3322",Technical and Medical Sales Professionals (excluding ICT); Information and Communications Technology Sales Professionals; Commercial Sales Representatives,"24, 33",Business and Administration Professionals; Business and Administration Associate Professionals,"0.500000, 0.510000, 0.490000","0.493636, 0.464583",0.5,0.47911,0.47910984848484844,0.5,1.0,1.0,54,1270686,0.47910984848484844,0.5,1.0,1.0,33186,1174442,2433; 2434; 3322,2433; 2434; 3322,,24; 33,3,3,0,2,0.5; 0.51; 0.4899999999999999,"[0.1, 0.09, 0.08]","[(0.5, 0.1), (0.51, 0.09), (0.4899999999999999, 0.08)]",Exposed: Gradient 3; Exposed: Gradient 3; Exposed: Gradient 2,3; 3; 2,Commercial Sales Representatives; Information and Communications Technology Sales Professionals; Technical and Medical Sales Professionals (excluding ICT),"0,490000; 0,500000; 0,510000","0,080000; 0,090000; 0,100000",Exposed: Gradient 2; Exposed: Gradient 3,0.4899999999999999,0.51,0.5,0.5,0.09073771725877466,Exposed: Gradient 3,3,True,False,True,ilo_mean_sd_crosswalk,False,True,True,True,treated,1,1,treated,1,1,excluded,0,0,treated,1,1
6220,Trabalhadores de apoio à agricultura,TRABALHADORES NA EXPLORAÇÃO AGROPECUÁRIA,TRABALHADORES AGRÍCOLAS,matched_official_mte,"6113, 9214, 6114","Gardeners, Horticultural and Nursery Growers; Garden and Horticultural Labourers; Mixed Crop Growers","61, 92","Market-oriented Skilled Agricultural Workers; Agricultural, Forestry and Fishery Labourers","0.180000, 0.120000, 0.170000","0.185556, 0.106667",0.156667,0.146111,0.1461111111111111,0.15666666666666665,0.0,0.0,54,1199640,0.1461111111111111,0.15666666666666665,0.0,0.0,27842,479095,6113; 6114; 9214,6113; 6114; 9214,,61; 92,3,3,0,2,0.18; 0.17; 0.12,"[0.11, 0.1199999999999999, 0.02]","[(0.18, 0.11), (0.17, 0.1199999999999999), (0.12, 0.02)]",Not Exposed; Not Exposed; Not Exposed,0; 0; 0,"Garden and Horticultural Labourers; Gardeners, Horticultural and Nursery Growers; Mixed Crop Growers","0,120000; 0,170000; 0,180000","0,020000; 0,110000; 0,120000",Not Exposed,0.12,0.18,0.15666666666666665,0.15666666666666665,0.0982626864865578,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
5132,Cozinheiros,TRABALHADORES DOS SERVIÇOS,TRABALHADORES DOS SERVIÇOS DE HOTELARIA E ALIMENTAÇÃO,matched_official_mte,"3434, 5120, 9411",Chefs; Cooks; Fast Food Preparers,"34, 51, 94","Legal, Social, Cultural and Related Associate Professionals; Personal Service Workers; Food Preparation Assistants","0.250000, 0.180000, 0.180000","0.307000, 0.222941, 0.155000",0.203333,0.228314,0.2283137254901961,0.20333333333333334,0.0,0.0,54,1152022,0.2283137254901961,0.20333333333333334,0.0,0.0,33081,952059,3434; 5120; 9411,3434; 5120; 9411,,34; 51; 94,3,3,0,3,0.25; 0.18; 0.18,"[0.06, 0.06, 0.05]","[(0.25, 0.06), (0.18, 0.06), (0.18, 0.05)]",Not Exposed; Not Exposed; Not Exposed,0; 0; 0,Chefs; Cooks; Fast Food Preparers,"0,180000; 0,250000","0,050000; 0,060000",Not Exposed,0.18,0.25,0.20333333333333334,0.20333333333333334,0.06574360974438673,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
8485,Magarefes e afins,"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO","TRABALHADORES ARTESANAIS NA  AGROINDÚSTRIA, NA INDÚSTRIA DE ALIMENTOS E DO FUMO",matched_official_mte,7511,"Butchers, Fishmongers and Related Food Preparers",75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",0.130000,0.174000,0.13,0.174,0.17400000000000002,0.13,0.0,0.0,54,1117905,0.17400000000000002,0.13,0.0,0.0,33452,753121,7511,7511,,75,1,1,0,1,0.13,[0.03],"[(0.13, 0.03)]",Not Exposed,0,"Butchers, Fishmongers and Related Food Preparers","0,130000","0,030000",Not Exposed,0.13,0.13,0.13,0.13,0.03,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
3222,Técnicos e auxiliares de enfermagem,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",TÉCNICOS DA CIÊNCIA DA SAÚDE HUMANA,matched_official_mte,3221,Nursing Associate Professionals,32,Health Associate Professionals,0.220000,0.245882,0.22,0.245882,0.24588235294117644,0.22,0.0,0.0,54,1103418,0.24588235294117644,0.22,0.0,0.0,30358,1008855,3221,3221,,32,1,1,0,1,0.22,[0.21],"[(0.22, 0.21)]",Minimal Exposure,0,Nursing Associate Professionals,"0,220000","0,210000",Minimal Exposure,0.22,0.22,0.22,0.22,0.21,Minimal Exposure,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,excluded,0,0,excluded,0,0,excluded,0,0
6210,Trabalhadores agropecuários em geral,TRABALHADORES NA EXPLORAÇÃO AGROPECUÁRIA,TRABALHADORES NA EXPLORAÇÃO AGROPECUÁRIA EM GERAL,matched_official_mte,6130,Mixed Crop and Animal Producers,61,Market-oriented Skilled Agricultural Workers,0.190000,0.185556,0.19,0.185556,0.18555555555555556,0.19,0.0,0.0,54,1002722,0.18555555555555556,0.19,0.0,0.0,24409,296487,6130,6130,,61,1,1,0,1,0.19,[0.11],"[(0.19, 0.11)]",Not Exposed,0,Mixed Crop and Animal Producers,"0,190000","0,110000",Not Exposed,0.19,0.19,0.19,0.19,0.11,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
5142,"Trabalhadores nos serviços de coleta de resíduos, de limpeza e conservação de áreas públicas",TRABALHADORES DOS SERVIÇOS,"TRABALHADORES NOS SERVIÇOS DE ADMINISTRAÇÃO, CONSERVAÇÃO E MANUTENÇÃO DE EDIFÍCIOS E LOGRADOUROS",matched_official_mte,"9611, 9612, 9613, 9622, 9624, 9112, 9412","Garbage and Recycling Collectors; Refuse Sorters; Sweepers and Related Labourers; Odd Job Persons; Water and Firewood Collectors; Cleaners and Helpers in Offices, Hotels and Other Establishments; Kitchen Helpers","96, 91, 94",Refuse Workers and Other Elementary Workers; Cleaners and Helpers; Food Preparation Assistants,"0.090000, 0.180000, 0.090000, 0.110000, 0.090000, 0.120000, 0.130000","0.200000, 0.116667, 0.155000",0.115714,0.157222,0.15722222222222224,0.1157142857142857,0.0,0.0,54,965196,0.15722222222222224,0.1157142857142857,0.0,0.0,30442,822652,9112; 9412; 9611; 9612; 9613; 9622; 9624,9112; 9412; 9611; 9612; 9613; 9622; 9624,,91; 94; 96,7,7,0,3,0.12; 0.13; 0.09; 0.18; 0.09; 0.11; 0.09,"[0.02, 0.02, 0.02, 0.11, 0.03, 0.03, 0.03]","[(0.12, 0.02), (0.13, 0.02), (0.09, 0.02), (0.18, 0.11), (0.09, 0.03), (0.11, 0.03), (0.09, 0.03)]",Not Exposed; Not Exposed; Not Exposed; Not Exposed; Not Exposed; Not Exposed; Not Exposed,0; 0; 0; 0; 0; 0; 0,"Cleaners and Helpers in Offices, Hotels and Other Establishments; Garbage and Recycling Collectors; Kitchen Helpers; Odd Job Persons; Refuse Sorters; Sweepers and Related Labourers; Water and Firewood Collectors","0,090000; 0,110000; 0,120000; 0,130000; 0,180000","0,020000; 0,030000; 0,110000",Not Exposed,0.09,0.18,0.1157142857142857,0.1157142857142857,0.05653245410688394,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
5173,Vigilantes e guardas de segurança,TRABALHADORES DOS SERVIÇOS,TRABALHADORES NOS SERVIÇOS DE PROTEÇÃO E SEGURANÇA,matched_official_mte,"5414, 5419",Security Guards; Protective Services Workers Not Elsewhere Classified,54,Protective Services Workers,"0.200000, 0.200000",0.172000,0.2,0.172,0.17200000000000001,0.2,0.0,0.0,54,921180,0.17200000000000001,0.2,0.0,0.0,24045,880606,5414; 5419,5414; 5419,,54,2,2,0,1,0.2; 0.2,"[0.09, 0.05]","[(0.2, 0.09), (0.2, 0.05)]",Not Exposed; Not Exposed,0; 0,Protective Services Workers Not Elsewhere Classified; Security Guards,"0,200000","0,050000; 0,090000",Not Exposed,0.2,0.2,0.2,0.2,0.07280109889280519,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
7841,Trabalhadores de embalagem e de etiquetagem,TRABALHADORES DE FUNÇÕES TRANSVERSAIS,EMBALADORES E ALIMENTADORES DE PRODUÇÃO,matched_official_mte,"3122, 8183, 8189, 8219","Manufacturing Supervisors; Packing, Bottling and Labelling Machine Operators; Stationary Plant and Machine Operators Not Elsewhere Classified; Assemblers Not Elsewhere Classified","31, 81, 82",Science and Engineering Associate Professionals; Stationary Plant and Machine Operators; Assemblers,"0.350000, 0.220000, 0.320000","0.292400, 0.190400, 0.290000",0.296667,0.2576,0.2576,0.29666666666666663,0.0,0.0,54,810775,0.2576,0.29666666666666663,0.0,0.0,32212,603074,3122; 8183; 8189; 8219,3122; 8183; 8219,8189,31; 81; 82,4,3,1,3,0.3499999999999999; 0.22; 0.32,"[0.13, 0.01, 0.17]","[(0.3499999999999999, 0.13), (0.22, 0.01), (0.32, 0.17)]",Minimal Exposure; Not Exposed; Minimal Exposure,0; 0; 0,"Assemblers Not Elsewhere Classified; Manufacturing Supervisors; Packing, Bottling and Labelling Machine Operators","0,220000; 0,320000; 0,350000","0,010000; 0,130000; 0,170000",Minimal Exposure; Not Exposed,0.22,0.3499999999999999,0.29666666666666663,0.29666666666666663,0.13560563737871995,Minimal Exposure,0,False,False,False,ilo_mean_sd_crosswalk,True,True,False,False,control,0,1,excluded,0,0,excluded,0,0,excluded,0,0
