cbo_4d,source_cbo_title,source_cbo_2d_title,source_cbo_3d_title,mte_match_status,target_isco08_codes,target_isco08_titles,target_isco08_2d_codes,target_isco08_2d_titles,candidate_scores_mte_4d,candidate_scores_mte_2d,exposure_score_mte_4d,exposure_score_mte_2d,exposure_score_2d,exposure_score_4d,current_alta_exp,current_alta_exp_4d,stage2_panel_rows,stage2_admissoes,stage3_exposure_score_2d,stage3_exposure_score_4d,stage3_current_alta_exp,stage3_current_alta_exp_4d,stage3_panel_rows,stage3_admissoes,target_isco08_code_list,scored_target_isco08_code_list,missing_score_target_isco08_code_list,target_isco08_2d_code_list,n_target_isco08_4d,n_scored_target_isco08_4d,n_missing_score_target_isco08_4d,n_target_isco08_2d,target_scores_list,target_sds_list,target_score_sd_pairs_list,target_gradient_labels_list,target_gradient_numbers_list,target_isco08_titles_from_ilo,target_scores,target_sds,target_gradients,min_target_score,max_target_score,mean_target_score,isco08_mean_score,isco08_pooled_sd,cbo_ilo_gradient,cbo_ilo_gradient_number,trat_alta_expo,trat_media_expo,trat_expostos,treatment_rule_source,has_missing_target_score,mte2d_valid,mte2d_top20_treatment,baseline_mte2d_top20_treatment,role__baseline_mte2d_top20_vs_rest,treated__baseline_mte2d_top20_vs_rest,included__baseline_mte2d_top20_vs_rest,role__trat_alta_expo,treated__trat_alta_expo,included__trat_alta_expo,role__trat_media_expo,treated__trat_media_expo,included__trat_media_expo,role__trat_expostos,treated__trat_expostos,included__trat_expostos
9131,Mecânicos de manutenção de máquinas pesadas e equipamentos agrícolas,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,MECÂNICOS DE MANUTENÇÃO DE MÁQUINAS PESADAS E EQUIPAMENTOS AGRÍCOLAS,matched_official_mte,"7127, 7233, 7231, 7234",Air Conditioning and Refrigeration Mechanics; Agricultural and Industrial Machinery Mechanics and Repairers; Motor Vehicle Mechanics and Repairers; Bicycle and Related Repairers,"71, 72","Building and Related Trades Workers (excluding Electricians); Metal, Machinery and Related Trades Workers","0.210000, 0.170000, 0.180000, 0.130000","0.125000, 0.161538",0.1725,0.143269,0.14326923076923076,0.17250000000000001,0.0,0.0,54,85145,0.14326923076923076,0.17250000000000001,0.0,0.0,16395,47607,7127; 7231; 7233; 7234,7127; 7231; 7233; 7234,,71; 72,4,4,0,2,0.21; 0.18; 0.17; 0.13,"[0.11, 0.04, 0.04, 0.02]","[(0.21, 0.11), (0.18, 0.04), (0.17, 0.04), (0.13, 0.02)]",Not Exposed; Not Exposed; Not Exposed; Not Exposed,0; 0; 0; 0,Agricultural and Industrial Machinery Mechanics and Repairers; Air Conditioning and Refrigeration Mechanics; Bicycle and Related Repairers; Motor Vehicle Mechanics and Repairers,"0,130000; 0,170000; 0,180000; 0,210000","0,020000; 0,040000; 0,110000",Not Exposed,0.13,0.21,0.17250000000000001,0.17250000000000001,0.06887488656977955,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
7251,"Montadores de máquinas, aparelhos e acessórios em linhas de montagem",TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,MONTADORES DE MÁQUINAS E APARELHOS MECÂNICOS,matched_official_mte,"3122, 8211",Manufacturing Supervisors; Mechanical Machinery Assemblers,"31, 82",Science and Engineering Associate Professionals; Assemblers,"0.350000, 0.270000","0.292400, 0.290000",0.31,0.2912,0.2912,0.30999999999999994,0.0,0.0,54,84549,0.2912,0.30999999999999994,0.0,0.0,13527,65674,3122; 8211,3122; 8211,,31; 82,2,2,0,2,0.3499999999999999; 0.27,"[0.13, 0.17]","[(0.3499999999999999, 0.13), (0.27, 0.17)]",Minimal Exposure; Minimal Exposure,0; 0,Manufacturing Supervisors; Mechanical Machinery Assemblers,"0,270000; 0,350000","0,130000; 0,170000",Minimal Exposure,0.27,0.3499999999999999,0.30999999999999994,0.30999999999999994,0.15652475842498528,Minimal Exposure,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,excluded,0,0,excluded,0,0,excluded,0,0
7250,Ajustadores mecânicos polivalentes e afins,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,MONTADORES DE MÁQUINAS E APARELHOS MECÂNICOS,matched_official_mte,"7223, 7319",Metal Working Machine Tool Setters and  Operators; Handicraft Workers Not Elsewhere Classified,"72, 73","Metal, Machinery and Related Trades Workers; Handicraft and Printing Workers",0.180000,"0.161538, 0.200000",0.18,0.180769,0.1807692307692308,0.18,0.0,0.0,54,84360,0.1807692307692308,0.18,0.0,0.0,17104,66352,7223; 7319,7223,7319,72; 73,2,1,1,2,0.18,[0.05],"[(0.18, 0.05)]",Not Exposed,0,Metal Working Machine Tool Setters and  Operators,"0,180000","0,050000",Not Exposed,0.18,0.18,0.18,0.18,0.05,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,True,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
7313,Instaladores-reparadores de  linhas e equipamentos de telecomunicações,TRABALHADORES DA FABRICAÇÃO E INSTALAÇÃO ELETROELETRÔNICA,MONTADORES E INSTALADORES DE EQUIPAMENTOS ELETROELETRÔNICOS EM GERAL,matched_official_mte,7422,Information and Communications Technology Installers and Servicers,74,Electrical and Electronics Trades Workers,0.240000,0.200000,0.24,0.2,0.2,0.24,0.0,0.0,54,83704,0.2,0.24,0.0,0.0,16259,68786,7422,7422,,74,1,1,0,1,0.24,[0.14],"[(0.24, 0.14)]",Not Exposed,0,Information and Communications Technology Installers and Servicers,"0,240000","0,140000",Not Exposed,0.24,0.24,0.24,0.24,0.14,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
9112,Mecânicos de manutenção e instalação de aparelhos de  climatização e refrigeração,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,"MECÂNICOS DE MANUTENÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS, COMERCIAIS E RESIDENCIAIS",matched_official_mte,"7127, 7233",Air Conditioning and Refrigeration Mechanics; Agricultural and Industrial Machinery Mechanics and Repairers,"71, 72","Building and Related Trades Workers (excluding Electricians); Metal, Machinery and Related Trades Workers","0.210000, 0.170000","0.125000, 0.161538",0.19,0.143269,0.14326923076923076,0.19,0.0,0.0,54,83226,0.14326923076923076,0.19,0.0,0.0,16400,75867,7127; 7233,7127; 7233,,71; 72,2,2,0,2,0.21; 0.17,"[0.11, 0.04]","[(0.21, 0.11), (0.17, 0.04)]",Not Exposed; Not Exposed,0; 0,Agricultural and Industrial Machinery Mechanics and Repairers; Air Conditioning and Refrigeration Mechanics,"0,170000; 0,210000","0,040000; 0,110000",Not Exposed,0.17,0.21,0.19,0.19,0.085146931829632,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
2237,Nutricionistas,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS","PROFISSIONAIS DA MEDICINA, SAÚDE E AFINS",matched_official_mte,"2263, 2269",Environmental and Occupational Health and Hygiene Professionals; Health Professionals Not Elsewhere Classified,22,Health Professionals,"0.280000, 0.200000",0.262000,0.24,0.262,0.2620000000000001,0.24000000000000002,0.0,0.0,54,82507,0.2620000000000001,0.24000000000000002,0.0,0.0,17620,73743,2263; 2269,2263; 2269,,22,2,2,0,1,0.28; 0.2,"[0.05, 0.08]","[(0.28, 0.05), (0.2, 0.08)]",Not Exposed; Not Exposed,0; 0,Environmental and Occupational Health and Hygiene Professionals; Health Professionals Not Elsewhere Classified,"0,200000; 0,280000","0,050000; 0,080000",Not Exposed,0.2,0.28,0.24000000000000002,0.24000000000000002,0.07778174593052023,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
5171,"Bombeiros, salva-vidas e afins",TRABALHADORES DOS SERVIÇOS,TRABALHADORES NOS SERVIÇOS DE PROTEÇÃO E SEGURANÇA,matched_official_mte,"5411, 5414, 5419",Fire Fighters; Security Guards; Protective Services Workers Not Elsewhere Classified,54,Protective Services Workers,"0.180000, 0.200000, 0.200000",0.172000,0.193333,0.172,0.17200000000000001,0.19333333333333336,0.0,0.0,54,80833,0.17200000000000001,0.19333333333333336,0.0,0.0,9404,73463,5411; 5414; 5419,5411; 5414; 5419,,54,3,3,0,1,0.18; 0.2; 0.2,"[0.1, 0.09, 0.05]","[(0.18, 0.1), (0.2, 0.09), (0.2, 0.05)]",Not Exposed; Not Exposed; Not Exposed,0; 0; 0,Fire Fighters; Protective Services Workers Not Elsewhere Classified; Security Guards,"0,180000; 0,200000","0,050000; 0,090000; 0,100000",Not Exposed,0.18,0.2,0.19333333333333336,0.19333333333333336,0.08339997335464537,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
7214,Operadores de máquinas de usinagem cnc,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,TRABALHADORES DE USINAGEM DE METAIS E DE COMPÓSITOS,matched_official_mte,"3122, 7211, 7223",Manufacturing Supervisors; Metal Moulders and Coremakers; Metal Working Machine Tool Setters and  Operators,"31, 72","Science and Engineering Associate Professionals; Metal, Machinery and Related Trades Workers","0.350000, 0.130000, 0.180000","0.292400, 0.161538",0.22,0.226969,0.22696923076923076,0.21999999999999997,0.0,0.0,54,76871,0.22696923076923076,0.21999999999999997,0.0,0.0,12958,64577,3122; 7211; 7223,3122; 7211; 7223,,31; 72,3,3,0,2,0.3499999999999999; 0.13; 0.18,"[0.13, 0.01, 0.05]","[(0.3499999999999999, 0.13), (0.13, 0.01), (0.18, 0.05)]",Minimal Exposure; Not Exposed; Not Exposed,0; 0; 0,Manufacturing Supervisors; Metal Moulders and Coremakers; Metal Working Machine Tool Setters and  Operators,"0,130000; 0,180000; 0,350000","0,010000; 0,050000; 0,130000",Minimal Exposure; Not Exposed,0.13,0.3499999999999999,0.21999999999999997,0.21999999999999997,0.12396235987858033,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
7112,Trabalhadores de extração de minerais sólidos (operadores de máquinas),TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,TRABALHADORES DA EXTRAÇÃO MINERAL,matched_official_mte,"3121, 8111",Mining Supervisors; Miners and Quarriers,"31, 81",Science and Engineering Associate Professionals; Stationary Plant and Machine Operators,"0.290000, 0.170000","0.292400, 0.190400",0.23,0.2414,0.2414,0.22999999999999998,0.0,0.0,54,75870,0.2414,0.22999999999999998,0.0,0.0,15570,44981,3121; 8111,3121; 8111,,31; 81,2,2,0,2,0.29; 0.17,"[0.08, 0.11]","[(0.29, 0.08), (0.17, 0.11)]",Not Exposed; Not Exposed,0; 0,Miners and Quarriers; Mining Supervisors,"0,170000; 0,290000","0,080000; 0,110000",Not Exposed,0.17,0.29,0.22999999999999998,0.22999999999999998,0.11335784048754632,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
2515,Psicólogos e psicanalistas,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS",matched_official_mte,2634,Psychologists,26,"Legal, Social and Cultural Professionals",0.390000,0.382857,0.39,0.382857,0.3828571428571429,0.39,1.0,1.0,54,75650,0.3828571428571429,0.39,1.0,1.0,17090,64739,2634,2634,,26,1,1,0,1,0.39,[0.14],"[(0.39, 0.14)]",Exposed: Gradient 1,1,Psychologists,"0,390000","0,140000",Exposed: Gradient 1,0.39,0.39,0.39,0.39,0.14,Exposed: Gradient 1,1,False,True,True,ilo_mean_sd_crosswalk,False,True,False,True,treated,1,1,excluded,0,0,treated,1,1,treated,1,1
7663,Trabalhadores do acabamento gráfico,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",TRABALHADORES DA PRODUÇÃO GRÁFICA,matched_official_mte,7323,Print Finishing and Binding Workers,73,Handicraft and Printing Workers,0.220000,0.200000,0.22,0.2,0.2,0.22,0.0,0.0,54,73407,0.2,0.22,0.0,0.0,13454,65005,7323,7323,,73,1,1,0,1,0.22,[0.09],"[(0.22, 0.09)]",Not Exposed,0,Print Finishing and Binding Workers,"0,220000","0,090000",Not Exposed,0.22,0.22,0.22,0.22,0.09,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
8233,Operadores de instalações e equipamentos de fabricação de materiais de construção,TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO,"TRABALHADORES DE INSTALAÇÕES E EQUIPAMENTOS DE MATERIAL DE CONSTRUÇÃO, CERÂMICA E VIDRO",matched_official_mte,"8114, 8181","Cement, Stone and Other Mineral Products Machine Operators; Glass and Ceramics Plant Operators",81,Stationary Plant and Machine Operators,"0.230000, 0.170000",0.190400,0.2,0.1904,0.19039999999999999,0.19999999999999996,0.0,0.0,54,73245,0.19039999999999999,0.19999999999999996,0.0,0.0,15986,41632,8114; 8181,8114; 8181,,81,2,2,0,1,0.23; 0.1699999999999999,"[0.11, 0.06]","[(0.23, 0.11), (0.1699999999999999, 0.06)]",Not Exposed; Not Exposed,0; 0,"Cement, Stone and Other Mineral Products Machine Operators; Glass and Ceramics Plant Operators","0,170000; 0,230000","0,060000; 0,110000",Not Exposed,0.1699999999999999,0.23,0.19999999999999996,0.19999999999999996,0.09354143466934854,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
7630,Profissionais polivalentes da confecção de roupas,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",TRABALHADORES DA CONFECÇÃO DE ROUPAS,matched_official_mte,7531,"Tailors, Dressmakers, Furriers and Hatters",75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",0.150000,0.174000,0.15,0.174,0.17400000000000002,0.15,0.0,0.0,54,72383,0.17400000000000002,0.15,0.0,0.0,15415,51648,7531,7531,,75,1,1,0,1,0.15,[0.05],"[(0.15, 0.05)]",Not Exposed,0,"Tailors, Dressmakers, Furriers and Hatters","0,150000","0,050000",Not Exposed,0.15,0.15,0.15,0.15,0.05,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
3242,Técnicos de laboratórios de saúde e bancos de sangue,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",TÉCNICOS EM OPERAÇÃO DE EQUIPAMENTOS E INSTRUMENTOS DE DIAGNÓSTICO,matched_official_mte,"3141, 3212",Life Science Technicians (excluding Medical); Medical and Pathology Laboratory Technicians,"31, 32",Science and Engineering Associate Professionals; Health Associate Professionals,"0.380000, 0.310000","0.292400, 0.245882",0.345,0.269141,0.2691411764705882,0.345,0.0,0.0,54,70263,0.2691411764705882,0.345,0.0,0.0,12982,66026,3141; 3212,3141; 3212,,31; 32,2,2,0,2,0.38; 0.31,"[0.18, 0.16]","[(0.38, 0.18), (0.31, 0.16)]",Exposed: Gradient 1; Minimal Exposure,1; 0,Life Science Technicians (excluding Medical); Medical and Pathology Laboratory Technicians,"0,310000; 0,380000","0,160000; 0,180000",Exposed: Gradient 1; Minimal Exposure,0.31,0.38,0.345,0.345,0.1738533865071371,Exposed: Gradient 1,1,False,True,True,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,excluded,0,0,treated,1,1,treated,1,1
3517,Técnicos de seguros e afins,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS,matched_official_mte,3321,Insurance Representatives,33,Business and Administration Associate Professionals,0.530000,0.464583,0.53,0.464583,0.4645833333333333,0.53,1.0,1.0,54,68926,0.4645833333333333,0.53,1.0,1.0,12597,64131,3321,3321,,33,1,1,0,1,0.53,[0.12],"[(0.53, 0.12)]",Exposed: Gradient 3,3,Insurance Representatives,"0,530000","0,120000",Exposed: Gradient 3,0.53,0.53,0.53,0.53,0.12,Exposed: Gradient 3,3,True,False,True,ilo_mean_sd_crosswalk,False,True,True,True,treated,1,1,treated,1,1,excluded,0,0,treated,1,1
2142,Engenheiros civis e afins,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA","ENGENHEIROS, ARQUITETOS E AFINS",matched_official_mte,2142,Civil Engineers,21,Science and Engineering Professionals,0.300000,0.385417,0.3,0.385417,0.3854166666666667,0.3,1.0,0.0,54,68696,0.3854166666666667,0.3,1.0,0.0,16346,60958,2142,2142,,21,1,1,0,1,0.3,[0.06],"[(0.3, 0.06)]",Not Exposed,0,Civil Engineers,"0,300000","0,060000",Not Exposed,0.3,0.3,0.3,0.3,0.06,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,True,True,treated,1,1,control,0,1,control,0,1,control,0,1
2332,Instrutores de ensino profissional,PROFISSIONAIS DO ENSINO,PROFESSORES E INSTRUTORES DO ENSINO PROFISSIONAL,matched_official_mte,"2320, 2330",Vocational Education Teachers; Secondary Education Teachers,23,Teaching Professionals,"0.350000, 0.300000",0.333333,0.325,0.333333,0.3333333333333333,0.32499999999999996,0.0,0.0,54,68564,0.3333333333333333,0.32499999999999996,0.0,0.0,18061,62126,2320; 2330,2320; 2330,,23,2,2,0,1,0.35; 0.3,"[0.12, 0.07]","[(0.35, 0.12), (0.3, 0.07)]",Minimal Exposure; Not Exposed,0; 0,Secondary Education Teachers; Vocational Education Teachers,"0,300000; 0,350000","0,070000; 0,120000",Minimal Exposure; Not Exposed,0.3,0.35,0.32499999999999996,0.32499999999999996,0.10136567466356645,Minimal Exposure,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,excluded,0,0,excluded,0,0,excluded,0,0
6201,Supervisores na exploração agropecuária,TRABALHADORES NA EXPLORAÇÃO AGROPECUÁRIA,SUPERVISORES NA EXPLORAÇÃO AGROPECUÁRIA,matched_official_mte,6130,Mixed Crop and Animal Producers,61,Market-oriented Skilled Agricultural Workers,0.190000,0.185556,0.19,0.185556,0.18555555555555556,0.19,0.0,0.0,54,66638,0.18555555555555556,0.19,0.0,0.0,11090,25167,6130,6130,,61,1,1,0,1,0.19,[0.11],"[(0.19, 0.11)]",Not Exposed,0,Mixed Crop and Animal Producers,"0,190000","0,110000",Not Exposed,0.19,0.19,0.19,0.19,0.11,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
8421,Cigarreiros e beneficiadores de fumo,"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO",OPERADORES NA PREPARAÇÃO DE FUMO E NA FABRICAÇÃO DE CHARUTOS E CIGARROS,matched_official_mte,"7516, 3122, 8160",Tobacco Preparers and Tobacco Products Makers; Manufacturing Supervisors; Food and Related Products Machine Operators,"75, 31, 81","Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers; Science and Engineering Associate Professionals; Stationary Plant and Machine Operators","0.140000, 0.350000, 0.150000","0.174000, 0.292400, 0.190400",0.213333,0.218933,0.21893333333333334,0.2133333333333333,0.0,0.0,54,65305,0.21893333333333334,0.2133333333333333,0.0,0.0,1352,54296,3122; 7516; 8160,3122; 7516; 8160,,31; 75; 81,3,3,0,3,0.3499999999999999; 0.14; 0.15,"[0.13, 0.06, 0.03]","[(0.3499999999999999, 0.13), (0.14, 0.06), (0.15, 0.03)]",Minimal Exposure; Not Exposed; Not Exposed,0; 0; 0,Food and Related Products Machine Operators; Manufacturing Supervisors; Tobacco Preparers and Tobacco Products Makers,"0,140000; 0,150000; 0,350000","0,030000; 0,060000; 0,130000",Minimal Exposure; Not Exposed,0.14,0.3499999999999999,0.2133333333333333,0.2133333333333333,0.12840906856172146,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
2346,Professores nas áreas de língua e literatura do ensino superior,PROFISSIONAIS DO ENSINO,PROFESSORES DO ENSINO SUPERIOR,matched_official_mte,"2310, 2320",University and Higher Education Teachers; Vocational Education Teachers,23,Teaching Professionals,"0.370000, 0.350000",0.333333,0.36,0.333333,0.3333333333333333,0.36,0.0,1.0,54,65275,0.3333333333333333,0.36,0.0,1.0,17342,58601,2310; 2320,2310; 2320,,23,2,2,0,1,0.37; 0.35,"[0.12, 0.12]","[(0.37, 0.12), (0.35, 0.12)]",Minimal Exposure; Minimal Exposure,0; 0,University and Higher Education Teachers; Vocational Education Teachers,"0,350000; 0,370000","0,120000",Minimal Exposure,0.35,0.37,0.36,0.36,0.12041594578792295,Minimal Exposure,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,excluded,0,0,excluded,0,0,excluded,0,0
7523,Ceramistas (preparação e fabricação),"JOALHEIROS, VIDREIROS, CERAMISTAS E AFINS","VIDREIROS, CERAMISTAS E AFINS",matched_official_mte,7314,Potters and Related Workers,73,Handicraft and Printing Workers,0.180000,0.200000,0.18,0.2,0.2,0.18,0.0,0.0,54,64709,0.2,0.18,0.0,0.0,5019,32295,7314,7314,,73,1,1,0,1,0.18,[0.07],"[(0.18, 0.07)]",Not Exposed,0,Potters and Related Workers,"0,180000","0,070000",Not Exposed,0.18,0.18,0.18,0.18,0.07,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
7222,Trabalhadores de fundição de metais puros e de ligas metálicas,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,TRABALHADORES DE CONFORMAÇÃO DE METAIS E DE COMPÓSITOS,matched_official_mte,"3135, 8121",Metal Production Process Controllers; Metal Processing Plant Operators,"31, 81",Science and Engineering Associate Professionals; Stationary Plant and Machine Operators,"0.310000, 0.260000","0.292400, 0.190400",0.285,0.2414,0.2414,0.28500000000000003,0.0,0.0,54,63773,0.2414,0.28500000000000003,0.0,0.0,10001,48220,3135; 8121,3135; 8121,,31; 81,2,2,0,2,0.31; 0.26,"[0.13, 0.1]","[(0.31, 0.13), (0.26, 0.1)]",Minimal Exposure; Not Exposed,0; 0,Metal Processing Plant Operators; Metal Production Process Controllers,"0,260000; 0,310000","0,100000; 0,130000",Minimal Exposure; Not Exposed,0.26,0.31,0.28500000000000003,0.28500000000000003,0.11863810517704672,Minimal Exposure,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,excluded,0,0,excluded,0,0,excluded,0,0
7642,Operadores de máquinas de costurar e montar calçados,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",TRABALHADORES DA CONFECÇÃO DE CALÇADOS,matched_official_mte,"3122, 8156",Manufacturing Supervisors; Shoemaking and Related Machine Operators,"31, 81",Science and Engineering Associate Professionals; Stationary Plant and Machine Operators,"0.350000, 0.160000","0.292400, 0.190400",0.255,0.2414,0.2414,0.25499999999999995,0.0,0.0,54,63727,0.2414,0.25499999999999995,0.0,0.0,3163,42017,3122; 8156,3122; 8156,,31; 81,2,2,0,2,0.3499999999999999; 0.16,"[0.13, 0.02]","[(0.3499999999999999, 0.13), (0.16, 0.02)]",Minimal Exposure; Not Exposed,0; 0,Manufacturing Supervisors; Shoemaking and Related Machine Operators,"0,160000; 0,350000","0,020000; 0,130000",Minimal Exposure; Not Exposed,0.16,0.3499999999999999,0.25499999999999995,0.25499999999999995,0.13294735800308327,Not Exposed,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,control,0,1,control,0,1,control,0,1
3515,"Técnicos em secretariado, taquígrafos e estenotipistas",TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS,matched_official_mte,"3341, 3342, 3344, 4120, 4131",Office Supervisors; Legal Secretaries; Medical Secretaries; Secretaries (general); Typists and Word Processing Operators,"33, 41",Business and Administration Associate Professionals; General and Keyboard Clerks,"0.430000, 0.550000, 0.530000, 0.580000, 0.650000","0.464583, 0.632500",0.548,0.548542,0.5485416666666667,0.5479999999999999,1.0,1.0,54,63664,0.5485416666666667,0.5479999999999999,1.0,1.0,16108,51121,3341; 3342; 3344; 4120; 4131,3341; 3342; 3344; 4120; 4131,,33; 41,5,5,0,2,0.43; 0.55; 0.53; 0.58; 0.65,"[0.11, 0.13, 0.11, 0.1, 0.05]","[(0.43, 0.11), (0.55, 0.13), (0.53, 0.11), (0.58, 0.1), (0.65, 0.05)]",Exposed: Gradient 2; Exposed: Gradient 3; Exposed: Gradient 3; Exposed: Gradient 3; Exposed: Gradient 4,2; 3; 3; 3; 4,Legal Secretaries; Medical Secretaries; Office Supervisors; Secretaries (general); Typists and Word Processing Operators,"0,430000; 0,530000; 0,550000; 0,580000; 0,650000","0,050000; 0,100000; 0,110000; 0,130000",Exposed: Gradient 2; Exposed: Gradient 3; Exposed: Gradient 4,0.43,0.65,0.5479999999999999,0.5479999999999999,0.12592060990957757,Exposed: Gradient 3,3,True,False,True,ilo_mean_sd_crosswalk,False,True,True,True,treated,1,1,treated,1,1,excluded,0,0,treated,1,1
3123,Técnicos em geomática,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS","TÉCNICOS EM CONSTRUÇÃO CIVIL, DE EDIFICAÇÕES E OBRAS DE INFRAESTRUTURA",matched_official_mte,"3112, 2165",Civil Engineering Technicians; Cartographers and Surveyors,"31, 21",Science and Engineering Associate Professionals; Science and Engineering Professionals,"0.280000, 0.440000","0.292400, 0.385417",0.36,0.338908,0.33890833333333337,0.36,0.0,1.0,54,63630,0.33890833333333337,0.36,0.0,1.0,14761,50885,2165; 3112,2165; 3112,,21; 31,2,2,0,2,0.44; 0.28,"[0.12, 0.07]","[(0.44, 0.12), (0.28, 0.07)]",Exposed: Gradient 2; Not Exposed,2; 0,Cartographers and Surveyors; Civil Engineering Technicians,"0,280000; 0,440000","0,070000; 0,120000",Exposed: Gradient 2; Not Exposed,0.28,0.44,0.36,0.36,0.12668859459319926,Minimal Exposure,0,False,False,False,ilo_mean_sd_crosswalk,False,True,False,False,control,0,1,excluded,0,0,excluded,0,0,excluded,0,0
