subclasse,secao,divisao,periodo_num,treated_cbo_families,control_cbo_families,has_treated_control_coexistence
2110600,C,21,202405,11,26,true
2110600,C,21,202406,11,21,true
2110600,C,21,202407,7,22,true
2110600,C,21,202408,10,22,true
2110600,C,21,202409,5,21,true
2110600,C,21,202410,14,19,true
2110600,C,21,202411,10,20,true
2110600,C,21,202412,11,22,true
2110600,C,21,202501,9,17,true
2110600,C,21,202502,12,19,true
2110600,C,21,202503,7,13,true
2110600,C,21,202504,10,16,true
2110600,C,21,202505,12,15,true
2110600,C,21,202506,9,20,true
2110600,C,21,202507,11,17,true
2110600,C,21,202508,10,23,true
2110600,C,21,202509,15,20,true
2110600,C,21,202510,10,19,true
2110600,C,21,202511,8,21,true
2110600,C,21,202512,7,13,true
2110600,C,21,202601,11,18,true
2110600,C,21,202602,10,18,true
2110600,C,21,202603,8,21,true
2110600,C,21,202604,11,19,true
2110600,C,21,202605,10,18,true
2121101,C,21,202101,34,39,true
2121101,C,21,202102,35,49,true
2121101,C,21,202103,35,44,true
2121101,C,21,202104,33,44,true
2121101,C,21,202105,32,44,true
2121101,C,21,202106,34,50,true
2121101,C,21,202107,34,42,true
2121101,C,21,202108,32,51,true
2121101,C,21,202109,29,46,true
2121101,C,21,202110,35,46,true
2121101,C,21,202111,34,42,true
2121101,C,21,202112,37,46,true
2121101,C,21,202201,32,44,true
2121101,C,21,202202,36,51,true
2121101,C,21,202203,38,53,true
2121101,C,21,202204,31,50,true
2121101,C,21,202205,36,43,true
2121101,C,21,202206,36,50,true
2121101,C,21,202207,28,42,true
2121101,C,21,202208,34,47,true
2121101,C,21,202209,34,47,true
2121101,C,21,202210,33,42,true
2121101,C,21,202211,34,40,true
2121101,C,21,202212,29,39,true
2121101,C,21,202301,34,41,true
2121101,C,21,202302,38,44,true
2121101,C,21,202303,30,43,true
2121101,C,21,202304,35,40,true
2121101,C,21,202305,30,44,true
2121101,C,21,202306,34,45,true
2121101,C,21,202307,30,46,true
2121101,C,21,202308,37,45,true
2121101,C,21,202309,34,45,true
2121101,C,21,202310,33,44,true
2121101,C,21,202311,35,45,true
2121101,C,21,202312,31,42,true
2121101,C,21,202401,32,42,true
2121101,C,21,202402,31,37,true
2121101,C,21,202403,33,44,true
2121101,C,21,202404,34,44,true
2121101,C,21,202405,34,43,true
2121101,C,21,202406,33,46,true
2121101,C,21,202407,33,41,true
2121101,C,21,202408,30,46,true
2121101,C,21,202409,33,47,true
2121101,C,21,202410,35,50,true
2121101,C,21,202411,34,45,true
2121101,C,21,202412,34,44,true
2121101,C,21,202501,30,47,true
2121101,C,21,202502,33,42,true
2121101,C,21,202503,36,41,true
2121101,C,21,202504,36,46,true
2121101,C,21,202505,31,42,true
2121101,C,21,202506,32,48,true
2121101,C,21,202507,34,49,true
2121101,C,21,202508,28,52,true
2121101,C,21,202509,34,50,true
2121101,C,21,202510,32,50,true
2121101,C,21,202511,32,48,true
2121101,C,21,202512,31,42,true
2121101,C,21,202601,34,45,true
2121101,C,21,202602,33,46,true
2121101,C,21,202603,31,52,true
2121101,C,21,202604,35,51,true
2121101,C,21,202605,32,48,true
2121102,C,21,202101,3,2,true
2121102,C,21,202102,4,3,true
2121102,C,21,202103,2,3,true
2121102,C,21,202104,3,3,true
2121102,C,21,202105,3,2,true
2121102,C,21,202106,1,4,true
2121102,C,21,202107,2,4,true
2121102,C,21,202108,4,3,true
2121102,C,21,202109,2,3,true
2121102,C,21,202110,3,1,true
2121102,C,21,202111,1,4,true
2121102,C,21,202112,2,2,true
2121102,C,21,202201,2,3,true
2121102,C,21,202202,1,2,true
2121102,C,21,202203,3,3,true
2121102,C,21,202204,3,2,true
2121102,C,21,202205,3,3,true
2121102,C,21,202206,5,5,true
2121102,C,21,202207,2,2,true
2121102,C,21,202208,4,3,true
2121102,C,21,202209,1,3,true
2121102,C,21,202210,2,2,true
2121102,C,21,202211,3,0,false
2121102,C,21,202212,1,4,true
2121102,C,21,202301,4,1,true
2121102,C,21,202302,0,2,false
2121102,C,21,202303,3,0,false
2121102,C,21,202304,1,2,true
2121102,C,21,202305,3,1,true
2121102,C,21,202306,2,3,true
2121102,C,21,202307,2,3,true
2121102,C,21,202308,2,4,true
2121102,C,21,202309,3,2,true
2121102,C,21,202310,3,2,true
2121102,C,21,202311,2,4,true
2121102,C,21,202312,0,0,false
2121102,C,21,202401,2,1,true
2121102,C,21,202402,5,2,true
2121102,C,21,202403,3,3,true
2121102,C,21,202404,5,1,true
2121102,C,21,202405,2,4,true
2121102,C,21,202406,3,1,true
2121102,C,21,202407,2,1,true
2121102,C,21,202408,1,0,false
2121102,C,21,202409,1,3,true
2121102,C,21,202410,3,3,true
2121102,C,21,202411,3,3,true
2121102,C,21,202412,2,1,true
2121102,C,21,202501,4,2,true
2121102,C,21,202502,0,3,false
2121102,C,21,202503,3,2,true
2121102,C,21,202504,2,4,true
2121102,C,21,202505,3,2,true
2121102,C,21,202506,2,5,true
2121102,C,21,202507,2,1,true
2121102,C,21,202508,2,3,true
2121102,C,21,202509,3,4,true
2121102,C,21,202510,4,5,true
2121102,C,21,202511,3,4,true
2121102,C,21,202512,2,2,true
2121102,C,21,202601,0,4,false
2121102,C,21,202602,5,3,true
2121102,C,21,202603,2,4,true
2121102,C,21,202604,4,4,true
2121102,C,21,202605,2,5,true
2121103,C,21,202101,6,7,true
2121103,C,21,202102,4,7,true
2121103,C,21,202103,4,4,true
2121103,C,21,202104,4,8,true
2121103,C,21,202105,5,9,true
2121103,C,21,202106,5,10,true
2121103,C,21,202107,4,7,true
2121103,C,21,202108,3,6,true
2121103,C,21,202109,4,7,true
2121103,C,21,202110,4,10,true
2121103,C,21,202111,2,10,true
2121103,C,21,202112,7,4,true
2121103,C,21,202201,4,9,true
2121103,C,21,202202,6,6,true
2121103,C,21,202203,3,9,true
2121103,C,21,202204,4,10,true
2121103,C,21,202205,4,7,true
2121103,C,21,202206,5,6,true
2121103,C,21,202207,5,9,true
2121103,C,21,202208,1,7,true
2121103,C,21,202209,3,7,true
2121103,C,21,202210,3,7,true
2121103,C,21,202211,2,6,true
2121103,C,21,202212,3,6,true
2121103,C,21,202301,3,8,true
2121103,C,21,202302,2,3,true
2121103,C,21,202303,4,6,true
2121103,C,21,202304,1,5,true
2121103,C,21,202305,5,7,true
2121103,C,21,202306,3,6,true
2121103,C,21,202307,2,7,true
2121103,C,21,202308,6,9,true
2121103,C,21,202309,3,8,true
2121103,C,21,202310,2,5,true
2121103,C,21,202311,1,8,true
2121103,C,21,202312,2,4,true
2121103,C,21,202401,8,5,true
2121103,C,21,202402,3,8,true
2121103,C,21,202403,4,10,true
2121103,C,21,202404,2,7,true
2121103,C,21,202405,3,7,true
2121103,C,21,202406,4,8,true
2121103,C,21,202407,5,7,true
2121103,C,21,202408,3,8,true
2121103,C,21,202409,7,8,true
2121103,C,21,202410,2,11,true
2121103,C,21,202411,1,7,true
2121103,C,21,202412,5,7,true
2121103,C,21,202501,4,10,true
2121103,C,21,202502,4,13,true
2121103,C,21,202503,8,12,true
2121103,C,21,202504,8,8,true
2121103,C,21,202505,6,10,true
2121103,C,21,202506,4,10,true
2121103,C,21,202507,2,7,true
2121103,C,21,202508,6,12,true
2121103,C,21,202509,2,11,true
2121103,C,21,202510,4,8,true
2121103,C,21,202511,1,4,true
2121103,C,21,202512,2,5,true
2121103,C,21,202601,3,6,true
2121103,C,21,202602,7,7,true
2121103,C,21,202603,5,9,true
2121103,C,21,202604,5,9,true
2121103,C,21,202605,5,6,true
2122000,C,21,202101,20,23,true
2122000,C,21,202102,24,20,true
2122000,C,21,202103,17,22,true
2122000,C,21,202104,21,27,true
2122000,C,21,202105,18,23,true
2122000,C,21,202106,19,21,true
2122000,C,21,202107,20,25,true
2122000,C,21,202108,21,21,true
2122000,C,21,202109,17,27,true
2122000,C,21,202110,22,26,true
2122000,C,21,202111,21,18,true
2122000,C,21,202112,17,24,true
2122000,C,21,202201,20,15,true
2122000,C,21,202202,15,24,true
2122000,C,21,202203,22,21,true
2122000,C,21,202204,20,20,true
2122000,C,21,202205,20,27,true
2122000,C,21,202206,17,24,true
2122000,C,21,202207,20,26,true
2122000,C,21,202208,17,27,true
2122000,C,21,202209,16,26,true
2122000,C,21,202210,15,20,true
2122000,C,21,202211,17,23,true
2122000,C,21,202212,18,23,true
2122000,C,21,202301,17,27,true
2122000,C,21,202302,23,25,true
2122000,C,21,202303,16,27,true
2122000,C,21,202304,19,25,true
2122000,C,21,202305,20,24,true
2122000,C,21,202306,24,22,true
2122000,C,21,202307,16,20,true
2122000,C,21,202308,19,28,true
2122000,C,21,202309,19,24,true
2122000,C,21,202310,16,21,true
2122000,C,21,202311,16,24,true
2122000,C,21,202312,15,21,true
2122000,C,21,202401,19,21,true
2122000,C,21,202402,20,19,true
2122000,C,21,202403,20,28,true
2122000,C,21,202404,19,35,true
2122000,C,21,202405,18,25,true
2122000,C,21,202406,18,27,true
2122000,C,21,202407,19,26,true
2122000,C,21,202408,16,26,true
2122000,C,21,202409,16,22,true
2122000,C,21,202410,23,27,true
2122000,C,21,202411,21,26,true
2122000,C,21,202412,17,22,true
2122000,C,21,202501,18,22,true
2122000,C,21,202502,25,31,true
2122000,C,21,202503,14,24,true
2122000,C,21,202504,17,23,true
2122000,C,21,202505,16,27,true
2122000,C,21,202506,20,24,true
2122000,C,21,202507,14,30,true
2122000,C,21,202508,16,26,true
2122000,C,21,202509,18,25,true
2122000,C,21,202510,18,28,true
2122000,C,21,202511,20,26,true
2122000,C,21,202512,17,24,true
2122000,C,21,202601,15,25,true
2122000,C,21,202602,15,22,true
2122000,C,21,202603,21,24,true
2122000,C,21,202604,20,26,true
2122000,C,21,202605,19,28,true
2123800,C,21,202101,12,12,true
2123800,C,21,202102,12,12,true
2123800,C,21,202103,13,13,true
2123800,C,21,202104,12,10,true
2123800,C,21,202105,14,8,true
2123800,C,21,202106,8,5,true
2123800,C,21,202107,13,9,true
2123800,C,21,202108,13,14,true
2123800,C,21,202109,8,6,true
2123800,C,21,202110,8,10,true
2123800,C,21,202111,10,11,true
2123800,C,21,202112,9,10,true
2123800,C,21,202201,11,8,true
2123800,C,21,202202,7,10,true
2123800,C,21,202203,11,11,true
2123800,C,21,202204,11,11,true
2123800,C,21,202205,11,10,true
2123800,C,21,202206,15,9,true
2123800,C,21,202207,12,7,true
2123800,C,21,202208,9,11,true
2123800,C,21,202209,14,9,true
2123800,C,21,202210,11,9,true
2123800,C,21,202211,12,10,true
2123800,C,21,202212,7,8,true
2123800,C,21,202301,11,9,true
2123800,C,21,202302,9,11,true
2123800,C,21,202303,8,11,true
2123800,C,21,202304,11,13,true
2123800,C,21,202305,13,12,true
2123800,C,21,202306,12,15,true
2123800,C,21,202307,11,11,true
2123800,C,21,202308,13,12,true
2123800,C,21,202309,13,10,true
2123800,C,21,202310,8,12,true
2123800,C,21,202311,9,10,true
2123800,C,21,202312,12,12,true
2123800,C,21,202401,11,11,true
2123800,C,21,202402,13,8,true
2123800,C,21,202403,10,10,true
2123800,C,21,202404,12,7,true
2123800,C,21,202405,10,12,true
2123800,C,21,202406,9,9,true
2123800,C,21,202407,16,13,true
2123800,C,21,202408,11,12,true
2123800,C,21,202409,9,11,true
2123800,C,21,202410,11,8,true
2123800,C,21,202411,8,9,true
2123800,C,21,202412,9,5,true
2123800,C,21,202501,9,15,true
2123800,C,21,202502,12,9,true
2123800,C,21,202503,11,10,true
2123800,C,21,202504,13,11,true
2123800,C,21,202505,9,6,true
2123800,C,21,202506,9,12,true
2123800,C,21,202507,8,9,true
2123800,C,21,202508,14,9,true
2123800,C,21,202509,7,13,true
2123800,C,21,202510,12,10,true
2123800,C,21,202511,9,12,true
2123800,C,21,202512,8,14,true
2123800,C,21,202601,9,11,true
2123800,C,21,202602,10,9,true
2123800,C,21,202603,14,9,true
2123800,C,21,202604,13,10,true
2123800,C,21,202605,12,7,true
2211100,C,22,202101,15,30,true
2211100,C,22,202102,14,31,true
2211100,C,22,202103,15,26,true
2211100,C,22,202104,16,27,true
2211100,C,22,202105,16,26,true
2211100,C,22,202106,11,26,true
2211100,C,22,202107,17,26,true
2211100,C,22,202108,16,30,true
2211100,C,22,202109,16,21,true
2211100,C,22,202110,12,26,true
2211100,C,22,202111,15,18,true
2211100,C,22,202112,14,25,true
2211100,C,22,202201,10,27,true
2211100,C,22,202202,15,30,true
2211100,C,22,202203,20,29,true
2211100,C,22,202204,16,25,true
2211100,C,22,202205,13,25,true
2211100,C,22,202206,13,28,true
2211100,C,22,202207,13,28,true
2211100,C,22,202208,14,29,true
2211100,C,22,202209,16,27,true
2211100,C,22,202210,14,26,true
2211100,C,22,202211,14,24,true
2211100,C,22,202212,7,24,true
2211100,C,22,202301,14,29,true
2211100,C,22,202302,12,26,true
2211100,C,22,202303,13,29,true
2211100,C,22,202304,14,22,true
2211100,C,22,202305,13,29,true
2211100,C,22,202306,15,32,true
2211100,C,22,202307,17,28,true
2211100,C,22,202308,13,33,true
2211100,C,22,202309,11,30,true
2211100,C,22,202310,11,27,true
2211100,C,22,202311,15,26,true
2211100,C,22,202312,15,27,true
2211100,C,22,202401,15,28,true
2211100,C,22,202402,12,27,true
2211100,C,22,202403,14,31,true
2211100,C,22,202404,15,32,true
2211100,C,22,202405,16,31,true
2211100,C,22,202406,16,30,true
2211100,C,22,202407,13,29,true
2211100,C,22,202408,18,31,true
2211100,C,22,202409,15,35,true
2211100,C,22,202410,13,25,true
2211100,C,22,202411,13,25,true
2211100,C,22,202412,13,28,true
2211100,C,22,202501,14,36,true
2211100,C,22,202502,13,30,true
2211100,C,22,202503,15,36,true
2211100,C,22,202504,14,26,true
2211100,C,22,202505,17,28,true
2211100,C,22,202506,21,36,true
2211100,C,22,202507,14,35,true
2211100,C,22,202508,18,30,true
2211100,C,22,202509,17,35,true
2211100,C,22,202510,16,34,true
2211100,C,22,202511,14,33,true
2211100,C,22,202512,15,30,true
2211100,C,22,202601,14,30,true
2211100,C,22,202602,11,35,true
2211100,C,22,202603,14,33,true
2211100,C,22,202604,15,32,true
2211100,C,22,202605,14,32,true
2212900,C,22,202101,19,32,true
2212900,C,22,202102,15,34,true
2212900,C,22,202103,20,32,true
2212900,C,22,202104,19,35,true
2212900,C,22,202105,15,38,true
2212900,C,22,202106,18,31,true
2212900,C,22,202107,15,35,true
2212900,C,22,202108,15,34,true
2212900,C,22,202109,18,33,true
2212900,C,22,202110,18,32,true
2212900,C,22,202111,21,37,true
2212900,C,22,202112,15,31,true
2212900,C,22,202201,20,36,true
2212900,C,22,202202,18,27,true
2212900,C,22,202203,16,33,true
2212900,C,22,202204,16,30,true
2212900,C,22,202205,16,32,true
2212900,C,22,202206,18,31,true
2212900,C,22,202207,20,28,true
2212900,C,22,202208,16,31,true
2212900,C,22,202209,17,29,true
2212900,C,22,202210,16,31,true
2212900,C,22,202211,21,32,true
2212900,C,22,202212,14,31,true
2212900,C,22,202301,18,31,true
2212900,C,22,202302,17,30,true
2212900,C,22,202303,15,36,true
2212900,C,22,202304,17,27,true
2212900,C,22,202305,20,27,true
2212900,C,22,202306,16,22,true
2212900,C,22,202307,18,29,true
2212900,C,22,202308,17,28,true
2212900,C,22,202309,19,25,true
2212900,C,22,202310,14,29,true
2212900,C,22,202311,15,27,true
2212900,C,22,202312,18,26,true
2212900,C,22,202401,18,32,true
2212900,C,22,202402,21,24,true
2212900,C,22,202403,19,29,true
2212900,C,22,202404,19,30,true
2212900,C,22,202405,21,35,true
2212900,C,22,202406,14,29,true
2212900,C,22,202407,15,29,true
2212900,C,22,202408,18,32,true
2212900,C,22,202409,16,28,true
2212900,C,22,202410,19,27,true
2212900,C,22,202411,14,21,true
2212900,C,22,202412,14,23,true
2212900,C,22,202501,14,34,true
2212900,C,22,202502,19,29,true
2212900,C,22,202503,17,36,true
2212900,C,22,202504,18,25,true
2212900,C,22,202505,17,28,true
2212900,C,22,202506,16,25,true
2212900,C,22,202507,17,29,true
2212900,C,22,202508,17,33,true
2212900,C,22,202509,16,29,true
2212900,C,22,202510,16,28,true
2212900,C,22,202511,14,22,true
2212900,C,22,202512,17,34,true
2212900,C,22,202601,16,34,true
2212900,C,22,202602,17,28,true
2212900,C,22,202603,18,32,true
2212900,C,22,202604,15,25,true
2212900,C,22,202605,15,24,true
2219600,C,22,202101,25,71,true
2219600,C,22,202102,31,69,true
2219600,C,22,202103,30,71,true
2219600,C,22,202104,23,75,true
2219600,C,22,202105,25,72,true
2219600,C,22,202106,26,75,true
2219600,C,22,202107,28,75,true
2219600,C,22,202108,27,73,true
2219600,C,22,202109,28,70,true
2219600,C,22,202110,28,68,true
2219600,C,22,202111,22,73,true
2219600,C,22,202112,25,63,true
2219600,C,22,202201,26,72,true
2219600,C,22,202202,27,70,true
2219600,C,22,202203,26,67,true
2219600,C,22,202204,32,66,true
2219600,C,22,202205,28,59,true
2219600,C,22,202206,28,73,true
2219600,C,22,202207,30,77,true
2219600,C,22,202208,26,66,true
2219600,C,22,202209,27,70,true
2219600,C,22,202210,26,73,true
2219600,C,22,202211,26,65,true
2219600,C,22,202212,22,57,true
2219600,C,22,202301,25,75,true
2219600,C,22,202302,30,66,true
2219600,C,22,202303,26,68,true
2219600,C,22,202304,22,62,true
2219600,C,22,202305,25,69,true
2219600,C,22,202306,26,71,true
2219600,C,22,202307,24,69,true
2219600,C,22,202308,21,66,true
2219600,C,22,202309,22,67,true
2219600,C,22,202310,20,64,true
2219600,C,22,202311,28,59,true
2219600,C,22,202312,23,56,true
2219600,C,22,202401,23,63,true
2219600,C,22,202402,23,66,true
2219600,C,22,202403,26,70,true
2219600,C,22,202404,24,66,true
2219600,C,22,202405,23,68,true
2219600,C,22,202406,24,66,true
2219600,C,22,202407,24,67,true
2219600,C,22,202408,20,67,true
2219600,C,22,202409,21,68,true
2219600,C,22,202410,24,66,true
2219600,C,22,202411,26,63,true
2219600,C,22,202412,23,51,true
2219600,C,22,202501,24,66,true
2219600,C,22,202502,30,69,true
2219600,C,22,202503,24,71,true
2219600,C,22,202504,26,73,true
2219600,C,22,202505,30,71,true
2219600,C,22,202506,22,72,true
2219600,C,22,202507,25,63,true
2219600,C,22,202508,26,66,true
2219600,C,22,202509,23,70,true
2219600,C,22,202510,22,70,true
2219600,C,22,202511,23,64,true
2219600,C,22,202512,22,62,true
2219600,C,22,202601,26,66,true
2219600,C,22,202602,27,72,true
2219600,C,22,202603,29,75,true
2219600,C,22,202604,24,64,true
2219600,C,22,202605,26,66,true
2221800,C,22,202101,17,50,true
2221800,C,22,202102,14,55,true
2221800,C,22,202103,20,49,true
2221800,C,22,202104,21,47,true
2221800,C,22,202105,17,50,true
2221800,C,22,202106,17,44,true
2221800,C,22,202107,16,55,true
2221800,C,22,202108,17,53,true
2221800,C,22,202109,18,54,true
2221800,C,22,202110,14,51,true
2221800,C,22,202111,17,50,true
2221800,C,22,202112,19,47,true
2221800,C,22,202201,18,50,true
2221800,C,22,202202,15,58,true
2221800,C,22,202203,21,56,true
2221800,C,22,202204,15,48,true
2221800,C,22,202205,17,50,true
2221800,C,22,202206,15,54,true
2221800,C,22,202207,21,59,true
2221800,C,22,202208,16,55,true
2221800,C,22,202209,20,55,true
2221800,C,22,202210,21,45,true
2221800,C,22,202211,17,56,true
2221800,C,22,202212,16,36,true
2221800,C,22,202301,14,49,true
2221800,C,22,202302,20,62,true
2221800,C,22,202303,21,55,true
2221800,C,22,202304,20,45,true
2221800,C,22,202305,18,51,true
2221800,C,22,202306,18,52,true
2221800,C,22,202307,16,53,true
2221800,C,22,202308,20,59,true
2221800,C,22,202309,21,49,true
2221800,C,22,202310,18,56,true
2221800,C,22,202311,16,50,true
2221800,C,22,202312,19,47,true
2221800,C,22,202401,19,57,true
2221800,C,22,202402,23,55,true
2221800,C,22,202403,20,56,true
2221800,C,22,202404,20,54,true
2221800,C,22,202405,19,57,true
2221800,C,22,202406,16,55,true
2221800,C,22,202407,20,60,true
2221800,C,22,202408,22,57,true
2221800,C,22,202409,21,55,true
2221800,C,22,202410,26,59,true
2221800,C,22,202411,21,50,true
2221800,C,22,202412,18,50,true
2221800,C,22,202501,19,53,true
2221800,C,22,202502,18,60,true
2221800,C,22,202503,23,62,true
2221800,C,22,202504,22,62,true
2221800,C,22,202505,20,60,true
2221800,C,22,202506,21,57,true
2221800,C,22,202507,20,58,true
2221800,C,22,202508,25,61,true
2221800,C,22,202509,24,54,true
2221800,C,22,202510,24,60,true
2221800,C,22,202511,14,51,true
2221800,C,22,202512,17,49,true
2221800,C,22,202601,21,56,true
2221800,C,22,202602,19,55,true
2221800,C,22,202603,26,56,true
2221800,C,22,202604,22,59,true
2221800,C,22,202605,21,55,true
2222600,C,22,202101,37,86,true
2222600,C,22,202102,33,94,true
2222600,C,22,202103,37,95,true
2222600,C,22,202104,37,87,true
2222600,C,22,202105,36,84,true
2222600,C,22,202106,41,83,true
2222600,C,22,202107,40,97,true
2222600,C,22,202108,39,90,true
2222600,C,22,202109,39,88,true
2222600,C,22,202110,36,89,true
2222600,C,22,202111,35,79,true
2222600,C,22,202112,31,81,true
2222600,C,22,202201,34,88,true
2222600,C,22,202202,37,86,true
2222600,C,22,202203,41,95,true
2222600,C,22,202204,40,88,true
2222600,C,22,202205,33,83,true
2222600,C,22,202206,38,84,true
2222600,C,22,202207,36,83,true
2222600,C,22,202208,41,91,true
2222600,C,22,202209,37,79,true
2222600,C,22,202210,33,86,true
2222600,C,22,202211,37,79,true
2222600,C,22,202212,38,77,true
2222600,C,22,202301,38,94,true
2222600,C,22,202302,34,91,true
2222600,C,22,202303,37,87,true
2222600,C,22,202304,37,90,true
2222600,C,22,202305,38,77,true
2222600,C,22,202306,34,85,true
2222600,C,22,202307,29,90,true
2222600,C,22,202308,35,97,true
2222600,C,22,202309,33,85,true
2222600,C,22,202310,36,90,true
2222600,C,22,202311,33,84,true
2222600,C,22,202312,33,81,true
2222600,C,22,202401,39,82,true
2222600,C,22,202402,38,87,true
2222600,C,22,202403,34,93,true
2222600,C,22,202404,40,92,true
2222600,C,22,202405,38,87,true
2222600,C,22,202406,37,85,true
2222600,C,22,202407,38,80,true
2222600,C,22,202408,33,89,true
2222600,C,22,202409,37,90,true
2222600,C,22,202410,40,82,true
2222600,C,22,202411,37,90,true
2222600,C,22,202412,38,76,true
2222600,C,22,202501,37,85,true
2222600,C,22,202502,36,88,true
2222600,C,22,202503,33,87,true
2222600,C,22,202504,38,80,true
2222600,C,22,202505,39,85,true
2222600,C,22,202506,37,89,true
2222600,C,22,202507,35,91,true
2222600,C,22,202508,39,89,true
2222600,C,22,202509,37,88,true
2222600,C,22,202510,36,88,true
2222600,C,22,202511,34,85,true
2222600,C,22,202512,37,83,true
2222600,C,22,202601,34,89,true
2222600,C,22,202602,39,96,true
2222600,C,22,202603,40,91,true
2222600,C,22,202604,36,92,true
2222600,C,22,202605,40,87,true
2223400,C,22,202101,12,31,true
2223400,C,22,202102,14,46,true
2223400,C,22,202103,14,36,true
2223400,C,22,202104,12,32,true
2223400,C,22,202105,15,39,true
2223400,C,22,202106,16,32,true
2223400,C,22,202107,14,29,true
2223400,C,22,202108,16,34,true
2223400,C,22,202109,15,37,true
2223400,C,22,202110,9,35,true
2223400,C,22,202111,13,40,true
2223400,C,22,202112,13,35,true
2223400,C,22,202201,15,31,true
2223400,C,22,202202,17,33,true
2223400,C,22,202203,14,37,true
2223400,C,22,202204,15,34,true
2223400,C,22,202205,16,32,true
2223400,C,22,202206,17,34,true
2223400,C,22,202207,14,29,true
2223400,C,22,202208,15,24,true
2223400,C,22,202209,16,34,true
2223400,C,22,202210,16,29,true
2223400,C,22,202211,15,39,true
2223400,C,22,202212,13,29,true
2223400,C,22,202301,22,36,true
2223400,C,22,202302,21,37,true
2223400,C,22,202303,21,34,true
2223400,C,22,202304,20,37,true
2223400,C,22,202305,21,38,true
2223400,C,22,202306,17,29,true
2223400,C,22,202307,15,25,true
2223400,C,22,202308,20,30,true
2223400,C,22,202309,14,32,true
2223400,C,22,202310,18,30,true
2223400,C,22,202311,16,33,true
2223400,C,22,202312,14,30,true
2223400,C,22,202401,16,33,true
2223400,C,22,202402,15,44,true
2223400,C,22,202403,16,36,true
2223400,C,22,202404,16,33,true
2223400,C,22,202405,17,42,true
2223400,C,22,202406,18,37,true
2223400,C,22,202407,14,38,true
2223400,C,22,202408,16,40,true
2223400,C,22,202409,17,39,true
2223400,C,22,202410,20,40,true
2223400,C,22,202411,15,39,true
2223400,C,22,202412,15,31,true
2223400,C,22,202501,18,41,true
2223400,C,22,202502,13,40,true
2223400,C,22,202503,20,36,true
2223400,C,22,202504,17,38,true
2223400,C,22,202505,20,37,true
2223400,C,22,202506,18,39,true
2223400,C,22,202507,19,36,true
2223400,C,22,202508,19,37,true
2223400,C,22,202509,16,43,true
2223400,C,22,202510,20,37,true
2223400,C,22,202511,15,38,true
2223400,C,22,202512,12,34,true
2223400,C,22,202601,15,32,true
2223400,C,22,202602,17,41,true
2223400,C,22,202603,16,42,true
2223400,C,22,202604,18,37,true
2223400,C,22,202605,20,34,true
2229301,C,22,202101,25,63,true
2229301,C,22,202102,27,62,true
2229301,C,22,202103,26,63,true
2229301,C,22,202104,28,50,true
2229301,C,22,202105,25,61,true
2229301,C,22,202106,26,51,true
2229301,C,22,202107,26,53,true
2229301,C,22,202108,26,53,true
2229301,C,22,202109,25,61,true
2229301,C,22,202110,27,60,true
2229301,C,22,202111,27,59,true
2229301,C,22,202112,27,52,true
2229301,C,22,202201,29,57,true
2229301,C,22,202202,27,60,true
2229301,C,22,202203,30,49,true
2229301,C,22,202204,23,53,true
2229301,C,22,202205,27,54,true
2229301,C,22,202206,26,58,true
2229301,C,22,202207,25,59,true
2229301,C,22,202208,31,58,true
2229301,C,22,202209,22,57,true
2229301,C,22,202210,27,60,true
2229301,C,22,202211,27,57,true
2229301,C,22,202212,25,50,true
2229301,C,22,202301,32,59,true
2229301,C,22,202302,21,55,true
2229301,C,22,202303,31,62,true
2229301,C,22,202304,23,57,true
2229301,C,22,202305,28,63,true
2229301,C,22,202306,28,64,true
2229301,C,22,202307,26,65,true
2229301,C,22,202308,26,57,true
2229301,C,22,202309,22,58,true
2229301,C,22,202310,27,59,true
2229301,C,22,202311,28,55,true
2229301,C,22,202312,27,56,true
2229301,C,22,202401,24,63,true
2229301,C,22,202402,26,59,true
2229301,C,22,202403,27,59,true
2229301,C,22,202404,26,58,true
2229301,C,22,202405,26,53,true
2229301,C,22,202406,26,57,true
2229301,C,22,202407,29,60,true
2229301,C,22,202408,26,59,true
2229301,C,22,202409,30,54,true
2229301,C,22,202410,21,59,true
2229301,C,22,202411,27,51,true
2229301,C,22,202412,21,47,true
2229301,C,22,202501,22,49,true
2229301,C,22,202502,26,68,true
2229301,C,22,202503,26,58,true
2229301,C,22,202504,29,61,true
2229301,C,22,202505,25,56,true
2229301,C,22,202506,29,53,true
2229301,C,22,202507,29,57,true
2229301,C,22,202508,28,57,true
2229301,C,22,202509,27,55,true
2229301,C,22,202510,28,58,true
2229301,C,22,202511,26,53,true
2229301,C,22,202512,22,42,true
2229301,C,22,202601,22,57,true
2229301,C,22,202602,26,61,true
2229301,C,22,202603,29,61,true
2229301,C,22,202604,27,52,true
2229301,C,22,202605,25,55,true
2229302,C,22,202101,26,72,true
2229302,C,22,202102,27,82,true
2229302,C,22,202103,31,80,true
2229302,C,22,202104,25,76,true
2229302,C,22,202105,27,71,true
2229302,C,22,202106,30,72,true
2229302,C,22,202107,26,75,true
2229302,C,22,202108,28,74,true
2229302,C,22,202109,30,76,true
2229302,C,22,202110,25,76,true
2229302,C,22,202111,25,70,true
2229302,C,22,202112,27,68,true
2229302,C,22,202201,27,82,true
2229302,C,22,202202,30,75,true
2229302,C,22,202203,28,75,true
