model_id,outcome,term,estimator,coefficient,standard_error,ci_low,ci_high,cluster_df,cluster_counts,minimum_clusters,n_obs,input_cells,complete_case_cells,cells_dropped,cells_dropped_missing,cells_dropped_estimator,separation_dropped,converged,formula,fixed_effects,cluster_variables,controls,effect_percent,dimension,dimension_kind,group_id,group_label,result_status,error,nominal_p_value,declared_ddd_terms,absorbed_lower_terms,full_formula_contract,bh_adjusted_p_value,family_id,family_size,multiplicity_method,nominal_significant_005,bh_significant_005,support_status,target_treated_cbo_with_flows,target_control_cbo_with_flows,ddd_pretrend_status,group_pretrend_pretrend_status,group_mde_80_power,ddd_mde_80_power,group_pretrend_n_obs,ddd_n_obs
age_canaries__age_41_49__admissoes,admissoes,post_treat_group,ppml,0.0840960337151365,0.0236327412107555,0.0376112415509812,0.1305808258792918,340,"{""cbo_4d"": 341}",341,44098,44098,44098,0,0,0,0,True,admissoes ~ post_treat_group + post_treat + post_group + treat_group | cbo_4d + periodo + subgroup,cbo_4d + periodo + subgroup,cbo_4d,post_treat + post_group + treat_group,8.773334786766384,age_canaries,micro,age_41_49,Age 41-49,estimated,,0.0004260623688518,"[""post_treat_group"", ""post_treat"", ""post_group"", ""treat_group""]",,admissoes ~ post_treat_group + post_treat + post_group + treat_group | cbo_4d + periodo + subgroup,0.0042606236885189,A,100,Benjamini-Hochberg,True,True,adequate,75,266,fail,fail,0.11250823686495,0.0663996232117775,15935,31870
age_canaries__age_41_49__desligamentos,desligamentos,post_treat_group,ppml,0.0698602881404631,0.0245125595905647,0.0216449233710013,0.118075652909925,340,"{""cbo_4d"": 341}",341,44098,44098,44098,0,0,0,0,True,desligamentos ~ post_treat_group + post_treat + post_group + treat_group | cbo_4d + periodo + subgroup,cbo_4d + periodo + subgroup,cbo_4d,post_treat + post_group + treat_group,7.235834960871763,age_canaries,micro,age_41_49,Age 41-49,estimated,,0.0046388692323102,"[""post_treat_group"", ""post_treat"", ""post_group"", ""treat_group""]",,desligamentos ~ post_treat_group + post_treat + post_group + treat_group | cbo_4d + periodo + subgroup,0.0272874660724133,A,100,Benjamini-Hochberg,True,True,adequate,75,266,fail,fail,0.0828967667694742,0.0688716008970213,15935,31870
age_canaries__age_41_49__n_movimentacoes,n_movimentacoes,post_treat_group,ppml,0.0775704258993593,0.023502593999984,0.031341628839179,0.1237992229595397,340,"{""cbo_4d"": 341}",341,44098,44098,44098,0,0,0,0,True,n_movimentacoes ~ post_treat_group + post_treat + post_group + treat_group | cbo_4d + periodo + subgroup,cbo_4d + periodo + subgroup,cbo_4d,post_treat + post_group + treat_group,8.065833611391525,age_canaries,micro,age_41_49,Age 41-49,estimated,,0.0010674535793997,"[""post_treat_group"", ""post_treat"", ""post_group"", ""treat_group""]",,n_movimentacoes ~ post_treat_group + post_treat + post_group + treat_group | cbo_4d + periodo + subgroup,0.0088954464949978,A,100,Benjamini-Hochberg,True,True,adequate,75,266,fail,fail,0.0942242733798915,0.0660339556965187,15935,31870
age_canaries__age_41_49__ln_salario_real_adm,ln_salario_real_adm,post_treat_group,ols,0.0010361950804198,0.0076181654666836,-0.0139484753491689,0.0160208655100085,340,"{""cbo_4d"": 341}",341,43624,44098,43624,474,474,0,0,True,ln_salario_real_adm ~ post_treat_group + post_treat + post_group + treat_group | cbo_4d + periodo + subgroup,cbo_4d + periodo + subgroup,cbo_4d,post_treat + post_group + treat_group,,age_canaries,micro,age_41_49,Age 41-49,estimated,,0.8918888495007153,"[""post_treat_group"", ""post_treat"", ""post_group"", ""treat_group""]",,ln_salario_real_adm ~ post_treat_group + post_treat + post_group + treat_group | cbo_4d + periodo + subgroup,0.9248946125721356,A,100,Benjamini-Hochberg,False,False,adequate,75,266,warning,warning,0.0382698543526879,0.0214043437467403,15646,31536
age_canaries__age_41_49__asinh_saldo,asinh_saldo,post_treat_group,ols,0.3007381493158996,0.2457038916278451,-0.1825529862484519,0.784029284880251,340,"{""cbo_4d"": 341}",341,44098,44098,44098,0,0,0,0,True,asinh_saldo ~ post_treat_group + post_treat + post_group + treat_group | cbo_4d + periodo + subgroup,cbo_4d + periodo + subgroup,cbo_4d,post_treat + post_group + treat_group,,age_canaries,micro,age_41_49,Age 41-49,estimated,,0.2218049577525671,"[""post_treat_group"", ""post_treat"", ""post_group"", ""treat_group""]",,asinh_saldo ~ post_treat_group + post_treat + post_group + treat_group | cbo_4d + periodo + subgroup,0.4184999202878626,A,100,Benjamini-Hochberg,False,False,adequate,75,266,fail,fail,0.7140271854626833,0.6903408149001092,15935,31870
age_canaries__age_50_plus__admissoes,admissoes,post_treat_group,ppml,0.0663304934144376,0.0532793070015347,-0.0384680777936029,0.1711290646224781,340,"{""cbo_4d"": 341}",341,44098,44098,44098,0,0,0,0,True,admissoes ~ post_treat_group + post_treat + post_group + treat_group | cbo_4d + periodo + subgroup,cbo_4d + periodo + subgroup,cbo_4d,post_treat + post_group + treat_group,6.857981740658108,age_canaries,micro,age_50_plus,Age 50+,estimated,,0.2140046223064529,"[""post_treat_group"", ""post_treat"", ""post_group"", ""treat_group""]",,admissoes ~ post_treat_group + post_treat + post_group + treat_group | cbo_4d + periodo + subgroup,0.418206372494911,A,100,Benjamini-Hochberg,False,False,adequate,75,266,fail,fail,0.1663930624343364,0.1496959611387134,15935,31870
age_canaries__age_50_plus__desligamentos,desligamentos,post_treat_group,ppml,0.0068875104501657,0.0376518538984399,-0.0671723959930005,0.0809474168933321,340,"{""cbo_4d"": 341}",341,44098,44098,44098,0,0,0,0,True,desligamentos ~ post_treat_group + post_treat + post_group + treat_group | cbo_4d + periodo + subgroup,cbo_4d + periodo + subgroup,cbo_4d,post_treat + post_group + treat_group,0.6911283898884131,age_canaries,micro,age_50_plus,Age 50+,estimated,,0.8549649561457047,"[""post_treat_group"", ""post_treat"", ""post_group"", ""treat_group""]",,desligamentos ~ post_treat_group + post_treat + post_group + treat_group | cbo_4d + periodo + subgroup,0.919317157145919,A,100,Benjamini-Hochberg,False,False,adequate,75,266,fail,fail,0.0993778447805055,0.1057883590306274,15935,31870
age_canaries__age_50_plus__n_movimentacoes,n_movimentacoes,post_treat_group,ppml,0.0357035059856041,0.0430063938834516,-0.0488885971298909,0.1202956091010993,340,"{""cbo_4d"": 341}",341,44098,44098,44098,0,0,0,0,True,n_movimentacoes ~ post_treat_group + post_treat + post_group + treat_group | cbo_4d + periodo + subgroup,cbo_4d + periodo + subgroup,cbo_4d,post_treat + post_group + treat_group,3.634852979848197,age_canaries,micro,age_50_plus,Age 50+,estimated,,0.4070135419248681,"[""post_treat_group"", ""post_treat"", ""post_group"", ""treat_group""]",,n_movimentacoes ~ post_treat_group + post_treat + post_group + treat_group | cbo_4d + periodo + subgroup,0.581447917035526,A,100,Benjamini-Hochberg,False,False,adequate,75,266,fail,fail,0.1264989749925043,0.1208327177999506,15935,31870
age_canaries__age_50_plus__ln_salario_real_adm,ln_salario_real_adm,post_treat_group,ols,0.0135892135962647,0.0103233486609443,-0.006716459480869,0.0338948866733984,340,"{""cbo_4d"": 341}",341,43199,44098,43199,899,899,0,0,True,ln_salario_real_adm ~ post_treat_group + post_treat + post_group + treat_group | cbo_4d + periodo + subgroup,cbo_4d + periodo + subgroup,cbo_4d,post_treat + post_group + treat_group,,age_canaries,micro,age_50_plus,Age 50+,estimated,,0.1889409061310503,"[""post_treat_group"", ""post_treat"", ""post_group"", ""treat_group""]",,ln_salario_real_adm ~ post_treat_group + post_treat + post_group + treat_group | cbo_4d + periodo + subgroup,0.3936268877730214,A,100,Benjamini-Hochberg,False,False,adequate,75,266,fail,fail,0.0305411298295458,0.0290049493309962,15318,31210
age_canaries__age_50_plus__asinh_saldo,asinh_saldo,post_treat_group,ols,1.2055683761986065,0.3570903479701507,0.5031838977673108,1.9079528546299025,340,"{""cbo_4d"": 341}",341,44098,44098,44098,0,0,0,0,True,asinh_saldo ~ post_treat_group + post_treat + post_group + treat_group | cbo_4d + periodo + subgroup,cbo_4d + periodo + subgroup,cbo_4d,post_treat + post_group + treat_group,,age_canaries,micro,age_50_plus,Age 50+,estimated,,0.0008203327935281,"[""post_treat_group"", ""post_treat"", ""post_group"", ""treat_group""]",,asinh_saldo ~ post_treat_group + post_treat + post_group + treat_group | cbo_4d + periodo + subgroup,0.0074575708502555,A,100,Benjamini-Hochberg,True,True,adequate,75,266,fail,fail,0.4846066068013711,1.003297262316298,15935,31870
