outcome,outcome_label,t,is_reference,is_pre,n_obs,n_cbo,coef,se,p_value,ci_low,ci_high,coefficient_status
asinh_saldo,Saldo líquido (asinh),20,False,False,18307,341,-4.016071830515735,0.9046443905265258,1.2210089562314508e-05,-5.789174835947725,-2.242968825083744,estimated
asinh_saldo,Saldo líquido (asinh),21,False,False,18307,341,-3.1818968688369873,0.832093381292284,0.00015619316743209488,-4.812799896169864,-1.5509938415041107,estimated
asinh_saldo,Saldo líquido (asinh),22,False,False,18307,341,-2.5980592060996077,0.8421253242018961,0.0022015369551757757,-4.2486248415353245,-0.9474935706638914,estimated
asinh_saldo,Saldo líquido (asinh),23,False,False,18307,341,-1.5454937530678492,0.7989980985998679,0.053906993143932436,-3.1115300263235905,0.020542520187891933,estimated
asinh_saldo,Saldo líquido (asinh),24,False,False,18307,341,-3.4317591841347106,0.7604219983972794,8.820419901134358e-06,-4.922186300993378,-1.941332067276043,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,-12,False,True,18299,340,-0.12575418269802716,0.04825402034026172,0.009562368018595668,-0.22033206256494015,-0.03117630283111418,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,-11,False,True,18299,340,-0.16709989744343634,0.06184651172453439,0.00724229689107414,-0.28831906042352373,-0.045880734463348935,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,-10,False,True,18299,340,-0.20140130042039336,0.064133108791398,0.0018358057428997654,-0.3271021936515334,-0.0757004071892533,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,-9,False,True,18299,340,-0.14274413117070733,0.05544750294271497,0.010465264880362923,-0.25142123693842866,-0.03406702540298599,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,-8,False,True,18299,340,-0.10914126378972508,0.053530531495684756,0.04223937446730086,-0.2140611055212672,-0.004221422058182961,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,-7,False,True,18299,340,-0.26237616170998485,0.05709827132165643,6.108163231655084e-06,-0.37428877350043144,-0.15046354991953825,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,-6,False,True,18299,340,-0.25812511745579525,0.0609880701559545,2.980450834688675e-05,-0.37766173496146604,-0.13858849995012446,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,-5,False,True,18299,340,-0.17292403097293366,0.05598359567903029,0.0021754640236539835,-0.282651878503833,-0.0631961834420343,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,-4,False,True,18299,340,-0.12864540229945068,0.08325986480966356,0.12325335278355998,-0.29183473732639126,0.0345439327274899,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,-3,False,True,18299,340,-0.15712105721339062,0.06873774762901556,0.02288235005208894,-0.29184704256626115,-0.022395071860520116,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,-2,False,True,18299,340,-0.10524127077160735,0.05661676643354667,0.06391683830127826,-0.21621013298135883,0.005727591438144122,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,-1,True,False,18299,340,0.0,0.0,,0.0,0.0,reference
saldo_per_pre_adm,Saldo líquido / admissões pré,0,False,False,18299,340,0.0018038538036252772,0.07132564926635575,0.9798382159862686,-0.137994418758432,0.14160212636568253,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,1,False,False,18299,340,-0.15694638168915276,0.05482479019881588,0.004461838935470697,-0.2644029704788319,-0.04948979289947364,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,2,False,False,18299,340,-0.26261264632301223,0.061841036915263554,2.806865707660755e-05,-0.38382107867692883,-0.14140421396909567,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,3,False,False,18299,340,-0.2035379942592792,0.06118960854843841,0.0009763638113342576,-0.3234696270142185,-0.08360636150433992,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,4,False,False,18299,340,-0.1575495359418395,0.06216881995988514,0.011719368684621978,-0.2794004230632144,-0.035698648820464654,estimated
saldo_per_pre_adm,Saldo líquido / admissões pré,5,False,False,18299,340,-0.16844948871104762,0.0669739941582202,0.012360261208316237,-0.29971851726115917,-0.03718046016093604,estimated
