model_id,outcome,term,estimator,coefficient_python,standard_error_python,ci_low,ci_high,p_value,cluster_df,cluster_counts,minimum_clusters_python,n_obs_python,input_cells,complete_case_cells,cells_dropped,cells_dropped_missing,cells_dropped_estimator,separation_dropped,converged,formula,fixed_effects,cluster_variables,controls,effect_percent,cut,falsification,false_event_period,sample_start,sample_end,true_post_rows,lower_order_included,lower_order_absorbed,real_treatment_coefficient_estimated,event_time,reference_event_time_python,status_python,position,coefficient_r,standard_error_r,n_obs_r,minimum_clusters_r,reference_event_time_r,status_r,_merge,coefficient_absolute_difference,standard_error_absolute_difference,same_n_obs,same_minimum_clusters,same_reference_event_time,same_status,comparison_pass
spatial_pretrend__within_sample__asinh_saldo,asinh_saldo,"C(event_time, contr.treatment(base=-1))[-11]:pretrend_treated_high",,-0.2781532266802495,0.0496348285012368,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-11.0,-1.0,estimated,12.0,-0.278153226680434,0.0496348285719002,1533998,657,-1.0,estimated,both,1.8451906669270102e-13,7.066339874350902e-11,True,True,True,True,True
spatial_pretrend__within_sample__asinh_saldo,asinh_saldo,"C(event_time, contr.treatment(base=-1))[-10]:pretrend_treated_high",,-0.2237634693085726,0.0496263532338986,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-10.0,-1.0,estimated,13.0,-0.223763469308709,0.0496263532356144,1533998,657,-1.0,estimated,both,1.3639089857520048e-13,1.715801112300852e-12,True,True,True,True,True
spatial_pretrend__within_sample__asinh_saldo,asinh_saldo,"C(event_time, contr.treatment(base=-1))[-9]:pretrend_treated_high",,-0.1238026671034433,0.0506964964322775,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-9.0,-1.0,estimated,14.0,-0.123802667103539,0.0506964963749203,1533998,657,-1.0,estimated,both,9.57012247226885e-14,5.735720232102892e-11,True,True,True,True,True
spatial_pretrend__within_sample__asinh_saldo,asinh_saldo,"C(event_time, contr.treatment(base=-1))[-8]:pretrend_treated_high",,-0.0847587649009586,0.0488339607672354,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-8.0,-1.0,estimated,15.0,-0.0847587649010743,0.0488339608340675,1533998,657,-1.0,estimated,both,1.1569911695374913e-13,6.683209541336055e-11,True,True,True,True,True
spatial_pretrend__within_sample__asinh_saldo,asinh_saldo,"C(event_time, contr.treatment(base=-1))[-7]:pretrend_treated_high",,-0.1176827637493858,0.0503678093551423,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-7.0,-1.0,estimated,16.0,-0.117682763749499,0.0503678094452104,1533998,657,-1.0,estimated,both,1.1320111514834252e-13,9.006810575140634e-11,True,True,True,True,True
spatial_pretrend__within_sample__asinh_saldo,asinh_saldo,"C(event_time, contr.treatment(base=-1))[-6]:pretrend_treated_high",,-0.1121114299188977,0.0485893551595792,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-6.0,-1.0,estimated,17.0,-0.112111429919047,0.0485893551536708,1533998,657,-1.0,estimated,both,1.4929724123646793e-13,5.908398770237966e-12,True,True,True,True,True
spatial_pretrend__within_sample__asinh_saldo,asinh_saldo,"C(event_time, contr.treatment(base=-1))[-5]:pretrend_treated_high",,-0.0811625225123373,0.0488008061930651,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-5.0,-1.0,estimated,18.0,-0.0811625225124447,0.0488008062560742,1533998,657,-1.0,estimated,both,1.0740019984467608e-13,6.300909793921505e-11,True,True,True,True,True
spatial_pretrend__within_sample__asinh_saldo,asinh_saldo,"C(event_time, contr.treatment(base=-1))[-4]:pretrend_treated_high",,-0.0677122775781546,0.0491803760056598,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-4.0,-1.0,estimated,19.0,-0.0677122775782767,0.0491803760251695,1533998,657,-1.0,estimated,both,1.221106549209594e-13,1.950970635045124e-11,True,True,True,True,True
spatial_pretrend__within_sample__asinh_saldo,asinh_saldo,"C(event_time, contr.treatment(base=-1))[-3]:pretrend_treated_high",,-0.1023799593341077,0.0476453931699167,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-3.0,-1.0,estimated,20.0,-0.102379959334204,0.0476453932041088,1533998,657,-1.0,estimated,both,9.629796959842452e-14,3.419210053978716e-11,True,True,True,True,True
spatial_pretrend__within_sample__asinh_saldo,asinh_saldo,"C(event_time, contr.treatment(base=-1))[-2]:pretrend_treated_high",,-0.1333536066142753,0.0462531712213041,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-2.0,-1.0,estimated,21.0,-0.13335360661441,0.0462531712833286,1533998,657,-1.0,estimated,both,1.3469780846264712e-13,6.202449664982623e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_admissoes,ln_admissoes,"C(event_time, contr.treatment(base=-1))[-23]:pretrend_treated_high",,-0.0514805469667496,0.0152254482722854,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-23.0,-1.0,estimated,0.0,-0.0514805469667652,0.0152254482547332,1533998,657,-1.0,estimated,both,1.559863349598345e-14,1.7552199277348635e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_admissoes,ln_admissoes,"C(event_time, contr.treatment(base=-1))[-22]:pretrend_treated_high",,-0.0444126959962581,0.0157898685504387,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-22.0,-1.0,estimated,1.0,-0.0444126959962773,0.0157898685395524,1533998,657,-1.0,estimated,both,1.91999194321113e-14,1.0886298806855876e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_admissoes,ln_admissoes,"C(event_time, contr.treatment(base=-1))[-21]:pretrend_treated_high",,-0.0474634240831084,0.0155395583550779,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-21.0,-1.0,estimated,2.0,-0.0474634240831389,0.0155395583247738,1533998,657,-1.0,estimated,both,3.0503377601576176e-14,3.0304099507549864e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_admissoes,ln_admissoes,"C(event_time, contr.treatment(base=-1))[-20]:pretrend_treated_high",,-0.0444011548983018,0.0153440861805062,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-20.0,-1.0,estimated,3.0,-0.0444011548983199,0.0153440861699491,1533998,657,-1.0,estimated,both,1.810357419529396e-14,1.0557100332819758e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_admissoes,ln_admissoes,"C(event_time, contr.treatment(base=-1))[-19]:pretrend_treated_high",,-0.023743837599765,0.0150566779501446,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-19.0,-1.0,estimated,4.0,-0.0237438375997777,0.0150566779799393,1533998,657,-1.0,estimated,both,1.2701645291102182e-14,2.979470142827623e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_admissoes,ln_admissoes,"C(event_time, contr.treatment(base=-1))[-18]:pretrend_treated_high",,-0.0022852222127965,0.014833689011624,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-18.0,-1.0,estimated,5.0,-0.0022852222128178,0.0148336890026246,1533998,657,-1.0,estimated,both,2.1299802199781226e-14,8.99939844867248e-12,True,True,True,True,True
spatial_pretrend__within_sample__ln_admissoes,ln_admissoes,"C(event_time, contr.treatment(base=-1))[-17]:pretrend_treated_high",,-0.0085147607240509,0.0147793210664526,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-17.0,-1.0,estimated,6.0,-0.0085147607240779,0.0147793210599015,1533998,657,-1.0,estimated,both,2.6999236180103026e-14,6.551099940299565e-12,True,True,True,True,True
spatial_pretrend__within_sample__ln_admissoes,ln_admissoes,"C(event_time, contr.treatment(base=-1))[-16]:pretrend_treated_high",,-0.012499057763295,0.0143340302888019,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-16.0,-1.0,estimated,7.0,-0.0124990577633191,0.0143340302736202,1533998,657,-1.0,estimated,both,2.410051325174578e-14,1.5181699647426328e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_admissoes,ln_admissoes,"C(event_time, contr.treatment(base=-1))[-15]:pretrend_treated_high",,0.0130492271983853,0.0144308017097994,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-15.0,-1.0,estimated,8.0,0.0130492271983618,0.0144308017411861,1533998,657,-1.0,estimated,both,2.3500298929057806e-14,3.138670053026704e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_admissoes,ln_admissoes,"C(event_time, contr.treatment(base=-1))[-14]:pretrend_treated_high",,0.008660453062817,0.0140451288020553,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-14.0,-1.0,estimated,9.0,0.0086604530627988,0.0140451288289191,1533998,657,-1.0,estimated,both,1.820071870994866e-14,2.6863801114163088e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_admissoes,ln_admissoes,"C(event_time, contr.treatment(base=-1))[-13]:pretrend_treated_high",,0.0064552317150067,0.0141651813279468,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-13.0,-1.0,estimated,10.0,0.0064552317149845,0.0141651813849253,1533998,657,-1.0,estimated,both,2.220012368381319e-14,5.697850004315885e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_admissoes,ln_admissoes,"C(event_time, contr.treatment(base=-1))[-12]:pretrend_treated_high",,-0.0120359019236854,0.0146403188242217,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-12.0,-1.0,estimated,11.0,-0.0120359019237047,0.0146403188330375,1533998,657,-1.0,estimated,both,1.929879867024198e-14,8.815798785422047e-12,True,True,True,True,True
spatial_pretrend__within_sample__ln_admissoes,ln_admissoes,"C(event_time, contr.treatment(base=-1))[-11]:pretrend_treated_high",,-0.0320519241726708,0.0138555250873364,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-11.0,-1.0,estimated,12.0,-0.0320519241727014,0.0138555250861191,1533998,657,-1.0,estimated,both,3.060052211623088e-14,1.217300565903301e-12,True,True,True,True,True
spatial_pretrend__within_sample__ln_admissoes,ln_admissoes,"C(event_time, contr.treatment(base=-1))[-10]:pretrend_treated_high",,-0.034245397923178,0.0138045102858078,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-10.0,-1.0,estimated,13.0,-0.0342453979232076,0.0138045102815575,1533998,657,-1.0,estimated,both,2.959438250016433e-14,4.25029976491853e-12,True,True,True,True,True
spatial_pretrend__within_sample__ln_admissoes,ln_admissoes,"C(event_time, contr.treatment(base=-1))[-9]:pretrend_treated_high",,-0.0053474151775067,0.0139398812886748,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-9.0,-1.0,estimated,14.0,-0.005347415177533,0.0139398812737167,1533998,657,-1.0,estimated,both,2.6300142619284372e-14,1.495810073026682e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_admissoes,ln_admissoes,"C(event_time, contr.treatment(base=-1))[-8]:pretrend_treated_high",,-0.0038412627814308,0.0139870068119418,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-8.0,-1.0,estimated,15.0,-0.0038412627814537,0.0139870068306934,1533998,657,-1.0,estimated,both,2.290008460636983e-14,1.875159923170333e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_admissoes,ln_admissoes,"C(event_time, contr.treatment(base=-1))[-7]:pretrend_treated_high",,-0.0135514870742352,0.0138146346654015,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-7.0,-1.0,estimated,16.0,-0.0135514870742571,0.013814634686678,1533998,657,-1.0,estimated,both,2.1899149160731213e-14,2.127649965932843e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_admissoes,ln_admissoes,"C(event_time, contr.treatment(base=-1))[-6]:pretrend_treated_high",,-0.0043548688338019,0.0137127689625996,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-6.0,-1.0,estimated,17.0,-0.0043548688338286,0.013712768974623,1533998,657,-1.0,estimated,both,2.6699996380497026e-14,1.2023401371741294e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_admissoes,ln_admissoes,"C(event_time, contr.treatment(base=-1))[-5]:pretrend_treated_high",,0.0063074435741645,0.0135652685791514,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-5.0,-1.0,estimated,18.0,0.0063074435741448,0.0135652686053842,1533998,657,-1.0,estimated,both,1.970038715493061e-14,2.6232798919223477e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_admissoes,ln_admissoes,"C(event_time, contr.treatment(base=-1))[-4]:pretrend_treated_high",,0.0070610231886093,0.0128849128103183,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-4.0,-1.0,estimated,19.0,0.0070610231885861,0.0128849128282338,1533998,657,-1.0,estimated,both,2.319932440597583e-14,1.7915498945475505e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_admissoes,ln_admissoes,"C(event_time, contr.treatment(base=-1))[-3]:pretrend_treated_high",,0.006721805629871,0.0138183555383413,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-3.0,-1.0,estimated,20.0,0.0067218056298532,0.0138183555681134,1533998,657,-1.0,estimated,both,1.7799997586998018e-14,2.9772099716107725e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_admissoes,ln_admissoes,"C(event_time, contr.treatment(base=-1))[-2]:pretrend_treated_high",,-0.0233449829662628,0.0133369475312401,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-2.0,-1.0,estimated,21.0,-0.0233449829662895,0.0133369475683759,1533998,657,-1.0,estimated,both,2.6700863742235015e-14,3.713579964370606e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_desligamentos,ln_desligamentos,"C(event_time, contr.treatment(base=-1))[-23]:pretrend_treated_high",,-0.0177782628355357,0.0140074979932413,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-23.0,-1.0,estimated,0.0,-0.0177782628355308,0.014007498027712,1533998,657,-1.0,estimated,both,4.898859096158503e-15,3.4470698864752514e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_desligamentos,ln_desligamentos,"C(event_time, contr.treatment(base=-1))[-22]:pretrend_treated_high",,0.0015409686480896,0.0135200620487178,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-22.0,-1.0,estimated,1.0,0.0015409686480935,0.0135200620617236,1533998,657,-1.0,estimated,both,3.9000920548648566e-15,1.3005799562315623e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_desligamentos,ln_desligamentos,"C(event_time, contr.treatment(base=-1))[-21]:pretrend_treated_high",,0.0037975903578316,0.0134803408515171,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-21.0,-1.0,estimated,2.0,0.0037975903578313,0.0134803408744486,1533998,657,-1.0,estimated,both,2.9967348047499343e-16,2.293150044851977e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_desligamentos,ln_desligamentos,"C(event_time, contr.treatment(base=-1))[-20]:pretrend_treated_high",,-0.0056418060298575,0.0136781345418942,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-20.0,-1.0,estimated,3.0,-0.0056418060298561,0.0136781345714957,1533998,657,-1.0,estimated,both,1.3999218451132833e-15,2.960150007058626e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_desligamentos,ln_desligamentos,"C(event_time, contr.treatment(base=-1))[-19]:pretrend_treated_high",,-0.0043472055484472,0.0134828728782573,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-19.0,-1.0,estimated,4.0,-0.0043472055484478,0.0134828728642757,1533998,657,-1.0,estimated,both,6.002143226879753e-16,1.3981600599510813e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_desligamentos,ln_desligamentos,"C(event_time, contr.treatment(base=-1))[-18]:pretrend_treated_high",,-0.0077607582403835,0.0135771206160384,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-18.0,-1.0,estimated,5.0,-0.0077607582403832,0.0135771206433438,1533998,657,-1.0,estimated,both,3.0010716134398763e-16,2.7305399261101648e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_desligamentos,ln_desligamentos,"C(event_time, contr.treatment(base=-1))[-17]:pretrend_treated_high",,-0.0051168548584882,0.0142033631233353,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-17.0,-1.0,estimated,6.0,-0.0051168548584869,0.0142033631571652,1533998,657,-1.0,estimated,both,1.300175245244617e-15,3.3829898951620585e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_desligamentos,ln_desligamentos,"C(event_time, contr.treatment(base=-1))[-16]:pretrend_treated_high",,-0.0067863802776485,0.0131862997551393,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-16.0,-1.0,estimated,7.0,-0.0067863802776453,0.0131862997780825,1533998,657,-1.0,estimated,both,3.200564813177209e-15,2.2943199423641758e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_desligamentos,ln_desligamentos,"C(event_time, contr.treatment(base=-1))[-15]:pretrend_treated_high",,0.0013416503720305,0.0132512027239966,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-15.0,-1.0,estimated,8.0,0.0013416503720375,0.0132512027213778,1533998,657,-1.0,estimated,both,7.000042906435411e-15,2.618801009379723e-12,True,True,True,True,True
spatial_pretrend__within_sample__ln_desligamentos,ln_desligamentos,"C(event_time, contr.treatment(base=-1))[-14]:pretrend_treated_high",,0.0106001311186606,0.0132912389633624,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-14.0,-1.0,estimated,9.0,0.010600131118669,0.0132912389716229,1533998,657,-1.0,estimated,both,8.401265794155677e-15,8.260499922974063e-12,True,True,True,True,True
spatial_pretrend__within_sample__ln_desligamentos,ln_desligamentos,"C(event_time, contr.treatment(base=-1))[-13]:pretrend_treated_high",,0.0092324663136515,0.0127200020388378,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-13.0,-1.0,estimated,10.0,0.0092324663136471,0.0127200020406503,1533998,657,-1.0,estimated,both,4.4009934585531596e-15,1.8124998030222272e-12,True,True,True,True,True
spatial_pretrend__within_sample__ln_desligamentos,ln_desligamentos,"C(event_time, contr.treatment(base=-1))[-12]:pretrend_treated_high",,0.0015577785476204,0.0141460366764642,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-12.0,-1.0,estimated,11.0,0.0015577785476235,0.0141460367108865,1533998,657,-1.0,estimated,both,3.0999508515705543e-15,3.442230007977276e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_desligamentos,ln_desligamentos,"C(event_time, contr.treatment(base=-1))[-11]:pretrend_treated_high",,0.0193538189679897,0.0137037431885088,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-11.0,-1.0,estimated,12.0,0.019353818967996,0.0137037432196587,1533998,657,-1.0,estimated,both,6.300515664747763e-15,3.114990036745535e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_desligamentos,ln_desligamentos,"C(event_time, contr.treatment(base=-1))[-10]:pretrend_treated_high",,0.0271788174431153,0.0136685242753535,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-10.0,-1.0,estimated,13.0,0.0271788174431129,0.0136685242647827,1533998,657,-1.0,estimated,both,2.3973878437999474e-15,1.0570799444109547e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_desligamentos,ln_desligamentos,"C(event_time, contr.treatment(base=-1))[-9]:pretrend_treated_high",,0.0088123845967005,0.0129757147695774,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-9.0,-1.0,estimated,14.0,0.0088123845966976,0.0129757147829257,1533998,657,-1.0,estimated,both,2.8987229283572447e-15,1.3348299895965532e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_desligamentos,ln_desligamentos,"C(event_time, contr.treatment(base=-1))[-8]:pretrend_treated_high",,0.0010416890338058,0.0123252921037991,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-8.0,-1.0,estimated,15.0,0.0010416890338043,0.0123252921497234,1533998,657,-1.0,estimated,both,1.4998852854164468e-15,4.5924300820510133e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_desligamentos,ln_desligamentos,"C(event_time, contr.treatment(base=-1))[-7]:pretrend_treated_high",,0.0080195941493971,0.0134970485263898,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-7.0,-1.0,estimated,16.0,0.0080195941493938,0.013497048552321,1533998,657,-1.0,estimated,both,3.299444051307887e-15,2.5931201630413625e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_desligamentos,ln_desligamentos,"C(event_time, contr.treatment(base=-1))[-6]:pretrend_treated_high",,0.0018979761832432,0.0128625595223041,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-6.0,-1.0,estimated,17.0,0.0018979761832418,0.012862559545002,1533998,657,-1.0,estimated,both,1.3999218451132833e-15,2.2697899115797782e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_desligamentos,ln_desligamentos,"C(event_time, contr.treatment(base=-1))[-5]:pretrend_treated_high",,-0.0225282072564546,0.0126861088842865,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-5.0,-1.0,estimated,18.0,-0.0225282072564486,0.0126861088865045,1533998,657,-1.0,estimated,both,5.998673779927799e-15,2.2180000891491858e-12,True,True,True,True,True
spatial_pretrend__within_sample__ln_desligamentos,ln_desligamentos,"C(event_time, contr.treatment(base=-1))[-4]:pretrend_treated_high",,-0.0102972608865192,0.012190936500611,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-4.0,-1.0,estimated,19.0,-0.0102972608865217,0.0121909365185426,1533998,657,-1.0,estimated,both,2.499736528882579e-15,1.7931600648779522e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_desligamentos,ln_desligamentos,"C(event_time, contr.treatment(base=-1))[-3]:pretrend_treated_high",,0.0105392097310722,0.0124430174656701,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-3.0,-1.0,estimated,20.0,0.0105392097310745,0.0124430174845566,1533998,657,-1.0,estimated,both,2.3002433291452462e-15,1.8886500002812667e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_desligamentos,ln_desligamentos,"C(event_time, contr.treatment(base=-1))[-2]:pretrend_treated_high",,0.0241758958233565,0.0130921654292988,,,,,,657,1533998,,,,,,,,,,,,,within_sample,,,,,,,,,-2.0,-1.0,estimated,21.0,0.0241758958233599,0.0130921654388638,1533998,657,-1.0,estimated,both,3.400058012914542e-15,9.56499983384429e-12,True,True,True,True,True
spatial_pretrend__within_sample__ln_salario_real_adm,ln_salario_real_adm,"C(event_time, contr.treatment(base=-1))[-23]:pretrend_treated_high",,0.0040924976200438,0.0080928913621363,,,,,,657,1231420,,,,,,,,,,,,,within_sample,,,,,,,,,-23.0,-1.0,estimated,0.0,0.004092497620053,0.0080928913575002,1231420,657,-1.0,estimated,both,9.200105954842996e-15,4.636100531252296e-12,True,True,True,True,True
spatial_pretrend__within_sample__ln_salario_real_adm,ln_salario_real_adm,"C(event_time, contr.treatment(base=-1))[-22]:pretrend_treated_high",,-0.0148674637184948,0.007791363579258,,,,,,657,1231420,,,,,,,,,,,,,within_sample,,,,,,,,,-22.0,-1.0,estimated,1.0,-0.0148674637184883,0.0077913636252681,1231420,657,-1.0,estimated,both,6.500008864485096e-15,4.6010100243631946e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_salario_real_adm,ln_salario_real_adm,"C(event_time, contr.treatment(base=-1))[-21]:pretrend_treated_high",,-0.0109896273824697,0.0081187145601283,,,,,,657,1231420,,,,,,,,,,,,,within_sample,,,,,,,,,-21.0,-1.0,estimated,2.0,-0.0109896273824575,0.0081187145785106,1231420,657,-1.0,estimated,both,1.2200310206544884e-14,1.8382299155073056e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_salario_real_adm,ln_salario_real_adm,"C(event_time, contr.treatment(base=-1))[-20]:pretrend_treated_high",,-0.0099669403515596,0.007943899061314,,,,,,657,1231420,,,,,,,,,,,,,within_sample,,,,,,,,,-20.0,-1.0,estimated,3.0,-0.0099669403515489,0.0079438990467572,1231420,657,-1.0,estimated,both,1.0699774399824946e-14,1.4556800209675202e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_salario_real_adm,ln_salario_real_adm,"C(event_time, contr.treatment(base=-1))[-19]:pretrend_treated_high",,0.0049849452225762,0.0078040016759338,,,,,,657,1231420,,,,,,,,,,,,,within_sample,,,,,,,,,-19.0,-1.0,estimated,4.0,0.0049849452225874,0.0078040016776149,1231420,657,-1.0,estimated,both,1.1200242122644255e-14,1.681099703887412e-12,True,True,True,True,True
spatial_pretrend__within_sample__ln_salario_real_adm,ln_salario_real_adm,"C(event_time, contr.treatment(base=-1))[-18]:pretrend_treated_high",,-0.0101506960968913,0.0081340163901385,,,,,,657,1231420,,,,,,,,,,,,,within_sample,,,,,,,,,-18.0,-1.0,estimated,5.0,-0.0101506960968835,0.0081340163334669,1231420,657,-1.0,estimated,both,7.799316747991725e-15,5.667159970468294e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_salario_real_adm,ln_salario_real_adm,"C(event_time, contr.treatment(base=-1))[-17]:pretrend_treated_high",,-0.0078867201358728,0.0081352048528829,,,,,,657,1231420,,,,,,,,,,,,,within_sample,,,,,,,,,-17.0,-1.0,estimated,6.0,-0.0078867201358634,0.0081352048328242,1231420,657,-1.0,estimated,both,9.400466516318318e-15,2.0058699493064047e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_salario_real_adm,ln_salario_real_adm,"C(event_time, contr.treatment(base=-1))[-16]:pretrend_treated_high",,-0.003615264266278,0.0085268568203535,,,,,,657,1231420,,,,,,,,,,,,,within_sample,,,,,,,,,-16.0,-1.0,estimated,7.0,-0.0036152642662668,0.0085268568368625,1231420,657,-1.0,estimated,both,1.1200242122644255e-14,1.6509000763664794e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_salario_real_adm,ln_salario_real_adm,"C(event_time, contr.treatment(base=-1))[-15]:pretrend_treated_high",,0.0001344837969542,0.0078416219791502,,,,,,657,1231420,,,,,,,,,,,,,within_sample,,,,,,,,,-15.0,-1.0,estimated,8.0,0.0001344837969659,0.0078416219984852,1231420,657,-1.0,estimated,both,1.1700005114051448e-14,1.933500061446214e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_salario_real_adm,ln_salario_real_adm,"C(event_time, contr.treatment(base=-1))[-14]:pretrend_treated_high",,-0.0099901395175615,0.0079135671050885,,,,,,657,1231420,,,,,,,,,,,,,within_sample,,,,,,,,,-14.0,-1.0,estimated,9.0,-0.0099901395175539,0.0079135671563271,1231420,657,-1.0,estimated,both,7.599823548254392e-15,5.123860016831294e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_salario_real_adm,ln_salario_real_adm,"C(event_time, contr.treatment(base=-1))[-13]:pretrend_treated_high",,-0.0007572745239525,0.0077433031800721,,,,,,657,1231420,,,,,,,,,,,,,within_sample,,,,,,,,,-13.0,-1.0,estimated,10.0,-0.0007572745239432,0.0077433032255317,1231420,657,-1.0,estimated,both,9.30006939514616e-15,4.545960049368025e-11,True,True,True,True,True
