model_id,outcome,term,estimator,coefficient_python,standard_error_python,ci_low,ci_high,p_value,cluster_df,cluster_counts,minimum_clusters_python,n_obs_python,input_cells,complete_case_cells,cells_dropped,cells_dropped_missing,cells_dropped_estimator,separation_dropped,converged,formula,fixed_effects,cluster_variables,controls,effect_percent,cut,falsification,false_event_period,sample_start,sample_end,true_post_rows,lower_order_included,lower_order_absorbed,real_treatment_coefficient_estimated,event_time,reference_event_time_python,status_python,position,coefficient_r,standard_error_r,n_obs_r,minimum_clusters_r,reference_event_time_r,status_r,_merge,coefficient_absolute_difference,standard_error_absolute_difference,same_n_obs,same_minimum_clusters,same_reference_event_time,same_status,comparison_pass
spatial_pretrend__within_sample__ln_salario_real_adm,ln_salario_real_adm,"C(event_time, contr.treatment(base=-1))[-12]:pretrend_treated_high",,0.0057986422638284,0.0081590867660092,,,,,,657,1231420,,,,,,,,,,,,,within_sample,,,,,,,,,-12.0,-1.0,estimated,11.0,0.0057986422638404,0.0081590867818994,1231420,657,-1.0,estimated,both,1.1999949645069563e-14,1.5890200613655203e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_salario_real_adm,ln_salario_real_adm,"C(event_time, contr.treatment(base=-1))[-11]:pretrend_treated_high",,-0.0024018765546151,0.0080538450420816,,,,,,657,1231420,,,,,,,,,,,,,within_sample,,,,,,,,,-11.0,-1.0,estimated,12.0,-0.0024018765546057,0.008053845060697,1231420,657,-1.0,estimated,both,9.400032835449323e-15,1.8615399152710488e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_salario_real_adm,ln_salario_real_adm,"C(event_time, contr.treatment(base=-1))[-10]:pretrend_treated_high",,-0.0079536947241534,0.0079935114938458,,,,,,657,1231420,,,,,,,,,,,,,within_sample,,,,,,,,,-10.0,-1.0,estimated,13.0,-0.0079536947241427,0.0079935114763347,1231420,657,-1.0,estimated,both,1.0699774399824946e-14,1.7511100208755792e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_salario_real_adm,ln_salario_real_adm,"C(event_time, contr.treatment(base=-1))[-9]:pretrend_treated_high",,-0.0075951595536137,0.0080613299336499,,,,,,657,1231420,,,,,,,,,,,,,within_sample,,,,,,,,,-9.0,-1.0,estimated,14.0,-0.0075951595536015,0.0080613299093845,1231420,657,-1.0,estimated,both,1.2199442844806896e-14,2.4265398718137376e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_salario_real_adm,ln_salario_real_adm,"C(event_time, contr.treatment(base=-1))[-8]:pretrend_treated_high",,-0.0068231346694301,0.0079524837154309,,,,,,657,1231420,,,,,,,,,,,,,within_sample,,,,,,,,,-8.0,-1.0,estimated,15.0,-0.0068231346694197,0.0079524837337949,1231420,657,-1.0,estimated,both,1.0399667238480959e-14,1.8363999557124977e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_salario_real_adm,ln_salario_real_adm,"C(event_time, contr.treatment(base=-1))[-7]:pretrend_treated_high",,-0.0105065738832582,0.0077143258886015,,,,,,657,1231420,,,,,,,,,,,,,within_sample,,,,,,,,,-7.0,-1.0,estimated,16.0,-0.0105065738832421,0.0077143258901436,1231420,657,-1.0,estimated,both,1.6099968580540747e-14,1.5420997812043424e-12,True,True,True,True,True
spatial_pretrend__within_sample__ln_salario_real_adm,ln_salario_real_adm,"C(event_time, contr.treatment(base=-1))[-6]:pretrend_treated_high",,-0.0061723722162563,0.0081678993701151,,,,,,657,1231420,,,,,,,,,,,,,within_sample,,,,,,,,,-6.0,-1.0,estimated,17.0,-0.0061723722162456,0.0081678993928271,1231420,657,-1.0,estimated,both,1.0699774399824946e-14,2.2712000682933997e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_salario_real_adm,ln_salario_real_adm,"C(event_time, contr.treatment(base=-1))[-5]:pretrend_treated_high",,-0.0056171481756748,0.0077652146199754,,,,,,657,1231420,,,,,,,,,,,,,within_sample,,,,,,,,,-5.0,-1.0,estimated,18.0,-0.0056171481756665,0.0077652146578232,1231420,657,-1.0,estimated,both,8.299784470811034e-15,3.784779954718598e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_salario_real_adm,ln_salario_real_adm,"C(event_time, contr.treatment(base=-1))[-4]:pretrend_treated_high",,-0.0058297646613895,0.0076063933574774,,,,,,657,1231420,,,,,,,,,,,,,within_sample,,,,,,,,,-4.0,-1.0,estimated,19.0,-0.0058297646613761,0.0076063933981441,1231420,657,-1.0,estimated,both,1.3399871490182846e-14,4.066670004215789e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_salario_real_adm,ln_salario_real_adm,"C(event_time, contr.treatment(base=-1))[-3]:pretrend_treated_high",,-0.0046704494558439,0.0078003529344493,,,,,,657,1231420,,,,,,,,,,,,,within_sample,,,,,,,,,-3.0,-1.0,estimated,20.0,-0.0046704494558344,0.0078003529681461,1231420,657,-1.0,estimated,both,9.500213116186984e-15,3.369679969084105e-11,True,True,True,True,True
spatial_pretrend__within_sample__ln_salario_real_adm,ln_salario_real_adm,"C(event_time, contr.treatment(base=-1))[-2]:pretrend_treated_high",,0.003348859457805,0.0082039668219225,,,,,,657,1231420,,,,,,,,,,,,,within_sample,,,,,,,,,-2.0,-1.0,estimated,21.0,0.0033488594578143,0.0082039668399337,1231420,657,-1.0,estimated,both,9.299852554711663e-15,1.8011200170198194e-11,True,True,True,True,True
