analysis_family_python,model_id,outcome_python,estimator_python,term_python,event_time_python,is_reference_python,coefficient_python,standard_error_python,n_obs_python,minimum_clusters_python,sample_id_python,status_python,reference_event_time_python,event_key,analysis_family_r,outcome_r,estimator_r,n_obs_r,minimum_clusters_r,sample_id_r,status_r,reference_event_time_r,term_r,event_time_r,is_reference_r,coefficient_r,standard_error_r,_merge,coefficient_absolute_difference,standard_error_absolute_difference,same_n_obs,same_minimum_clusters,same_sample_id,same_status,same_reference_event_time,comparison_pass
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[-23]:treatment",-23.0,False,0.0156507446833495,0.0213078177571547,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,-23,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::-23:treatment,-23.0,False,0.0156507446833524,0.021307817757154,both,2.9004576518332215e-15,7.008282842946301e-16,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[-22]:treatment",-22.0,False,-0.0029720948218543,0.0243326562848177,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,-22,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::-22:treatment,-22.0,False,-0.0029720948218508,0.0243326562848181,both,3.5002382936522025e-15,4.0245584642661925e-16,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[-21]:treatment",-21.0,False,0.0392116312286975,0.0264163079224043,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,-21,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::-21:treatment,-21.0,False,0.0392116312287003,0.0264163079224069,both,2.796374243274613e-15,2.6020852139652106e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[-20]:treatment",-20.0,False,-0.0167753088073506,0.0222018523287758,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,-20,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::-20:treatment,-20.0,False,-0.0167753088073484,0.0222018523287797,both,2.1996293675385914e-15,3.899658373995862e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[-19]:treatment",-19.0,False,-0.0030972748256272,0.0240931393511605,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,-19,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::-19:treatment,-19.0,False,-0.0030972748256244,0.024093139351166,both,2.7998436902265667e-15,5.4990734188464785e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[-18]:treatment",-18.0,False,0.0015012616735497,0.0198723802696765,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,-18,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::-18:treatment,-18.0,False,0.0015012616735529,0.019872380269678,both,3.1999142918737178e-15,1.502270530195915e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[-17]:treatment",-17.0,False,0.0146512571795418,0.0227650576190442,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,-17,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::-17:treatment,-17.0,False,0.0146512571795445,0.0227650576190429,both,2.699229728619912e-15,1.3010426069826053e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[-16]:treatment",-16.0,False,0.037109957783703,0.0520344604009024,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,-16,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::-16:treatment,-16.0,False,0.0371099577837086,0.0520344604009089,both,5.599687380453133e-15,6.501743587961073e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[-15]:treatment",-15.0,False,0.0138827245717077,0.0244327109657736,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,-15,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::-15:treatment,-15.0,False,0.0138827245717106,0.0244327109657728,both,2.9004576518332215e-15,8.014422459012849e-16,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[-14]:treatment",-14.0,False,0.0066810260191755,0.0225009877973422,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,-14,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::-14:treatment,-14.0,False,0.0066810260191791,0.0225009877973448,both,3.599551212651875e-15,2.6020852139652106e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[-13]:treatment",-13.0,False,0.0321208276600499,0.0228439174663141,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,-13,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::-13:treatment,-13.0,False,0.0321208276600528,0.0228439174663124,both,2.9004576518332215e-15,1.700029006457271e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[-12]:treatment",-12.0,False,0.0054441861421046,0.0207315212867812,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,-12,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::-12:treatment,-12.0,False,0.0054441861421085,0.0207315212867804,both,3.899658373995862e-15,7.979727989493313e-16,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[-11]:treatment",-11.0,False,-0.0021925574583414,0.0272825574092734,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,-11,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::-11:treatment,-11.0,False,-0.0021925574583377,0.0272825574092747,both,3.699731493389535e-15,1.3010426069826053e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[-10]:treatment",-10.0,False,-0.0047596804309836,0.0172178213737858,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,-10,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::-10:treatment,-10.0,False,-0.0047596804309804,0.0172178213737883,both,3.1996974514392207e-15,2.501471252358556e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[-9]:treatment",-9.0,False,-0.0118064031108606,0.0241878448930974,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,-9,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::-9:treatment,-9.0,False,-0.0118064031108565,0.0241878448930976,both,4.100886297209172e-15,1.97758476261356e-16,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[-8]:treatment",-8.0,False,0.0063976533478832,0.020443453911427,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,-8,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::-8:treatment,-8.0,False,0.0063976533478873,0.0204434539114297,both,4.1000189354711836e-15,2.699229728619912e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[-7]:treatment",-7.0,False,-0.0022119032757535,0.0259057142491392,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,-7,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::-7:treatment,-7.0,False,-0.0022119032757498,0.0259057142491433,both,3.7001651742585295e-15,4.100886297209172e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[-6]:treatment",-6.0,False,-0.0314160787763415,0.0269927548974082,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,-6,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::-6:treatment,-6.0,False,-0.0314160787763391,0.0269927548974108,both,2.400857290751901e-15,2.598615767013257e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[-5]:treatment",-5.0,False,-0.0030073295827125,0.0218834211116246,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,-5,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::-5:treatment,-5.0,False,-0.0030073295827088,0.0218834211116294,both,3.7001651742585295e-15,4.801714581503802e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[-4]:treatment",-4.0,False,0.0147682770575223,0.0191886149390071,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,-4,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::-4:treatment,-4.0,False,0.0147682770575259,0.0191886149390081,both,3.6012859361278515e-15,9.992007221626409e-16,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[-3]:treatment",-3.0,False,0.0315158208940432,0.0345108926140402,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,-3,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::-3:treatment,-3.0,False,0.0315158208940514,0.0345108926140518,both,8.201772594418344e-15,1.1594891713428979e-14,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[-2]:treatment",-2.0,False,-0.0002929073532233,0.0301175615461521,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,-2,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::-2:treatment,-2.0,False,-0.00029290735322,0.0301175615461528,both,3.300040362502754e-15,7.008282842946301e-16,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,reference_event_time,-1.0,True,0.0,0.0,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,-1,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,reference_event_time,-1.0,True,0.0,0.0,both,0.0,0.0,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[0]:treatment",0.0,False,-0.0026912441844454,0.0208584891177845,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,0,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::0:treatment,0.0,False,-0.0026912441844421,0.0208584891177869,both,3.3003114130458755e-15,2.400857290751901e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[1]:treatment",1.0,False,-0.026043734721573,0.0193186007835132,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,1,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::1:treatment,1.0,False,-0.026043734721569,0.0193186007835142,both,4.000272335602517e-15,9.992007221626409e-16,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[2]:treatment",2.0,False,-0.0586192550753793,0.0272705835735931,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,2,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::2:treatment,2.0,False,-0.0586192550753755,0.0272705835735947,both,3.802513859341161e-15,1.5994150448506161e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[3]:treatment",3.0,False,-0.0393257394053657,0.021603220321222,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,3,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::3:treatment,3.0,False,-0.0393257394053594,0.0216032203212227,both,6.300515664747763e-15,7.008282842946301e-16,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[4]:treatment",4.0,False,-0.0401036476512065,0.0277824290944126,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,4,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::4:treatment,4.0,False,-0.0401036476512042,0.0277824290944163,both,2.2967738821932926e-15,3.698430450782553e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[5]:treatment",5.0,False,-0.04785737619113,0.0219421603909296,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,5,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::5:treatment,5.0,False,-0.0478573761911258,0.0219421603909314,both,4.198030811863873e-15,1.8006429680639258e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[6]:treatment",6.0,False,0.0165919036165077,0.035935229778042,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,6,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::6:treatment,6.0,False,0.0165919036165116,0.0359352297780464,both,3.899658373995862e-15,4.399258735077183e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[7]:treatment",7.0,False,-0.0393630516365446,0.024843762146382,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,7,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::7:treatment,7.0,False,-0.0393630516365412,0.0248437621463849,both,3.400058012914542e-15,2.9004576518332215e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[8]:treatment",8.0,False,-0.0447005721351261,0.031289575009222,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,8,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::8:treatment,8.0,False,-0.0447005721351227,0.0312895750092221,both,3.400058012914542e-15,1.0408340855860843e-16,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[9]:treatment",9.0,False,-0.0250847507399685,0.0258558774874625,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,9,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::9:treatment,9.0,False,-0.0250847507399652,0.0258558774874659,both,3.299444051307887e-15,3.400058012914542e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[10]:treatment",10.0,False,-0.036201815222455,0.0269701244119263,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,10,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::10:treatment,10.0,False,-0.0362018152224516,0.0269701244119263,both,3.400058012914542e-15,0.0,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[11]:treatment",11.0,False,-0.0692608642947271,0.0249613605372748,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,11,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::11:treatment,11.0,False,-0.0692608642947262,0.0249613605372776,both,9.020562075079397e-16,2.7998436902265667e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[12]:treatment",12.0,False,-0.0825068555299126,0.0283620650785523,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,12,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::12:treatment,12.0,False,-0.0825068555299137,0.0283620650785566,both,1.096345236817342e-15,4.3021142204224816e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[13]:treatment",13.0,False,-0.013708909731728,0.0213646736799791,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,13,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::13:treatment,13.0,False,-0.0137089097317245,0.0213646736799784,both,3.49893725104522e-15,7.008282842946301e-16,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[14]:treatment",14.0,False,-0.0617375427829485,0.0225319530762885,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,14,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::14:treatment,14.0,False,-0.0617375427829384,0.0225319530762859,both,1.0096090630185017e-14,2.598615767013257e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[15]:treatment",15.0,False,-0.0644822878813449,0.0217969351023909,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,15,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::15:treatment,15.0,False,-0.0644822878813411,0.0217969351023929,both,3.802513859341161e-15,1.9984014443252818e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[16]:treatment",16.0,False,-0.080689770345185,0.0212550666962074,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,16,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::16:treatment,16.0,False,-0.0806897703451845,0.0212550666962105,both,4.996003610813204e-16,3.0982161280945775e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[17]:treatment",17.0,False,-0.046179492379443,0.0312994739550446,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,17,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::17:treatment,17.0,False,-0.0461794923794377,0.0312994739550443,both,5.3013149425851225e-15,2.983724378680108e-16,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[18]:treatment",18.0,False,-0.0538639323831547,0.0230915347593752,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,18,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::18:treatment,18.0,False,-0.053863932383151,0.0230915347593764,both,3.698430450782553e-15,1.2004286453759505e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[19]:treatment",19.0,False,-0.0593902500350625,0.023995985299942,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,19,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::19:treatment,19.0,False,-0.0593902500350616,0.0239959852999447,both,9.020562075079397e-16,2.699229728619912e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[20]:treatment",20.0,False,-0.0662867063738793,0.0260916058058507,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,20,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::20:treatment,20.0,False,-0.0662867063738689,0.0260916058058491,both,1.0408340855860843e-14,1.5994150448506161e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[21]:treatment",21.0,False,-0.0324415264455756,0.0270381994393365,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,21,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::21:treatment,21.0,False,-0.0324415264455719,0.0270381994393393,both,3.70536934468646e-15,2.7998436902265667e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[22]:treatment",22.0,False,-0.0597879439935639,0.0298860430783722,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,22,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::22:treatment,22.0,False,-0.0597879439935628,0.0298860430783739,both,1.1032841307212493e-15,1.700029006457271e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[23]:treatment",23.0,False,-0.0573237280207797,0.025825868356375,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,23,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::23:treatment,23.0,False,-0.0573237280207736,0.0258258683563741,both,6.099287741534454e-15,9.020562075079397e-16,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[24]:treatment",24.0,False,-0.0542168311347309,0.0234424624153066,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,24,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::24:treatment,24.0,False,-0.054216831134726,0.0234424624153072,both,4.898859096158503e-15,6.002143226879753e-16,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[25]:treatment",25.0,False,-0.0784570639430219,0.0308724346861401,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,25,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::25:treatment,25.0,False,-0.0784570639430166,0.0308724346861399,both,5.3013149425851225e-15,2.0122792321330962e-16,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[26]:treatment",26.0,False,-0.0899127519185491,0.0218685251382138,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,26,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::26:treatment,26.0,False,-0.0899127519185407,0.021868525138213,both,8.396061623727746e-15,8.014422459012849e-16,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[27]:treatment",27.0,False,-0.0313691994720135,0.0233790815395501,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,27,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::27:treatment,27.0,False,-0.0313691994720126,0.0233790815395547,both,8.951173136040325e-16,4.6004866582904924e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[28]:treatment",28.0,False,-0.0177826563084802,0.0272361405273045,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,28,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::28:treatment,28.0,False,-0.0177826563084783,0.0272361405273112,both,1.9012569296705806e-15,6.699502064222429e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[29]:treatment",29.0,False,-0.0413025211413394,0.0247350914730431,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,29,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::29:treatment,29.0,False,-0.0413025211413338,0.0247350914730442,both,5.599687380453133e-15,1.0998146837692957e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[30]:treatment",30.0,False,0.0043771745108086,0.0445256369037938,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,30,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::30:treatment,30.0,False,0.0043771745108117,0.0445256369037974,both,3.1008182133085427e-15,3.6012859361278515e-15,True,True,True,True,True,True
canary_event,canary_event::age_22_25::ln_salario_real_adm,ln_salario_real_adm,ols,"C(event_time, contr.treatment(base=-1))[31]:treatment",31.0,False,-0.0845323695984598,0.0296976528316017,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,31,canary_event,ln_salario_real_adm,ols,21511,340,family_A:age_canaries:age_22_25:target,estimated,-1.0,event_time::31:treatment,31.0,False,-0.0845323695984595,0.0296976528316067,both,3.0531133177191805e-16,5.002942504717112e-15,True,True,True,True,True,True
