outcome,row_position,column_position,row_event_time,column_event_time,covariance_python,covariance_r,_merge,covariance_absolute_difference,comparison_pass
asinh_saldo,1,4,-22,-19,0.4749394498872077,0.474939449889423,both,2.215283512185806e-12,True
asinh_saldo,1,5,-22,-18,0.4353921124215562,0.435392112423673,both,2.1168067299015547e-12,True
asinh_saldo,1,6,-22,-17,0.4204681470882808,0.420468147090331,both,2.0501933484240453e-12,True
asinh_saldo,1,7,-22,-16,0.41571958163633,0.4157195816384,both,2.0700108294136044e-12,True
asinh_saldo,1,8,-22,-15,0.374638455597778,0.374638455599785,both,2.0070056727661267e-12,True
asinh_saldo,1,9,-22,-14,0.3398547997132802,0.339854799715174,both,1.893818435405592e-12,True
asinh_saldo,1,10,-22,-13,0.3617722178595296,0.36177221786149,both,1.96037630573187e-12,True
asinh_saldo,1,11,-22,-12,0.2181152302792303,0.21811523028087,both,1.6396883850688937e-12,True
asinh_saldo,1,12,-22,-11,0.4557529193412205,0.4557529193434,both,2.179534330792876e-12,True
asinh_saldo,1,13,-22,-10,0.4725162431810428,0.472516243183249,both,2.20617968338388e-12,True
asinh_saldo,1,14,-22,-9,0.4282986195822502,0.428298619584438,both,2.1878054923263335e-12,True
asinh_saldo,1,15,-22,-8,0.3448730644701184,0.344873064472091,both,1.972588759002747e-12,True
asinh_saldo,1,16,-22,-7,0.3400214440329447,0.340021444034949,both,2.004285626355795e-12,True
asinh_saldo,1,17,-22,-6,0.3647366355619307,0.364736635563962,both,2.0313195570054177e-12,True
asinh_saldo,1,18,-22,-5,0.3499266779772359,0.349926677979242,both,2.0060619831951954e-12,True
asinh_saldo,1,19,-22,-4,0.3742976740668031,0.374297674068918,both,2.114919350759692e-12,True
asinh_saldo,1,20,-22,-3,0.3561020447851138,0.356102044787216,both,2.102207297127734e-12,True
asinh_saldo,1,21,-22,-2,0.2678389297355025,0.267838929737246,both,1.7434942378713458e-12,True
asinh_saldo,1,22,-22,0,0.1917949111052044,0.191794911106811,both,1.6065759833594484e-12,True
asinh_saldo,1,23,-22,1,0.3981404323018027,0.398140432303889,both,2.086331107875594e-12,True
asinh_saldo,1,24,-22,2,0.4288880195684594,0.42888801957052,both,2.0605739337042905e-12,True
asinh_saldo,1,25,-22,3,0.358906855036315,0.358906855038397,both,2.082001238079556e-12,True
asinh_saldo,1,26,-22,4,0.3502945334486363,0.350294533450655,both,2.018663014524691e-12,True
asinh_saldo,1,27,-22,5,0.3428423202002904,0.342842320202291,both,2.000621890374532e-12,True
asinh_saldo,1,28,-22,6,0.3989584789758592,0.398958478977963,both,2.1038171205134404e-12,True
asinh_saldo,1,29,-22,7,0.3503395170112832,0.350339517013318,both,2.034816759532987e-12,True
asinh_saldo,1,30,-22,8,0.3851508042570667,0.385150804259182,both,2.1153079288183108e-12,True
asinh_saldo,1,31,-22,9,0.4575072478056085,0.457507247807778,both,2.1695423235712497e-12,True
asinh_saldo,1,32,-22,10,0.3543229192181588,0.354322919220011,both,1.85224058313338e-12,True
asinh_saldo,1,33,-22,11,0.2971139801784105,0.297113980180143,both,1.7325030299275568e-12,True
asinh_saldo,1,34,-22,12,0.2547228239105201,0.254722823912088,both,1.5679124665268773e-12,True
asinh_saldo,1,35,-22,13,0.5216764573675381,0.521676457369714,both,2.1759261059628443e-12,True
asinh_saldo,1,36,-22,14,0.4893058945540499,0.489305894556146,both,2.0961010704922955e-12,True
asinh_saldo,1,37,-22,15,0.392534006900639,0.392534006902609,both,1.9699797348948778e-12,True
asinh_saldo,1,38,-22,16,0.3806989271733231,0.380698927175344,both,2.020883460573941e-12,True
asinh_saldo,1,39,-22,17,0.3484054641946851,0.348405464196603,both,1.917910275039958e-12,True
asinh_saldo,1,40,-22,18,0.3740183559423193,0.374018355944229,both,1.9096946246577318e-12,True
asinh_saldo,1,41,-22,19,0.38746641517908,0.387466415181022,both,1.942002114674324e-12,True
asinh_saldo,1,42,-22,20,0.4465762796358899,0.446576279637725,both,1.8350876374029212e-12,True
asinh_saldo,1,43,-22,21,0.3982857660047234,0.39828576600675,both,2.0266011091507607e-12,True
asinh_saldo,1,44,-22,22,0.3441900058852172,0.344190005886884,both,1.6667778268697475e-12,True
asinh_saldo,1,45,-22,23,0.2952318476427642,0.295231847644425,both,1.6607826225367717e-12,True
asinh_saldo,2,0,-21,-23,0.6148419118944097,0.614841911896866,both,2.4562574196806963e-12,True
asinh_saldo,2,1,-21,-22,0.5686105098972791,0.568610509899567,both,2.28783658684506e-12,True
