outcome,row_position,column_position,row_event_time,column_event_time,covariance
asinh_saldo,4,8,-19,-15,0.389541132517384
asinh_saldo,4,9,-19,-14,0.35566759607488
asinh_saldo,4,10,-19,-13,0.398084019584246
asinh_saldo,4,11,-19,-12,0.251518195327692
asinh_saldo,4,12,-19,-11,0.398850961180564
asinh_saldo,4,13,-19,-10,0.433910289249361
asinh_saldo,4,14,-19,-9,0.431737752772277
asinh_saldo,4,15,-19,-8,0.3721906121932
asinh_saldo,4,16,-19,-7,0.40814397907549
asinh_saldo,4,17,-19,-6,0.404126456387732
asinh_saldo,4,18,-19,-5,0.385001973822264
asinh_saldo,4,19,-19,-4,0.434641911019693
asinh_saldo,4,20,-19,-3,0.413691853007126
asinh_saldo,4,21,-19,-2,0.288670447311728
asinh_saldo,4,22,-19,0,0.238614812555134
asinh_saldo,4,23,-19,1,0.367846920709885
asinh_saldo,4,24,-19,2,0.360544168028159
asinh_saldo,4,25,-19,3,0.427228231853035
asinh_saldo,4,26,-19,4,0.381088446477491
asinh_saldo,4,27,-19,5,0.369972858364546
asinh_saldo,4,28,-19,6,0.431541214325236
asinh_saldo,4,29,-19,7,0.410348636288284
asinh_saldo,4,30,-19,8,0.428709785919317
asinh_saldo,4,31,-19,9,0.48079224287326
asinh_saldo,4,32,-19,10,0.375686811390884
asinh_saldo,4,33,-19,11,0.32693581807855
asinh_saldo,4,34,-19,12,0.253580375012791
asinh_saldo,4,35,-19,13,0.451480125824066
asinh_saldo,4,36,-19,14,0.428099400909776
asinh_saldo,4,37,-19,15,0.384359866892306
asinh_saldo,4,38,-19,16,0.418763265365114
asinh_saldo,4,39,-19,17,0.392352514408605
asinh_saldo,4,40,-19,18,0.395434248322511
asinh_saldo,4,41,-19,19,0.387205378503239
asinh_saldo,4,42,-19,20,0.421107493560773
asinh_saldo,4,43,-19,21,0.416060076694961
asinh_saldo,4,44,-19,22,0.355679403902754
asinh_saldo,4,45,-19,23,0.299332626011917
asinh_saldo,5,0,-18,-23,0.437429857039606
asinh_saldo,5,1,-18,-22,0.435392112423673
asinh_saldo,5,2,-18,-21,0.451141033933693
asinh_saldo,5,3,-18,-20,0.405351611883476
asinh_saldo,5,4,-18,-19,0.493239382318854
asinh_saldo,5,5,-18,-18,0.587034817158085
asinh_saldo,5,6,-18,-17,0.450026139449253
asinh_saldo,5,7,-18,-16,0.471045216422545
asinh_saldo,5,8,-18,-15,0.42008093208124
asinh_saldo,5,9,-18,-14,0.335527100456958
asinh_saldo,5,10,-18,-13,0.38896325879127
asinh_saldo,5,11,-18,-12,0.287338003335216
asinh_saldo,5,12,-18,-11,0.435614198078632
asinh_saldo,5,13,-18,-10,0.412843805717329
asinh_saldo,5,14,-18,-9,0.427000119070543
