dimension,dimension_kind,group_id,group_label,outcome,estimator,coefficient,standard_error,nominal_p_value,n_obs,minimum_clusters,group_pretrend_status,group_pretrend_joint_p_value,ddd_pretrend_status,group_mde_80_power,result_status,error,source_diagnostic_family,ci_low,ci_high,cluster_df,support_status,target_treated_cbo_with_flows,target_control_cbo_with_flows,bh_adjusted_p_value,nominal_significant_005,bh_significant_005,family_id,family_size,multiplicity_method,multiplicity_scope,interpretation,is_causal_effect,diagnostic_group_pretrend,pretrend_reason,group_pretrend,stars,star_source
race_color,micro,race_white,White,admissoes,ppml,-0.024075244020011,0.0349550963643234,0.491451720404199,15935,341,fail,1.17375375820803e-29,fail,0.0982114265638445,estimated,,A,-0.0928307208004231,0.044680232760401,340.0,adequate,75,266,0.5915622560420913,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False,fail,,fail,,bh_adjusted_p_value
race_color,micro,race_white,White,desligamentos,ppml,-0.0181920675700475,0.0250367070456215,0.4679612778524364,15935,341,fail,3.482272135405721e-15,fail,0.070344269395898,estimated,,A,-0.067438412423216,0.031054277283121,340.0,adequate,75,266,0.5793806297220641,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False,fail,,fail,,bh_adjusted_p_value
race_color,micro,race_white,White,ln_salario_real_adm,ols,-0.0543811196431264,0.0113977614861226,2.722882582739672e-06,15802,341,fail,7.004620647153819e-05,fail,0.0320236684093094,estimated,,A,-0.0768001259316518,-0.031962113354601,340.0,adequate,75,266,5.899578929269289e-05,True,True,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False,fail,,fail,***,bh_adjusted_p_value
race_color,micro,race_white,White,asinh_saldo,ols,-0.2245709123841905,0.3002451161294496,0.4550021631888612,15935,341,fail,2.7701358772569428e-05,fail,0.8435823167690217,estimated,,A,-0.8151427676384674,0.3660009428700864,340.0,adequate,75,266,0.5687527039860766,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False,fail,,fail,,bh_adjusted_p_value
race_aggregate,micro,race_negra,Black or Pardo,admissoes,ppml,-0.0621257172586876,0.0445799406422894,0.1643546974834286,15935,341,fail,8.415571528597894e-49,fail,0.1252538262511952,estimated,,B,-0.1498129329298038,0.0255614984124286,340.0,adequate,75,266,0.2605623252786063,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False,fail,,fail,,bh_adjusted_p_value
race_aggregate,micro,race_negra,Black or Pardo,desligamentos,ppml,-0.0583683691169408,0.0395682670697033,0.1411027808688132,15935,341,fail,6.467992249070278e-16,fail,0.1111728005287667,estimated,,B,-0.1361977946003395,0.0194610563664579,340.0,adequate,75,266,0.2441470915797153,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False,fail,,fail,,bh_adjusted_p_value
race_aggregate,micro,race_negra,Black or Pardo,ln_salario_real_adm,ols,-0.0512943750493145,0.0102922444781863,9.963121010425624e-07,15825,340,fail,0.1143094959267645,pass,0.0289178031053229,estimated,,B,-0.0715390805895669,-0.031049669509062,339.0,adequate,75,266,4.0126470358115014e-05,True,True,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False,fail,,fail,***,bh_adjusted_p_value
race_aggregate,micro,race_negra,Black or Pardo,asinh_saldo,ols,-0.3264487188039375,0.2625375246664724,0.2145637498547647,15935,341,fail,1.1954132165220192e-13,fail,0.7376373549452179,estimated,,B,-0.8428510337355017,0.1899535961276267,340.0,adequate,75,266,0.3076615278405614,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False,fail,,fail,,bh_adjusted_p_value
