observed_coefficient,observed_percentile,empirical_two_sided_p_value,repetitions,placebo_mean,placebo_standard_deviation,placebo_p025,placebo_p975,outcome,estimator,seed,treated_cbo_count,control_cbo_count
-0.0537723981585714,16.6,0.2994011976047904,500,-0.004327400059439242,0.0493289051921086,-0.09183460162021219,0.09076473690802228,admissoes,ppml,20260726,75,266
-0.042014072599854,13.8,0.2954091816367265,500,-0.0008168818703852594,0.03909220341286421,-0.07794615849852561,0.07390188460703936,desligamentos,ppml,20260726,75,266
-0.0480931611194387,14.000000000000002,0.2714570858283433,500,-0.002545616201590747,0.04251824400787504,-0.08422995235305279,0.08062289528315887,n_movimentacoes,ppml,20260726,75,266
-0.0507404538197659,0.0,0.001996007984031936,500,-0.0007374825049802106,0.011377069247895244,-0.02159318760588636,0.022245754711546006,ln_salario_real_adm,ols,20260726,75,266
-0.5512668862460224,5.800000000000001,0.08982035928143713,500,-0.01654683280828651,0.3265709387062068,-0.7079732373610841,0.610999340671615,asinh_saldo,ols,20260726,75,266
