repetition,seed,outcome,estimator,coefficient,n_obs,n_clusters,treated_cbo_count,control_cbo_count
76,20260726,n_movimentacoes,ppml,-0.0460373214446008,22049,341,75,266
77,20260726,admissoes,ppml,-0.0283979312516748,22049,341,75,266
77,20260726,asinh_saldo,ols,-0.0139256735655844,22049,341,75,266
77,20260726,desligamentos,ppml,-0.020557576790452,22049,341,75,266
77,20260726,ln_salario_real_adm,ols,0.0093809979789826,22012,341,75,266
77,20260726,n_movimentacoes,ppml,-0.0239692670293152,22049,341,75,266
78,20260726,admissoes,ppml,-0.0778857441619038,22049,341,75,266
78,20260726,asinh_saldo,ols,-0.2296992068505868,22049,341,75,266
78,20260726,desligamentos,ppml,-0.0324103729799389,22049,341,75,266
78,20260726,ln_salario_real_adm,ols,0.0260324160448224,22012,341,75,266
78,20260726,n_movimentacoes,ppml,-0.0549365486949682,22049,341,75,266
79,20260726,admissoes,ppml,-0.1019313810393214,22049,341,75,266
79,20260726,asinh_saldo,ols,0.072304312753942,22049,341,75,266
79,20260726,desligamentos,ppml,-0.0930112260393798,22049,341,75,266
79,20260726,ln_salario_real_adm,ols,-0.0083597845943385,22012,341,75,266
79,20260726,n_movimentacoes,ppml,-0.0974400276318192,22049,341,75,266
80,20260726,admissoes,ppml,0.0063641564920544,22049,341,75,266
80,20260726,asinh_saldo,ols,0.0047644776760256,22049,341,75,266
80,20260726,desligamentos,ppml,0.0154980816878378,22049,341,75,266
80,20260726,ln_salario_real_adm,ols,0.0171883310140632,22012,341,75,266
80,20260726,n_movimentacoes,ppml,0.0111367576755583,22049,341,75,266
81,20260726,admissoes,ppml,-0.0284023657441139,22049,341,75,266
81,20260726,asinh_saldo,ols,0.2566496196150922,22049,341,75,266
81,20260726,desligamentos,ppml,-0.0189985875040292,22049,341,75,266
81,20260726,ln_salario_real_adm,ols,0.0054061770823032,22012,341,75,266
81,20260726,n_movimentacoes,ppml,-0.0236356751993298,22049,341,75,266
82,20260726,admissoes,ppml,0.1001381045207381,22049,341,75,266
82,20260726,asinh_saldo,ols,0.04136648525477,22049,341,75,266
82,20260726,desligamentos,ppml,0.0557284611277282,22049,341,75,266
82,20260726,ln_salario_real_adm,ols,-0.0059188491443441,22012,341,75,266
82,20260726,n_movimentacoes,ppml,0.0784256462939083,22049,341,75,266
83,20260726,admissoes,ppml,0.0644744909368455,22049,341,75,266
83,20260726,asinh_saldo,ols,0.4132107395415724,22049,341,75,266
83,20260726,desligamentos,ppml,0.0043058469891548,22049,341,75,266
83,20260726,ln_salario_real_adm,ols,0.0121118161714763,22012,341,75,266
83,20260726,n_movimentacoes,ppml,0.0357546266168355,22049,341,75,266
84,20260726,admissoes,ppml,0.0017373324371874,22049,341,75,266
84,20260726,asinh_saldo,ols,0.2232041958891604,22049,341,75,266
84,20260726,desligamentos,ppml,-0.0078383069485425,22049,341,75,266
84,20260726,ln_salario_real_adm,ols,0.0115740520347656,22012,341,75,266
84,20260726,n_movimentacoes,ppml,-0.0031498973257839,22049,341,75,266
85,20260726,admissoes,ppml,0.032776684500277,22049,341,75,266
85,20260726,asinh_saldo,ols,-0.4008495648702991,22049,341,75,266
85,20260726,desligamentos,ppml,0.019638427067548,22049,341,75,266
85,20260726,ln_salario_real_adm,ols,-0.0123809217642881,22012,341,75,266
85,20260726,n_movimentacoes,ppml,0.0263969246298074,22049,341,75,266
86,20260726,admissoes,ppml,0.0384483789093792,22049,341,75,266
86,20260726,asinh_saldo,ols,0.0868785281734575,22049,341,75,266
86,20260726,desligamentos,ppml,0.0393024669028818,22049,341,75,266
86,20260726,ln_salario_real_adm,ols,0.0006872795403326,22012,341,75,266
86,20260726,n_movimentacoes,ppml,0.0380419469438493,22049,341,75,266
87,20260726,admissoes,ppml,-0.0220500100404024,22049,341,75,266
87,20260726,asinh_saldo,ols,-0.2532238078938982,22049,341,75,266
87,20260726,desligamentos,ppml,-0.0092971324920654,22049,341,75,266
87,20260726,ln_salario_real_adm,ols,-0.0038942230769784,22012,341,75,266
87,20260726,n_movimentacoes,ppml,-0.0155738554894924,22049,341,75,266
88,20260726,admissoes,ppml,-0.0814321637153625,22049,341,75,266
88,20260726,asinh_saldo,ols,-0.2573974536711616,22049,341,75,266
88,20260726,desligamentos,ppml,-0.0548229003325104,22049,341,75,266
88,20260726,ln_salario_real_adm,ols,-0.0155567067724123,22012,341,75,266
88,20260726,n_movimentacoes,ppml,-0.068233463447541,22049,341,75,266
89,20260726,admissoes,ppml,-0.0067339111119508,22049,341,75,266
89,20260726,asinh_saldo,ols,0.0460452871679231,22049,341,75,266
89,20260726,desligamentos,ppml,-0.0240890588611364,22049,341,75,266
89,20260726,ln_salario_real_adm,ols,-0.0051230753736786,22012,341,75,266
89,20260726,n_movimentacoes,ppml,-0.0152956889942288,22049,341,75,266
90,20260726,admissoes,ppml,-0.1099183945916593,22049,341,75,266
90,20260726,asinh_saldo,ols,-0.5645078325713346,22049,341,75,266
90,20260726,desligamentos,ppml,-0.0701486002653837,22049,341,75,266
90,20260726,ln_salario_real_adm,ols,-0.0086715527653312,22012,341,75,266
90,20260726,n_movimentacoes,ppml,-0.0899747991934418,22049,341,75,266
91,20260726,admissoes,ppml,-0.0611046953126788,22049,341,75,266
91,20260726,asinh_saldo,ols,-0.332413912581517,22049,341,75,266
91,20260726,desligamentos,ppml,-0.0472840280272066,22049,341,75,266
91,20260726,ln_salario_real_adm,ols,-0.0036390043016772,22012,341,75,266
91,20260726,n_movimentacoes,ppml,-0.0548718436621129,22049,341,75,266
92,20260726,admissoes,ppml,-0.0219379160553216,22049,341,75,266
92,20260726,asinh_saldo,ols,-0.4423771782183944,22049,341,75,266
92,20260726,desligamentos,ppml,0.0328225474804639,22049,341,75,266
92,20260726,ln_salario_real_adm,ols,-0.0182413605240481,22012,341,75,266
92,20260726,n_movimentacoes,ppml,0.0051383236423134,22049,341,75,266
93,20260726,admissoes,ppml,0.08708974160254,22049,341,75,266
93,20260726,asinh_saldo,ols,0.0919029549517558,22049,341,75,266
93,20260726,desligamentos,ppml,0.0893480349332094,22049,341,75,266
93,20260726,ln_salario_real_adm,ols,0.0115860794149775,22012,341,75,266
93,20260726,n_movimentacoes,ppml,0.0880730124190449,22049,341,75,266
94,20260726,admissoes,ppml,-0.117855004966259,22049,341,75,266
94,20260726,asinh_saldo,ols,-0.2151489098836236,22049,341,75,266
94,20260726,desligamentos,ppml,-0.0882841758430004,22049,341,75,266
94,20260726,ln_salario_real_adm,ols,-0.0119105626891894,22012,341,75,266
94,20260726,n_movimentacoes,ppml,-0.10253915656358,22049,341,75,266
95,20260726,admissoes,ppml,0.0443485975265502,22049,341,75,266
95,20260726,asinh_saldo,ols,0.2608045774691426,22049,341,75,266
95,20260726,desligamentos,ppml,0.0150722698308527,22049,341,75,266
95,20260726,ln_salario_real_adm,ols,0.0014457125499661,22012,341,75,266
95,20260726,n_movimentacoes,ppml,0.0302832722663879,22049,341,75,266
96,20260726,admissoes,ppml,0.0310913901776075,22049,341,75,266
96,20260726,asinh_saldo,ols,0.2635991103778902,22049,341,75,266
96,20260726,desligamentos,ppml,-0.0152677446603775,22049,341,75,266
96,20260726,ln_salario_real_adm,ols,0.0094466007404936,22012,341,75,266
96,20260726,n_movimentacoes,ppml,0.0087717976421117,22049,341,75,266
97,20260726,admissoes,ppml,0.0067508453503251,22049,341,75,266
97,20260726,asinh_saldo,ols,-0.0327771315181919,22049,341,75,266
97,20260726,desligamentos,ppml,0.0245012762024998,22049,341,75,266
97,20260726,ln_salario_real_adm,ols,-0.0054376361214152,22012,341,75,266
97,20260726,n_movimentacoes,ppml,0.0159553717821836,22049,341,75,266
98,20260726,admissoes,ppml,0.0704107882920652,22049,341,75,266
98,20260726,asinh_saldo,ols,-0.2836781889172934,22049,341,75,266
98,20260726,desligamentos,ppml,0.0674295676872134,22049,341,75,266
98,20260726,ln_salario_real_adm,ols,-0.0070361250391103,22012,341,75,266
98,20260726,n_movimentacoes,ppml,0.0689266007393598,22049,341,75,266
99,20260726,admissoes,ppml,0.0392452734522521,22049,341,75,266
99,20260726,asinh_saldo,ols,0.4701569624511684,22049,341,75,266
99,20260726,desligamentos,ppml,0.0171464076265692,22049,341,75,266
99,20260726,ln_salario_real_adm,ols,0.0016065560788979,22012,341,75,266
99,20260726,n_movimentacoes,ppml,0.0292422012425959,22049,341,75,266
100,20260726,admissoes,ppml,-0.0142117324285209,22049,341,75,266
100,20260726,asinh_saldo,ols,0.7044127537143138,22049,341,75,266
100,20260726,desligamentos,ppml,-0.0696543604135513,22049,341,75,266
100,20260726,ln_salario_real_adm,ols,-0.0077790413152115,22012,341,75,266
100,20260726,n_movimentacoes,ppml,-0.0406519775278866,22049,341,75,266
101,20260726,admissoes,ppml,-0.0787134189158678,22049,341,75,266
101,20260726,asinh_saldo,ols,-0.2793744232181273,22049,341,75,266
101,20260726,desligamentos,ppml,-0.0416872613132,22049,341,75,266
101,20260726,ln_salario_real_adm,ols,-0.0186596526842499,22012,341,75,266
101,20260726,n_movimentacoes,ppml,-0.0606218660250306,22049,341,75,266
102,20260726,admissoes,ppml,-0.0495322309434413,22049,341,75,266
102,20260726,asinh_saldo,ols,-0.5052826202979644,22049,341,75,266
102,20260726,desligamentos,ppml,-0.0355600463226437,22049,341,75,266
102,20260726,ln_salario_real_adm,ols,-0.0267048224669165,22012,341,75,266
102,20260726,n_movimentacoes,ppml,-0.0433365725912153,22049,341,75,266
103,20260726,admissoes,ppml,-0.0107356160879135,22049,341,75,266
103,20260726,asinh_saldo,ols,0.7852232590198704,22049,341,75,266
103,20260726,desligamentos,ppml,0.0001919884234666,22049,341,75,266
103,20260726,ln_salario_real_adm,ols,0.0045247496895912,22012,341,75,266
103,20260726,n_movimentacoes,ppml,-0.0052447095513343,22049,341,75,266
104,20260726,admissoes,ppml,0.0081815458834171,22049,341,75,266
104,20260726,asinh_saldo,ols,0.124600142945413,22049,341,75,266
104,20260726,desligamentos,ppml,-0.0049107400700449,22049,341,75,266
104,20260726,ln_salario_real_adm,ols,-0.0052405973068067,22012,341,75,266
104,20260726,n_movimentacoes,ppml,0.0016426160000264,22049,341,75,266
105,20260726,admissoes,ppml,-0.0428857081569731,22049,341,75,266
105,20260726,asinh_saldo,ols,0.0114750497703884,22049,341,75,266
105,20260726,desligamentos,ppml,0.0052479780279099,22049,341,75,266
105,20260726,ln_salario_real_adm,ols,0.0259264091589855,22012,341,75,266
105,20260726,n_movimentacoes,ppml,-0.0192780029028654,22049,341,75,266
106,20260726,admissoes,ppml,-0.0529746441170573,22049,341,75,266
106,20260726,asinh_saldo,ols,0.4564679079604532,22049,341,75,266
106,20260726,desligamentos,ppml,-0.0305259171873331,22049,341,75,266
106,20260726,ln_salario_real_adm,ols,-0.0032566246479891,22012,341,75,266
106,20260726,n_movimentacoes,ppml,-0.0421679625287652,22049,341,75,266
107,20260726,admissoes,ppml,-0.0632807253859937,22049,341,75,266
107,20260726,asinh_saldo,ols,0.153276111972181,22049,341,75,266
107,20260726,desligamentos,ppml,-0.0395485311746597,22049,341,75,266
107,20260726,ln_salario_real_adm,ols,0.012120010723772,22012,341,75,266
107,20260726,n_movimentacoes,ppml,-0.0520174345001578,22049,341,75,266
108,20260726,admissoes,ppml,0.0316751948557794,22049,341,75,266
108,20260726,asinh_saldo,ols,0.4157858871732849,22049,341,75,266
108,20260726,desligamentos,ppml,0.0277616446837782,22049,341,75,266
108,20260726,ln_salario_real_adm,ols,0.0093221557502159,22012,341,75,266
108,20260726,n_movimentacoes,ppml,0.0297671509906649,22049,341,75,266
109,20260726,admissoes,ppml,-0.0612697908654809,22049,341,75,266
109,20260726,asinh_saldo,ols,-0.2616772780692235,22049,341,75,266
109,20260726,desligamentos,ppml,-0.0014734603464603,22049,341,75,266
109,20260726,ln_salario_real_adm,ols,0.0029516617063395,22012,341,75,266
109,20260726,n_movimentacoes,ppml,-0.0320883677341043,22049,341,75,266
110,20260726,admissoes,ppml,-0.0394435757771134,22049,341,75,266
110,20260726,asinh_saldo,ols,0.1131074990302242,22049,341,75,266
110,20260726,desligamentos,ppml,-0.0578940589912235,22049,341,75,266
110,20260726,ln_salario_real_adm,ols,-0.0156449614843263,22012,341,75,266
110,20260726,n_movimentacoes,ppml,-0.0488607343286275,22049,341,75,266
111,20260726,admissoes,ppml,0.0473874220624566,22049,341,75,266
111,20260726,asinh_saldo,ols,0.3891595600714441,22049,341,75,266
111,20260726,desligamentos,ppml,0.020914880791679,22049,341,75,266
111,20260726,ln_salario_real_adm,ols,0.0157448714868427,22012,341,75,266
111,20260726,n_movimentacoes,ppml,0.0339959878474473,22049,341,75,266
112,20260726,admissoes,ppml,-0.0457269656471908,22049,341,75,266
112,20260726,asinh_saldo,ols,-0.0161329440263233,22049,341,75,266
112,20260726,desligamentos,ppml,-0.0249629812315106,22049,341,75,266
112,20260726,ln_salario_real_adm,ols,-0.0128790161652289,22012,341,75,266
112,20260726,n_movimentacoes,ppml,-0.035733145661652,22049,341,75,266
113,20260726,admissoes,ppml,0.0419472763314843,22049,341,75,266
113,20260726,asinh_saldo,ols,-0.310925438201895,22049,341,75,266
113,20260726,desligamentos,ppml,0.0690525723621249,22049,341,75,266
113,20260726,ln_salario_real_adm,ols,0.0150938005399068,22012,341,75,266
113,20260726,n_movimentacoes,ppml,0.0548029798083007,22049,341,75,266
114,20260726,admissoes,ppml,0.0900165755301714,22049,341,75,266
114,20260726,asinh_saldo,ols,-0.1795454393708021,22049,341,75,266
114,20260726,desligamentos,ppml,0.0710330065339803,22049,341,75,266
114,20260726,ln_salario_real_adm,ols,0.007284103472005,22012,341,75,266
114,20260726,n_movimentacoes,ppml,0.0805387110449373,22049,341,75,266
115,20260726,admissoes,ppml,-0.0097475992515683,22049,341,75,266
115,20260726,asinh_saldo,ols,-0.6146954728091196,22049,341,75,266
115,20260726,desligamentos,ppml,-0.0080283298157155,22049,341,75,266
115,20260726,ln_salario_real_adm,ols,0.0055510960777086,22012,341,75,266
115,20260726,n_movimentacoes,ppml,-0.0093255494721233,22049,341,75,266
116,20260726,admissoes,ppml,-0.0231089564040303,22049,341,75,266
116,20260726,asinh_saldo,ols,-0.0703709635165514,22049,341,75,266
116,20260726,desligamentos,ppml,0.0080449562519788,22049,341,75,266
116,20260726,ln_salario_real_adm,ols,-0.0015476076593933,22012,341,75,266
116,20260726,n_movimentacoes,ppml,-0.0073260413482785,22049,341,75,266
117,20260726,admissoes,ppml,-0.0559966959990561,22049,341,75,266
117,20260726,asinh_saldo,ols,0.2452819330163461,22049,341,75,266
117,20260726,desligamentos,ppml,-0.0355222048237919,22049,341,75,266
117,20260726,ln_salario_real_adm,ols,-0.0042572006255829,22012,341,75,266
117,20260726,n_movimentacoes,ppml,-0.0456354194320738,22049,341,75,266
118,20260726,admissoes,ppml,-0.0307883340865373,22049,341,75,266
118,20260726,asinh_saldo,ols,0.0651786133013134,22049,341,75,266
118,20260726,desligamentos,ppml,-0.0167459403164684,22049,341,75,266
118,20260726,ln_salario_real_adm,ols,-0.0230498281955017,22012,341,75,266
118,20260726,n_movimentacoes,ppml,-0.0245303190313279,22049,341,75,266
119,20260726,admissoes,ppml,-0.0293457307852804,22049,341,75,266
119,20260726,asinh_saldo,ols,-0.3931396686102973,22049,341,75,266
119,20260726,desligamentos,ppml,0.0023934729397296,22049,341,75,266
119,20260726,ln_salario_real_adm,ols,-0.0056939744170274,22012,341,75,266
119,20260726,n_movimentacoes,ppml,-0.0138586182147264,22049,341,75,266
120,20260726,admissoes,ppml,-0.0424276692792773,22049,341,75,266
120,20260726,asinh_saldo,ols,0.1587257000152018,22049,341,75,266
120,20260726,desligamentos,ppml,-0.0256244633346796,22049,341,75,266
120,20260726,ln_salario_real_adm,ols,0.0020579546374716,22012,341,75,266
120,20260726,n_movimentacoes,ppml,-0.0341660799458622,22049,341,75,266
121,20260726,admissoes,ppml,-0.0083527974784374,22049,341,75,266
121,20260726,asinh_saldo,ols,0.2512377199772218,22049,341,75,266
121,20260726,desligamentos,ppml,0.0214406247250735,22049,341,75,266
121,20260726,ln_salario_real_adm,ols,0.0037768347306469,22012,341,75,266
121,20260726,n_movimentacoes,ppml,0.0060855355113744,22049,341,75,266
122,20260726,admissoes,ppml,0.0010647540912032,22049,341,75,266
122,20260726,asinh_saldo,ols,-0.1239272239550502,22049,341,75,266
122,20260726,desligamentos,ppml,-0.0121780433692038,22049,341,75,266
122,20260726,ln_salario_real_adm,ols,-0.020401032860349,22012,341,75,266
122,20260726,n_movimentacoes,ppml,-0.0053084236569702,22049,341,75,266
123,20260726,admissoes,ppml,-0.0403082054108381,22049,341,75,266
123,20260726,asinh_saldo,ols,-0.3654587465488474,22049,341,75,266
123,20260726,desligamentos,ppml,-0.0050219260156154,22049,341,75,266
123,20260726,ln_salario_real_adm,ols,-0.0105368590825656,22012,341,75,266
123,20260726,n_movimentacoes,ppml,-0.0226659774780273,22049,341,75,266
124,20260726,admissoes,ppml,0.0172033132985234,22049,341,75,266
124,20260726,asinh_saldo,ols,0.3150038150584731,22049,341,75,266
124,20260726,desligamentos,ppml,-0.0168188102543354,22049,341,75,266
124,20260726,ln_salario_real_adm,ols,0.0103992200109595,22012,341,75,266
124,20260726,n_movimentacoes,ppml,0.0010922704823315,22049,341,75,266
125,20260726,admissoes,ppml,-0.0294605977833271,22049,341,75,266
125,20260726,asinh_saldo,ols,-0.3777995034578365,22049,341,75,266
125,20260726,desligamentos,ppml,-0.0604782211594283,22049,341,75,266
125,20260726,ln_salario_real_adm,ols,-0.0013585012699011,22012,341,75,266
125,20260726,n_movimentacoes,ppml,-0.0441283932887017,22049,341,75,266
126,20260726,admissoes,ppml,0.004490160383284,22049,341,75,266
126,20260726,asinh_saldo,ols,-0.1227136785382586,22049,341,75,266
126,20260726,desligamentos,ppml,0.0013401173055171,22049,341,75,266
126,20260726,ln_salario_real_adm,ols,0.0020524819759838,22012,341,75,266
126,20260726,n_movimentacoes,ppml,0.0030105924233794,22049,341,75,266
127,20260726,admissoes,ppml,-0.031406887806952,22049,341,75,266
127,20260726,asinh_saldo,ols,-0.1465266909722966,22049,341,75,266
127,20260726,desligamentos,ppml,-0.0077856900170445,22049,341,75,266
127,20260726,ln_salario_real_adm,ols,-0.0121702651759413,22012,341,75,266
127,20260726,n_movimentacoes,ppml,-0.0192020833492279,22049,341,75,266
128,20260726,admissoes,ppml,0.032429177314043,22049,341,75,266
128,20260726,asinh_saldo,ols,0.1201002907263658,22049,341,75,266
128,20260726,desligamentos,ppml,0.0235295547172427,22049,341,75,266
128,20260726,ln_salario_real_adm,ols,-0.0119015050022498,22012,341,75,266
128,20260726,n_movimentacoes,ppml,0.0282989414408803,22049,341,75,266
129,20260726,admissoes,ppml,-0.0516805760562419,22049,341,75,266
129,20260726,asinh_saldo,ols,0.039484849762098,22049,341,75,266
129,20260726,desligamentos,ppml,-0.0445027477107942,22049,341,75,266
129,20260726,ln_salario_real_adm,ols,0.0032356406753002,22012,341,75,266
129,20260726,n_movimentacoes,ppml,-0.0480123567394912,22049,341,75,266
130,20260726,admissoes,ppml,0.0369303566403687,22049,341,75,266
130,20260726,asinh_saldo,ols,-0.8355128242488944,22049,341,75,266
130,20260726,desligamentos,ppml,0.0691471211612224,22049,341,75,266
130,20260726,ln_salario_real_adm,ols,-0.0168865946560108,22012,341,75,266
130,20260726,n_movimentacoes,ppml,0.0522588565945625,22049,341,75,266
131,20260726,admissoes,ppml,0.0095190918073058,22049,341,75,266
131,20260726,asinh_saldo,ols,-0.4056494468583593,22049,341,75,266
131,20260726,desligamentos,ppml,0.0550649785436689,22049,341,75,266
131,20260726,ln_salario_real_adm,ols,-0.0153076945365593,22012,341,75,266
131,20260726,n_movimentacoes,ppml,0.0317394253797829,22049,341,75,266
132,20260726,admissoes,ppml,-0.0999382510781288,22049,341,75,266
132,20260726,asinh_saldo,ols,-0.1336120272187203,22049,341,75,266
132,20260726,desligamentos,ppml,-0.0929059241898357,22049,341,75,266
132,20260726,ln_salario_real_adm,ols,0.0049623204135625,22012,341,75,266
132,20260726,n_movimentacoes,ppml,-0.0961404871195554,22049,341,75,266
133,20260726,admissoes,ppml,-0.0707440604455769,22049,341,75,266
133,20260726,asinh_saldo,ols,-0.5441590871536056,22049,341,75,266
133,20260726,desligamentos,ppml,-0.0653901500627398,22049,341,75,266
133,20260726,ln_salario_real_adm,ols,0.0033040404610866,22012,341,75,266
133,20260726,n_movimentacoes,ppml,-0.0675638066604733,22049,341,75,266
134,20260726,admissoes,ppml,-0.02509616012685,22049,341,75,266
134,20260726,asinh_saldo,ols,0.0069177721879164,22049,341,75,266
134,20260726,desligamentos,ppml,-0.0624298192560672,22049,341,75,266
134,20260726,ln_salario_real_adm,ols,-0.0006418458953278,22012,341,75,266
134,20260726,n_movimentacoes,ppml,-0.0431115496903657,22049,341,75,266
135,20260726,admissoes,ppml,-0.058255027513951,22049,341,75,266
135,20260726,asinh_saldo,ols,-0.2080118217321686,22049,341,75,266
135,20260726,desligamentos,ppml,-0.0402416600845754,22049,341,75,266
135,20260726,ln_salario_real_adm,ols,-0.0006822375917071,22012,341,75,266
135,20260726,n_movimentacoes,ppml,-0.049799412023276,22049,341,75,266
136,20260726,admissoes,ppml,-0.0055591883137822,22049,341,75,266
136,20260726,asinh_saldo,ols,0.1759255228013513,22049,341,75,266
136,20260726,desligamentos,ppml,-0.0034935902804136,22049,341,75,266
136,20260726,ln_salario_real_adm,ols,-0.0060383602225024,22012,341,75,266
136,20260726,n_movimentacoes,ppml,-0.0048497240059077,22049,341,75,266
137,20260726,admissoes,ppml,0.0530010270886123,22049,341,75,266
137,20260726,asinh_saldo,ols,-0.2449235633171053,22049,341,75,266
137,20260726,desligamentos,ppml,0.0695900293067097,22049,341,75,266
137,20260726,ln_salario_real_adm,ols,-0.0015999797679144,22012,341,75,266
137,20260726,n_movimentacoes,ppml,0.0618048049509525,22049,341,75,266
138,20260726,admissoes,ppml,0.0844998122192919,22049,341,75,266
138,20260726,asinh_saldo,ols,0.29983123795773,22049,341,75,266
138,20260726,desligamentos,ppml,0.0429022796452045,22049,341,75,266
138,20260726,ln_salario_real_adm,ols,0.0005123362611978,22012,341,75,266
138,20260726,n_movimentacoes,ppml,0.064148096833378,22049,341,75,266
139,20260726,admissoes,ppml,0.1071793385781347,22049,341,75,266
139,20260726,asinh_saldo,ols,-0.0616652643650142,22049,341,75,266
139,20260726,desligamentos,ppml,0.0606325934641063,22049,341,75,266
139,20260726,ln_salario_real_adm,ols,0.0113340754564082,22012,341,75,266
139,20260726,n_movimentacoes,ppml,0.0846439637243747,22049,341,75,266
140,20260726,admissoes,ppml,-0.0074958647601306,22049,341,75,266
140,20260726,asinh_saldo,ols,0.2242055791887235,22049,341,75,266
140,20260726,desligamentos,ppml,0.0067618303000926,22049,341,75,266
140,20260726,ln_salario_real_adm,ols,-0.0058651701042545,22012,341,75,266
140,20260726,n_movimentacoes,ppml,-0.0007635485380887,22049,341,75,266
141,20260726,admissoes,ppml,-0.0023147528991103,22049,341,75,266
141,20260726,asinh_saldo,ols,0.0898489946749395,22049,341,75,266
141,20260726,desligamentos,ppml,-0.0580420303158462,22049,341,75,266
141,20260726,ln_salario_real_adm,ols,-0.0104205158095968,22012,341,75,266
141,20260726,n_movimentacoes,ppml,-0.0289123435504734,22049,341,75,266
142,20260726,admissoes,ppml,0.0574875893071293,22049,341,75,266
142,20260726,asinh_saldo,ols,0.236072264766694,22049,341,75,266
142,20260726,desligamentos,ppml,0.0565023170784115,22049,341,75,266
142,20260726,ln_salario_real_adm,ols,0.0127197773636595,22012,341,75,266
142,20260726,n_movimentacoes,ppml,0.0565297440625727,22049,341,75,266
143,20260726,admissoes,ppml,0.0222041527740657,22049,341,75,266
143,20260726,asinh_saldo,ols,0.1022126079067685,22049,341,75,266
143,20260726,desligamentos,ppml,-0.0238825841806828,22049,341,75,266
143,20260726,ln_salario_real_adm,ols,-0.0035466333971635,22012,341,75,266
143,20260726,n_movimentacoes,ppml,7.447833195328712e-05,22049,341,75,266
144,20260726,admissoes,ppml,-0.0432077785953879,22049,341,75,266
144,20260726,asinh_saldo,ols,-0.3418652546886986,22049,341,75,266
144,20260726,desligamentos,ppml,-0.0309603977948427,22049,341,75,266
144,20260726,ln_salario_real_adm,ols,0.0205677049963781,22012,341,75,266
144,20260726,n_movimentacoes,ppml,-0.0375592564232647,22049,341,75,266
145,20260726,admissoes,ppml,-0.0620044777169823,22049,341,75,266
145,20260726,asinh_saldo,ols,0.1594201389520583,22049,341,75,266
145,20260726,desligamentos,ppml,-0.0785429337993264,22049,341,75,266
145,20260726,ln_salario_real_adm,ols,0.0142130400227693,22012,341,75,266
145,20260726,n_movimentacoes,ppml,-0.0695585897192359,22049,341,75,266
146,20260726,admissoes,ppml,-0.1100824838504195,22049,341,75,266
146,20260726,asinh_saldo,ols,-0.0301132941346754,22049,341,75,266
146,20260726,desligamentos,ppml,-0.0451290905475616,22049,341,75,266
146,20260726,ln_salario_real_adm,ols,0.0185922329850357,22012,341,75,266
146,20260726,n_movimentacoes,ppml,-0.0778662720695138,22049,341,75,266
147,20260726,admissoes,ppml,-0.0266438256949186,22049,341,75,266
147,20260726,asinh_saldo,ols,-0.1525666208886355,22049,341,75,266
147,20260726,desligamentos,ppml,0.0002125897444784,22049,341,75,266
147,20260726,ln_salario_real_adm,ols,0.0024236722381493,22012,341,75,266
147,20260726,n_movimentacoes,ppml,-0.0134110464714467,22049,341,75,266
148,20260726,admissoes,ppml,-0.0426138951443135,22049,341,75,266
148,20260726,asinh_saldo,ols,-0.1707223856256021,22049,341,75,266
148,20260726,desligamentos,ppml,-0.0148781235329806,22049,341,75,266
148,20260726,ln_salario_real_adm,ols,0.0202460750206485,22012,341,75,266
148,20260726,n_movimentacoes,ppml,-0.0294114639982581,22049,341,75,266
149,20260726,admissoes,ppml,0.0504052126780152,22049,341,75,266
149,20260726,asinh_saldo,ols,-0.1330133796181344,22049,341,75,266
149,20260726,desligamentos,ppml,0.0614882241934537,22049,341,75,266
149,20260726,ln_salario_real_adm,ols,0.0020519772374256,22012,341,75,266
149,20260726,n_movimentacoes,ppml,0.0553426607511937,22049,341,75,266
150,20260726,admissoes,ppml,0.0408529643900692,22049,341,75,266
150,20260726,asinh_saldo,ols,-0.0373842889972766,22049,341,75,266
150,20260726,desligamentos,ppml,-0.0016024522483348,22049,341,75,266
150,20260726,ln_salario_real_adm,ols,-0.0091039788948288,22012,341,75,266
150,20260726,n_movimentacoes,ppml,0.0204715197905898,22049,341,75,266
151,20260726,admissoes,ppml,0.0706047299318015,22049,341,75,266
151,20260726,asinh_saldo,ols,-0.0177393770475027,22049,341,75,266
151,20260726,desligamentos,ppml,0.0884026242420077,22049,341,75,266
151,20260726,ln_salario_real_adm,ols,-0.0140646906716354,22012,341,75,266
151,20260726,n_movimentacoes,ppml,0.0787381730042398,22049,341,75,266
152,20260726,admissoes,ppml,0.044486450497061,22049,341,75,266
152,20260726,asinh_saldo,ols,-0.2463871530225249,22049,341,75,266
152,20260726,desligamentos,ppml,0.0480290935374796,22049,341,75,266
152,20260726,ln_salario_real_adm,ols,0.0104889061103578,22012,341,75,266
152,20260726,n_movimentacoes,ppml,0.0457487786188721,22049,341,75,266
153,20260726,admissoes,ppml,0.0532176629640162,22049,341,75,266
153,20260726,asinh_saldo,ols,0.0077550721039167,22049,341,75,266
153,20260726,desligamentos,ppml,0.0586885726079344,22049,341,75,266
153,20260726,ln_salario_real_adm,ols,-0.0054316977583046,22012,341,75,266
153,20260726,n_movimentacoes,ppml,0.0556976003572344,22049,341,75,266
154,20260726,admissoes,ppml,0.0412951242178678,22049,341,75,266
154,20260726,asinh_saldo,ols,-0.4282714643478513,22049,341,75,266
